Stored fact information:
LecturerCandidate(ID0) => Min Interval: 31, Max Interval: 40
LecturerCandidate(ID3127) => Min Interval: 17, Max Interval: 48
LecturerCandidate(ID3128) => Min Interval: 26, Max Interval: 39
LecturerCandidate(ID3129) => Min Interval: 21, Max Interval: 49
LecturerCandidate(ID3131) => Min Interval: 24, Max Interval: 42
LecturerCandidate(ID3132) => Min Interval: 23, Max Interval: 38
LecturerCandidate(ID3140) => Min Interval: 11, Max Interval: 34
LecturerCandidate(ID3141) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID3142) => Min Interval: 18, Max Interval: 49
LecturerCandidate(ID3143) => Min Interval: 9, Max Interval: 47
LecturerCandidate(ID3144) => Min Interval: 22, Max Interval: 46
LecturerCandidate(ID3150) => Min Interval: 13, Max Interval: 44
LecturerCandidate(ID3151) => Min Interval: 13, Max Interval: 48
LecturerCandidate(ID3152) => Min Interval: 8, Max Interval: 35
LecturerCandidate(ID3154) => Min Interval: 11, Max Interval: 23
LecturerCandidate(ID3157) => Min Interval: 20, Max Interval: 25
LecturerCandidate(ID3159) => Min Interval: 22, Max Interval: 42
LecturerCandidate(ID3164) => Min Interval: 16, Max Interval: 51
LecturerCandidate(ID3165) => Min Interval: 22, Max Interval: 23
LecturerCandidate(ID3167) => Min Interval: 13, Max Interval: 37
LecturerCandidate(ID3171) => Min Interval: 28, Max Interval: 36
LecturerCandidate(ID3176) => Min Interval: 44, Max Interval: 48
LecturerCandidate(ID3177) => Min Interval: 12, Max Interval: 36
LecturerCandidate(ID3179) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID3180) => Min Interval: 13, Max Interval: 48
LecturerCandidate(ID3184) => Min Interval: 6, Max Interval: 47
LecturerCandidate(ID3187) => Min Interval: 26, Max Interval: 41
LecturerCandidate(ID3191) => Min Interval: 15, Max Interval: 36
LecturerCandidate(ID3193) => Min Interval: 21, Max Interval: 50
LecturerCandidate(ID3195) => Min Interval: 11, Max Interval: 44
LecturerCandidate(ID3196) => Min Interval: 21, Max Interval: 43
LecturerCandidate(ID3198) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID3199) => Min Interval: 9, Max Interval: 46
LecturerCandidate(ID3201) => Min Interval: 25, Max Interval: 49
LecturerCandidate(ID3202) => Min Interval: 29, Max Interval: 45
LecturerCandidate(ID3203) => Min Interval: 2, Max Interval: 50
LecturerCandidate(ID3206) => Min Interval: 21, Max Interval: 45
LecturerCandidate(ID3207) => Min Interval: 20, Max Interval: 22
LecturerCandidate(ID3209) => Min Interval: 17, Max Interval: 46
LecturerCandidate(ID3211) => Min Interval: 9, Max Interval: 41
LecturerCandidate(ID3212) => Min Interval: 4, Max Interval: 27
LecturerCandidate(ID3213) => Min Interval: 6, Max Interval: 20
LecturerCandidate(ID3215) => Min Interval: 10, Max Interval: 41
LecturerCandidate(ID3217) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID3219) => Min Interval: 17, Max Interval: 37
LecturerCandidate(ID3221) => Min Interval: 41, Max Interval: 46
LecturerCandidate(ID3222) => Min Interval: 9, Max Interval: 52
LecturerCandidate(ID3226) => Min Interval: 32, Max Interval: 47
LecturerCandidate(ID3232) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID3233) => Min Interval: 5, Max Interval: 46
LecturerCandidate(ID3235) => Min Interval: 9, Max Interval: 26
LecturerCandidate(ID3238) => Min Interval: 18, Max Interval: 26
LecturerCandidate(ID3239) => Min Interval: 14, Max Interval: 32
LecturerCandidate(ID3241) => Min Interval: 30, Max Interval: 36
LecturerCandidate(ID3247) => Min Interval: 38, Max Interval: 47
LecturerCandidate(ID3248) => Min Interval: 18, Max Interval: 21
LecturerCandidate(ID3251) => Min Interval: 7, Max Interval: 49
LecturerCandidate(ID3252) => Min Interval: 28, Max Interval: 45
LecturerCandidate(ID3253) => Min Interval: 15, Max Interval: 23
LecturerCandidate(ID3256) => Min Interval: 25, Max Interval: 46
LecturerCandidate(ID3260) => Min Interval: 11, Max Interval: 38
LecturerCandidate(ID3263) => Min Interval: 17, Max Interval: 46
LecturerCandidate(ID3264) => Min Interval: 31, Max Interval: 41
LecturerCandidate(ID3265) => Min Interval: 5, Max Interval: 48
LecturerCandidate(ID3266) => Min Interval: 24, Max Interval: 31
LecturerCandidate(ID3267) => Min Interval: 19, Max Interval: 47
LecturerCandidate(ID3270) => Min Interval: 22, Max Interval: 40
LecturerCandidate(ID3273) => Min Interval: 11, Max Interval: 12
LecturerCandidate(ID3275) => Min Interval: 14, Max Interval: 37
LecturerCandidate(ID3278) => Min Interval: 14, Max Interval: 45
LecturerCandidate(ID3281) => Min Interval: 17, Max Interval: 50
LecturerCandidate(ID3284) => Min Interval: 6, Max Interval: 42
LecturerCandidate(ID3285) => Min Interval: 5, Max Interval: 46
LecturerCandidate(ID3289) => Min Interval: 4, Max Interval: 46
LecturerCandidate(ID3292) => Min Interval: 26, Max Interval: 40
LecturerCandidate(ID3293) => Min Interval: 8, Max Interval: 40
LecturerCandidate(ID3294) => Min Interval: 32, Max Interval: 50
LecturerCandidate(ID3295) => Min Interval: 19, Max Interval: 26
LecturerCandidate(ID3297) => Min Interval: 1, Max Interval: 39
LecturerCandidate(ID3298) => Min Interval: 18, Max Interval: 47
LecturerCandidate(ID3302) => Min Interval: 29, Max Interval: 37
LecturerCandidate(ID3303) => Min Interval: 14, Max Interval: 49
LecturerCandidate(ID3309) => Min Interval: 9, Max Interval: 38
LecturerCandidate(ID3317) => Min Interval: 7, Max Interval: 46
LecturerCandidate(ID3319) => Min Interval: 33, Max Interval: 45
LecturerCandidate(ID3323) => Min Interval: 23, Max Interval: 32
LecturerCandidate(ID3325) => Min Interval: 11, Max Interval: 43
LecturerCandidate(ID3338) => Min Interval: 13, Max Interval: 48
LecturerCandidate(ID3339) => Min Interval: 22, Max Interval: 38
LecturerCandidate(ID3341) => Min Interval: 4, Max Interval: 36
LecturerCandidate(ID3344) => Min Interval: 23, Max Interval: 46
LecturerCandidate(ID3346) => Min Interval: 11, Max Interval: 50
LecturerCandidate(ID3351) => Min Interval: 4, Max Interval: 48
LecturerCandidate(ID3352) => Min Interval: 11, Max Interval: 42
LecturerCandidate(ID3353) => Min Interval: 13, Max Interval: 33
LecturerCandidate(ID3354) => Min Interval: 19, Max Interval: 41
LecturerCandidate(ID3356) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID3358) => Min Interval: 6, Max Interval: 42
LecturerCandidate(ID3362) => Min Interval: 41, Max Interval: 50
LecturerCandidate(ID3363) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID3365) => Min Interval: 32, Max Interval: 43
LecturerCandidate(ID3372) => Min Interval: 44, Max Interval: 49
LecturerCandidate(ID3373) => Min Interval: 11, Max Interval: 22
LecturerCandidate(ID3377) => Min Interval: 20, Max Interval: 43
LecturerCandidate(ID3383) => Min Interval: 10, Max Interval: 41
LecturerCandidate(ID3384) => Min Interval: 13, Max Interval: 31
LecturerCandidate(ID3388) => Min Interval: 11, Max Interval: 45
LecturerCandidate(ID3391) => Min Interval: 3, Max Interval: 43
LecturerCandidate(ID3392) => Min Interval: 14, Max Interval: 23
LecturerCandidate(ID3393) => Min Interval: 13, Max Interval: 50
LecturerCandidate(ID3395) => Min Interval: 5, Max Interval: 42
LecturerCandidate(ID3396) => Min Interval: 15, Max Interval: 25
LecturerCandidate(ID3398) => Min Interval: 15, Max Interval: 48
LecturerCandidate(ID3401) => Min Interval: 12, Max Interval: 16
LecturerCandidate(ID3402) => Min Interval: 21, Max Interval: 47
LecturerCandidate(ID3403) => Min Interval: 13, Max Interval: 42
LecturerCandidate(ID3404) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID3405) => Min Interval: 12, Max Interval: 39
LecturerCandidate(ID3406) => Min Interval: 1, Max Interval: 46
LecturerCandidate(ID3407) => Min Interval: 6, Max Interval: 44
LecturerCandidate(ID3411) => Min Interval: 19, Max Interval: 50
LecturerCandidate(ID3414) => Min Interval: 17, Max Interval: 44
LecturerCandidate(ID3415) => Min Interval: 7, Max Interval: 41
LecturerCandidate(ID3420) => Min Interval: 13, Max Interval: 47
LecturerCandidate(ID3428) => Min Interval: 30, Max Interval: 46
LecturerCandidate(ID3432) => Min Interval: 9, Max Interval: 25
LecturerCandidate(ID3433) => Min Interval: 9, Max Interval: 16
LecturerCandidate(ID3436) => Min Interval: 16, Max Interval: 52
LecturerCandidate(ID3441) => Min Interval: 28, Max Interval: 34
LecturerCandidate(ID3444) => Min Interval: 9, Max Interval: 33
LecturerCandidate(ID3447) => Min Interval: 14, Max Interval: 33
LecturerCandidate(ID3448) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID3449) => Min Interval: 6, Max Interval: 39
LecturerCandidate(ID3450) => Min Interval: 32, Max Interval: 49
LecturerCandidate(ID3455) => Min Interval: 17, Max Interval: 50
LecturerCandidate(ID3459) => Min Interval: 4, Max Interval: 46
LecturerCandidate(ID3460) => Min Interval: 16, Max Interval: 51
LecturerCandidate(ID3462) => Min Interval: 9, Max Interval: 35
LecturerCandidate(ID3468) => Min Interval: 13, Max Interval: 36
LecturerCandidate(ID3471) => Min Interval: 11, Max Interval: 25
LecturerCandidate(ID3472) => Min Interval: 14, Max Interval: 42
LecturerCandidate(ID3475) => Min Interval: 29, Max Interval: 37
LecturerCandidate(ID3477) => Min Interval: 30, Max Interval: 47
LecturerCandidate(ID3478) => Min Interval: 27, Max Interval: 43
LecturerCandidate(ID3479) => Min Interval: 31, Max Interval: 49
LecturerCandidate(ID3481) => Min Interval: 17, Max Interval: 25
LecturerCandidate(ID3482) => Min Interval: 14, Max Interval: 49
LecturerCandidate(ID3487) => Min Interval: 26, Max Interval: 29
LecturerCandidate(ID3488) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID3494) => Min Interval: 3, Max Interval: 50
LecturerCandidate(ID3499) => Min Interval: 10, Max Interval: 51
LecturerCandidate(ID3504) => Min Interval: 6, Max Interval: 44
LecturerCandidate(ID3505) => Min Interval: 16, Max Interval: 25
LecturerCandidate(ID3506) => Min Interval: 29, Max Interval: 42
LecturerCandidate(ID3509) => Min Interval: 12, Max Interval: 41
LecturerCandidate(ID3513) => Min Interval: 9, Max Interval: 26
LecturerCandidate(ID3517) => Min Interval: 19, Max Interval: 49
LecturerCandidate(ID3521) => Min Interval: 9, Max Interval: 28
LecturerCandidate(ID3528) => Min Interval: 4, Max Interval: 10
LecturerCandidate(ID3529) => Min Interval: 30, Max Interval: 48
LecturerCandidate(ID3531) => Min Interval: 25, Max Interval: 49
LecturerCandidate(ID3533) => Min Interval: 6, Max Interval: 33
LecturerCandidate(ID3534) => Min Interval: 20, Max Interval: 28
LecturerCandidate(ID3535) => Min Interval: 37, Max Interval: 48
LecturerCandidate(ID3542) => Min Interval: 17, Max Interval: 49
LecturerCandidate(ID3551) => Min Interval: 25, Max Interval: 33
LecturerCandidate(ID3554) => Min Interval: 12, Max Interval: 42
LecturerCandidate(ID3556) => Min Interval: 11, Max Interval: 33
LecturerCandidate(ID3567) => Min Interval: 17, Max Interval: 50
LecturerCandidate(ID3568) => Min Interval: 16, Max Interval: 37
LecturerCandidate(ID3575) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID3576) => Min Interval: 16, Max Interval: 50
LecturerCandidate(ID3577) => Min Interval: 10, Max Interval: 40
LecturerCandidate(ID3578) => Min Interval: 14, Max Interval: 49
LecturerCandidate(ID3580) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID3582) => Min Interval: 7, Max Interval: 47
LecturerCandidate(ID3588) => Min Interval: 21, Max Interval: 47
LecturerCandidate(ID3594) => Min Interval: 32, Max Interval: 33
LecturerCandidate(ID3595) => Min Interval: 2, Max Interval: 49
LecturerCandidate(ID3597) => Min Interval: 36, Max Interval: 50
LecturerCandidate(ID3601) => Min Interval: 21, Max Interval: 48
LecturerCandidate(ID3603) => Min Interval: 4, Max Interval: 39
LecturerCandidate(ID3607) => Min Interval: 6, Max Interval: 39
LecturerCandidate(ID3615) => Min Interval: 18, Max Interval: 28
LecturerCandidate(ID3616) => Min Interval: 23, Max Interval: 34
LecturerCandidate(ID3617) => Min Interval: 12, Max Interval: 42
LecturerCandidate(ID3620) => Min Interval: 13, Max Interval: 48
LecturerCandidate(ID3621) => Min Interval: 15, Max Interval: 42
LecturerCandidate(ID3627) => Min Interval: 28, Max Interval: 49
LecturerCandidate(ID3630) => Min Interval: 19, Max Interval: 43
LecturerCandidate(ID3631) => Min Interval: 11, Max Interval: 43
LecturerCandidate(ID3635) => Min Interval: 27, Max Interval: 43
LecturerCandidate(ID3636) => Min Interval: 4, Max Interval: 50
LecturerCandidate(ID3642) => Min Interval: 13, Max Interval: 42
LecturerCandidate(ID3650) => Min Interval: 25, Max Interval: 48
LecturerCandidate(ID3652) => Min Interval: 12, Max Interval: 46
LecturerCandidate(ID3653) => Min Interval: 14, Max Interval: 24
LecturerCandidate(ID3654) => Min Interval: 43, Max Interval: 43
LecturerCandidate(ID3666) => Min Interval: 12, Max Interval: 33
LecturerCandidate(ID3667) => Min Interval: 36, Max Interval: 41
LecturerCandidate(ID3682) => Min Interval: 30, Max Interval: 35
LecturerCandidate(ID3690) => Min Interval: 27, Max Interval: 43
LecturerCandidate(ID3692) => Min Interval: 24, Max Interval: 46
LecturerCandidate(ID3696) => Min Interval: 21, Max Interval: 49
LecturerCandidate(ID3697) => Min Interval: 9, Max Interval: 27
LecturerCandidate(ID3698) => Min Interval: 17, Max Interval: 40
LecturerCandidate(ID3699) => Min Interval: 11, Max Interval: 31
LecturerCandidate(ID3702) => Min Interval: 22, Max Interval: 44
LecturerCandidate(ID3703) => Min Interval: 15, Max Interval: 41
LecturerCandidate(ID3720) => Min Interval: 15, Max Interval: 49
LecturerCandidate(ID3721) => Min Interval: 38, Max Interval: 39
LecturerCandidate(ID3724) => Min Interval: 15, Max Interval: 20
LecturerCandidate(ID3733) => Min Interval: 25, Max Interval: 40
LecturerCandidate(ID3748) => Min Interval: 23, Max Interval: 32
LecturerCandidate(ID3758) => Min Interval: 20, Max Interval: 50
LecturerCandidate(ID3759) => Min Interval: 27, Max Interval: 48
LecturerCandidate(ID3762) => Min Interval: 19, Max Interval: 47
LecturerCandidate(ID3770) => Min Interval: 10, Max Interval: 35
LecturerCandidate(ID3772) => Min Interval: 10, Max Interval: 40
LecturerCandidate(ID3786) => Min Interval: 11, Max Interval: 34
LecturerCandidate(ID3791) => Min Interval: 23, Max Interval: 37
LecturerCandidate(ID3792) => Min Interval: 15, Max Interval: 37
LecturerCandidate(ID3818) => Min Interval: 31, Max Interval: 49
LecturerCandidate(ID3824) => Min Interval: 12, Max Interval: 20
LecturerCandidate(ID3854) => Min Interval: 9, Max Interval: 18
LecturerCandidate(ID3856) => Min Interval: 17, Max Interval: 44
LecturerCandidate(ID3857) => Min Interval: 11, Max Interval: 12
LecturerCandidate(ID3858) => Min Interval: 29, Max Interval: 49
LecturerCandidate(ID3868) => Min Interval: 11, Max Interval: 29
LecturerCandidate(ID3869) => Min Interval: 24, Max Interval: 43
LecturerCandidate(ID3873) => Min Interval: 5, Max Interval: 44
LecturerCandidate(ID3878) => Min Interval: 8, Max Interval: 47
LecturerCandidate(ID3881) => Min Interval: 9, Max Interval: 43
LecturerCandidate(ID3883) => Min Interval: 35, Max Interval: 46
LecturerCandidate(ID3884) => Min Interval: 19, Max Interval: 44
LecturerCandidate(ID3885) => Min Interval: 30, Max Interval: 33
LecturerCandidate(ID3887) => Min Interval: 5, Max Interval: 47
LecturerCandidate(ID3888) => Min Interval: 22, Max Interval: 40
LecturerCandidate(ID3889) => Min Interval: 20, Max Interval: 39
LecturerCandidate(ID3891) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID3892) => Min Interval: 2, Max Interval: 27
LecturerCandidate(ID3898) => Min Interval: 24, Max Interval: 29
LecturerCandidate(ID3900) => Min Interval: 21, Max Interval: 50
LecturerCandidate(ID3902) => Min Interval: 14, Max Interval: 41
LecturerCandidate(ID3904) => Min Interval: 35, Max Interval: 45
LecturerCandidate(ID3906) => Min Interval: 11, Max Interval: 20
LecturerCandidate(ID3908) => Min Interval: 4, Max Interval: 38
LecturerCandidate(ID3911) => Min Interval: 11, Max Interval: 39
LecturerCandidate(ID3917) => Min Interval: 10, Max Interval: 44
LecturerCandidate(ID3918) => Min Interval: 10, Max Interval: 42
LecturerCandidate(ID3920) => Min Interval: 5, Max Interval: 52
LecturerCandidate(ID3921) => Min Interval: 15, Max Interval: 28
LecturerCandidate(ID3924) => Min Interval: 14, Max Interval: 26
LecturerCandidate(ID3926) => Min Interval: 11, Max Interval: 18
LecturerCandidate(ID3929) => Min Interval: 12, Max Interval: 27
LecturerCandidate(ID3935) => Min Interval: 4, Max Interval: 52
LecturerCandidate(ID3936) => Min Interval: 19, Max Interval: 30
LecturerCandidate(ID3938) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID3939) => Min Interval: 17, Max Interval: 48
LecturerCandidate(ID3943) => Min Interval: 10, Max Interval: 46
LecturerCandidate(ID3945) => Min Interval: 17, Max Interval: 31
LecturerCandidate(ID3950) => Min Interval: 15, Max Interval: 48
LecturerCandidate(ID3951) => Min Interval: 21, Max Interval: 31
LecturerCandidate(ID3952) => Min Interval: 9, Max Interval: 32
LecturerCandidate(ID3955) => Min Interval: 35, Max Interval: 44
LecturerCandidate(ID3961) => Min Interval: 12, Max Interval: 43
LecturerCandidate(ID3962) => Min Interval: 21, Max Interval: 51
LecturerCandidate(ID3964) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID3965) => Min Interval: 15, Max Interval: 43
LecturerCandidate(ID3967) => Min Interval: 13, Max Interval: 47
LecturerCandidate(ID3969) => Min Interval: 11, Max Interval: 48
LecturerCandidate(ID3971) => Min Interval: 28, Max Interval: 37
LecturerCandidate(ID3973) => Min Interval: 8, Max Interval: 50
LecturerCandidate(ID3975) => Min Interval: 14, Max Interval: 50
LecturerCandidate(ID3976) => Min Interval: 6, Max Interval: 33
LecturerCandidate(ID3979) => Min Interval: 4, Max Interval: 40
LecturerCandidate(ID3983) => Min Interval: 16, Max Interval: 26
LecturerCandidate(ID3985) => Min Interval: 35, Max Interval: 49
LecturerCandidate(ID3987) => Min Interval: 7, Max Interval: 19
LecturerCandidate(ID3988) => Min Interval: 12, Max Interval: 43
LecturerCandidate(ID3990) => Min Interval: 7, Max Interval: 51
LecturerCandidate(ID3993) => Min Interval: 9, Max Interval: 24
LecturerCandidate(ID3994) => Min Interval: 38, Max Interval: 49
LecturerCandidate(ID3995) => Min Interval: 21, Max Interval: 30
LecturerCandidate(ID3997) => Min Interval: 21, Max Interval: 49
LecturerCandidate(ID3999) => Min Interval: 23, Max Interval: 35
LecturerCandidate(ID4000) => Min Interval: 11, Max Interval: 49
LecturerCandidate(ID4001) => Min Interval: 31, Max Interval: 46
LecturerCandidate(ID4002) => Min Interval: 11, Max Interval: 15
LecturerCandidate(ID4008) => Min Interval: 43, Max Interval: 48
LecturerCandidate(ID4013) => Min Interval: 18, Max Interval: 29
LecturerCandidate(ID4014) => Min Interval: 15, Max Interval: 46
LecturerCandidate(ID4015) => Min Interval: 22, Max Interval: 38
LecturerCandidate(ID4018) => Min Interval: 23, Max Interval: 41
LecturerCandidate(ID4022) => Min Interval: 34, Max Interval: 50
LecturerCandidate(ID4026) => Min Interval: 20, Max Interval: 34
LecturerCandidate(ID4027) => Min Interval: 8, Max Interval: 51
LecturerCandidate(ID4029) => Min Interval: 8, Max Interval: 47
LecturerCandidate(ID4030) => Min Interval: 13, Max Interval: 48
LecturerCandidate(ID4031) => Min Interval: 19, Max Interval: 21
LecturerCandidate(ID4032) => Min Interval: 14, Max Interval: 49
LecturerCandidate(ID4036) => Min Interval: 17, Max Interval: 42
LecturerCandidate(ID4039) => Min Interval: 2, Max Interval: 45
LecturerCandidate(ID4041) => Min Interval: 16, Max Interval: 45
LecturerCandidate(ID4043) => Min Interval: 23, Max Interval: 28
LecturerCandidate(ID4047) => Min Interval: 10, Max Interval: 45
LecturerCandidate(ID4050) => Min Interval: 5, Max Interval: 47
LecturerCandidate(ID4051) => Min Interval: 10, Max Interval: 39
LecturerCandidate(ID4056) => Min Interval: 20, Max Interval: 50
LecturerCandidate(ID4059) => Min Interval: 9, Max Interval: 46
LecturerCandidate(ID4060) => Min Interval: 8, Max Interval: 50
LecturerCandidate(ID4061) => Min Interval: 26, Max Interval: 26
LecturerCandidate(ID4066) => Min Interval: 13, Max Interval: 19
LecturerCandidate(ID4067) => Min Interval: 12, Max Interval: 41
LecturerCandidate(ID4068) => Min Interval: 13, Max Interval: 47
LecturerCandidate(ID4070) => Min Interval: 12, Max Interval: 50
LecturerCandidate(ID4072) => Min Interval: 9, Max Interval: 48
LecturerCandidate(ID4075) => Min Interval: 3, Max Interval: 27
LecturerCandidate(ID4077) => Min Interval: 3, Max Interval: 51
LecturerCandidate(ID4080) => Min Interval: 19, Max Interval: 28
LecturerCandidate(ID4081) => Min Interval: 4, Max Interval: 48
LecturerCandidate(ID4083) => Min Interval: 4, Max Interval: 49
LecturerCandidate(ID4086) => Min Interval: 1, Max Interval: 51
LecturerCandidate(ID4088) => Min Interval: 13, Max Interval: 38
LecturerCandidate(ID4089) => Min Interval: 22, Max Interval: 31
LecturerCandidate(ID4093) => Min Interval: 6, Max Interval: 40
LecturerCandidate(ID4097) => Min Interval: 12, Max Interval: 48
LecturerCandidate(ID4100) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID4104) => Min Interval: 16, Max Interval: 44
LecturerCandidate(ID4107) => Min Interval: 19, Max Interval: 44
LecturerCandidate(ID4111) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID4113) => Min Interval: 8, Max Interval: 51
LecturerCandidate(ID4114) => Min Interval: 10, Max Interval: 42
LecturerCandidate(ID4117) => Min Interval: 10, Max Interval: 40
LecturerCandidate(ID4119) => Min Interval: 22, Max Interval: 30
LecturerCandidate(ID4120) => Min Interval: 18, Max Interval: 43
LecturerCandidate(ID4122) => Min Interval: 31, Max Interval: 32
LecturerCandidate(ID4125) => Min Interval: 29, Max Interval: 37
LecturerCandidate(ID4127) => Min Interval: 21, Max Interval: 33
LecturerCandidate(ID4129) => Min Interval: 26, Max Interval: 43
LecturerCandidate(ID4131) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID4133) => Min Interval: 22, Max Interval: 44
LecturerCandidate(ID4134) => Min Interval: 17, Max Interval: 23
LecturerCandidate(ID4136) => Min Interval: 37, Max Interval: 47
LecturerCandidate(ID4139) => Min Interval: 9, Max Interval: 46
LecturerCandidate(ID4146) => Min Interval: 11, Max Interval: 45
LecturerCandidate(ID4149) => Min Interval: 40, Max Interval: 48
LecturerCandidate(ID4150) => Min Interval: 23, Max Interval: 50
LecturerCandidate(ID4151) => Min Interval: 19, Max Interval: 45
LecturerCandidate(ID4153) => Min Interval: 7, Max Interval: 52
LecturerCandidate(ID4156) => Min Interval: 20, Max Interval: 39
LecturerCandidate(ID4159) => Min Interval: 8, Max Interval: 36
LecturerCandidate(ID4165) => Min Interval: 2, Max Interval: 12
LecturerCandidate(ID4170) => Min Interval: 17, Max Interval: 38
LecturerCandidate(ID4172) => Min Interval: 5, Max Interval: 42
LecturerCandidate(ID4176) => Min Interval: 24, Max Interval: 30
LecturerCandidate(ID4177) => Min Interval: 19, Max Interval: 34
LecturerCandidate(ID4180) => Min Interval: 10, Max Interval: 41
LecturerCandidate(ID4181) => Min Interval: 31, Max Interval: 45
LecturerCandidate(ID4183) => Min Interval: 11, Max Interval: 32
LecturerCandidate(ID4186) => Min Interval: 9, Max Interval: 51
LecturerCandidate(ID4188) => Min Interval: 4, Max Interval: 33
LecturerCandidate(ID4189) => Min Interval: 22, Max Interval: 40
LecturerCandidate(ID4194) => Min Interval: 16, Max Interval: 38
LecturerCandidate(ID4200) => Min Interval: 29, Max Interval: 40
LecturerCandidate(ID4205) => Min Interval: 5, Max Interval: 43
LecturerCandidate(ID4206) => Min Interval: 12, Max Interval: 36
LecturerCandidate(ID4208) => Min Interval: 20, Max Interval: 50
LecturerCandidate(ID4212) => Min Interval: 13, Max Interval: 31
LecturerCandidate(ID4215) => Min Interval: 1, Max Interval: 36
LecturerCandidate(ID4217) => Min Interval: 9, Max Interval: 35
LecturerCandidate(ID4218) => Min Interval: 11, Max Interval: 49
LecturerCandidate(ID4224) => Min Interval: 24, Max Interval: 45
LecturerCandidate(ID4226) => Min Interval: 4, Max Interval: 50
LecturerCandidate(ID4227) => Min Interval: 9, Max Interval: 47
LecturerCandidate(ID4229) => Min Interval: 18, Max Interval: 31
LecturerCandidate(ID4230) => Min Interval: 12, Max Interval: 18
LecturerCandidate(ID4233) => Min Interval: 6, Max Interval: 49
LecturerCandidate(ID4234) => Min Interval: 7, Max Interval: 51
LecturerCandidate(ID4239) => Min Interval: 33, Max Interval: 33
LecturerCandidate(ID4242) => Min Interval: 19, Max Interval: 31
LecturerCandidate(ID4243) => Min Interval: 6, Max Interval: 48
LecturerCandidate(ID4244) => Min Interval: 25, Max Interval: 29
LecturerCandidate(ID4247) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID4250) => Min Interval: 9, Max Interval: 32
LecturerCandidate(ID4253) => Min Interval: 10, Max Interval: 40
LecturerCandidate(ID4254) => Min Interval: 15, Max Interval: 44
LecturerCandidate(ID4255) => Min Interval: 5, Max Interval: 37
LecturerCandidate(ID4256) => Min Interval: 5, Max Interval: 31
LecturerCandidate(ID4258) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID4259) => Min Interval: 32, Max Interval: 46
LecturerCandidate(ID4260) => Min Interval: 20, Max Interval: 50
LecturerCandidate(ID4266) => Min Interval: 7, Max Interval: 31
LecturerCandidate(ID4269) => Min Interval: 27, Max Interval: 50
LecturerCandidate(ID4274) => Min Interval: 10, Max Interval: 46
LecturerCandidate(ID4275) => Min Interval: 4, Max Interval: 46
LecturerCandidate(ID4278) => Min Interval: 10, Max Interval: 50
LecturerCandidate(ID4282) => Min Interval: 13, Max Interval: 46
LecturerCandidate(ID4285) => Min Interval: 17, Max Interval: 45
LecturerCandidate(ID4288) => Min Interval: 21, Max Interval: 46
LecturerCandidate(ID4289) => Min Interval: 9, Max Interval: 51
LecturerCandidate(ID4294) => Min Interval: 9, Max Interval: 44
LecturerCandidate(ID4297) => Min Interval: 9, Max Interval: 52
LecturerCandidate(ID4300) => Min Interval: 4, Max Interval: 51
LecturerCandidate(ID4301) => Min Interval: 30, Max Interval: 43
LecturerCandidate(ID4308) => Min Interval: 31, Max Interval: 50
LecturerCandidate(ID4310) => Min Interval: 6, Max Interval: 50
LecturerCandidate(ID4311) => Min Interval: 16, Max Interval: 40
LecturerCandidate(ID4312) => Min Interval: 27, Max Interval: 44
LecturerCandidate(ID4313) => Min Interval: 21, Max Interval: 22
LecturerCandidate(ID4315) => Min Interval: 14, Max Interval: 28
LecturerCandidate(ID4316) => Min Interval: 12, Max Interval: 49
LecturerCandidate(ID4318) => Min Interval: 6, Max Interval: 37
LecturerCandidate(ID4319) => Min Interval: 23, Max Interval: 47
LecturerCandidate(ID4321) => Min Interval: 4, Max Interval: 49
LecturerCandidate(ID4322) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID4323) => Min Interval: 11, Max Interval: 46
LecturerCandidate(ID4325) => Min Interval: 23, Max Interval: 36
LecturerCandidate(ID4328) => Min Interval: 21, Max Interval: 49
LecturerCandidate(ID4329) => Min Interval: 28, Max Interval: 40
LecturerCandidate(ID4331) => Min Interval: 35, Max Interval: 46
LecturerCandidate(ID4333) => Min Interval: 10, Max Interval: 50
LecturerCandidate(ID4335) => Min Interval: 6, Max Interval: 48
LecturerCandidate(ID4338) => Min Interval: 9, Max Interval: 47
