Stored fact information:
Student(ID0) => Min Interval: 3, Max Interval: 44
Student(ID3112) => Min Interval: 4, Max Interval: 47
Student(ID3114) => Min Interval: 1, Max Interval: 46
Student(ID3121) => Min Interval: 11, Max Interval: 50
Student(ID3122) => Min Interval: 20, Max Interval: 38
Student(ID3123) => Min Interval: 0, Max Interval: 43
Student(ID3124) => Min Interval: 5, Max Interval: 49
Student(ID3125) => Min Interval: 2, Max Interval: 38
Student(ID3127) => Min Interval: 8, Max Interval: 48
Student(ID3128) => Min Interval: 9, Max Interval: 40
Student(ID3129) => Min Interval: 6, Max Interval: 49
Student(ID3131) => Min Interval: 7, Max Interval: 43
Student(ID3132) => Min Interval: 9, Max Interval: 38
Student(ID3140) => Min Interval: 2, Max Interval: 49
Student(ID3141) => Min Interval: 2, Max Interval: 47
Student(ID3142) => Min Interval: 9, Max Interval: 49
Student(ID3143) => Min Interval: 0, Max Interval: 49
Student(ID3144) => Min Interval: 13, Max Interval: 46
Student(ID3150) => Min Interval: 4, Max Interval: 42
Student(ID3151) => Min Interval: 2, Max Interval: 42
Student(ID3152) => Min Interval: 6, Max Interval: 48
Student(ID3154) => Min Interval: 18, Max Interval: 40
Student(ID3157) => Min Interval: 3, Max Interval: 48
Student(ID3159) => Min Interval: 3, Max Interval: 48
Student(ID3164) => Min Interval: 1, Max Interval: 19
Student(ID3165) => Min Interval: 0, Max Interval: 30
Student(ID3167) => Min Interval: 10, Max Interval: 40
Student(ID3171) => Min Interval: 14, Max Interval: 38
Student(ID3176) => Min Interval: 4, Max Interval: 48
Student(ID3177) => Min Interval: 3, Max Interval: 37
Student(ID3179) => Min Interval: 2, Max Interval: 47
Student(ID3180) => Min Interval: 4, Max Interval: 48
Student(ID3184) => Min Interval: 6, Max Interval: 47
Student(ID3187) => Min Interval: 4, Max Interval: 42
Student(ID3191) => Min Interval: 1, Max Interval: 47
Student(ID3193) => Min Interval: 20, Max Interval: 34
Student(ID3195) => Min Interval: 2, Max Interval: 45
Student(ID3196) => Min Interval: 6, Max Interval: 43
Student(ID3198) => Min Interval: 7, Max Interval: 46
Student(ID3199) => Min Interval: 0, Max Interval: 46
Student(ID3201) => Min Interval: 4, Max Interval: 49
Student(ID3202) => Min Interval: 7, Max Interval: 46
Student(ID3203) => Min Interval: 9, Max Interval: 50
Student(ID3206) => Min Interval: 9, Max Interval: 48
Student(ID3207) => Min Interval: 11, Max Interval: 49
Student(ID3209) => Min Interval: 3, Max Interval: 46
Student(ID3211) => Min Interval: 0, Max Interval: 42
Student(ID3212) => Min Interval: 3, Max Interval: 47
Student(ID3213) => Min Interval: 10, Max Interval: 33
Student(ID3215) => Min Interval: 1, Max Interval: 42
Student(ID3217) => Min Interval: 7, Max Interval: 43
Student(ID3219) => Min Interval: 2, Max Interval: 38
Student(ID3221) => Min Interval: 8, Max Interval: 46
Student(ID3222) => Min Interval: 5, Max Interval: 44
Student(ID3224) => Min Interval: 3, Max Interval: 25
Student(ID3226) => Min Interval: 13, Max Interval: 47
Student(ID3232) => Min Interval: 7, Max Interval: 39
Student(ID3233) => Min Interval: 9, Max Interval: 45
Student(ID3235) => Min Interval: 9, Max Interval: 43
Student(ID3238) => Min Interval: 9, Max Interval: 41
Student(ID3239) => Min Interval: 5, Max Interval: 44
Student(ID3241) => Min Interval: 11, Max Interval: 45
Student(ID3247) => Min Interval: 6, Max Interval: 47
Student(ID3248) => Min Interval: 8, Max Interval: 39
Student(ID3251) => Min Interval: 3, Max Interval: 35
Student(ID3252) => Min Interval: 19, Max Interval: 45
Student(ID3253) => Min Interval: 3, Max Interval: 41
Student(ID3256) => Min Interval: 5, Max Interval: 46
Student(ID3260) => Min Interval: 0, Max Interval: 41
Student(ID3263) => Min Interval: 9, Max Interval: 29
Student(ID3264) => Min Interval: 22, Max Interval: 46
Student(ID3265) => Min Interval: 4, Max Interval: 38
Student(ID3266) => Min Interval: 3, Max Interval: 43
Student(ID3267) => Min Interval: 7, Max Interval: 42
Student(ID3270) => Min Interval: 12, Max Interval: 48
Student(ID3273) => Min Interval: 2, Max Interval: 45
Student(ID3275) => Min Interval: 5, Max Interval: 49
Student(ID3278) => Min Interval: 5, Max Interval: 45
Student(ID3281) => Min Interval: 8, Max Interval: 50
Student(ID3284) => Min Interval: 23, Max Interval: 24
Student(ID3285) => Min Interval: 23, Max Interval: 28
Student(ID3287) => Min Interval: 8, Max Interval: 45
Student(ID3289) => Min Interval: 3, Max Interval: 45
Student(ID3292) => Min Interval: 6, Max Interval: 41
Student(ID3293) => Min Interval: 14, Max Interval: 35
Student(ID3294) => Min Interval: 4, Max Interval: 50
Student(ID3295) => Min Interval: 10, Max Interval: 43
Student(ID3297) => Min Interval: 16, Max Interval: 33
Student(ID3298) => Min Interval: 1, Max Interval: 40
Student(ID3302) => Min Interval: 17, Max Interval: 44
Student(ID3303) => Min Interval: 5, Max Interval: 49
Student(ID3309) => Min Interval: 3, Max Interval: 46
Student(ID3317) => Min Interval: 3, Max Interval: 36
Student(ID3319) => Min Interval: 3, Max Interval: 46
Student(ID3323) => Min Interval: 11, Max Interval: 43
Student(ID3325) => Min Interval: 2, Max Interval: 46
Student(ID3334) => Min Interval: 0, Max Interval: 45
Student(ID3338) => Min Interval: 4, Max Interval: 49
Student(ID3339) => Min Interval: 8, Max Interval: 49
Student(ID3341) => Min Interval: 11, Max Interval: 42
Student(ID3344) => Min Interval: 7, Max Interval: 47
Student(ID3346) => Min Interval: 2, Max Interval: 50
Student(ID3351) => Min Interval: 15, Max Interval: 47
Student(ID3352) => Min Interval: 1, Max Interval: 46
Student(ID3353) => Min Interval: 4, Max Interval: 36
Student(ID3354) => Min Interval: 1, Max Interval: 41
Student(ID3356) => Min Interval: 0, Max Interval: 49
Student(ID3358) => Min Interval: 11, Max Interval: 49
Student(ID3362) => Min Interval: 7, Max Interval: 50
Student(ID3363) => Min Interval: 1, Max Interval: 48
Student(ID3365) => Min Interval: 8, Max Interval: 44
Student(ID3372) => Min Interval: 9, Max Interval: 49
Student(ID3373) => Min Interval: 2, Max Interval: 33
Student(ID3377) => Min Interval: 0, Max Interval: 46
Student(ID3383) => Min Interval: 1, Max Interval: 41
Student(ID3384) => Min Interval: 4, Max Interval: 44
Student(ID3388) => Min Interval: 2, Max Interval: 45
Student(ID3391) => Min Interval: 6, Max Interval: 45
Student(ID3392) => Min Interval: 5, Max Interval: 47
Student(ID3393) => Min Interval: 7, Max Interval: 49
Student(ID3395) => Min Interval: 27, Max Interval: 28
Student(ID3396) => Min Interval: 6, Max Interval: 47
Student(ID3398) => Min Interval: 9, Max Interval: 29
Student(ID3401) => Min Interval: 0, Max Interval: 42
Student(ID3402) => Min Interval: 3, Max Interval: 47
Student(ID3403) => Min Interval: 4, Max Interval: 42
Student(ID3404) => Min Interval: 1, Max Interval: 47
Student(ID3405) => Min Interval: 16, Max Interval: 40
Student(ID3406) => Min Interval: 9, Max Interval: 47
Student(ID3407) => Min Interval: 1, Max Interval: 29
Student(ID3411) => Min Interval: 7, Max Interval: 50
Student(ID3414) => Min Interval: 8, Max Interval: 45
Student(ID3415) => Min Interval: 21, Max Interval: 49
Student(ID3416) => Min Interval: 1, Max Interval: 44
Student(ID3420) => Min Interval: 4, Max Interval: 48
Student(ID3423) => Min Interval: 7, Max Interval: 49
Student(ID3425) => Min Interval: 2, Max Interval: 50
Student(ID3428) => Min Interval: 1, Max Interval: 47
Student(ID3429) => Min Interval: 3, Max Interval: 47
Student(ID3432) => Min Interval: 0, Max Interval: 48
Student(ID3433) => Min Interval: 0, Max Interval: 38
Student(ID3436) => Min Interval: 2, Max Interval: 48
Student(ID3441) => Min Interval: 19, Max Interval: 46
Student(ID3444) => Min Interval: 4, Max Interval: 46
Student(ID3447) => Min Interval: 5, Max Interval: 42
Student(ID3448) => Min Interval: 3, Max Interval: 49
Student(ID3449) => Min Interval: 3, Max Interval: 47
Student(ID3450) => Min Interval: 12, Max Interval: 49
Student(ID3455) => Min Interval: 15, Max Interval: 49
Student(ID3459) => Min Interval: 5, Max Interval: 41
Student(ID3460) => Min Interval: 2, Max Interval: 35
Student(ID3462) => Min Interval: 0, Max Interval: 42
Student(ID3468) => Min Interval: 4, Max Interval: 48
Student(ID3471) => Min Interval: 2, Max Interval: 43
Student(ID3472) => Min Interval: 5, Max Interval: 42
Student(ID3475) => Min Interval: 3, Max Interval: 46
Student(ID3476) => Min Interval: 9, Max Interval: 47
Student(ID3477) => Min Interval: 21, Max Interval: 48
Student(ID3478) => Min Interval: 18, Max Interval: 46
Student(ID3479) => Min Interval: 6, Max Interval: 49
Student(ID3481) => Min Interval: 8, Max Interval: 34
Student(ID3482) => Min Interval: 5, Max Interval: 49
Student(ID3486) => Min Interval: 2, Max Interval: 46
Student(ID3487) => Min Interval: 17, Max Interval: 39
Student(ID3488) => Min Interval: 8, Max Interval: 35
Student(ID3494) => Min Interval: 15, Max Interval: 37
Student(ID3496) => Min Interval: 18, Max Interval: 50
Student(ID3499) => Min Interval: 3, Max Interval: 45
Student(ID3504) => Min Interval: 3, Max Interval: 36
Student(ID3505) => Min Interval: 4, Max Interval: 49
Student(ID3506) => Min Interval: 9, Max Interval: 43
Student(ID3509) => Min Interval: 3, Max Interval: 42
Student(ID3513) => Min Interval: 0, Max Interval: 43
Student(ID3517) => Min Interval: 6, Max Interval: 33
Student(ID3518) => Min Interval: 15, Max Interval: 49
Student(ID3521) => Min Interval: 0, Max Interval: 38
Student(ID3528) => Min Interval: 14, Max Interval: 45
Student(ID3529) => Min Interval: 7, Max Interval: 48
Student(ID3531) => Min Interval: 1, Max Interval: 49
Student(ID3532) => Min Interval: 9, Max Interval: 42
Student(ID3533) => Min Interval: 15, Max Interval: 47
Student(ID3534) => Min Interval: 7, Max Interval: 45
Student(ID3535) => Min Interval: 7, Max Interval: 48
Student(ID3541) => Min Interval: 11, Max Interval: 41
Student(ID3542) => Min Interval: 8, Max Interval: 49
Student(ID3551) => Min Interval: 6, Max Interval: 34
Student(ID3552) => Min Interval: 5, Max Interval: 47
Student(ID3554) => Min Interval: 3, Max Interval: 44
Student(ID3556) => Min Interval: 2, Max Interval: 38
Student(ID3567) => Min Interval: 8, Max Interval: 50
Student(ID3568) => Min Interval: 2, Max Interval: 45
Student(ID3575) => Min Interval: 1, Max Interval: 48
Student(ID3576) => Min Interval: 2, Max Interval: 50
Student(ID3577) => Min Interval: 1, Max Interval: 40
Student(ID3578) => Min Interval: 5, Max Interval: 49
Student(ID3580) => Min Interval: 1, Max Interval: 47
Student(ID3582) => Min Interval: 31, Max Interval: 41
Student(ID3588) => Min Interval: 2, Max Interval: 47
Student(ID3594) => Min Interval: 14, Max Interval: 47
Student(ID3595) => Min Interval: 1, Max Interval: 29
Student(ID3597) => Min Interval: 6, Max Interval: 50
Student(ID3601) => Min Interval: 8, Max Interval: 48
Student(ID3603) => Min Interval: 3, Max Interval: 43
Student(ID3607) => Min Interval: 9, Max Interval: 44
Student(ID3615) => Min Interval: 9, Max Interval: 39
Student(ID3616) => Min Interval: 10, Max Interval: 35
Student(ID3617) => Min Interval: 3, Max Interval: 43
Student(ID3620) => Min Interval: 4, Max Interval: 48
Student(ID3621) => Min Interval: 5, Max Interval: 43
Student(ID3627) => Min Interval: 7, Max Interval: 49
Student(ID3630) => Min Interval: 10, Max Interval: 44
Student(ID3631) => Min Interval: 2, Max Interval: 43
Student(ID3635) => Min Interval: 6, Max Interval: 44
Student(ID3636) => Min Interval: 2, Max Interval: 40
Student(ID3642) => Min Interval: 4, Max Interval: 42
Student(ID3650) => Min Interval: 12, Max Interval: 48
Student(ID3652) => Min Interval: 3, Max Interval: 47
Student(ID3653) => Min Interval: 5, Max Interval: 37
Student(ID3654) => Min Interval: 6, Max Interval: 48
Student(ID3661) => Min Interval: 9, Max Interval: 45
Student(ID3666) => Min Interval: 3, Max Interval: 42
Student(ID3667) => Min Interval: 6, Max Interval: 47
Student(ID3682) => Min Interval: 10, Max Interval: 48
Student(ID3690) => Min Interval: 18, Max Interval: 48
Student(ID3692) => Min Interval: 5, Max Interval: 46
Student(ID3696) => Min Interval: 10, Max Interval: 49
Student(ID3697) => Min Interval: 0, Max Interval: 28
Student(ID3698) => Min Interval: 8, Max Interval: 48
Student(ID3699) => Min Interval: 2, Max Interval: 38
Student(ID3702) => Min Interval: 6, Max Interval: 45
Student(ID3703) => Min Interval: 5, Max Interval: 41
Student(ID3712) => Min Interval: 4, Max Interval: 46
Student(ID3714) => Min Interval: 10, Max Interval: 38
Student(ID3720) => Min Interval: 6, Max Interval: 49
Student(ID3721) => Min Interval: 16, Max Interval: 50
Student(ID3724) => Min Interval: 5, Max Interval: 43
Student(ID3733) => Min Interval: 13, Max Interval: 50
Student(ID3746) => Min Interval: 4, Max Interval: 43
Student(ID3748) => Min Interval: 14, Max Interval: 38
Student(ID3758) => Min Interval: 5, Max Interval: 50
Student(ID3759) => Min Interval: 16, Max Interval: 48
Student(ID3762) => Min Interval: 10, Max Interval: 47
Student(ID3770) => Min Interval: 1, Max Interval: 40
Student(ID3772) => Min Interval: 1, Max Interval: 43
Student(ID3786) => Min Interval: 2, Max Interval: 46
Student(ID3791) => Min Interval: 14, Max Interval: 47
Student(ID3792) => Min Interval: 6, Max Interval: 47
Student(ID3818) => Min Interval: 5, Max Interval: 49
Student(ID3824) => Min Interval: 3, Max Interval: 40
Student(ID3854) => Min Interval: 0, Max Interval: 47
Student(ID3856) => Min Interval: 6, Max Interval: 48
Student(ID3857) => Min Interval: 2, Max Interval: 45
Student(ID3858) => Min Interval: 19, Max Interval: 49
Student(ID3868) => Min Interval: 2, Max Interval: 41
Student(ID3869) => Min Interval: 2, Max Interval: 44
Student(ID3873) => Min Interval: 2, Max Interval: 45
Student(ID3878) => Min Interval: 3, Max Interval: 43
Student(ID3881) => Min Interval: 4, Max Interval: 44
Student(ID3883) => Min Interval: 3, Max Interval: 46
Student(ID3884) => Min Interval: 9, Max Interval: 44
Student(ID3885) => Min Interval: 21, Max Interval: 42
Student(ID3887) => Min Interval: 4, Max Interval: 43
Student(ID3888) => Min Interval: 6, Max Interval: 46
Student(ID3889) => Min Interval: 3, Max Interval: 40
Student(ID3891) => Min Interval: 2, Max Interval: 47
Student(ID3892) => Min Interval: 9, Max Interval: 43
Student(ID3895) => Min Interval: 12, Max Interval: 47
Student(ID3898) => Min Interval: 3, Max Interval: 45
Student(ID3900) => Min Interval: 12, Max Interval: 50
Student(ID3902) => Min Interval: 5, Max Interval: 42
Student(ID3904) => Min Interval: 11, Max Interval: 45
Student(ID3906) => Min Interval: 2, Max Interval: 42
Student(ID3908) => Min Interval: 7, Max Interval: 43
Student(ID3911) => Min Interval: 4, Max Interval: 45
Student(ID3915) => Min Interval: 2, Max Interval: 46
Student(ID3917) => Min Interval: 1, Max Interval: 45
Student(ID3918) => Min Interval: 1, Max Interval: 42
Student(ID3920) => Min Interval: 7, Max Interval: 49
Student(ID3921) => Min Interval: 6, Max Interval: 48
Student(ID3924) => Min Interval: 3, Max Interval: 32
Student(ID3926) => Min Interval: 2, Max Interval: 34
Student(ID3929) => Min Interval: 5, Max Interval: 44
Student(ID3935) => Min Interval: 5, Max Interval: 47
Student(ID3936) => Min Interval: 8, Max Interval: 43
Student(ID3938) => Min Interval: 0, Max Interval: 49
Student(ID3939) => Min Interval: 5, Max Interval: 48
Student(ID3943) => Min Interval: 1, Max Interval: 46
Student(ID3945) => Min Interval: 3, Max Interval: 49
Student(ID3950) => Min Interval: 0, Max Interval: 45
Student(ID3951) => Min Interval: 2, Max Interval: 45
Student(ID3952) => Min Interval: 8, Max Interval: 45
Student(ID3955) => Min Interval: 6, Max Interval: 45
Student(ID3961) => Min Interval: 7, Max Interval: 49
Student(ID3964) => Min Interval: 5, Max Interval: 46
Student(ID3965) => Min Interval: 5, Max Interval: 44
Student(ID3967) => Min Interval: 4, Max Interval: 47
Student(ID3969) => Min Interval: 2, Max Interval: 48
Student(ID3971) => Min Interval: 6, Max Interval: 50
Student(ID3973) => Min Interval: 3, Max Interval: 46
Student(ID3974) => Min Interval: 2, Max Interval: 47
Student(ID3975) => Min Interval: 5, Max Interval: 50
Student(ID3976) => Min Interval: 4, Max Interval: 44
Student(ID3979) => Min Interval: 13, Max Interval: 39
Student(ID3983) => Min Interval: 2, Max Interval: 35
Student(ID3985) => Min Interval: 8, Max Interval: 49
Student(ID3987) => Min Interval: 13, Max Interval: 47
Student(ID3988) => Min Interval: 3, Max Interval: 44
Student(ID3990) => Min Interval: 6, Max Interval: 38
Student(ID3991) => Min Interval: 5, Max Interval: 48
Student(ID3993) => Min Interval: 0, Max Interval: 25
Student(ID3994) => Min Interval: 6, Max Interval: 49
Student(ID3995) => Min Interval: 8, Max Interval: 31
Student(ID3997) => Min Interval: 6, Max Interval: 49
Student(ID3999) => Min Interval: 7, Max Interval: 38
Student(ID4000) => Min Interval: 2, Max Interval: 49
Student(ID4001) => Min Interval: 16, Max Interval: 47
Student(ID4002) => Min Interval: 2, Max Interval: 46
Student(ID4008) => Min Interval: 0, Max Interval: 48
Student(ID4013) => Min Interval: 1, Max Interval: 42
Student(ID4014) => Min Interval: 4, Max Interval: 46
Student(ID4015) => Min Interval: 12, Max Interval: 45
Student(ID4018) => Min Interval: 8, Max Interval: 41
Student(ID4022) => Min Interval: 3, Max Interval: 50
Student(ID4026) => Min Interval: 4, Max Interval: 35
Student(ID4027) => Min Interval: 11, Max Interval: 24
Student(ID4029) => Min Interval: 17, Max Interval: 46
Student(ID4030) => Min Interval: 4, Max Interval: 49
Student(ID4031) => Min Interval: 7, Max Interval: 38
Student(ID4032) => Min Interval: 4, Max Interval: 38
Student(ID4036) => Min Interval: 5, Max Interval: 42
Student(ID4039) => Min Interval: 5, Max Interval: 37
Student(ID4041) => Min Interval: 7, Max Interval: 47
Student(ID4043) => Min Interval: 4, Max Interval: 47
Student(ID4047) => Min Interval: 6, Max Interval: 45
Student(ID4050) => Min Interval: 11, Max Interval: 46
Student(ID4051) => Min Interval: 1, Max Interval: 40
Student(ID4056) => Min Interval: 11, Max Interval: 50
Student(ID4059) => Min Interval: 5, Max Interval: 41
Student(ID4060) => Min Interval: 11, Max Interval: 46
Student(ID4061) => Min Interval: 9, Max Interval: 43
Student(ID4066) => Min Interval: 4, Max Interval: 47
Student(ID4067) => Min Interval: 3, Max Interval: 42
Student(ID4068) => Min Interval: 4, Max Interval: 47
Student(ID4070) => Min Interval: 3, Max Interval: 50
Student(ID4072) => Min Interval: 7, Max Interval: 30
Student(ID4075) => Min Interval: 31, Max Interval: 44
Student(ID4077) => Min Interval: 12, Max Interval: 39
Student(ID4079) => Min Interval: 10, Max Interval: 47
Student(ID4080) => Min Interval: 6, Max Interval: 50
Student(ID4081) => Min Interval: 25, Max Interval: 41
Student(ID4083) => Min Interval: 12, Max Interval: 43
Student(ID4086) => Min Interval: 2, Max Interval: 44
Student(ID4088) => Min Interval: 4, Max Interval: 40
Student(ID4089) => Min Interval: 2, Max Interval: 37
Student(ID4093) => Min Interval: 4, Max Interval: 45
Student(ID4097) => Min Interval: 3, Max Interval: 48
Student(ID4100) => Min Interval: 9, Max Interval: 49
Student(ID4104) => Min Interval: 7, Max Interval: 45
Student(ID4107) => Min Interval: 7, Max Interval: 33
Student(ID4108) => Min Interval: 4, Max Interval: 49
Student(ID4111) => Min Interval: 8, Max Interval: 43
Student(ID4113) => Min Interval: 4, Max Interval: 45
Student(ID4114) => Min Interval: 1, Max Interval: 43
Student(ID4117) => Min Interval: 1, Max Interval: 41
Student(ID4119) => Min Interval: 2, Max Interval: 42
Student(ID4120) => Min Interval: 9, Max Interval: 44
Student(ID4122) => Min Interval: 10, Max Interval: 44
Student(ID4125) => Min Interval: 8, Max Interval: 48
Student(ID4127) => Min Interval: 12, Max Interval: 40
Student(ID4128) => Min Interval: 8, Max Interval: 43
Student(ID4129) => Min Interval: 9, Max Interval: 44
Student(ID4131) => Min Interval: 0, Max Interval: 45
Student(ID4133) => Min Interval: 11, Max Interval: 46
Student(ID4134) => Min Interval: 8, Max Interval: 38
Student(ID4136) => Min Interval: 4, Max Interval: 48
Student(ID4139) => Min Interval: 0, Max Interval: 47
Student(ID4146) => Min Interval: 15, Max Interval: 32
Student(ID4149) => Min Interval: 0, Max Interval: 48
Student(ID4150) => Min Interval: 6, Max Interval: 50
Student(ID4151) => Min Interval: 7, Max Interval: 34
Student(ID4153) => Min Interval: 8, Max Interval: 42
Student(ID4156) => Min Interval: 11, Max Interval: 44
Student(ID4157) => Min Interval: 6, Max Interval: 44
Student(ID4159) => Min Interval: 0, Max Interval: 46
Student(ID4160) => Min Interval: 5, Max Interval: 47
Student(ID4163) => Min Interval: 2, Max Interval: 26
Student(ID4165) => Min Interval: 23, Max Interval: 38
Student(ID4168) => Min Interval: 5, Max Interval: 46
Student(ID4170) => Min Interval: 8, Max Interval: 39
Student(ID4172) => Min Interval: 10, Max Interval: 43
Student(ID4175) => Min Interval: 7, Max Interval: 49
Student(ID4176) => Min Interval: 12, Max Interval: 35
Student(ID4177) => Min Interval: 8, Max Interval: 46
Student(ID4178) => Min Interval: 0, Max Interval: 45
Student(ID4180) => Min Interval: 1, Max Interval: 43
Student(ID4181) => Min Interval: 2, Max Interval: 45
Student(ID4183) => Min Interval: 2, Max Interval: 43
Student(ID4186) => Min Interval: 9, Max Interval: 46
Student(ID4188) => Min Interval: 11, Max Interval: 28
Student(ID4189) => Min Interval: 8, Max Interval: 44
Student(ID4194) => Min Interval: 6, Max Interval: 46
Student(ID4200) => Min Interval: 17, Max Interval: 48
Student(ID4205) => Min Interval: 9, Max Interval: 38
Student(ID4206) => Min Interval: 2, Max Interval: 37
Student(ID4208) => Min Interval: 7, Max Interval: 17
Student(ID4212) => Min Interval: 4, Max Interval: 44
Student(ID4215) => Min Interval: 12, Max Interval: 48
Student(ID4217) => Min Interval: 0, Max Interval: 47
Student(ID4218) => Min Interval: 2, Max Interval: 49
Student(ID4223) => Min Interval: 17, Max Interval: 49
Student(ID4224) => Min Interval: 15, Max Interval: 50
Student(ID4226) => Min Interval: 13, Max Interval: 40
Student(ID4227) => Min Interval: 0, Max Interval: 47
Student(ID4229) => Min Interval: 9, Max Interval: 44
Student(ID4230) => Min Interval: 3, Max Interval: 44
Student(ID4231) => Min Interval: 7, Max Interval: 22
Student(ID4233) => Min Interval: 5, Max Interval: 40
Student(ID4234) => Min Interval: 13, Max Interval: 45
Student(ID4239) => Min Interval: 2, Max Interval: 45
Student(ID4242) => Min Interval: 2, Max Interval: 31
Student(ID4243) => Min Interval: 19, Max Interval: 48
Student(ID4244) => Min Interval: 5, Max Interval: 29
Student(ID4247) => Min Interval: 8, Max Interval: 43
Student(ID4250) => Min Interval: 0, Max Interval: 37
Student(ID4253) => Min Interval: 1, Max Interval: 40
Student(ID4254) => Min Interval: 11, Max Interval: 42
Student(ID4255) => Min Interval: 9, Max Interval: 30
Student(ID4256) => Min Interval: 8, Max Interval: 43
Student(ID4258) => Min Interval: 1, Max Interval: 48
Student(ID4259) => Min Interval: 6, Max Interval: 46
Student(ID4260) => Min Interval: 8, Max Interval: 50
Student(ID4266) => Min Interval: 11, Max Interval: 44
Student(ID4269) => Min Interval: 12, Max Interval: 50
Student(ID4274) => Min Interval: 1, Max Interval: 47
Student(ID4275) => Min Interval: 9, Max Interval: 44
Student(ID4278) => Min Interval: 1, Max Interval: 50
Student(ID4282) => Min Interval: 40, Max Interval: 42
Student(ID4285) => Min Interval: 1, Max Interval: 46
Student(ID4288) => Min Interval: 12, Max Interval: 46
Student(ID4289) => Min Interval: 8, Max Interval: 50
Student(ID4294) => Min Interval: 0, Max Interval: 45
Student(ID4297) => Min Interval: 2, Max Interval: 46
Student(ID4300) => Min Interval: 3, Max Interval: 47
Student(ID4301) => Min Interval: 3, Max Interval: 43
Student(ID4308) => Min Interval: 7, Max Interval: 50
Student(ID4310) => Min Interval: 20, Max Interval: 43
Student(ID4311) => Min Interval: 4, Max Interval: 48
Student(ID4312) => Min Interval: 15, Max Interval: 44
Student(ID4313) => Min Interval: 12, Max Interval: 36
Student(ID4315) => Min Interval: 5, Max Interval: 47
Student(ID4316) => Min Interval: 3, Max Interval: 49
Student(ID4318) => Min Interval: 2, Max Interval: 46
Student(ID4319) => Min Interval: 4, Max Interval: 47
Student(ID4321) => Min Interval: 5, Max Interval: 44
Student(ID4322) => Min Interval: 0, Max Interval: 49
Student(ID4323) => Min Interval: 13, Max Interval: 48
Student(ID4325) => Min Interval: 9, Max Interval: 47
Student(ID4328) => Min Interval: 7, Max Interval: 49
Student(ID4329) => Min Interval: 16, Max Interval: 41
Student(ID4331) => Min Interval: 10, Max Interval: 47
Student(ID4333) => Min Interval: 1, Max Interval: 50
Student(ID4335) => Min Interval: 17, Max Interval: 39
Student(ID4338) => Min Interval: 0, Max Interval: 47
Student(ID4339) => Min Interval: 3, Max Interval: 43
Student(ID4340) => Min Interval: 8, Max Interval: 49
Student(ID4341) => Min Interval: 8, Max Interval: 41
Student(ID4342) => Min Interval: 4, Max Interval: 50
Student(ID4343) => Min Interval: 6, Max Interval: 46
Student(ID4344) => Min Interval: 6, Max Interval: 48
Student(ID4346) => Min Interval: 18, Max Interval: 49
Student(ID4347) => Min Interval: 5, Max Interval: 42
Student(ID4349) => Min Interval: 7, Max Interval: 40
Student(ID4353) => Min Interval: 3, Max Interval: 45
Student(ID4358) => Min Interval: 6, Max Interval: 50
Student(ID4360) => Min Interval: 8, Max Interval: 45
Student(ID4364) => Min Interval: 3, Max Interval: 45
Student(ID4366) => Min Interval: 0, Max Interval: 37
Student(ID4370) => Min Interval: 7, Max Interval: 48
Student(ID4375) => Min Interval: 5, Max Interval: 33
Student(ID4377) => Min Interval: 1, Max Interval: 47
Student(ID4378) => Min Interval: 21, Max Interval: 43
Student(ID4380) => Min Interval: 0, Max Interval: 23
Student(ID4381) => Min Interval: 0, Max Interval: 37
Student(ID4383) => Min Interval: 5, Max Interval: 40
Student(ID4385) => Min Interval: 12, Max Interval: 45
Student(ID4386) => Min Interval: 11, Max Interval: 30
Student(ID4389) => Min Interval: 10, Max Interval: 48
Student(ID4391) => Min Interval: 1, Max Interval: 45
Student(ID4392) => Min Interval: 12, Max Interval: 45
Student(ID4395) => Min Interval: 13, Max Interval: 49
Student(ID4397) => Min Interval: 12, Max Interval: 38
Student(ID4400) => Min Interval: 8, Max Interval: 46
Student(ID4401) => Min Interval: 3, Max Interval: 44
Student(ID4406) => Min Interval: 4, Max Interval: 40
Student(ID4408) => Min Interval: 9, Max Interval: 45
Student(ID4409) => Min Interval: 4, Max Interval: 49
Student(ID4410) => Min Interval: 17, Max Interval: 47
Student(ID4412) => Min Interval: 1, Max Interval: 40
Student(ID4413) => Min Interval: 2, Max Interval: 42
Student(ID4414) => Min Interval: 9, Max Interval: 46
Student(ID4421) => Min Interval: 4, Max Interval: 48
Student(ID4423) => Min Interval: 4, Max Interval: 44
Student(ID4424) => Min Interval: 8, Max Interval: 49
Student(ID4426) => Min Interval: 9, Max Interval: 42
Student(ID4428) => Min Interval: 17, Max Interval: 46
Student(ID4429) => Min Interval: 4, Max Interval: 44
Student(ID4433) => Min Interval: 8, Max Interval: 47
Student(ID4436) => Min Interval: 2, Max Interval: 43
Student(ID4440) => Min Interval: 1, Max Interval: 46
Student(ID4441) => Min Interval: 5, Max Interval: 43
Student(ID4443) => Min Interval: 12, Max Interval: 41
Student(ID4445) => Min Interval: 0, Max Interval: 48
Student(ID4448) => Min Interval: 12, Max Interval: 43
Student(ID4449) => Min Interval: 4, Max Interval: 48
Student(ID4451) => Min Interval: 11, Max Interval: 46
Student(ID4452) => Min Interval: 3, Max Interval: 43
Student(ID4453) => Min Interval: 7, Max Interval: 41
Student(ID4455) => Min Interval: 12, Max Interval: 46
