Stored fact information:
AssociateProfessor(ID0) => Min Interval: 37, Max Interval: 41
AssociateProfessor(ID3222) => Min Interval: 14, Max Interval: 53
AssociateProfessor(ID3226) => Min Interval: 38, Max Interval: 48
AssociateProfessor(ID3232) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID3233) => Min Interval: 11, Max Interval: 51
AssociateProfessor(ID3235) => Min Interval: 14, Max Interval: 31
AssociateProfessor(ID3236) => Min Interval: 0, Max Interval: 45
AssociateProfessor(ID3238) => Min Interval: 24, Max Interval: 27
AssociateProfessor(ID3239) => Min Interval: 20, Max Interval: 33
AssociateProfessor(ID3241) => Min Interval: 36, Max Interval: 37
AssociateProfessor(ID3247) => Min Interval: 43, Max Interval: 52
AssociateProfessor(ID3251) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID3252) => Min Interval: 34, Max Interval: 46
AssociateProfessor(ID3253) => Min Interval: 21, Max Interval: 24
AssociateProfessor(ID3256) => Min Interval: 31, Max Interval: 47
AssociateProfessor(ID3260) => Min Interval: 17, Max Interval: 39
AssociateProfessor(ID3263) => Min Interval: 23, Max Interval: 47
AssociateProfessor(ID3264) => Min Interval: 37, Max Interval: 42
AssociateProfessor(ID3265) => Min Interval: 11, Max Interval: 53
AssociateProfessor(ID3266) => Min Interval: 30, Max Interval: 32
AssociateProfessor(ID3267) => Min Interval: 24, Max Interval: 52
AssociateProfessor(ID3270) => Min Interval: 28, Max Interval: 41
AssociateProfessor(ID3275) => Min Interval: 20, Max Interval: 38
AssociateProfessor(ID3278) => Min Interval: 20, Max Interval: 46
AssociateProfessor(ID3281) => Min Interval: 23, Max Interval: 51
AssociateProfessor(ID3282) => Min Interval: 23, Max Interval: 39
AssociateProfessor(ID3284) => Min Interval: 12, Max Interval: 44
AssociateProfessor(ID3285) => Min Interval: 11, Max Interval: 48
AssociateProfessor(ID3289) => Min Interval: 10, Max Interval: 51
AssociateProfessor(ID3291) => Min Interval: 0, Max Interval: 49
AssociateProfessor(ID3292) => Min Interval: 32, Max Interval: 41
AssociateProfessor(ID3293) => Min Interval: 14, Max Interval: 41
AssociateProfessor(ID3294) => Min Interval: 38, Max Interval: 51
AssociateProfessor(ID3295) => Min Interval: 25, Max Interval: 27
AssociateProfessor(ID3297) => Min Interval: 7, Max Interval: 44
AssociateProfessor(ID3298) => Min Interval: 23, Max Interval: 44
AssociateProfessor(ID3302) => Min Interval: 35, Max Interval: 38
AssociateProfessor(ID3309) => Min Interval: 15, Max Interval: 43
AssociateProfessor(ID3317) => Min Interval: 12, Max Interval: 51
AssociateProfessor(ID3319) => Min Interval: 39, Max Interval: 46
AssociateProfessor(ID3323) => Min Interval: 29, Max Interval: 33
AssociateProfessor(ID3325) => Min Interval: 17, Max Interval: 44
AssociateProfessor(ID3338) => Min Interval: 19, Max Interval: 49
AssociateProfessor(ID3339) => Min Interval: 28, Max Interval: 39
AssociateProfessor(ID3341) => Min Interval: 9, Max Interval: 41
AssociateProfessor(ID3344) => Min Interval: 29, Max Interval: 47
AssociateProfessor(ID3346) => Min Interval: 17, Max Interval: 51
AssociateProfessor(ID3351) => Min Interval: 10, Max Interval: 49
AssociateProfessor(ID3352) => Min Interval: 17, Max Interval: 47
AssociateProfessor(ID3353) => Min Interval: 19, Max Interval: 34
AssociateProfessor(ID3354) => Min Interval: 25, Max Interval: 42
AssociateProfessor(ID3356) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID3358) => Min Interval: 11, Max Interval: 47
AssociateProfessor(ID3362) => Min Interval: 47, Max Interval: 51
AssociateProfessor(ID3363) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID3365) => Min Interval: 38, Max Interval: 44
AssociateProfessor(ID3373) => Min Interval: 17, Max Interval: 23
AssociateProfessor(ID3377) => Min Interval: 26, Max Interval: 44
AssociateProfessor(ID3383) => Min Interval: 16, Max Interval: 42
AssociateProfessor(ID3384) => Min Interval: 19, Max Interval: 32
AssociateProfessor(ID3388) => Min Interval: 17, Max Interval: 46
AssociateProfessor(ID3391) => Min Interval: 9, Max Interval: 48
AssociateProfessor(ID3392) => Min Interval: 20, Max Interval: 24
AssociateProfessor(ID3393) => Min Interval: 18, Max Interval: 51
AssociateProfessor(ID3395) => Min Interval: 10, Max Interval: 47
AssociateProfessor(ID3396) => Min Interval: 21, Max Interval: 26
AssociateProfessor(ID3398) => Min Interval: 21, Max Interval: 49
AssociateProfessor(ID3402) => Min Interval: 27, Max Interval: 48
AssociateProfessor(ID3403) => Min Interval: 19, Max Interval: 20
AssociateProfessor(ID3404) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID3405) => Min Interval: 18, Max Interval: 40
AssociateProfessor(ID3406) => Min Interval: 7, Max Interval: 51
AssociateProfessor(ID3407) => Min Interval: 11, Max Interval: 49
AssociateProfessor(ID3411) => Min Interval: 25, Max Interval: 51
AssociateProfessor(ID3414) => Min Interval: 23, Max Interval: 45
AssociateProfessor(ID3415) => Min Interval: 13, Max Interval: 42
AssociateProfessor(ID3420) => Min Interval: 19, Max Interval: 48
AssociateProfessor(ID3428) => Min Interval: 36, Max Interval: 47
AssociateProfessor(ID3432) => Min Interval: 15, Max Interval: 26
AssociateProfessor(ID3433) => Min Interval: 15, Max Interval: 17
AssociateProfessor(ID3436) => Min Interval: 22, Max Interval: 53
AssociateProfessor(ID3441) => Min Interval: 34, Max Interval: 35
AssociateProfessor(ID3444) => Min Interval: 14, Max Interval: 38
AssociateProfessor(ID3447) => Min Interval: 20, Max Interval: 34
AssociateProfessor(ID3448) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID3449) => Min Interval: 12, Max Interval: 15
AssociateProfessor(ID3455) => Min Interval: 23, Max Interval: 51
AssociateProfessor(ID3459) => Min Interval: 10, Max Interval: 51
AssociateProfessor(ID3460) => Min Interval: 21, Max Interval: 52
AssociateProfessor(ID3462) => Min Interval: 29, Max Interval: 36
AssociateProfessor(ID3468) => Min Interval: 19, Max Interval: 37
AssociateProfessor(ID3471) => Min Interval: 17, Max Interval: 26
AssociateProfessor(ID3472) => Min Interval: 20, Max Interval: 43
AssociateProfessor(ID3475) => Min Interval: 35, Max Interval: 38
AssociateProfessor(ID3477) => Min Interval: 36, Max Interval: 48
AssociateProfessor(ID3478) => Min Interval: 33, Max Interval: 44
AssociateProfessor(ID3479) => Min Interval: 37, Max Interval: 50
AssociateProfessor(ID3481) => Min Interval: 23, Max Interval: 26
AssociateProfessor(ID3482) => Min Interval: 20, Max Interval: 50
AssociateProfessor(ID3488) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID3494) => Min Interval: 8, Max Interval: 55
AssociateProfessor(ID3499) => Min Interval: 15, Max Interval: 52
AssociateProfessor(ID3504) => Min Interval: 12, Max Interval: 49
AssociateProfessor(ID3505) => Min Interval: 22, Max Interval: 26
AssociateProfessor(ID3506) => Min Interval: 35, Max Interval: 43
AssociateProfessor(ID3509) => Min Interval: 18, Max Interval: 42
AssociateProfessor(ID3513) => Min Interval: 15, Max Interval: 27
AssociateProfessor(ID3517) => Min Interval: 24, Max Interval: 53
AssociateProfessor(ID3521) => Min Interval: 15, Max Interval: 29
AssociateProfessor(ID3528) => Min Interval: 10, Max Interval: 15
AssociateProfessor(ID3529) => Min Interval: 36, Max Interval: 49
AssociateProfessor(ID3531) => Min Interval: 31, Max Interval: 50
AssociateProfessor(ID3533) => Min Interval: 12, Max Interval: 38
AssociateProfessor(ID3534) => Min Interval: 26, Max Interval: 29
AssociateProfessor(ID3535) => Min Interval: 43, Max Interval: 49
AssociateProfessor(ID3542) => Min Interval: 23, Max Interval: 50
AssociateProfessor(ID3551) => Min Interval: 31, Max Interval: 34
AssociateProfessor(ID3554) => Min Interval: 18, Max Interval: 43
AssociateProfessor(ID3556) => Min Interval: 17, Max Interval: 34
AssociateProfessor(ID3567) => Min Interval: 23, Max Interval: 51
AssociateProfessor(ID3568) => Min Interval: 22, Max Interval: 38
AssociateProfessor(ID3573) => Min Interval: 10, Max Interval: 40
AssociateProfessor(ID3575) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID3576) => Min Interval: 22, Max Interval: 51
AssociateProfessor(ID3578) => Min Interval: 20, Max Interval: 50
AssociateProfessor(ID3580) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID3582) => Min Interval: 13, Max Interval: 48
AssociateProfessor(ID3588) => Min Interval: 27, Max Interval: 48
AssociateProfessor(ID3595) => Min Interval: 8, Max Interval: 52
AssociateProfessor(ID3597) => Min Interval: 42, Max Interval: 51
AssociateProfessor(ID3601) => Min Interval: 27, Max Interval: 49
AssociateProfessor(ID3603) => Min Interval: 9, Max Interval: 44
AssociateProfessor(ID3607) => Min Interval: 12, Max Interval: 40
AssociateProfessor(ID3615) => Min Interval: 24, Max Interval: 29
AssociateProfessor(ID3616) => Min Interval: 29, Max Interval: 35
AssociateProfessor(ID3617) => Min Interval: 18, Max Interval: 43
AssociateProfessor(ID3620) => Min Interval: 19, Max Interval: 49
AssociateProfessor(ID3621) => Min Interval: 21, Max Interval: 43
AssociateProfessor(ID3627) => Min Interval: 34, Max Interval: 37
AssociateProfessor(ID3630) => Min Interval: 25, Max Interval: 44
AssociateProfessor(ID3631) => Min Interval: 17, Max Interval: 44
AssociateProfessor(ID3635) => Min Interval: 33, Max Interval: 44
AssociateProfessor(ID3636) => Min Interval: 10, Max Interval: 46
AssociateProfessor(ID3642) => Min Interval: 19, Max Interval: 43
AssociateProfessor(ID3650) => Min Interval: 31, Max Interval: 49
AssociateProfessor(ID3652) => Min Interval: 18, Max Interval: 47
AssociateProfessor(ID3653) => Min Interval: 20, Max Interval: 25
AssociateProfessor(ID3666) => Min Interval: 18, Max Interval: 34
AssociateProfessor(ID3690) => Min Interval: 33, Max Interval: 44
AssociateProfessor(ID3692) => Min Interval: 30, Max Interval: 47
AssociateProfessor(ID3696) => Min Interval: 27, Max Interval: 50
AssociateProfessor(ID3697) => Min Interval: 15, Max Interval: 28
AssociateProfessor(ID3698) => Min Interval: 23, Max Interval: 41
AssociateProfessor(ID3699) => Min Interval: 17, Max Interval: 32
AssociateProfessor(ID3702) => Min Interval: 28, Max Interval: 45
AssociateProfessor(ID3703) => Min Interval: 21, Max Interval: 42
AssociateProfessor(ID3720) => Min Interval: 21, Max Interval: 50
AssociateProfessor(ID3733) => Min Interval: 31, Max Interval: 41
AssociateProfessor(ID3748) => Min Interval: 29, Max Interval: 33
AssociateProfessor(ID3753) => Min Interval: 7, Max Interval: 38
AssociateProfessor(ID3758) => Min Interval: 26, Max Interval: 51
AssociateProfessor(ID3759) => Min Interval: 33, Max Interval: 49
AssociateProfessor(ID3762) => Min Interval: 25, Max Interval: 48
AssociateProfessor(ID3770) => Min Interval: 16, Max Interval: 36
AssociateProfessor(ID3786) => Min Interval: 17, Max Interval: 35
AssociateProfessor(ID3791) => Min Interval: 29, Max Interval: 38
AssociateProfessor(ID3792) => Min Interval: 21, Max Interval: 38
AssociateProfessor(ID3818) => Min Interval: 37, Max Interval: 50
AssociateProfessor(ID3824) => Min Interval: 18, Max Interval: 21
AssociateProfessor(ID3852) => Min Interval: 2, Max Interval: 47
AssociateProfessor(ID3853) => Min Interval: 26, Max Interval: 56
AssociateProfessor(ID3854) => Min Interval: 15, Max Interval: 19
AssociateProfessor(ID3856) => Min Interval: 22, Max Interval: 24
AssociateProfessor(ID3858) => Min Interval: 35, Max Interval: 50
AssociateProfessor(ID3864) => Min Interval: 24, Max Interval: 51
AssociateProfessor(ID3866) => Min Interval: 21, Max Interval: 50
AssociateProfessor(ID3869) => Min Interval: 30, Max Interval: 44
AssociateProfessor(ID3873) => Min Interval: 10, Max Interval: 48
AssociateProfessor(ID3878) => Min Interval: 13, Max Interval: 52
AssociateProfessor(ID3880) => Min Interval: 3, Max Interval: 48
AssociateProfessor(ID3881) => Min Interval: 14, Max Interval: 48
AssociateProfessor(ID3883) => Min Interval: 41, Max Interval: 47
AssociateProfessor(ID3884) => Min Interval: 25, Max Interval: 45
AssociateProfessor(ID3887) => Min Interval: 10, Max Interval: 50
AssociateProfessor(ID3888) => Min Interval: 28, Max Interval: 41
AssociateProfessor(ID3889) => Min Interval: 26, Max Interval: 40
AssociateProfessor(ID3891) => Min Interval: 17, Max Interval: 48
AssociateProfessor(ID3892) => Min Interval: 8, Max Interval: 32
AssociateProfessor(ID3900) => Min Interval: 27, Max Interval: 34
AssociateProfessor(ID3902) => Min Interval: 20, Max Interval: 42
AssociateProfessor(ID3904) => Min Interval: 41, Max Interval: 46
AssociateProfessor(ID3906) => Min Interval: 17, Max Interval: 21
AssociateProfessor(ID3908) => Min Interval: 32, Max Interval: 43
AssociateProfessor(ID3911) => Min Interval: 16, Max Interval: 44
AssociateProfessor(ID3914) => Min Interval: 9, Max Interval: 47
AssociateProfessor(ID3917) => Min Interval: 16, Max Interval: 45
AssociateProfessor(ID3918) => Min Interval: 16, Max Interval: 26
AssociateProfessor(ID3920) => Min Interval: 10, Max Interval: 55
AssociateProfessor(ID3921) => Min Interval: 21, Max Interval: 29
AssociateProfessor(ID3922) => Min Interval: 6, Max Interval: 39
AssociateProfessor(ID3924) => Min Interval: 20, Max Interval: 27
AssociateProfessor(ID3926) => Min Interval: 17, Max Interval: 19
AssociateProfessor(ID3927) => Min Interval: 23, Max Interval: 47
AssociateProfessor(ID3929) => Min Interval: 17, Max Interval: 32
AssociateProfessor(ID3932) => Min Interval: 18, Max Interval: 46
AssociateProfessor(ID3934) => Min Interval: 9, Max Interval: 53
AssociateProfessor(ID3935) => Min Interval: 9, Max Interval: 54
AssociateProfessor(ID3936) => Min Interval: 25, Max Interval: 31
AssociateProfessor(ID3938) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID3939) => Min Interval: 23, Max Interval: 49
AssociateProfessor(ID3943) => Min Interval: 16, Max Interval: 47
AssociateProfessor(ID3945) => Min Interval: 23, Max Interval: 32
AssociateProfessor(ID3950) => Min Interval: 20, Max Interval: 51
AssociateProfessor(ID3951) => Min Interval: 27, Max Interval: 32
AssociateProfessor(ID3952) => Min Interval: 14, Max Interval: 37
AssociateProfessor(ID3955) => Min Interval: 41, Max Interval: 45
AssociateProfessor(ID3961) => Min Interval: 18, Max Interval: 44
AssociateProfessor(ID3962) => Min Interval: 27, Max Interval: 52
AssociateProfessor(ID3964) => Min Interval: 10, Max Interval: 48
AssociateProfessor(ID3965) => Min Interval: 21, Max Interval: 44
AssociateProfessor(ID3967) => Min Interval: 19, Max Interval: 48
AssociateProfessor(ID3969) => Min Interval: 17, Max Interval: 31
AssociateProfessor(ID3971) => Min Interval: 34, Max Interval: 38
AssociateProfessor(ID3973) => Min Interval: 13, Max Interval: 51
AssociateProfessor(ID3975) => Min Interval: 20, Max Interval: 51
AssociateProfessor(ID3976) => Min Interval: 12, Max Interval: 38
AssociateProfessor(ID3979) => Min Interval: 9, Max Interval: 45
AssociateProfessor(ID3983) => Min Interval: 22, Max Interval: 27
AssociateProfessor(ID3985) => Min Interval: 41, Max Interval: 50
AssociateProfessor(ID3987) => Min Interval: 12, Max Interval: 24
AssociateProfessor(ID3988) => Min Interval: 18, Max Interval: 44
AssociateProfessor(ID3990) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID3993) => Min Interval: 15, Max Interval: 25
AssociateProfessor(ID3994) => Min Interval: 44, Max Interval: 50
AssociateProfessor(ID3995) => Min Interval: 27, Max Interval: 31
AssociateProfessor(ID3997) => Min Interval: 27, Max Interval: 50
AssociateProfessor(ID3999) => Min Interval: 29, Max Interval: 36
AssociateProfessor(ID4000) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID4001) => Min Interval: 37, Max Interval: 47
AssociateProfessor(ID4013) => Min Interval: 24, Max Interval: 30
AssociateProfessor(ID4014) => Min Interval: 21, Max Interval: 47
AssociateProfessor(ID4015) => Min Interval: 28, Max Interval: 39
AssociateProfessor(ID4018) => Min Interval: 29, Max Interval: 42
AssociateProfessor(ID4022) => Min Interval: 40, Max Interval: 51
AssociateProfessor(ID4023) => Min Interval: 12, Max Interval: 48
AssociateProfessor(ID4026) => Min Interval: 26, Max Interval: 35
AssociateProfessor(ID4027) => Min Interval: 13, Max Interval: 53
AssociateProfessor(ID4029) => Min Interval: 13, Max Interval: 52
AssociateProfessor(ID4030) => Min Interval: 19, Max Interval: 49
AssociateProfessor(ID4032) => Min Interval: 19, Max Interval: 50
AssociateProfessor(ID4035) => Min Interval: 4, Max Interval: 49
AssociateProfessor(ID4036) => Min Interval: 22, Max Interval: 47
AssociateProfessor(ID4038) => Min Interval: 7, Max Interval: 40
AssociateProfessor(ID4039) => Min Interval: 8, Max Interval: 50
AssociateProfessor(ID4041) => Min Interval: 22, Max Interval: 46
AssociateProfessor(ID4047) => Min Interval: 16, Max Interval: 50
AssociateProfessor(ID4048) => Min Interval: 0, Max Interval: 36
AssociateProfessor(ID4050) => Min Interval: 11, Max Interval: 48
AssociateProfessor(ID4051) => Min Interval: 16, Max Interval: 40
AssociateProfessor(ID4056) => Min Interval: 26, Max Interval: 30
AssociateProfessor(ID4057) => Min Interval: 0, Max Interval: 33
AssociateProfessor(ID4059) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID4060) => Min Interval: 13, Max Interval: 55
AssociateProfessor(ID4066) => Min Interval: 19, Max Interval: 20
AssociateProfessor(ID4067) => Min Interval: 18, Max Interval: 42
AssociateProfessor(ID4068) => Min Interval: 19, Max Interval: 48
AssociateProfessor(ID4070) => Min Interval: 18, Max Interval: 51
AssociateProfessor(ID4072) => Min Interval: 14, Max Interval: 53
AssociateProfessor(ID4075) => Min Interval: 9, Max Interval: 32
AssociateProfessor(ID4077) => Min Interval: 9, Max Interval: 54
AssociateProfessor(ID4080) => Min Interval: 25, Max Interval: 29
AssociateProfessor(ID4081) => Min Interval: 9, Max Interval: 53
AssociateProfessor(ID4082) => Min Interval: 13, Max Interval: 42
AssociateProfessor(ID4083) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID4086) => Min Interval: 7, Max Interval: 55
AssociateProfessor(ID4088) => Min Interval: 19, Max Interval: 39
AssociateProfessor(ID4089) => Min Interval: 28, Max Interval: 32
AssociateProfessor(ID4093) => Min Interval: 11, Max Interval: 45
AssociateProfessor(ID4097) => Min Interval: 18, Max Interval: 49
AssociateProfessor(ID4100) => Min Interval: 15, Max Interval: 48
AssociateProfessor(ID4104) => Min Interval: 22, Max Interval: 45
AssociateProfessor(ID4107) => Min Interval: 24, Max Interval: 49
AssociateProfessor(ID4111) => Min Interval: 17, Max Interval: 52
AssociateProfessor(ID4112) => Min Interval: 4, Max Interval: 42
AssociateProfessor(ID4113) => Min Interval: 13, Max Interval: 48
AssociateProfessor(ID4114) => Min Interval: 16, Max Interval: 43
AssociateProfessor(ID4117) => Min Interval: 16, Max Interval: 41
AssociateProfessor(ID4119) => Min Interval: 28, Max Interval: 31
AssociateProfessor(ID4120) => Min Interval: 24, Max Interval: 44
AssociateProfessor(ID4125) => Min Interval: 35, Max Interval: 38
AssociateProfessor(ID4127) => Min Interval: 27, Max Interval: 34
AssociateProfessor(ID4129) => Min Interval: 32, Max Interval: 44
AssociateProfessor(ID4131) => Min Interval: 10, Max Interval: 50
AssociateProfessor(ID4133) => Min Interval: 27, Max Interval: 46
AssociateProfessor(ID4134) => Min Interval: 23, Max Interval: 24
AssociateProfessor(ID4136) => Min Interval: 43, Max Interval: 48
AssociateProfessor(ID4139) => Min Interval: 15, Max Interval: 47
AssociateProfessor(ID4146) => Min Interval: 16, Max Interval: 46
AssociateProfessor(ID4149) => Min Interval: 46, Max Interval: 49
AssociateProfessor(ID4150) => Min Interval: 29, Max Interval: 51
AssociateProfessor(ID4151) => Min Interval: 24, Max Interval: 46
AssociateProfessor(ID4153) => Min Interval: 13, Max Interval: 53
AssociateProfessor(ID4156) => Min Interval: 26, Max Interval: 40
AssociateProfessor(ID4159) => Min Interval: 13, Max Interval: 41
AssociateProfessor(ID4165) => Min Interval: 8, Max Interval: 17
AssociateProfessor(ID4170) => Min Interval: 23, Max Interval: 39
AssociateProfessor(ID4172) => Min Interval: 10, Max Interval: 43
AssociateProfessor(ID4176) => Min Interval: 30, Max Interval: 31
AssociateProfessor(ID4177) => Min Interval: 25, Max Interval: 35
AssociateProfessor(ID4180) => Min Interval: 16, Max Interval: 42
AssociateProfessor(ID4181) => Min Interval: 37, Max Interval: 46
AssociateProfessor(ID4183) => Min Interval: 17, Max Interval: 33
AssociateProfessor(ID4186) => Min Interval: 14, Max Interval: 52
AssociateProfessor(ID4188) => Min Interval: 9, Max Interval: 38
AssociateProfessor(ID4189) => Min Interval: 28, Max Interval: 41
AssociateProfessor(ID4194) => Min Interval: 22, Max Interval: 39
AssociateProfessor(ID4200) => Min Interval: 35, Max Interval: 41
AssociateProfessor(ID4205) => Min Interval: 11, Max Interval: 30
AssociateProfessor(ID4206) => Min Interval: 18, Max Interval: 37
AssociateProfessor(ID4208) => Min Interval: 26, Max Interval: 51
AssociateProfessor(ID4210) => Min Interval: 0, Max Interval: 25
AssociateProfessor(ID4212) => Min Interval: 19, Max Interval: 32
AssociateProfessor(ID4215) => Min Interval: 7, Max Interval: 41
AssociateProfessor(ID4217) => Min Interval: 15, Max Interval: 36
AssociateProfessor(ID4218) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID4224) => Min Interval: 30, Max Interval: 46
AssociateProfessor(ID4226) => Min Interval: 10, Max Interval: 51
AssociateProfessor(ID4227) => Min Interval: 15, Max Interval: 48
AssociateProfessor(ID4229) => Min Interval: 24, Max Interval: 32
AssociateProfessor(ID4230) => Min Interval: 18, Max Interval: 19
AssociateProfessor(ID4233) => Min Interval: 20, Max Interval: 50
AssociateProfessor(ID4234) => Min Interval: 13, Max Interval: 52
AssociateProfessor(ID4242) => Min Interval: 25, Max Interval: 32
AssociateProfessor(ID4243) => Min Interval: 11, Max Interval: 53
AssociateProfessor(ID4247) => Min Interval: 10, Max Interval: 52
AssociateProfessor(ID4250) => Min Interval: 15, Max Interval: 33
AssociateProfessor(ID4253) => Min Interval: 16, Max Interval: 41
AssociateProfessor(ID4254) => Min Interval: 21, Max Interval: 45
AssociateProfessor(ID4255) => Min Interval: 11, Max Interval: 39
AssociateProfessor(ID4256) => Min Interval: 10, Max Interval: 36
AssociateProfessor(ID4258) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID4259) => Min Interval: 38, Max Interval: 47
AssociateProfessor(ID4260) => Min Interval: 26, Max Interval: 51
AssociateProfessor(ID4262) => Min Interval: 3, Max Interval: 35
AssociateProfessor(ID4266) => Min Interval: 12, Max Interval: 36
AssociateProfessor(ID4269) => Min Interval: 33, Max Interval: 51
AssociateProfessor(ID4272) => Min Interval: 6, Max Interval: 29
AssociateProfessor(ID4274) => Min Interval: 16, Max Interval: 47
AssociateProfessor(ID4275) => Min Interval: 10, Max Interval: 47
AssociateProfessor(ID4278) => Min Interval: 42, Max Interval: 51
AssociateProfessor(ID4282) => Min Interval: 18, Max Interval: 51
AssociateProfessor(ID4285) => Min Interval: 23, Max Interval: 46
AssociateProfessor(ID4288) => Min Interval: 27, Max Interval: 47
AssociateProfessor(ID4289) => Min Interval: 15, Max Interval: 52
AssociateProfessor(ID4291) => Min Interval: 5, Max Interval: 54
AssociateProfessor(ID4294) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID4297) => Min Interval: 14, Max Interval: 53
AssociateProfessor(ID4300) => Min Interval: 10, Max Interval: 55
AssociateProfessor(ID4301) => Min Interval: 36, Max Interval: 44
AssociateProfessor(ID4308) => Min Interval: 48, Max Interval: 51
AssociateProfessor(ID4310) => Min Interval: 12, Max Interval: 54
AssociateProfessor(ID4311) => Min Interval: 22, Max Interval: 41
AssociateProfessor(ID4312) => Min Interval: 33, Max Interval: 45
AssociateProfessor(ID4315) => Min Interval: 20, Max Interval: 29
AssociateProfessor(ID4316) => Min Interval: 34, Max Interval: 50
AssociateProfessor(ID4318) => Min Interval: 11, Max Interval: 42
AssociateProfessor(ID4319) => Min Interval: 29, Max Interval: 30
AssociateProfessor(ID4321) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID4322) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID4323) => Min Interval: 17, Max Interval: 47
AssociateProfessor(ID4325) => Min Interval: 29, Max Interval: 37
AssociateProfessor(ID4328) => Min Interval: 27, Max Interval: 50
AssociateProfessor(ID4329) => Min Interval: 34, Max Interval: 41
AssociateProfessor(ID4331) => Min Interval: 41, Max Interval: 47
AssociateProfessor(ID4333) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID4335) => Min Interval: 11, Max Interval: 53
AssociateProfessor(ID4338) => Min Interval: 15, Max Interval: 48
AssociateProfessor(ID4340) => Min Interval: 40, Max Interval: 50
AssociateProfessor(ID4341) => Min Interval: 30, Max Interval: 39
AssociateProfessor(ID4342) => Min Interval: 20, Max Interval: 48
AssociateProfessor(ID4343) => Min Interval: 14, Max Interval: 51
AssociateProfessor(ID4344) => Min Interval: 21, Max Interval: 49
AssociateProfessor(ID4346) => Min Interval: 33, Max Interval: 50
AssociateProfessor(ID4347) => Min Interval: 14, Max Interval: 51
AssociateProfessor(ID4349) => Min Interval: 22, Max Interval: 25
AssociateProfessor(ID4353) => Min Interval: 20, Max Interval: 45
AssociateProfessor(ID4358) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID4360) => Min Interval: 11, Max Interval: 45
AssociateProfessor(ID4364) => Min Interval: 18, Max Interval: 33
AssociateProfessor(ID4366) => Min Interval: 15, Max Interval: 38
AssociateProfessor(ID4370) => Min Interval: 30, Max Interval: 49
AssociateProfessor(ID4375) => Min Interval: 20, Max Interval: 32
AssociateProfessor(ID4377) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID4378) => Min Interval: 21, Max Interval: 38
AssociateProfessor(ID4380) => Min Interval: 15, Max Interval: 20
AssociateProfessor(ID4381) => Min Interval: 15, Max Interval: 38
AssociateProfessor(ID4385) => Min Interval: 27, Max Interval: 39
AssociateProfessor(ID4386) => Min Interval: 10, Max Interval: 52
AssociateProfessor(ID4389) => Min Interval: 7, Max Interval: 40
AssociateProfessor(ID4391) => Min Interval: 16, Max Interval: 46
AssociateProfessor(ID4392) => Min Interval: 10, Max Interval: 29
AssociateProfessor(ID4393) => Min Interval: 5, Max Interval: 39
AssociateProfessor(ID4401) => Min Interval: 29, Max Interval: 44
AssociateProfessor(ID4402) => Min Interval: 16, Max Interval: 56
AssociateProfessor(ID4406) => Min Interval: 28, Max Interval: 39
AssociateProfessor(ID4408) => Min Interval: 21, Max Interval: 53
AssociateProfessor(ID4409) => Min Interval: 27, Max Interval: 50
AssociateProfessor(ID4410) => Min Interval: 32, Max Interval: 47
AssociateProfessor(ID4412) => Min Interval: 16, Max Interval: 40
AssociateProfessor(ID4414) => Min Interval: 10, Max Interval: 48
AssociateProfessor(ID4423) => Min Interval: 26, Max Interval: 44
AssociateProfessor(ID4424) => Min Interval: 23, Max Interval: 46
AssociateProfessor(ID4428) => Min Interval: 9, Max Interval: 45
AssociateProfessor(ID4429) => Min Interval: 19, Max Interval: 40
AssociateProfessor(ID4433) => Min Interval: 23, Max Interval: 47
AssociateProfessor(ID4436) => Min Interval: 34, Max Interval: 44
AssociateProfessor(ID4441) => Min Interval: 13, Max Interval: 53
AssociateProfessor(ID4443) => Min Interval: 18, Max Interval: 38
AssociateProfessor(ID4445) => Min Interval: 15, Max Interval: 49
AssociateProfessor(ID4448) => Min Interval: 38, Max Interval: 41
AssociateProfessor(ID4449) => Min Interval: 11, Max Interval: 54
AssociateProfessor(ID4451) => Min Interval: 16, Max Interval: 33
AssociateProfessor(ID4453) => Min Interval: 26, Max Interval: 42
AssociateProfessor(ID4455) => Min Interval: 17, Max Interval: 49
