Stored fact information:
SmartStudent(ID0) => Min Interval: 22, Max Interval: 40
SmartStudent(ID3109) => Min Interval: 24, Max Interval: 46
SmartStudent(ID3111) => Min Interval: 22, Max Interval: 41
SmartStudent(ID3112) => Min Interval: 26, Max Interval: 36
SmartStudent(ID3114) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3121) => Min Interval: 26, Max Interval: 27
SmartStudent(ID3122) => Min Interval: 22, Max Interval: 31
SmartStudent(ID3123) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3125) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3127) => Min Interval: 22, Max Interval: 41
SmartStudent(ID3128) => Min Interval: 22, Max Interval: 39
SmartStudent(ID3129) => Min Interval: 22, Max Interval: 35
SmartStudent(ID3131) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3132) => Min Interval: 22, Max Interval: 38
SmartStudent(ID3140) => Min Interval: 22, Max Interval: 34
SmartStudent(ID3141) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3142) => Min Interval: 22, Max Interval: 49
SmartStudent(ID3143) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3144) => Min Interval: 22, Max Interval: 41
SmartStudent(ID3150) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3151) => Min Interval: 22, Max Interval: 46
SmartStudent(ID3152) => Min Interval: 22, Max Interval: 33
SmartStudent(ID3157) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3159) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3164) => Min Interval: 22, Max Interval: 28
SmartStudent(ID3165) => Min Interval: 22, Max Interval: 23
SmartStudent(ID3167) => Min Interval: 22, Max Interval: 35
SmartStudent(ID3171) => Min Interval: 22, Max Interval: 36
SmartStudent(ID3176) => Min Interval: 35, Max Interval: 48
SmartStudent(ID3179) => Min Interval: 28, Max Interval: 46
SmartStudent(ID3180) => Min Interval: 36, Max Interval: 48
SmartStudent(ID3184) => Min Interval: 22, Max Interval: 45
SmartStudent(ID3187) => Min Interval: 22, Max Interval: 41
SmartStudent(ID3191) => Min Interval: 22, Max Interval: 36
SmartStudent(ID3193) => Min Interval: 22, Max Interval: 48
SmartStudent(ID3195) => Min Interval: 22, Max Interval: 30
SmartStudent(ID3196) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3198) => Min Interval: 22, Max Interval: 31
SmartStudent(ID3199) => Min Interval: 22, Max Interval: 46
SmartStudent(ID3201) => Min Interval: 31, Max Interval: 49
SmartStudent(ID3202) => Min Interval: 22, Max Interval: 45
SmartStudent(ID3203) => Min Interval: 22, Max Interval: 27
SmartStudent(ID3206) => Min Interval: 22, Max Interval: 45
SmartStudent(ID3207) => Min Interval: 22, Max Interval: 49
SmartStudent(ID3209) => Min Interval: 41, Max Interval: 45
SmartStudent(ID3211) => Min Interval: 22, Max Interval: 29
SmartStudent(ID3212) => Min Interval: 22, Max Interval: 25
SmartStudent(ID3215) => Min Interval: 22, Max Interval: 41
SmartStudent(ID3217) => Min Interval: 22, Max Interval: 38
SmartStudent(ID3219) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3221) => Min Interval: 22, Max Interval: 46
SmartStudent(ID3222) => Min Interval: 22, Max Interval: 28
SmartStudent(ID3226) => Min Interval: 28, Max Interval: 46
SmartStudent(ID3232) => Min Interval: 22, Max Interval: 45
SmartStudent(ID3233) => Min Interval: 22, Max Interval: 32
SmartStudent(ID3235) => Min Interval: 22, Max Interval: 24
SmartStudent(ID3238) => Min Interval: 22, Max Interval: 26
SmartStudent(ID3239) => Min Interval: 22, Max Interval: 32
SmartStudent(ID3247) => Min Interval: 37, Max Interval: 45
SmartStudent(ID3251) => Min Interval: 27, Max Interval: 44
SmartStudent(ID3252) => Min Interval: 22, Max Interval: 45
SmartStudent(ID3256) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3260) => Min Interval: 22, Max Interval: 38
SmartStudent(ID3263) => Min Interval: 26, Max Interval: 44
SmartStudent(ID3265) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3266) => Min Interval: 22, Max Interval: 31
SmartStudent(ID3267) => Min Interval: 22, Max Interval: 38
SmartStudent(ID3270) => Min Interval: 22, Max Interval: 40
SmartStudent(ID3273) => Min Interval: 44, Max Interval: 44
SmartStudent(ID3275) => Min Interval: 31, Max Interval: 43
SmartStudent(ID3278) => Min Interval: 22, Max Interval: 45
SmartStudent(ID3281) => Min Interval: 22, Max Interval: 36
SmartStudent(ID3284) => Min Interval: 22, Max Interval: 39
SmartStudent(ID3285) => Min Interval: 29, Max Interval: 35
SmartStudent(ID3287) => Min Interval: 34, Max Interval: 40
SmartStudent(ID3292) => Min Interval: 24, Max Interval: 26
SmartStudent(ID3293) => Min Interval: 22, Max Interval: 38
SmartStudent(ID3294) => Min Interval: 23, Max Interval: 44
SmartStudent(ID3295) => Min Interval: 22, Max Interval: 24
SmartStudent(ID3297) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3298) => Min Interval: 27, Max Interval: 45
SmartStudent(ID3302) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3309) => Min Interval: 22, Max Interval: 36
SmartStudent(ID3317) => Min Interval: 22, Max Interval: 26
SmartStudent(ID3319) => Min Interval: 24, Max Interval: 38
SmartStudent(ID3325) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3334) => Min Interval: 27, Max Interval: 30
SmartStudent(ID3338) => Min Interval: 34, Max Interval: 42
SmartStudent(ID3339) => Min Interval: 22, Max Interval: 46
SmartStudent(ID3344) => Min Interval: 26, Max Interval: 45
SmartStudent(ID3346) => Min Interval: 22, Max Interval: 36
SmartStudent(ID3351) => Min Interval: 22, Max Interval: 41
SmartStudent(ID3352) => Min Interval: 26, Max Interval: 38
SmartStudent(ID3353) => Min Interval: 22, Max Interval: 33
SmartStudent(ID3354) => Min Interval: 22, Max Interval: 23
SmartStudent(ID3356) => Min Interval: 22, Max Interval: 36
SmartStudent(ID3358) => Min Interval: 22, Max Interval: 40
SmartStudent(ID3362) => Min Interval: 44, Max Interval: 50
SmartStudent(ID3363) => Min Interval: 30, Max Interval: 32
SmartStudent(ID3365) => Min Interval: 23, Max Interval: 36
SmartStudent(ID3372) => Min Interval: 35, Max Interval: 49
SmartStudent(ID3373) => Min Interval: 22, Max Interval: 22
SmartStudent(ID3377) => Min Interval: 22, Max Interval: 45
SmartStudent(ID3383) => Min Interval: 27, Max Interval: 35
SmartStudent(ID3388) => Min Interval: 22, Max Interval: 44
SmartStudent(ID3391) => Min Interval: 22, Max Interval: 41
SmartStudent(ID3393) => Min Interval: 39, Max Interval: 39
SmartStudent(ID3395) => Min Interval: 23, Max Interval: 26
SmartStudent(ID3396) => Min Interval: 22, Max Interval: 25
SmartStudent(ID3398) => Min Interval: 22, Max Interval: 34
SmartStudent(ID3402) => Min Interval: 29, Max Interval: 38
SmartStudent(ID3403) => Min Interval: 29, Max Interval: 42
SmartStudent(ID3404) => Min Interval: 22, Max Interval: 34
SmartStudent(ID3405) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3406) => Min Interval: 22, Max Interval: 44
SmartStudent(ID3407) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3411) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3414) => Min Interval: 22, Max Interval: 44
SmartStudent(ID3420) => Min Interval: 22, Max Interval: 44
SmartStudent(ID3425) => Min Interval: 22, Max Interval: 48
SmartStudent(ID3428) => Min Interval: 22, Max Interval: 30
SmartStudent(ID3429) => Min Interval: 24, Max Interval: 27
SmartStudent(ID3432) => Min Interval: 22, Max Interval: 25
SmartStudent(ID3436) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3441) => Min Interval: 28, Max Interval: 34
SmartStudent(ID3444) => Min Interval: 22, Max Interval: 31
SmartStudent(ID3447) => Min Interval: 22, Max Interval: 33
SmartStudent(ID3448) => Min Interval: 27, Max Interval: 30
SmartStudent(ID3449) => Min Interval: 30, Max Interval: 37
SmartStudent(ID3450) => Min Interval: 23, Max Interval: 49
SmartStudent(ID3455) => Min Interval: 22, Max Interval: 38
SmartStudent(ID3459) => Min Interval: 22, Max Interval: 44
SmartStudent(ID3460) => Min Interval: 22, Max Interval: 45
SmartStudent(ID3462) => Min Interval: 22, Max Interval: 35
SmartStudent(ID3468) => Min Interval: 22, Max Interval: 36
SmartStudent(ID3471) => Min Interval: 22, Max Interval: 25
SmartStudent(ID3472) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3475) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3476) => Min Interval: 40, Max Interval: 46
SmartStudent(ID3477) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3478) => Min Interval: 33, Max Interval: 43
SmartStudent(ID3479) => Min Interval: 25, Max Interval: 40
SmartStudent(ID3481) => Min Interval: 22, Max Interval: 25
SmartStudent(ID3482) => Min Interval: 22, Max Interval: 49
SmartStudent(ID3486) => Min Interval: 35, Max Interval: 41
SmartStudent(ID3487) => Min Interval: 27, Max Interval: 29
SmartStudent(ID3488) => Min Interval: 22, Max Interval: 40
SmartStudent(ID3494) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3496) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3499) => Min Interval: 22, Max Interval: 46
SmartStudent(ID3504) => Min Interval: 22, Max Interval: 27
SmartStudent(ID3505) => Min Interval: 22, Max Interval: 25
SmartStudent(ID3506) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3509) => Min Interval: 26, Max Interval: 41
SmartStudent(ID3513) => Min Interval: 22, Max Interval: 33
SmartStudent(ID3517) => Min Interval: 28, Max Interval: 47
SmartStudent(ID3518) => Min Interval: 36, Max Interval: 46
SmartStudent(ID3521) => Min Interval: 22, Max Interval: 28
SmartStudent(ID3529) => Min Interval: 22, Max Interval: 48
SmartStudent(ID3531) => Min Interval: 36, Max Interval: 44
SmartStudent(ID3532) => Min Interval: 35, Max Interval: 39
SmartStudent(ID3534) => Min Interval: 22, Max Interval: 23
SmartStudent(ID3535) => Min Interval: 28, Max Interval: 46
SmartStudent(ID3541) => Min Interval: 22, Max Interval: 22
SmartStudent(ID3542) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3551) => Min Interval: 22, Max Interval: 25
SmartStudent(ID3552) => Min Interval: 41, Max Interval: 47
SmartStudent(ID3554) => Min Interval: 27, Max Interval: 39
SmartStudent(ID3556) => Min Interval: 22, Max Interval: 33
SmartStudent(ID3567) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3568) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3575) => Min Interval: 30, Max Interval: 47
SmartStudent(ID3576) => Min Interval: 37, Max Interval: 40
SmartStudent(ID3577) => Min Interval: 27, Max Interval: 40
SmartStudent(ID3578) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3580) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3582) => Min Interval: 22, Max Interval: 41
SmartStudent(ID3588) => Min Interval: 23, Max Interval: 47
SmartStudent(ID3594) => Min Interval: 23, Max Interval: 33
SmartStudent(ID3595) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3597) => Min Interval: 27, Max Interval: 50
SmartStudent(ID3601) => Min Interval: 22, Max Interval: 48
SmartStudent(ID3607) => Min Interval: 22, Max Interval: 27
SmartStudent(ID3615) => Min Interval: 22, Max Interval: 28
SmartStudent(ID3616) => Min Interval: 22, Max Interval: 34
SmartStudent(ID3617) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3620) => Min Interval: 28, Max Interval: 48
SmartStudent(ID3621) => Min Interval: 22, Max Interval: 39
SmartStudent(ID3627) => Min Interval: 22, Max Interval: 46
SmartStudent(ID3630) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3631) => Min Interval: 26, Max Interval: 43
SmartStudent(ID3635) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3636) => Min Interval: 45, Max Interval: 47
SmartStudent(ID3642) => Min Interval: 27, Max Interval: 42
SmartStudent(ID3650) => Min Interval: 22, Max Interval: 34
SmartStudent(ID3652) => Min Interval: 22, Max Interval: 39
SmartStudent(ID3653) => Min Interval: 22, Max Interval: 24
SmartStudent(ID3654) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3661) => Min Interval: 41, Max Interval: 45
SmartStudent(ID3666) => Min Interval: 22, Max Interval: 33
SmartStudent(ID3667) => Min Interval: 27, Max Interval: 41
SmartStudent(ID3682) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3690) => Min Interval: 28, Max Interval: 43
SmartStudent(ID3692) => Min Interval: 27, Max Interval: 46
SmartStudent(ID3696) => Min Interval: 28, Max Interval: 36
SmartStudent(ID3697) => Min Interval: 25, Max Interval: 27
SmartStudent(ID3698) => Min Interval: 22, Max Interval: 40
SmartStudent(ID3699) => Min Interval: 22, Max Interval: 31
SmartStudent(ID3702) => Min Interval: 22, Max Interval: 44
SmartStudent(ID3703) => Min Interval: 22, Max Interval: 41
SmartStudent(ID3712) => Min Interval: 32, Max Interval: 46
SmartStudent(ID3714) => Min Interval: 32, Max Interval: 36
SmartStudent(ID3720) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3721) => Min Interval: 29, Max Interval: 39
SmartStudent(ID3733) => Min Interval: 22, Max Interval: 34
SmartStudent(ID3746) => Min Interval: 25, Max Interval: 26
SmartStudent(ID3748) => Min Interval: 22, Max Interval: 32
SmartStudent(ID3758) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3759) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3762) => Min Interval: 27, Max Interval: 38
SmartStudent(ID3770) => Min Interval: 22, Max Interval: 35
SmartStudent(ID3772) => Min Interval: 30, Max Interval: 40
SmartStudent(ID3791) => Min Interval: 22, Max Interval: 33
SmartStudent(ID3792) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3818) => Min Interval: 22, Max Interval: 27
SmartStudent(ID3857) => Min Interval: 31, Max Interval: 37
SmartStudent(ID3858) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3868) => Min Interval: 22, Max Interval: 29
SmartStudent(ID3869) => Min Interval: 22, Max Interval: 38
SmartStudent(ID3873) => Min Interval: 22, Max Interval: 42
SmartStudent(ID3881) => Min Interval: 36, Max Interval: 38
SmartStudent(ID3883) => Min Interval: 26, Max Interval: 42
SmartStudent(ID3884) => Min Interval: 22, Max Interval: 44
SmartStudent(ID3885) => Min Interval: 36, Max Interval: 40
SmartStudent(ID3887) => Min Interval: 22, Max Interval: 36
SmartStudent(ID3888) => Min Interval: 22, Max Interval: 40
SmartStudent(ID3889) => Min Interval: 22, Max Interval: 32
SmartStudent(ID3891) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3892) => Min Interval: 22, Max Interval: 25
SmartStudent(ID3895) => Min Interval: 25, Max Interval: 31
SmartStudent(ID3898) => Min Interval: 22, Max Interval: 29
SmartStudent(ID3900) => Min Interval: 28, Max Interval: 50
SmartStudent(ID3902) => Min Interval: 27, Max Interval: 36
SmartStudent(ID3904) => Min Interval: 26, Max Interval: 36
SmartStudent(ID3908) => Min Interval: 33, Max Interval: 36
SmartStudent(ID3911) => Min Interval: 22, Max Interval: 27
SmartStudent(ID3915) => Min Interval: 24, Max Interval: 37
SmartStudent(ID3917) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3918) => Min Interval: 28, Max Interval: 34
SmartStudent(ID3920) => Min Interval: 33, Max Interval: 46
SmartStudent(ID3921) => Min Interval: 23, Max Interval: 36
SmartStudent(ID3924) => Min Interval: 22, Max Interval: 26
SmartStudent(ID3929) => Min Interval: 22, Max Interval: 25
SmartStudent(ID3935) => Min Interval: 24, Max Interval: 38
SmartStudent(ID3936) => Min Interval: 22, Max Interval: 30
SmartStudent(ID3938) => Min Interval: 22, Max Interval: 47
SmartStudent(ID3939) => Min Interval: 22, Max Interval: 45
SmartStudent(ID3943) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3945) => Min Interval: 22, Max Interval: 29
SmartStudent(ID3950) => Min Interval: 30, Max Interval: 46
SmartStudent(ID3951) => Min Interval: 22, Max Interval: 31
SmartStudent(ID3955) => Min Interval: 28, Max Interval: 44
SmartStudent(ID3961) => Min Interval: 22, Max Interval: 30
SmartStudent(ID3964) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3965) => Min Interval: 22, Max Interval: 43
SmartStudent(ID3967) => Min Interval: 22, Max Interval: 36
SmartStudent(ID3969) => Min Interval: 22, Max Interval: 30
SmartStudent(ID3971) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3973) => Min Interval: 22, Max Interval: 37
SmartStudent(ID3974) => Min Interval: 27, Max Interval: 29
SmartStudent(ID3975) => Min Interval: 22, Max Interval: 28
SmartStudent(ID3976) => Min Interval: 22, Max Interval: 31
SmartStudent(ID3979) => Min Interval: 22, Max Interval: 38
SmartStudent(ID3983) => Min Interval: 22, Max Interval: 26
SmartStudent(ID3985) => Min Interval: 26, Max Interval: 44
SmartStudent(ID3988) => Min Interval: 22, Max Interval: 33
SmartStudent(ID3990) => Min Interval: 26, Max Interval: 42
SmartStudent(ID3991) => Min Interval: 24, Max Interval: 31
SmartStudent(ID3993) => Min Interval: 22, Max Interval: 22
SmartStudent(ID3994) => Min Interval: 29, Max Interval: 45
SmartStudent(ID3995) => Min Interval: 22, Max Interval: 30
SmartStudent(ID3997) => Min Interval: 22, Max Interval: 49
SmartStudent(ID3999) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4000) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4001) => Min Interval: 22, Max Interval: 45
SmartStudent(ID4008) => Min Interval: 34, Max Interval: 48
SmartStudent(ID4013) => Min Interval: 22, Max Interval: 29
SmartStudent(ID4014) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4015) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4018) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4022) => Min Interval: 25, Max Interval: 48
SmartStudent(ID4026) => Min Interval: 22, Max Interval: 34
SmartStudent(ID4027) => Min Interval: 22, Max Interval: 49
SmartStudent(ID4029) => Min Interval: 22, Max Interval: 22
SmartStudent(ID4030) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4031) => Min Interval: 23, Max Interval: 24
SmartStudent(ID4032) => Min Interval: 43, Max Interval: 47
SmartStudent(ID4041) => Min Interval: 23, Max Interval: 45
SmartStudent(ID4043) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4047) => Min Interval: 22, Max Interval: 43
SmartStudent(ID4050) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4056) => Min Interval: 22, Max Interval: 50
SmartStudent(ID4059) => Min Interval: 22, Max Interval: 26
SmartStudent(ID4061) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4067) => Min Interval: 22, Max Interval: 41
SmartStudent(ID4068) => Min Interval: 22, Max Interval: 41
SmartStudent(ID4070) => Min Interval: 22, Max Interval: 36
SmartStudent(ID4072) => Min Interval: 28, Max Interval: 46
SmartStudent(ID4075) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4077) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4079) => Min Interval: 41, Max Interval: 46
SmartStudent(ID4080) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4081) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4083) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4086) => Min Interval: 22, Max Interval: 36
SmartStudent(ID4088) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4089) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4093) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4097) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4100) => Min Interval: 22, Max Interval: 45
SmartStudent(ID4104) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4107) => Min Interval: 22, Max Interval: 23
SmartStudent(ID4108) => Min Interval: 42, Max Interval: 47
SmartStudent(ID4111) => Min Interval: 22, Max Interval: 23
SmartStudent(ID4114) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4117) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4119) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4120) => Min Interval: 23, Max Interval: 41
SmartStudent(ID4122) => Min Interval: 22, Max Interval: 32
SmartStudent(ID4125) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4127) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4128) => Min Interval: 40, Max Interval: 41
SmartStudent(ID4129) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4131) => Min Interval: 22, Max Interval: 45
SmartStudent(ID4133) => Min Interval: 22, Max Interval: 22
SmartStudent(ID4134) => Min Interval: 22, Max Interval: 23
SmartStudent(ID4136) => Min Interval: 28, Max Interval: 47
SmartStudent(ID4146) => Min Interval: 29, Max Interval: 41
SmartStudent(ID4149) => Min Interval: 31, Max Interval: 46
SmartStudent(ID4150) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4151) => Min Interval: 25, Max Interval: 43
SmartStudent(ID4153) => Min Interval: 22, Max Interval: 45
SmartStudent(ID4156) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4157) => Min Interval: 43, Max Interval: 43
SmartStudent(ID4159) => Min Interval: 22, Max Interval: 34
SmartStudent(ID4160) => Min Interval: 28, Max Interval: 44
SmartStudent(ID4163) => Min Interval: 23, Max Interval: 26
SmartStudent(ID4168) => Min Interval: 45, Max Interval: 46
SmartStudent(ID4170) => Min Interval: 32, Max Interval: 38
SmartStudent(ID4172) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4175) => Min Interval: 32, Max Interval: 36
SmartStudent(ID4176) => Min Interval: 22, Max Interval: 27
SmartStudent(ID4177) => Min Interval: 22, Max Interval: 34
SmartStudent(ID4178) => Min Interval: 37, Max Interval: 42
SmartStudent(ID4180) => Min Interval: 22, Max Interval: 41
SmartStudent(ID4183) => Min Interval: 28, Max Interval: 32
SmartStudent(ID4186) => Min Interval: 22, Max Interval: 46
SmartStudent(ID4189) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4194) => Min Interval: 29, Max Interval: 38
SmartStudent(ID4200) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4205) => Min Interval: 22, Max Interval: 41
SmartStudent(ID4208) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4212) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4215) => Min Interval: 23, Max Interval: 33
SmartStudent(ID4217) => Min Interval: 26, Max Interval: 35
SmartStudent(ID4218) => Min Interval: 23, Max Interval: 49
SmartStudent(ID4223) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4224) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4226) => Min Interval: 27, Max Interval: 31
SmartStudent(ID4227) => Min Interval: 22, Max Interval: 47
SmartStudent(ID4229) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4231) => Min Interval: 22, Max Interval: 22
SmartStudent(ID4233) => Min Interval: 33, Max Interval: 36
SmartStudent(ID4234) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4239) => Min Interval: 24, Max Interval: 33
SmartStudent(ID4242) => Min Interval: 22, Max Interval: 30
SmartStudent(ID4243) => Min Interval: 22, Max Interval: 46
SmartStudent(ID4244) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4247) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4250) => Min Interval: 22, Max Interval: 32
SmartStudent(ID4253) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4254) => Min Interval: 22, Max Interval: 41
SmartStudent(ID4255) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4256) => Min Interval: 22, Max Interval: 29
SmartStudent(ID4258) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4259) => Min Interval: 23, Max Interval: 46
SmartStudent(ID4260) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4266) => Min Interval: 22, Max Interval: 29
SmartStudent(ID4269) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4274) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4275) => Min Interval: 24, Max Interval: 44
SmartStudent(ID4278) => Min Interval: 27, Max Interval: 49
SmartStudent(ID4282) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4285) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4288) => Min Interval: 22, Max Interval: 46
SmartStudent(ID4289) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4294) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4297) => Min Interval: 22, Max Interval: 50
SmartStudent(ID4300) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4301) => Min Interval: 22, Max Interval: 43
SmartStudent(ID4308) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4310) => Min Interval: 33, Max Interval: 38
SmartStudent(ID4311) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4312) => Min Interval: 34, Max Interval: 44
SmartStudent(ID4315) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4316) => Min Interval: 22, Max Interval: 22
SmartStudent(ID4318) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4319) => Min Interval: 22, Max Interval: 47
SmartStudent(ID4321) => Min Interval: 22, Max Interval: 47
SmartStudent(ID4322) => Min Interval: 32, Max Interval: 49
SmartStudent(ID4323) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4325) => Min Interval: 23, Max Interval: 36
SmartStudent(ID4328) => Min Interval: 29, Max Interval: 48
SmartStudent(ID4329) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4331) => Min Interval: 26, Max Interval: 46
SmartStudent(ID4333) => Min Interval: 29, Max Interval: 44
SmartStudent(ID4338) => Min Interval: 22, Max Interval: 47
SmartStudent(ID4340) => Min Interval: 25, Max Interval: 37
SmartStudent(ID4341) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4342) => Min Interval: 32, Max Interval: 40
SmartStudent(ID4343) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4344) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4346) => Min Interval: 22, Max Interval: 47
SmartStudent(ID4347) => Min Interval: 25, Max Interval: 48
SmartStudent(ID4349) => Min Interval: 22, Max Interval: 24
SmartStudent(ID4353) => Min Interval: 22, Max Interval: 24
SmartStudent(ID4358) => Min Interval: 22, Max Interval: 50
SmartStudent(ID4360) => Min Interval: 32, Max Interval: 42
SmartStudent(ID4364) => Min Interval: 22, Max Interval: 32
SmartStudent(ID4366) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4370) => Min Interval: 22, Max Interval: 23
SmartStudent(ID4375) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4377) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4378) => Min Interval: 23, Max Interval: 26
SmartStudent(ID4380) => Min Interval: 22, Max Interval: 23
SmartStudent(ID4381) => Min Interval: 22, Max Interval: 30
SmartStudent(ID4383) => Min Interval: 31, Max Interval: 33
SmartStudent(ID4385) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4386) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4389) => Min Interval: 22, Max Interval: 33
SmartStudent(ID4391) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4392) => Min Interval: 22, Max Interval: 22
SmartStudent(ID4395) => Min Interval: 30, Max Interval: 32
SmartStudent(ID4397) => Min Interval: 24, Max Interval: 38
SmartStudent(ID4400) => Min Interval: 22, Max Interval: 24
SmartStudent(ID4401) => Min Interval: 22, Max Interval: 30
SmartStudent(ID4406) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4408) => Min Interval: 22, Max Interval: 32
SmartStudent(ID4409) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4410) => Min Interval: 22, Max Interval: 46
SmartStudent(ID4412) => Min Interval: 25, Max Interval: 39
