Stored fact information:
FullProfessorCandidate(ID7) => Min Interval: 13, Max Interval: 51
FullProfessorCandidate(ID4075) => Min Interval: 7, Max Interval: 33
FullProfessorCandidate(ID4077) => Min Interval: 7, Max Interval: 52
FullProfessorCandidate(ID4081) => Min Interval: 7, Max Interval: 53
FullProfessorCandidate(ID4082) => Min Interval: 15, Max Interval: 43
FullProfessorCandidate(ID4083) => Min Interval: 9, Max Interval: 52
FullProfessorCandidate(ID4086) => Min Interval: 5, Max Interval: 53
FullProfessorCandidate(ID4093) => Min Interval: 9, Max Interval: 46
FullProfessorCandidate(ID4100) => Min Interval: 13, Max Interval: 44
FullProfessorCandidate(ID4107) => Min Interval: 22, Max Interval: 47
FullProfessorCandidate(ID4111) => Min Interval: 15, Max Interval: 48
FullProfessorCandidate(ID4112) => Min Interval: 2, Max Interval: 43
FullProfessorCandidate(ID4113) => Min Interval: 11, Max Interval: 46
FullProfessorCandidate(ID4131) => Min Interval: 8, Max Interval: 48
FullProfessorCandidate(ID4133) => Min Interval: 25, Max Interval: 42
FullProfessorCandidate(ID4146) => Min Interval: 14, Max Interval: 44
FullProfessorCandidate(ID4151) => Min Interval: 22, Max Interval: 36
FullProfessorCandidate(ID4153) => Min Interval: 11, Max Interval: 49
FullProfessorCandidate(ID4159) => Min Interval: 11, Max Interval: 42
FullProfessorCandidate(ID4165) => Min Interval: 6, Max Interval: 18
FullProfessorCandidate(ID4172) => Min Interval: 8, Max Interval: 31
FullProfessorCandidate(ID4186) => Min Interval: 12, Max Interval: 50
FullProfessorCandidate(ID4188) => Min Interval: 7, Max Interval: 39
FullProfessorCandidate(ID4210) => Min Interval: 1, Max Interval: 26
FullProfessorCandidate(ID4215) => Min Interval: 5, Max Interval: 42
FullProfessorCandidate(ID4226) => Min Interval: 8, Max Interval: 46
FullProfessorCandidate(ID4233) => Min Interval: 20, Max Interval: 46
FullProfessorCandidate(ID4243) => Min Interval: 9, Max Interval: 53
FullProfessorCandidate(ID4247) => Min Interval: 8, Max Interval: 52
FullProfessorCandidate(ID4255) => Min Interval: 12, Max Interval: 37
FullProfessorCandidate(ID4256) => Min Interval: 8, Max Interval: 37
FullProfessorCandidate(ID4262) => Min Interval: 5, Max Interval: 36
FullProfessorCandidate(ID4266) => Min Interval: 10, Max Interval: 37
FullProfessorCandidate(ID4272) => Min Interval: 8, Max Interval: 30
FullProfessorCandidate(ID4275) => Min Interval: 12, Max Interval: 45
FullProfessorCandidate(ID4282) => Min Interval: 16, Max Interval: 51
FullProfessorCandidate(ID4289) => Min Interval: 13, Max Interval: 49
FullProfessorCandidate(ID4291) => Min Interval: 4, Max Interval: 49
FullProfessorCandidate(ID4297) => Min Interval: 12, Max Interval: 48
FullProfessorCandidate(ID4300) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID4310) => Min Interval: 10, Max Interval: 52
FullProfessorCandidate(ID4318) => Min Interval: 9, Max Interval: 43
FullProfessorCandidate(ID4321) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID4323) => Min Interval: 15, Max Interval: 45
FullProfessorCandidate(ID4335) => Min Interval: 9, Max Interval: 53
FullProfessorCandidate(ID4343) => Min Interval: 12, Max Interval: 50
FullProfessorCandidate(ID4347) => Min Interval: 12, Max Interval: 49
FullProfessorCandidate(ID4386) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID4389) => Min Interval: 5, Max Interval: 41
FullProfessorCandidate(ID4392) => Min Interval: 8, Max Interval: 30
FullProfessorCandidate(ID4393) => Min Interval: 7, Max Interval: 40
FullProfessorCandidate(ID4402) => Min Interval: 14, Max Interval: 22
FullProfessorCandidate(ID4408) => Min Interval: 19, Max Interval: 51
FullProfessorCandidate(ID4414) => Min Interval: 8, Max Interval: 42
FullProfessorCandidate(ID4428) => Min Interval: 7, Max Interval: 43
FullProfessorCandidate(ID4441) => Min Interval: 11, Max Interval: 51
FullProfessorCandidate(ID4443) => Min Interval: 16, Max Interval: 39
FullProfessorCandidate(ID4449) => Min Interval: 14, Max Interval: 52
FullProfessorCandidate(ID4451) => Min Interval: 14, Max Interval: 34
FullProfessorCandidate(ID4455) => Min Interval: 15, Max Interval: 47
FullProfessorCandidate(ID4479) => Min Interval: 7, Max Interval: 52
FullProfessorCandidate(ID4487) => Min Interval: 33, Max Interval: 47
FullProfessorCandidate(ID4493) => Min Interval: 12, Max Interval: 52
FullProfessorCandidate(ID4505) => Min Interval: 9, Max Interval: 47
FullProfessorCandidate(ID4521) => Min Interval: 8, Max Interval: 43
FullProfessorCandidate(ID4522) => Min Interval: 11, Max Interval: 52
FullProfessorCandidate(ID4529) => Min Interval: 19, Max Interval: 45
FullProfessorCandidate(ID4551) => Min Interval: 18, Max Interval: 29
FullProfessorCandidate(ID4571) => Min Interval: 26, Max Interval: 39
FullProfessorCandidate(ID4588) => Min Interval: 6, Max Interval: 49
FullProfessorCandidate(ID4658) => Min Interval: 38, Max Interval: 50
FullProfessorCandidate(ID4670) => Min Interval: 22, Max Interval: 50
FullProfessorCandidate(ID4701) => Min Interval: 18, Max Interval: 50
FullProfessorCandidate(ID4809) => Min Interval: 5, Max Interval: 44
FullProfessorCandidate(ID4889) => Min Interval: 30, Max Interval: 51
FullProfessorCandidate(ID4895) => Min Interval: 14, Max Interval: 50
FullProfessorCandidate(ID4900) => Min Interval: 3, Max Interval: 45
FullProfessorCandidate(ID4901) => Min Interval: 13, Max Interval: 50
FullProfessorCandidate(ID4904) => Min Interval: 9, Max Interval: 47
FullProfessorCandidate(ID4907) => Min Interval: 11, Max Interval: 53
FullProfessorCandidate(ID4909) => Min Interval: 13, Max Interval: 53
FullProfessorCandidate(ID4917) => Min Interval: 8, Max Interval: 52
FullProfessorCandidate(ID4927) => Min Interval: 11, Max Interval: 46
FullProfessorCandidate(ID4930) => Min Interval: 21, Max Interval: 27
FullProfessorCandidate(ID4936) => Min Interval: 21, Max Interval: 51
FullProfessorCandidate(ID4937) => Min Interval: 32, Max Interval: 49
FullProfessorCandidate(ID4943) => Min Interval: 10, Max Interval: 52
FullProfessorCandidate(ID4953) => Min Interval: 8, Max Interval: 47
FullProfessorCandidate(ID4983) => Min Interval: 11, Max Interval: 44
FullProfessorCandidate(ID4988) => Min Interval: 16, Max Interval: 46
FullProfessorCandidate(ID4990) => Min Interval: 9, Max Interval: 46
FullProfessorCandidate(ID4993) => Min Interval: 12, Max Interval: 47
FullProfessorCandidate(ID4994) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID5003) => Min Interval: 26, Max Interval: 49
FullProfessorCandidate(ID5004) => Min Interval: 7, Max Interval: 51
FullProfessorCandidate(ID5010) => Min Interval: 14, Max Interval: 46
FullProfessorCandidate(ID5013) => Min Interval: 10, Max Interval: 46
FullProfessorCandidate(ID5014) => Min Interval: 1, Max Interval: 42
FullProfessorCandidate(ID5020) => Min Interval: 17, Max Interval: 43
FullProfessorCandidate(ID5025) => Min Interval: 13, Max Interval: 46
FullProfessorCandidate(ID5026) => Min Interval: 5, Max Interval: 32
FullProfessorCandidate(ID5034) => Min Interval: 3, Max Interval: 48
FullProfessorCandidate(ID5035) => Min Interval: 27, Max Interval: 47
FullProfessorCandidate(ID5070) => Min Interval: 7, Max Interval: 49
FullProfessorCandidate(ID5073) => Min Interval: 25, Max Interval: 52
FullProfessorCandidate(ID5075) => Min Interval: 26, Max Interval: 52
FullProfessorCandidate(ID5079) => Min Interval: 11, Max Interval: 51
FullProfessorCandidate(ID5086) => Min Interval: 18, Max Interval: 36
FullProfessorCandidate(ID5097) => Min Interval: 19, Max Interval: 44
FullProfessorCandidate(ID5101) => Min Interval: 6, Max Interval: 47
FullProfessorCandidate(ID5103) => Min Interval: 5, Max Interval: 42
FullProfessorCandidate(ID5108) => Min Interval: 12, Max Interval: 49
FullProfessorCandidate(ID5115) => Min Interval: 7, Max Interval: 38
FullProfessorCandidate(ID5121) => Min Interval: 9, Max Interval: 48
FullProfessorCandidate(ID5126) => Min Interval: 6, Max Interval: 51
FullProfessorCandidate(ID5129) => Min Interval: 10, Max Interval: 44
FullProfessorCandidate(ID5140) => Min Interval: 6, Max Interval: 53
FullProfessorCandidate(ID5148) => Min Interval: 8, Max Interval: 44
FullProfessorCandidate(ID5150) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID5170) => Min Interval: 11, Max Interval: 15
FullProfessorCandidate(ID5171) => Min Interval: 13, Max Interval: 46
FullProfessorCandidate(ID5177) => Min Interval: 13, Max Interval: 48
FullProfessorCandidate(ID5180) => Min Interval: 19, Max Interval: 42
FullProfessorCandidate(ID5187) => Min Interval: 14, Max Interval: 53
FullProfessorCandidate(ID5193) => Min Interval: 8, Max Interval: 43
FullProfessorCandidate(ID5205) => Min Interval: 35, Max Interval: 50
FullProfessorCandidate(ID5209) => Min Interval: 12, Max Interval: 37
FullProfessorCandidate(ID5211) => Min Interval: 10, Max Interval: 47
FullProfessorCandidate(ID5217) => Min Interval: 29, Max Interval: 50
FullProfessorCandidate(ID5221) => Min Interval: 6, Max Interval: 53
FullProfessorCandidate(ID5227) => Min Interval: 7, Max Interval: 53
FullProfessorCandidate(ID5235) => Min Interval: 10, Max Interval: 36
FullProfessorCandidate(ID5241) => Min Interval: 15, Max Interval: 42
FullProfessorCandidate(ID5243) => Min Interval: 0, Max Interval: 49
FullProfessorCandidate(ID5263) => Min Interval: 6, Max Interval: 48
FullProfessorCandidate(ID5264) => Min Interval: 3, Max Interval: 49
FullProfessorCandidate(ID5269) => Min Interval: 10, Max Interval: 52
FullProfessorCandidate(ID5277) => Min Interval: 12, Max Interval: 44
FullProfessorCandidate(ID5282) => Min Interval: 18, Max Interval: 52
FullProfessorCandidate(ID5288) => Min Interval: 5, Max Interval: 33
FullProfessorCandidate(ID5294) => Min Interval: 11, Max Interval: 19
FullProfessorCandidate(ID5311) => Min Interval: 5, Max Interval: 49
FullProfessorCandidate(ID5315) => Min Interval: 10, Max Interval: 51
FullProfessorCandidate(ID5319) => Min Interval: 11, Max Interval: 50
FullProfessorCandidate(ID5320) => Min Interval: 8, Max Interval: 52
FullProfessorCandidate(ID5329) => Min Interval: 8, Max Interval: 43
FullProfessorCandidate(ID5351) => Min Interval: 19, Max Interval: 39
FullProfessorCandidate(ID5358) => Min Interval: 5, Max Interval: 50
FullProfessorCandidate(ID5364) => Min Interval: 15, Max Interval: 30
FullProfessorCandidate(ID5366) => Min Interval: 5, Max Interval: 43
FullProfessorCandidate(ID5376) => Min Interval: 11, Max Interval: 45
FullProfessorCandidate(ID5379) => Min Interval: 29, Max Interval: 51
FullProfessorCandidate(ID5392) => Min Interval: 15, Max Interval: 53
FullProfessorCandidate(ID5397) => Min Interval: 7, Max Interval: 52
FullProfessorCandidate(ID5401) => Min Interval: 23, Max Interval: 46
FullProfessorCandidate(ID5411) => Min Interval: 13, Max Interval: 34
FullProfessorCandidate(ID5418) => Min Interval: 12, Max Interval: 40
FullProfessorCandidate(ID5457) => Min Interval: 9, Max Interval: 49
FullProfessorCandidate(ID5461) => Min Interval: 7, Max Interval: 50
FullProfessorCandidate(ID5462) => Min Interval: 8, Max Interval: 40
FullProfessorCandidate(ID5470) => Min Interval: 14, Max Interval: 26
FullProfessorCandidate(ID5471) => Min Interval: 11, Max Interval: 50
FullProfessorCandidate(ID5485) => Min Interval: 21, Max Interval: 39
FullProfessorCandidate(ID5486) => Min Interval: 7, Max Interval: 46
FullProfessorCandidate(ID5503) => Min Interval: 12, Max Interval: 44
FullProfessorCandidate(ID5509) => Min Interval: 5, Max Interval: 34
FullProfessorCandidate(ID5519) => Min Interval: 38, Max Interval: 49
FullProfessorCandidate(ID5528) => Min Interval: 13, Max Interval: 47
FullProfessorCandidate(ID5540) => Min Interval: 22, Max Interval: 53
FullProfessorCandidate(ID5556) => Min Interval: 7, Max Interval: 47
FullProfessorCandidate(ID5562) => Min Interval: 6, Max Interval: 44
FullProfessorCandidate(ID5601) => Min Interval: 9, Max Interval: 42
FullProfessorCandidate(ID5618) => Min Interval: 19, Max Interval: 37
FullProfessorCandidate(ID5652) => Min Interval: 12, Max Interval: 50
FullProfessorCandidate(ID5671) => Min Interval: 17, Max Interval: 48
FullProfessorCandidate(ID5685) => Min Interval: 18, Max Interval: 48
FullProfessorCandidate(ID5693) => Min Interval: 13, Max Interval: 50
FullProfessorCandidate(ID5705) => Min Interval: 16, Max Interval: 50
FullProfessorCandidate(ID5739) => Min Interval: 6, Max Interval: 49
FullProfessorCandidate(ID5748) => Min Interval: 15, Max Interval: 53
FullProfessorCandidate(ID5756) => Min Interval: 9, Max Interval: 52
FullProfessorCandidate(ID5774) => Min Interval: 22, Max Interval: 39
FullProfessorCandidate(ID5781) => Min Interval: 21, Max Interval: 50
FullProfessorCandidate(ID5811) => Min Interval: 9, Max Interval: 49
FullProfessorCandidate(ID5948) => Min Interval: 8, Max Interval: 46
FullProfessorCandidate(ID5974) => Min Interval: 13, Max Interval: 50
FullProfessorCandidate(ID6236) => Min Interval: 22, Max Interval: 49
FullProfessorCandidate(ID6248) => Min Interval: 11, Max Interval: 52
FullProfessorCandidate(ID6250) => Min Interval: 28, Max Interval: 49
FullProfessorCandidate(ID6251) => Min Interval: 18, Max Interval: 39
FullProfessorCandidate(ID6259) => Min Interval: 13, Max Interval: 38
FullProfessorCandidate(ID6262) => Min Interval: 20, Max Interval: 38
FullProfessorCandidate(ID6276) => Min Interval: 15, Max Interval: 41
FullProfessorCandidate(ID6278) => Min Interval: 4, Max Interval: 53
FullProfessorCandidate(ID6279) => Min Interval: 9, Max Interval: 48
FullProfessorCandidate(ID6282) => Min Interval: 22, Max Interval: 43
FullProfessorCandidate(ID6283) => Min Interval: 10, Max Interval: 51
FullProfessorCandidate(ID6289) => Min Interval: 14, Max Interval: 51
FullProfessorCandidate(ID6290) => Min Interval: 8, Max Interval: 47
FullProfessorCandidate(ID6292) => Min Interval: 12, Max Interval: 46
FullProfessorCandidate(ID6294) => Min Interval: 14, Max Interval: 53
FullProfessorCandidate(ID6296) => Min Interval: 5, Max Interval: 43
FullProfessorCandidate(ID6298) => Min Interval: 3, Max Interval: 39
FullProfessorCandidate(ID6301) => Min Interval: 9, Max Interval: 49
FullProfessorCandidate(ID6305) => Min Interval: 6, Max Interval: 51
FullProfessorCandidate(ID6306) => Min Interval: 33, Max Interval: 46
FullProfessorCandidate(ID6312) => Min Interval: 8, Max Interval: 45
FullProfessorCandidate(ID6318) => Min Interval: 13, Max Interval: 50
FullProfessorCandidate(ID6321) => Min Interval: 3, Max Interval: 46
FullProfessorCandidate(ID6327) => Min Interval: 10, Max Interval: 37
FullProfessorCandidate(ID6331) => Min Interval: 15, Max Interval: 50
FullProfessorCandidate(ID6339) => Min Interval: 20, Max Interval: 47
FullProfessorCandidate(ID6343) => Min Interval: 27, Max Interval: 50
FullProfessorCandidate(ID6349) => Min Interval: 19, Max Interval: 46
FullProfessorCandidate(ID6353) => Min Interval: 13, Max Interval: 47
FullProfessorCandidate(ID6359) => Min Interval: 10, Max Interval: 48
FullProfessorCandidate(ID6364) => Min Interval: 6, Max Interval: 28
FullProfessorCandidate(ID6366) => Min Interval: 4, Max Interval: 42
FullProfessorCandidate(ID6372) => Min Interval: 10, Max Interval: 48
FullProfessorCandidate(ID6386) => Min Interval: 12, Max Interval: 36
FullProfessorCandidate(ID6390) => Min Interval: 17, Max Interval: 50
FullProfessorCandidate(ID6392) => Min Interval: 21, Max Interval: 52
FullProfessorCandidate(ID6398) => Min Interval: 7, Max Interval: 48
FullProfessorCandidate(ID6399) => Min Interval: 30, Max Interval: 50
FullProfessorCandidate(ID6405) => Min Interval: 18, Max Interval: 28
FullProfessorCandidate(ID6406) => Min Interval: 11, Max Interval: 51
FullProfessorCandidate(ID6414) => Min Interval: 25, Max Interval: 46
FullProfessorCandidate(ID6416) => Min Interval: 8, Max Interval: 51
FullProfessorCandidate(ID6419) => Min Interval: 7, Max Interval: 52
FullProfessorCandidate(ID6425) => Min Interval: 9, Max Interval: 52
FullProfessorCandidate(ID6428) => Min Interval: 10, Max Interval: 48
FullProfessorCandidate(ID6431) => Min Interval: 8, Max Interval: 32
FullProfessorCandidate(ID6434) => Min Interval: 31, Max Interval: 50
FullProfessorCandidate(ID6436) => Min Interval: 8, Max Interval: 36
FullProfessorCandidate(ID6437) => Min Interval: 9, Max Interval: 42
FullProfessorCandidate(ID6460) => Min Interval: 9, Max Interval: 50
FullProfessorCandidate(ID6467) => Min Interval: 9, Max Interval: 46
FullProfessorCandidate(ID6474) => Min Interval: 10, Max Interval: 45
FullProfessorCandidate(ID6478) => Min Interval: 11, Max Interval: 35
FullProfessorCandidate(ID6481) => Min Interval: 12, Max Interval: 50
FullProfessorCandidate(ID6489) => Min Interval: 12, Max Interval: 49
FullProfessorCandidate(ID6506) => Min Interval: 9, Max Interval: 51
FullProfessorCandidate(ID6511) => Min Interval: 36, Max Interval: 53
FullProfessorCandidate(ID6514) => Min Interval: 9, Max Interval: 39
FullProfessorCandidate(ID6518) => Min Interval: 17, Max Interval: 41
FullProfessorCandidate(ID6520) => Min Interval: 22, Max Interval: 32
FullProfessorCandidate(ID6522) => Min Interval: 18, Max Interval: 47
FullProfessorCandidate(ID6523) => Min Interval: 3, Max Interval: 36
FullProfessorCandidate(ID6530) => Min Interval: 12, Max Interval: 48
FullProfessorCandidate(ID6535) => Min Interval: 4, Max Interval: 50
FullProfessorCandidate(ID6551) => Min Interval: 8, Max Interval: 32
FullProfessorCandidate(ID6556) => Min Interval: 10, Max Interval: 42
FullProfessorCandidate(ID6561) => Min Interval: 14, Max Interval: 51
FullProfessorCandidate(ID6564) => Min Interval: 9, Max Interval: 16
FullProfessorCandidate(ID6572) => Min Interval: 6, Max Interval: 53
FullProfessorCandidate(ID6579) => Min Interval: 15, Max Interval: 42
FullProfessorCandidate(ID6580) => Min Interval: 5, Max Interval: 49
FullProfessorCandidate(ID6589) => Min Interval: 7, Max Interval: 48
FullProfessorCandidate(ID6602) => Min Interval: 7, Max Interval: 44
FullProfessorCandidate(ID6608) => Min Interval: 15, Max Interval: 50
FullProfessorCandidate(ID6620) => Min Interval: 5, Max Interval: 45
FullProfessorCandidate(ID6626) => Min Interval: 7, Max Interval: 48
FullProfessorCandidate(ID6629) => Min Interval: 7, Max Interval: 48
FullProfessorCandidate(ID6634) => Min Interval: 21, Max Interval: 53
FullProfessorCandidate(ID6638) => Min Interval: 22, Max Interval: 40
FullProfessorCandidate(ID6648) => Min Interval: 14, Max Interval: 39
FullProfessorCandidate(ID6655) => Min Interval: 17, Max Interval: 51
FullProfessorCandidate(ID6660) => Min Interval: 9, Max Interval: 46
FullProfessorCandidate(ID6667) => Min Interval: 9, Max Interval: 43
FullProfessorCandidate(ID6668) => Min Interval: 11, Max Interval: 45
FullProfessorCandidate(ID6685) => Min Interval: 6, Max Interval: 40
FullProfessorCandidate(ID6687) => Min Interval: 6, Max Interval: 43
FullProfessorCandidate(ID6690) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID6703) => Min Interval: 9, Max Interval: 52
FullProfessorCandidate(ID6709) => Min Interval: 8, Max Interval: 41
FullProfessorCandidate(ID6714) => Min Interval: 2, Max Interval: 49
FullProfessorCandidate(ID6719) => Min Interval: 25, Max Interval: 39
FullProfessorCandidate(ID6721) => Min Interval: 7, Max Interval: 53
FullProfessorCandidate(ID6733) => Min Interval: 16, Max Interval: 48
FullProfessorCandidate(ID6735) => Min Interval: 13, Max Interval: 47
FullProfessorCandidate(ID6736) => Min Interval: 8, Max Interval: 35
FullProfessorCandidate(ID6737) => Min Interval: 35, Max Interval: 52
FullProfessorCandidate(ID6741) => Min Interval: 15, Max Interval: 30
FullProfessorCandidate(ID6754) => Min Interval: 7, Max Interval: 29
FullProfessorCandidate(ID6759) => Min Interval: 8, Max Interval: 53
FullProfessorCandidate(ID6766) => Min Interval: 9, Max Interval: 35
FullProfessorCandidate(ID6781) => Min Interval: 23, Max Interval: 45
FullProfessorCandidate(ID6784) => Min Interval: 16, Max Interval: 51
FullProfessorCandidate(ID6788) => Min Interval: 5, Max Interval: 47
FullProfessorCandidate(ID6793) => Min Interval: 7, Max Interval: 36
FullProfessorCandidate(ID6808) => Min Interval: 9, Max Interval: 32
FullProfessorCandidate(ID6814) => Min Interval: 5, Max Interval: 42
FullProfessorCandidate(ID6824) => Min Interval: 11, Max Interval: 50
FullProfessorCandidate(ID6837) => Min Interval: 19, Max Interval: 52
FullProfessorCandidate(ID6842) => Min Interval: 8, Max Interval: 51
FullProfessorCandidate(ID6845) => Min Interval: 8, Max Interval: 28
FullProfessorCandidate(ID6855) => Min Interval: 9, Max Interval: 43
FullProfessorCandidate(ID6857) => Min Interval: 19, Max Interval: 43
FullProfessorCandidate(ID6859) => Min Interval: 7, Max Interval: 37
FullProfessorCandidate(ID6868) => Min Interval: 14, Max Interval: 45
FullProfessorCandidate(ID6887) => Min Interval: 12, Max Interval: 51
FullProfessorCandidate(ID6888) => Min Interval: 19, Max Interval: 52
FullProfessorCandidate(ID6895) => Min Interval: 20, Max Interval: 40
FullProfessorCandidate(ID6909) => Min Interval: 11, Max Interval: 47
FullProfessorCandidate(ID6911) => Min Interval: 8, Max Interval: 52
FullProfessorCandidate(ID6919) => Min Interval: 13, Max Interval: 53
FullProfessorCandidate(ID6921) => Min Interval: 7, Max Interval: 52
FullProfessorCandidate(ID6923) => Min Interval: 14, Max Interval: 41
FullProfessorCandidate(ID6938) => Min Interval: 10, Max Interval: 21
FullProfessorCandidate(ID6949) => Min Interval: 13, Max Interval: 52
FullProfessorCandidate(ID6957) => Min Interval: 17, Max Interval: 50
FullProfessorCandidate(ID6961) => Min Interval: 21, Max Interval: 51
FullProfessorCandidate(ID6976) => Min Interval: 9, Max Interval: 40
FullProfessorCandidate(ID6978) => Min Interval: 0, Max Interval: 35
FullProfessorCandidate(ID6981) => Min Interval: 6, Max Interval: 49
FullProfessorCandidate(ID6989) => Min Interval: 7, Max Interval: 43
FullProfessorCandidate(ID6995) => Min Interval: 25, Max Interval: 49
FullProfessorCandidate(ID6997) => Min Interval: 9, Max Interval: 49
FullProfessorCandidate(ID7006) => Min Interval: 19, Max Interval: 44
FullProfessorCandidate(ID7010) => Min Interval: 8, Max Interval: 19
FullProfessorCandidate(ID7020) => Min Interval: 6, Max Interval: 48
FullProfessorCandidate(ID7026) => Min Interval: 6, Max Interval: 49
FullProfessorCandidate(ID7029) => Min Interval: 9, Max Interval: 43
FullProfessorCandidate(ID7035) => Min Interval: 17, Max Interval: 53
FullProfessorCandidate(ID7037) => Min Interval: 27, Max Interval: 48
FullProfessorCandidate(ID7077) => Min Interval: 14, Max Interval: 47
FullProfessorCandidate(ID7087) => Min Interval: 14, Max Interval: 44
FullProfessorCandidate(ID7098) => Min Interval: 10, Max Interval: 36
FullProfessorCandidate(ID7101) => Min Interval: 10, Max Interval: 50
FullProfessorCandidate(ID7134) => Min Interval: 34, Max Interval: 47
FullProfessorCandidate(ID7137) => Min Interval: 10, Max Interval: 47
FullProfessorCandidate(ID7149) => Min Interval: 8, Max Interval: 42
FullProfessorCandidate(ID7152) => Min Interval: 12, Max Interval: 30
FullProfessorCandidate(ID7184) => Min Interval: 8, Max Interval: 47
FullProfessorCandidate(ID7199) => Min Interval: 14, Max Interval: 38
FullProfessorCandidate(ID7210) => Min Interval: 5, Max Interval: 52
FullProfessorCandidate(ID7240) => Min Interval: 9, Max Interval: 18
FullProfessorCandidate(ID7242) => Min Interval: 30, Max Interval: 48
FullProfessorCandidate(ID7248) => Min Interval: 10, Max Interval: 51
FullProfessorCandidate(ID7258) => Min Interval: 10, Max Interval: 51
FullProfessorCandidate(ID7268) => Min Interval: 11, Max Interval: 29
FullProfessorCandidate(ID7290) => Min Interval: 14, Max Interval: 51
FullProfessorCandidate(ID7303) => Min Interval: 9, Max Interval: 19
FullProfessorCandidate(ID7366) => Min Interval: 8, Max Interval: 47
FullProfessorCandidate(ID7435) => Min Interval: 5, Max Interval: 44
FullProfessorCandidate(ID7627) => Min Interval: 9, Max Interval: 35
FullProfessorCandidate(ID7630) => Min Interval: 6, Max Interval: 49
FullProfessorCandidate(ID7632) => Min Interval: 10, Max Interval: 43
FullProfessorCandidate(ID7637) => Min Interval: 6, Max Interval: 32
FullProfessorCandidate(ID7640) => Min Interval: 15, Max Interval: 51
FullProfessorCandidate(ID7644) => Min Interval: 8, Max Interval: 48
FullProfessorCandidate(ID7657) => Min Interval: 7, Max Interval: 48
FullProfessorCandidate(ID7660) => Min Interval: 7, Max Interval: 46
FullProfessorCandidate(ID7676) => Min Interval: 15, Max Interval: 50
FullProfessorCandidate(ID7679) => Min Interval: 8, Max Interval: 51
FullProfessorCandidate(ID7684) => Min Interval: 5, Max Interval: 51
FullProfessorCandidate(ID7687) => Min Interval: 21, Max Interval: 49
FullProfessorCandidate(ID7689) => Min Interval: 3, Max Interval: 50
FullProfessorCandidate(ID7692) => Min Interval: 8, Max Interval: 51
FullProfessorCandidate(ID7699) => Min Interval: 7, Max Interval: 51
FullProfessorCandidate(ID7705) => Min Interval: 7, Max Interval: 40
FullProfessorCandidate(ID7708) => Min Interval: 2, Max Interval: 51
FullProfessorCandidate(ID7713) => Min Interval: 9, Max Interval: 40
FullProfessorCandidate(ID7719) => Min Interval: 41, Max Interval: 51
FullProfessorCandidate(ID7723) => Min Interval: 26, Max Interval: 51
FullProfessorCandidate(ID7734) => Min Interval: 24, Max Interval: 51
FullProfessorCandidate(ID7737) => Min Interval: 27, Max Interval: 45
FullProfessorCandidate(ID7738) => Min Interval: 16, Max Interval: 53
FullProfessorCandidate(ID7741) => Min Interval: 9, Max Interval: 49
FullProfessorCandidate(ID7744) => Min Interval: 17, Max Interval: 49
FullProfessorCandidate(ID7754) => Min Interval: 0, Max Interval: 53
FullProfessorCandidate(ID7761) => Min Interval: 9, Max Interval: 45
FullProfessorCandidate(ID7770) => Min Interval: 10, Max Interval: 45
FullProfessorCandidate(ID7773) => Min Interval: 15, Max Interval: 52
FullProfessorCandidate(ID7785) => Min Interval: 12, Max Interval: 45
FullProfessorCandidate(ID7786) => Min Interval: 10, Max Interval: 50
FullProfessorCandidate(ID7788) => Min Interval: 1, Max Interval: 49
FullProfessorCandidate(ID7791) => Min Interval: 10, Max Interval: 41
FullProfessorCandidate(ID7797) => Min Interval: 29, Max Interval: 46
FullProfessorCandidate(ID7798) => Min Interval: 31, Max Interval: 44
FullProfessorCandidate(ID7802) => Min Interval: 8, Max Interval: 44
FullProfessorCandidate(ID7807) => Min Interval: 24, Max Interval: 50
FullProfessorCandidate(ID7819) => Min Interval: 5, Max Interval: 51
FullProfessorCandidate(ID7823) => Min Interval: 7, Max Interval: 51
FullProfessorCandidate(ID7825) => Min Interval: 19, Max Interval: 51
FullProfessorCandidate(ID7826) => Min Interval: 12, Max Interval: 50
FullProfessorCandidate(ID7831) => Min Interval: 9, Max Interval: 49
FullProfessorCandidate(ID7848) => Min Interval: 6, Max Interval: 48
FullProfessorCandidate(ID7854) => Min Interval: 8, Max Interval: 47
FullProfessorCandidate(ID7860) => Min Interval: 4, Max Interval: 49
FullProfessorCandidate(ID7862) => Min Interval: 11, Max Interval: 51
FullProfessorCandidate(ID7867) => Min Interval: 11, Max Interval: 50
FullProfessorCandidate(ID7874) => Min Interval: 6, Max Interval: 49
FullProfessorCandidate(ID7882) => Min Interval: 8, Max Interval: 49
FullProfessorCandidate(ID7884) => Min Interval: 19, Max Interval: 50
FullProfessorCandidate(ID7888) => Min Interval: 10, Max Interval: 45
FullProfessorCandidate(ID7898) => Min Interval: 31, Max Interval: 41
FullProfessorCandidate(ID7901) => Min Interval: 5, Max Interval: 51
FullProfessorCandidate(ID7925) => Min Interval: 16, Max Interval: 53
