Stored fact information:
Faculty(ID0) => Min Interval: 30, Max Interval: 41
Faculty(ID3118) => Min Interval: 1, Max Interval: 99
Faculty(ID3122) => Min Interval: 6, Max Interval: 49
Faculty(ID3123) => Min Interval: 8, Max Interval: 43
Faculty(ID3125) => Min Interval: 14, Max Interval: 53
Faculty(ID3127) => Min Interval: 16, Max Interval: 49
Faculty(ID3128) => Min Interval: 25, Max Interval: 40
Faculty(ID3129) => Min Interval: 20, Max Interval: 50
Faculty(ID3131) => Min Interval: 23, Max Interval: 43
Faculty(ID3132) => Min Interval: 22, Max Interval: 39
Faculty(ID3139) => Min Interval: 0, Max Interval: 99
Faculty(ID3140) => Min Interval: 10, Max Interval: 35
Faculty(ID3141) => Min Interval: 10, Max Interval: 48
Faculty(ID3142) => Min Interval: 17, Max Interval: 50
Faculty(ID3143) => Min Interval: 8, Max Interval: 48
Faculty(ID3144) => Min Interval: 21, Max Interval: 47
Faculty(ID3150) => Min Interval: 11, Max Interval: 49
Faculty(ID3151) => Min Interval: 11, Max Interval: 51
Faculty(ID3152) => Min Interval: 7, Max Interval: 36
Faculty(ID3154) => Min Interval: 10, Max Interval: 28
Faculty(ID3157) => Min Interval: 19, Max Interval: 20
Faculty(ID3159) => Min Interval: 21, Max Interval: 43
Faculty(ID3162) => Min Interval: 1, Max Interval: 99
Faculty(ID3164) => Min Interval: 14, Max Interval: 52
Faculty(ID3167) => Min Interval: 11, Max Interval: 42
Faculty(ID3171) => Min Interval: 27, Max Interval: 37
Faculty(ID3176) => Min Interval: 43, Max Interval: 43
Faculty(ID3177) => Min Interval: 11, Max Interval: 37
Faculty(ID3179) => Min Interval: 10, Max Interval: 48
Faculty(ID3180) => Min Interval: 12, Max Interval: 49
Faculty(ID3184) => Min Interval: 4, Max Interval: 52
Faculty(ID3187) => Min Interval: 25, Max Interval: 42
Faculty(ID3191) => Min Interval: 14, Max Interval: 24
Faculty(ID3193) => Min Interval: 20, Max Interval: 51
Faculty(ID3195) => Min Interval: 10, Max Interval: 45
Faculty(ID3196) => Min Interval: 20, Max Interval: 29
Faculty(ID3198) => Min Interval: 8, Max Interval: 53
Faculty(ID3199) => Min Interval: 8, Max Interval: 47
Faculty(ID3201) => Min Interval: 24, Max Interval: 50
Faculty(ID3202) => Min Interval: 28, Max Interval: 46
Faculty(ID3203) => Min Interval: 1, Max Interval: 54
Faculty(ID3206) => Min Interval: 20, Max Interval: 46
Faculty(ID3209) => Min Interval: 16, Max Interval: 47
Faculty(ID3211) => Min Interval: 8, Max Interval: 42
Faculty(ID3212) => Min Interval: 3, Max Interval: 28
Faculty(ID3213) => Min Interval: 4, Max Interval: 25
Faculty(ID3215) => Min Interval: 9, Max Interval: 42
Faculty(ID3217) => Min Interval: 7, Max Interval: 54
Faculty(ID3219) => Min Interval: 16, Max Interval: 38
Faculty(ID3220) => Min Interval: 3, Max Interval: 99
Faculty(ID3221) => Min Interval: 40, Max Interval: 41
Faculty(ID3222) => Min Interval: 7, Max Interval: 53
Faculty(ID3226) => Min Interval: 31, Max Interval: 48
Faculty(ID3232) => Min Interval: 8, Max Interval: 50
Faculty(ID3233) => Min Interval: 4, Max Interval: 51
Faculty(ID3235) => Min Interval: 7, Max Interval: 31
Faculty(ID3236) => Min Interval: 0, Max Interval: 99
Faculty(ID3238) => Min Interval: 17, Max Interval: 27
Faculty(ID3239) => Min Interval: 13, Max Interval: 33
Faculty(ID3241) => Min Interval: 29, Max Interval: 37
Faculty(ID3247) => Min Interval: 36, Max Interval: 52
Faculty(ID3251) => Min Interval: 5, Max Interval: 52
Faculty(ID3252) => Min Interval: 27, Max Interval: 46
Faculty(ID3253) => Min Interval: 14, Max Interval: 24
Faculty(ID3256) => Min Interval: 24, Max Interval: 47
Faculty(ID3260) => Min Interval: 10, Max Interval: 39
Faculty(ID3263) => Min Interval: 16, Max Interval: 47
Faculty(ID3264) => Min Interval: 30, Max Interval: 42
Faculty(ID3265) => Min Interval: 4, Max Interval: 53
Faculty(ID3266) => Min Interval: 23, Max Interval: 32
Faculty(ID3267) => Min Interval: 17, Max Interval: 52
Faculty(ID3270) => Min Interval: 21, Max Interval: 41
Faculty(ID3275) => Min Interval: 13, Max Interval: 38
Faculty(ID3278) => Min Interval: 13, Max Interval: 46
Faculty(ID3281) => Min Interval: 16, Max Interval: 51
Faculty(ID3282) => Min Interval: 1, Max Interval: 99
Faculty(ID3284) => Min Interval: 5, Max Interval: 44
Faculty(ID3285) => Min Interval: 4, Max Interval: 48
Faculty(ID3289) => Min Interval: 3, Max Interval: 51
Faculty(ID3291) => Min Interval: 0, Max Interval: 99
Faculty(ID3292) => Min Interval: 25, Max Interval: 41
Faculty(ID3293) => Min Interval: 7, Max Interval: 41
Faculty(ID3294) => Min Interval: 31, Max Interval: 51
Faculty(ID3295) => Min Interval: 18, Max Interval: 27
Faculty(ID3297) => Min Interval: 0, Max Interval: 44
Faculty(ID3298) => Min Interval: 16, Max Interval: 44
Faculty(ID3302) => Min Interval: 28, Max Interval: 38
Faculty(ID3303) => Min Interval: 43, Max Interval: 44
Faculty(ID3309) => Min Interval: 8, Max Interval: 43
Faculty(ID3317) => Min Interval: 5, Max Interval: 51
Faculty(ID3319) => Min Interval: 32, Max Interval: 46
Faculty(ID3323) => Min Interval: 22, Max Interval: 33
Faculty(ID3325) => Min Interval: 10, Max Interval: 44
Faculty(ID3338) => Min Interval: 12, Max Interval: 49
Faculty(ID3339) => Min Interval: 21, Max Interval: 39
Faculty(ID3341) => Min Interval: 2, Max Interval: 41
Faculty(ID3344) => Min Interval: 22, Max Interval: 47
Faculty(ID3346) => Min Interval: 10, Max Interval: 51
Faculty(ID3351) => Min Interval: 3, Max Interval: 49
Faculty(ID3352) => Min Interval: 10, Max Interval: 47
Faculty(ID3353) => Min Interval: 12, Max Interval: 34
Faculty(ID3354) => Min Interval: 18, Max Interval: 42
Faculty(ID3356) => Min Interval: 8, Max Interval: 50
Faculty(ID3358) => Min Interval: 4, Max Interval: 47
Faculty(ID3362) => Min Interval: 40, Max Interval: 51
Faculty(ID3363) => Min Interval: 9, Max Interval: 49
Faculty(ID3365) => Min Interval: 31, Max Interval: 44
Faculty(ID3372) => Min Interval: 43, Max Interval: 44
Faculty(ID3373) => Min Interval: 10, Max Interval: 23
Faculty(ID3377) => Min Interval: 19, Max Interval: 44
Faculty(ID3383) => Min Interval: 9, Max Interval: 42
Faculty(ID3384) => Min Interval: 12, Max Interval: 32
Faculty(ID3388) => Min Interval: 10, Max Interval: 46
Faculty(ID3391) => Min Interval: 2, Max Interval: 48
Faculty(ID3392) => Min Interval: 13, Max Interval: 24
Faculty(ID3393) => Min Interval: 11, Max Interval: 51
Faculty(ID3395) => Min Interval: 3, Max Interval: 47
Faculty(ID3396) => Min Interval: 14, Max Interval: 26
Faculty(ID3398) => Min Interval: 14, Max Interval: 49
Faculty(ID3401) => Min Interval: 11, Max Interval: 11
Faculty(ID3402) => Min Interval: 20, Max Interval: 48
Faculty(ID3403) => Min Interval: 12, Max Interval: 37
Faculty(ID3404) => Min Interval: 9, Max Interval: 48
Faculty(ID3405) => Min Interval: 11, Max Interval: 40
Faculty(ID3406) => Min Interval: 0, Max Interval: 51
Faculty(ID3407) => Min Interval: 4, Max Interval: 49
Faculty(ID3411) => Min Interval: 18, Max Interval: 51
Faculty(ID3414) => Min Interval: 16, Max Interval: 45
Faculty(ID3415) => Min Interval: 6, Max Interval: 42
Faculty(ID3420) => Min Interval: 12, Max Interval: 48
Faculty(ID3428) => Min Interval: 29, Max Interval: 47
Faculty(ID3432) => Min Interval: 8, Max Interval: 26
Faculty(ID3433) => Min Interval: 8, Max Interval: 17
Faculty(ID3436) => Min Interval: 15, Max Interval: 53
Faculty(ID3441) => Min Interval: 27, Max Interval: 35
Faculty(ID3444) => Min Interval: 7, Max Interval: 38
Faculty(ID3447) => Min Interval: 13, Max Interval: 34
Faculty(ID3448) => Min Interval: 11, Max Interval: 50
Faculty(ID3449) => Min Interval: 5, Max Interval: 34
Faculty(ID3450) => Min Interval: 31, Max Interval: 32
Faculty(ID3455) => Min Interval: 16, Max Interval: 51
Faculty(ID3459) => Min Interval: 3, Max Interval: 51
Faculty(ID3460) => Min Interval: 14, Max Interval: 52
Faculty(ID3462) => Min Interval: 8, Max Interval: 36
Faculty(ID3468) => Min Interval: 12, Max Interval: 37
Faculty(ID3471) => Min Interval: 10, Max Interval: 26
Faculty(ID3472) => Min Interval: 13, Max Interval: 43
Faculty(ID3475) => Min Interval: 28, Max Interval: 38
Faculty(ID3477) => Min Interval: 29, Max Interval: 48
Faculty(ID3478) => Min Interval: 26, Max Interval: 44
Faculty(ID3479) => Min Interval: 30, Max Interval: 50
Faculty(ID3481) => Min Interval: 16, Max Interval: 26
Faculty(ID3482) => Min Interval: 13, Max Interval: 50
Faculty(ID3488) => Min Interval: 9, Max Interval: 51
Faculty(ID3494) => Min Interval: 1, Max Interval: 55
Faculty(ID3499) => Min Interval: 8, Max Interval: 52
Faculty(ID3504) => Min Interval: 5, Max Interval: 49
Faculty(ID3505) => Min Interval: 15, Max Interval: 26
Faculty(ID3506) => Min Interval: 28, Max Interval: 43
Faculty(ID3509) => Min Interval: 11, Max Interval: 42
Faculty(ID3513) => Min Interval: 8, Max Interval: 27
Faculty(ID3517) => Min Interval: 17, Max Interval: 53
Faculty(ID3521) => Min Interval: 8, Max Interval: 29
Faculty(ID3528) => Min Interval: 3, Max Interval: 15
Faculty(ID3529) => Min Interval: 29, Max Interval: 49
Faculty(ID3531) => Min Interval: 24, Max Interval: 50
Faculty(ID3533) => Min Interval: 5, Max Interval: 38
Faculty(ID3534) => Min Interval: 19, Max Interval: 29
Faculty(ID3535) => Min Interval: 36, Max Interval: 49
Faculty(ID3542) => Min Interval: 16, Max Interval: 50
Faculty(ID3551) => Min Interval: 24, Max Interval: 34
Faculty(ID3554) => Min Interval: 11, Max Interval: 43
Faculty(ID3556) => Min Interval: 10, Max Interval: 34
Faculty(ID3567) => Min Interval: 16, Max Interval: 51
Faculty(ID3568) => Min Interval: 15, Max Interval: 38
Faculty(ID3573) => Min Interval: 3, Max Interval: 99
Faculty(ID3575) => Min Interval: 9, Max Interval: 48
Faculty(ID3576) => Min Interval: 15, Max Interval: 51
Faculty(ID3577) => Min Interval: 35, Max Interval: 35
Faculty(ID3578) => Min Interval: 13, Max Interval: 50
Faculty(ID3580) => Min Interval: 9, Max Interval: 48
Faculty(ID3582) => Min Interval: 6, Max Interval: 48
Faculty(ID3588) => Min Interval: 20, Max Interval: 48
Faculty(ID3595) => Min Interval: 1, Max Interval: 52
Faculty(ID3597) => Min Interval: 35, Max Interval: 51
Faculty(ID3601) => Min Interval: 20, Max Interval: 49
Faculty(ID3603) => Min Interval: 2, Max Interval: 44
Faculty(ID3607) => Min Interval: 5, Max Interval: 40
Faculty(ID3615) => Min Interval: 17, Max Interval: 29
Faculty(ID3616) => Min Interval: 22, Max Interval: 35
Faculty(ID3617) => Min Interval: 11, Max Interval: 43
Faculty(ID3620) => Min Interval: 12, Max Interval: 49
Faculty(ID3621) => Min Interval: 14, Max Interval: 43
Faculty(ID3627) => Min Interval: 27, Max Interval: 37
Faculty(ID3630) => Min Interval: 18, Max Interval: 44
Faculty(ID3631) => Min Interval: 10, Max Interval: 44
Faculty(ID3635) => Min Interval: 26, Max Interval: 44
Faculty(ID3636) => Min Interval: 3, Max Interval: 46
Faculty(ID3642) => Min Interval: 12, Max Interval: 43
Faculty(ID3650) => Min Interval: 24, Max Interval: 49
Faculty(ID3652) => Min Interval: 11, Max Interval: 47
Faculty(ID3653) => Min Interval: 13, Max Interval: 25
Faculty(ID3666) => Min Interval: 11, Max Interval: 34
Faculty(ID3667) => Min Interval: 35, Max Interval: 36
Faculty(ID3682) => Min Interval: 29, Max Interval: 30
Faculty(ID3690) => Min Interval: 26, Max Interval: 44
Faculty(ID3692) => Min Interval: 23, Max Interval: 47
Faculty(ID3696) => Min Interval: 20, Max Interval: 50
Faculty(ID3697) => Min Interval: 8, Max Interval: 28
Faculty(ID3698) => Min Interval: 16, Max Interval: 41
Faculty(ID3699) => Min Interval: 10, Max Interval: 32
Faculty(ID3702) => Min Interval: 21, Max Interval: 45
Faculty(ID3703) => Min Interval: 14, Max Interval: 42
Faculty(ID3720) => Min Interval: 14, Max Interval: 50
Faculty(ID3724) => Min Interval: 14, Max Interval: 15
Faculty(ID3733) => Min Interval: 24, Max Interval: 41
Faculty(ID3748) => Min Interval: 22, Max Interval: 33
Faculty(ID3753) => Min Interval: 0, Max Interval: 99
Faculty(ID3758) => Min Interval: 19, Max Interval: 51
Faculty(ID3759) => Min Interval: 26, Max Interval: 49
Faculty(ID3762) => Min Interval: 18, Max Interval: 48
Faculty(ID3770) => Min Interval: 9, Max Interval: 36
Faculty(ID3772) => Min Interval: 9, Max Interval: 9
Faculty(ID3786) => Min Interval: 10, Max Interval: 35
Faculty(ID3791) => Min Interval: 22, Max Interval: 38
Faculty(ID3792) => Min Interval: 14, Max Interval: 38
Faculty(ID3818) => Min Interval: 30, Max Interval: 50
Faculty(ID3824) => Min Interval: 11, Max Interval: 21
Faculty(ID3852) => Min Interval: 0, Max Interval: 99
Faculty(ID3853) => Min Interval: 0, Max Interval: 99
Faculty(ID3854) => Min Interval: 8, Max Interval: 19
Faculty(ID3856) => Min Interval: 15, Max Interval: 24
Faculty(ID3858) => Min Interval: 28, Max Interval: 50
Faculty(ID3861) => Min Interval: 2, Max Interval: 99
Faculty(ID3864) => Min Interval: 1, Max Interval: 99
Faculty(ID3866) => Min Interval: 1, Max Interval: 99
Faculty(ID3869) => Min Interval: 23, Max Interval: 44
Faculty(ID3871) => Min Interval: 2, Max Interval: 99
Faculty(ID3873) => Min Interval: 3, Max Interval: 48
Faculty(ID3878) => Min Interval: 6, Max Interval: 52
Faculty(ID3880) => Min Interval: 1, Max Interval: 99
Faculty(ID3881) => Min Interval: 7, Max Interval: 48
Faculty(ID3883) => Min Interval: 34, Max Interval: 47
Faculty(ID3884) => Min Interval: 18, Max Interval: 45
Faculty(ID3887) => Min Interval: 3, Max Interval: 50
Faculty(ID3888) => Min Interval: 21, Max Interval: 41
Faculty(ID3889) => Min Interval: 19, Max Interval: 40
Faculty(ID3891) => Min Interval: 10, Max Interval: 48
Faculty(ID3892) => Min Interval: 1, Max Interval: 32
Faculty(ID3894) => Min Interval: 0, Max Interval: 99
Faculty(ID3898) => Min Interval: 23, Max Interval: 24
Faculty(ID3900) => Min Interval: 20, Max Interval: 45
Faculty(ID3902) => Min Interval: 13, Max Interval: 42
Faculty(ID3904) => Min Interval: 34, Max Interval: 46
Faculty(ID3906) => Min Interval: 10, Max Interval: 21
Faculty(ID3908) => Min Interval: 25, Max Interval: 43
Faculty(ID3911) => Min Interval: 9, Max Interval: 44
Faculty(ID3914) => Min Interval: 2, Max Interval: 99
Faculty(ID3917) => Min Interval: 9, Max Interval: 45
Faculty(ID3918) => Min Interval: 9, Max Interval: 37
Faculty(ID3920) => Min Interval: 3, Max Interval: 55
Faculty(ID3921) => Min Interval: 14, Max Interval: 29
Faculty(ID3922) => Min Interval: 0, Max Interval: 99
Faculty(ID3924) => Min Interval: 13, Max Interval: 27
Faculty(ID3926) => Min Interval: 10, Max Interval: 19
Faculty(ID3927) => Min Interval: 0, Max Interval: 99
Faculty(ID3929) => Min Interval: 10, Max Interval: 32
Faculty(ID3932) => Min Interval: 6, Max Interval: 99
Faculty(ID3934) => Min Interval: 2, Max Interval: 99
Faculty(ID3935) => Min Interval: 2, Max Interval: 54
Faculty(ID3936) => Min Interval: 18, Max Interval: 31
Faculty(ID3938) => Min Interval: 8, Max Interval: 50
Faculty(ID3939) => Min Interval: 16, Max Interval: 49
Faculty(ID3943) => Min Interval: 9, Max Interval: 47
Faculty(ID3945) => Min Interval: 16, Max Interval: 32
Faculty(ID3950) => Min Interval: 13, Max Interval: 51
Faculty(ID3951) => Min Interval: 20, Max Interval: 32
Faculty(ID3952) => Min Interval: 7, Max Interval: 37
Faculty(ID3955) => Min Interval: 34, Max Interval: 45
Faculty(ID3961) => Min Interval: 11, Max Interval: 44
Faculty(ID3962) => Min Interval: 20, Max Interval: 52
Faculty(ID3964) => Min Interval: 3, Max Interval: 48
Faculty(ID3965) => Min Interval: 14, Max Interval: 44
Faculty(ID3967) => Min Interval: 12, Max Interval: 48
Faculty(ID3969) => Min Interval: 10, Max Interval: 31
Faculty(ID3971) => Min Interval: 27, Max Interval: 38
Faculty(ID3973) => Min Interval: 6, Max Interval: 51
Faculty(ID3975) => Min Interval: 13, Max Interval: 51
Faculty(ID3976) => Min Interval: 5, Max Interval: 38
Faculty(ID3979) => Min Interval: 2, Max Interval: 45
Faculty(ID3983) => Min Interval: 15, Max Interval: 27
Faculty(ID3985) => Min Interval: 34, Max Interval: 50
Faculty(ID3987) => Min Interval: 5, Max Interval: 24
Faculty(ID3988) => Min Interval: 11, Max Interval: 44
Faculty(ID3990) => Min Interval: 5, Max Interval: 52
Faculty(ID3993) => Min Interval: 8, Max Interval: 25
Faculty(ID3994) => Min Interval: 37, Max Interval: 50
Faculty(ID3995) => Min Interval: 20, Max Interval: 31
Faculty(ID3997) => Min Interval: 20, Max Interval: 50
Faculty(ID3999) => Min Interval: 22, Max Interval: 36
Faculty(ID4000) => Min Interval: 10, Max Interval: 50
Faculty(ID4001) => Min Interval: 30, Max Interval: 47
Faculty(ID4002) => Min Interval: 10, Max Interval: 10
Faculty(ID4005) => Min Interval: 4, Max Interval: 99
Faculty(ID4008) => Min Interval: 42, Max Interval: 43
Faculty(ID4011) => Min Interval: 0, Max Interval: 99
Faculty(ID4013) => Min Interval: 17, Max Interval: 30
Faculty(ID4014) => Min Interval: 14, Max Interval: 47
Faculty(ID4015) => Min Interval: 21, Max Interval: 39
Faculty(ID4018) => Min Interval: 22, Max Interval: 42
Faculty(ID4022) => Min Interval: 33, Max Interval: 51
Faculty(ID4023) => Min Interval: 0, Max Interval: 99
Faculty(ID4026) => Min Interval: 19, Max Interval: 35
Faculty(ID4027) => Min Interval: 6, Max Interval: 53
Faculty(ID4029) => Min Interval: 6, Max Interval: 52
Faculty(ID4030) => Min Interval: 12, Max Interval: 49
Faculty(ID4032) => Min Interval: 12, Max Interval: 50
Faculty(ID4035) => Min Interval: 2, Max Interval: 99
Faculty(ID4036) => Min Interval: 15, Max Interval: 47
Faculty(ID4038) => Min Interval: 3, Max Interval: 99
Faculty(ID4039) => Min Interval: 1, Max Interval: 50
Faculty(ID4041) => Min Interval: 15, Max Interval: 46
Faculty(ID4043) => Min Interval: 22, Max Interval: 23
Faculty(ID4047) => Min Interval: 9, Max Interval: 50
Faculty(ID4048) => Min Interval: 0, Max Interval: 99
Faculty(ID4050) => Min Interval: 4, Max Interval: 48
Faculty(ID4051) => Min Interval: 9, Max Interval: 40
Faculty(ID4056) => Min Interval: 19, Max Interval: 30
Faculty(ID4057) => Min Interval: 0, Max Interval: 99
Faculty(ID4059) => Min Interval: 8, Max Interval: 51
Faculty(ID4060) => Min Interval: 6, Max Interval: 55
Faculty(ID4066) => Min Interval: 12, Max Interval: 20
Faculty(ID4067) => Min Interval: 11, Max Interval: 42
Faculty(ID4068) => Min Interval: 12, Max Interval: 48
Faculty(ID4070) => Min Interval: 11, Max Interval: 51
Faculty(ID4072) => Min Interval: 7, Max Interval: 53
Faculty(ID4075) => Min Interval: 2, Max Interval: 32
Faculty(ID4077) => Min Interval: 2, Max Interval: 54
Faculty(ID4078) => Min Interval: 1, Max Interval: 99
Faculty(ID4080) => Min Interval: 18, Max Interval: 29
Faculty(ID4081) => Min Interval: 2, Max Interval: 53
Faculty(ID4082) => Min Interval: 0, Max Interval: 99
Faculty(ID4083) => Min Interval: 3, Max Interval: 54
Faculty(ID4086) => Min Interval: 0, Max Interval: 55
Faculty(ID4088) => Min Interval: 12, Max Interval: 39
Faculty(ID4089) => Min Interval: 21, Max Interval: 32
Faculty(ID4093) => Min Interval: 4, Max Interval: 45
Faculty(ID4095) => Min Interval: 2, Max Interval: 99
Faculty(ID4097) => Min Interval: 11, Max Interval: 49
Faculty(ID4100) => Min Interval: 8, Max Interval: 48
Faculty(ID4104) => Min Interval: 15, Max Interval: 45
Faculty(ID4107) => Min Interval: 17, Max Interval: 49
Faculty(ID4111) => Min Interval: 10, Max Interval: 52
Faculty(ID4112) => Min Interval: 0, Max Interval: 99
Faculty(ID4113) => Min Interval: 6, Max Interval: 48
Faculty(ID4114) => Min Interval: 9, Max Interval: 43
Faculty(ID4117) => Min Interval: 9, Max Interval: 41
Faculty(ID4119) => Min Interval: 21, Max Interval: 31
Faculty(ID4120) => Min Interval: 17, Max Interval: 44
Faculty(ID4125) => Min Interval: 28, Max Interval: 38
Faculty(ID4127) => Min Interval: 20, Max Interval: 34
Faculty(ID4129) => Min Interval: 25, Max Interval: 44
Faculty(ID4131) => Min Interval: 3, Max Interval: 50
Faculty(ID4133) => Min Interval: 20, Max Interval: 46
Faculty(ID4134) => Min Interval: 16, Max Interval: 24
Faculty(ID4136) => Min Interval: 36, Max Interval: 48
Faculty(ID4139) => Min Interval: 8, Max Interval: 47
Faculty(ID4140) => Min Interval: 2, Max Interval: 99
Faculty(ID4146) => Min Interval: 9, Max Interval: 46
Faculty(ID4149) => Min Interval: 39, Max Interval: 49
Faculty(ID4150) => Min Interval: 22, Max Interval: 51
Faculty(ID4151) => Min Interval: 17, Max Interval: 46
Faculty(ID4152) => Min Interval: 0, Max Interval: 99
Faculty(ID4153) => Min Interval: 6, Max Interval: 53
Faculty(ID4154) => Min Interval: 0, Max Interval: 99
Faculty(ID4156) => Min Interval: 19, Max Interval: 40
Faculty(ID4159) => Min Interval: 6, Max Interval: 41
Faculty(ID4165) => Min Interval: 1, Max Interval: 17
Faculty(ID4170) => Min Interval: 16, Max Interval: 39
Faculty(ID4172) => Min Interval: 3, Max Interval: 43
Faculty(ID4176) => Min Interval: 23, Max Interval: 31
Faculty(ID4177) => Min Interval: 18, Max Interval: 35
Faculty(ID4180) => Min Interval: 9, Max Interval: 42
Faculty(ID4181) => Min Interval: 30, Max Interval: 46
Faculty(ID4183) => Min Interval: 10, Max Interval: 33
Faculty(ID4186) => Min Interval: 7, Max Interval: 52
Faculty(ID4188) => Min Interval: 2, Max Interval: 38
Faculty(ID4189) => Min Interval: 21, Max Interval: 41
Faculty(ID4194) => Min Interval: 15, Max Interval: 39
Faculty(ID4200) => Min Interval: 28, Max Interval: 41
Faculty(ID4205) => Min Interval: 4, Max Interval: 38
Faculty(ID4206) => Min Interval: 11, Max Interval: 37
Faculty(ID4208) => Min Interval: 19, Max Interval: 51
Faculty(ID4210) => Min Interval: 0, Max Interval: 99
Faculty(ID4212) => Min Interval: 12, Max Interval: 32
Faculty(ID4215) => Min Interval: 0, Max Interval: 41
Faculty(ID4217) => Min Interval: 8, Max Interval: 36
Faculty(ID4218) => Min Interval: 10, Max Interval: 50
Faculty(ID4224) => Min Interval: 23, Max Interval: 46
Faculty(ID4226) => Min Interval: 3, Max Interval: 51
Faculty(ID4227) => Min Interval: 8, Max Interval: 48
Faculty(ID4229) => Min Interval: 17, Max Interval: 32
Faculty(ID4230) => Min Interval: 11, Max Interval: 19
Faculty(ID4233) => Min Interval: 13, Max Interval: 50
Faculty(ID4234) => Min Interval: 6, Max Interval: 52
Faculty(ID4242) => Min Interval: 18, Max Interval: 32
Faculty(ID4243) => Min Interval: 4, Max Interval: 53
Faculty(ID4244) => Min Interval: 24, Max Interval: 24
Faculty(ID4247) => Min Interval: 3, Max Interval: 52
Faculty(ID4250) => Min Interval: 8, Max Interval: 33
Faculty(ID4253) => Min Interval: 9, Max Interval: 41
Faculty(ID4254) => Min Interval: 14, Max Interval: 45
Faculty(ID4255) => Min Interval: 4, Max Interval: 39
Faculty(ID4256) => Min Interval: 3, Max Interval: 36
Faculty(ID4258) => Min Interval: 9, Max Interval: 49
Faculty(ID4259) => Min Interval: 31, Max Interval: 47
Faculty(ID4260) => Min Interval: 19, Max Interval: 51
Faculty(ID4262) => Min Interval: 2, Max Interval: 99
Faculty(ID4266) => Min Interval: 5, Max Interval: 36
Faculty(ID4269) => Min Interval: 26, Max Interval: 51
Faculty(ID4272) => Min Interval: 4, Max Interval: 99
Faculty(ID4274) => Min Interval: 9, Max Interval: 47
Faculty(ID4275) => Min Interval: 3, Max Interval: 47
Faculty(ID4278) => Min Interval: 35, Max Interval: 51
Faculty(ID4282) => Min Interval: 11, Max Interval: 51
Faculty(ID4285) => Min Interval: 16, Max Interval: 46
Faculty(ID4288) => Min Interval: 20, Max Interval: 47
Faculty(ID4289) => Min Interval: 8, Max Interval: 52
Faculty(ID4291) => Min Interval: 1, Max Interval: 99
Faculty(ID4294) => Min Interval: 8, Max Interval: 45
Faculty(ID4297) => Min Interval: 7, Max Interval: 53
Faculty(ID4300) => Min Interval: 3, Max Interval: 55
Faculty(ID4301) => Min Interval: 29, Max Interval: 44
Faculty(ID4308) => Min Interval: 41, Max Interval: 51
Faculty(ID4310) => Min Interval: 5, Max Interval: 54
Faculty(ID4311) => Min Interval: 15, Max Interval: 41
Faculty(ID4312) => Min Interval: 26, Max Interval: 45
Faculty(ID4315) => Min Interval: 13, Max Interval: 29
Faculty(ID4316) => Min Interval: 11, Max Interval: 50
Faculty(ID4318) => Min Interval: 4, Max Interval: 42
Faculty(ID4319) => Min Interval: 22, Max Interval: 30
Faculty(ID4321) => Min Interval: 3, Max Interval: 54
Faculty(ID4322) => Min Interval: 8, Max Interval: 50
Faculty(ID4323) => Min Interval: 10, Max Interval: 47
Faculty(ID4325) => Min Interval: 22, Max Interval: 37
Faculty(ID4328) => Min Interval: 20, Max Interval: 50
Faculty(ID4329) => Min Interval: 27, Max Interval: 41
Faculty(ID4331) => Min Interval: 34, Max Interval: 47
Faculty(ID4333) => Min Interval: 9, Max Interval: 51
Faculty(ID4335) => Min Interval: 4, Max Interval: 53
Faculty(ID4338) => Min Interval: 8, Max Interval: 48
Faculty(ID4340) => Min Interval: 33, Max Interval: 50
Faculty(ID4341) => Min Interval: 23, Max Interval: 39
Faculty(ID4342) => Min Interval: 13, Max Interval: 48
Faculty(ID4343) => Min Interval: 7, Max Interval: 51
Faculty(ID4344) => Min Interval: 14, Max Interval: 49
Faculty(ID4346) => Min Interval: 26, Max Interval: 50
Faculty(ID4347) => Min Interval: 7, Max Interval: 51
Faculty(ID4349) => Min Interval: 15, Max Interval: 25
Faculty(ID4353) => Min Interval: 13, Max Interval: 45
Faculty(ID4358) => Min Interval: 14, Max Interval: 51
Faculty(ID4360) => Min Interval: 4, Max Interval: 45
Faculty(ID4364) => Min Interval: 11, Max Interval: 33
Faculty(ID4366) => Min Interval: 8, Max Interval: 38
Faculty(ID4370) => Min Interval: 23, Max Interval: 49
Faculty(ID4375) => Min Interval: 13, Max Interval: 32
Faculty(ID4377) => Min Interval: 9, Max Interval: 48
Faculty(ID4378) => Min Interval: 14, Max Interval: 38
Faculty(ID4380) => Min Interval: 8, Max Interval: 20
Faculty(ID4381) => Min Interval: 8, Max Interval: 38
Faculty(ID4385) => Min Interval: 20, Max Interval: 39
Faculty(ID4386) => Min Interval: 3, Max Interval: 52
Faculty(ID4389) => Min Interval: 0, Max Interval: 40
Faculty(ID4391) => Min Interval: 9, Max Interval: 46
Faculty(ID4392) => Min Interval: 3, Max Interval: 29
Faculty(ID4393) => Min Interval: 0, Max Interval: 99
Faculty(ID4397) => Min Interval: 32, Max Interval: 33
Faculty(ID4401) => Min Interval: 22, Max Interval: 44
Faculty(ID4402) => Min Interval: 0, Max Interval: 99
Faculty(ID4406) => Min Interval: 21, Max Interval: 39
Faculty(ID4408) => Min Interval: 14, Max Interval: 53
Faculty(ID4409) => Min Interval: 20, Max Interval: 50
