Stored fact information:
ResearchAssistantCandidate(ID0) => Min Interval: 27, Max Interval: 40
ResearchAssistantCandidate(ID2417) => Min Interval: 12, Max Interval: 33
ResearchAssistantCandidate(ID2420) => Min Interval: 13, Max Interval: 30
ResearchAssistantCandidate(ID2423) => Min Interval: 20, Max Interval: 49
ResearchAssistantCandidate(ID2425) => Min Interval: 1, Max Interval: 40
ResearchAssistantCandidate(ID2427) => Min Interval: 11, Max Interval: 33
ResearchAssistantCandidate(ID2428) => Min Interval: 15, Max Interval: 48
ResearchAssistantCandidate(ID2429) => Min Interval: 15, Max Interval: 43
ResearchAssistantCandidate(ID2430) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID2432) => Min Interval: 27, Max Interval: 48
ResearchAssistantCandidate(ID2433) => Min Interval: 18, Max Interval: 29
ResearchAssistantCandidate(ID2434) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID2436) => Min Interval: 12, Max Interval: 48
ResearchAssistantCandidate(ID2440) => Min Interval: 16, Max Interval: 42
ResearchAssistantCandidate(ID2444) => Min Interval: 7, Max Interval: 48
ResearchAssistantCandidate(ID2446) => Min Interval: 15, Max Interval: 39
ResearchAssistantCandidate(ID2449) => Min Interval: 9, Max Interval: 33
ResearchAssistantCandidate(ID2455) => Min Interval: 4, Max Interval: 47
ResearchAssistantCandidate(ID2459) => Min Interval: 21, Max Interval: 43
ResearchAssistantCandidate(ID2464) => Min Interval: 9, Max Interval: 39
ResearchAssistantCandidate(ID2469) => Min Interval: 35, Max Interval: 50
ResearchAssistantCandidate(ID2471) => Min Interval: 17, Max Interval: 47
ResearchAssistantCandidate(ID2475) => Min Interval: 15, Max Interval: 37
ResearchAssistantCandidate(ID2476) => Min Interval: 9, Max Interval: 44
ResearchAssistantCandidate(ID2477) => Min Interval: 7, Max Interval: 23
ResearchAssistantCandidate(ID2480) => Min Interval: 16, Max Interval: 36
ResearchAssistantCandidate(ID2486) => Min Interval: 6, Max Interval: 39
ResearchAssistantCandidate(ID2490) => Min Interval: 13, Max Interval: 33
ResearchAssistantCandidate(ID2492) => Min Interval: 5, Max Interval: 23
ResearchAssistantCandidate(ID2499) => Min Interval: 33, Max Interval: 45
ResearchAssistantCandidate(ID2510) => Min Interval: 12, Max Interval: 48
ResearchAssistantCandidate(ID2515) => Min Interval: 7, Max Interval: 19
ResearchAssistantCandidate(ID2516) => Min Interval: 14, Max Interval: 39
ResearchAssistantCandidate(ID2518) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID2520) => Min Interval: 9, Max Interval: 24
ResearchAssistantCandidate(ID2522) => Min Interval: 11, Max Interval: 40
ResearchAssistantCandidate(ID2523) => Min Interval: 15, Max Interval: 21
ResearchAssistantCandidate(ID2524) => Min Interval: 15, Max Interval: 52
ResearchAssistantCandidate(ID2525) => Min Interval: 16, Max Interval: 27
ResearchAssistantCandidate(ID2526) => Min Interval: 5, Max Interval: 39
ResearchAssistantCandidate(ID2528) => Min Interval: 5, Max Interval: 32
ResearchAssistantCandidate(ID2530) => Min Interval: 14, Max Interval: 14
ResearchAssistantCandidate(ID2534) => Min Interval: 8, Max Interval: 28
ResearchAssistantCandidate(ID2536) => Min Interval: 12, Max Interval: 43
ResearchAssistantCandidate(ID2543) => Min Interval: 11, Max Interval: 46
ResearchAssistantCandidate(ID2544) => Min Interval: 13, Max Interval: 32
ResearchAssistantCandidate(ID2547) => Min Interval: 21, Max Interval: 45
ResearchAssistantCandidate(ID2548) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID2549) => Min Interval: 44, Max Interval: 47
ResearchAssistantCandidate(ID2550) => Min Interval: 6, Max Interval: 36
ResearchAssistantCandidate(ID2551) => Min Interval: 23, Max Interval: 46
ResearchAssistantCandidate(ID2553) => Min Interval: 6, Max Interval: 20
ResearchAssistantCandidate(ID2554) => Min Interval: 27, Max Interval: 30
ResearchAssistantCandidate(ID2558) => Min Interval: 21, Max Interval: 44
ResearchAssistantCandidate(ID2564) => Min Interval: 23, Max Interval: 42
ResearchAssistantCandidate(ID2566) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID2571) => Min Interval: 12, Max Interval: 41
ResearchAssistantCandidate(ID2574) => Min Interval: 5, Max Interval: 42
ResearchAssistantCandidate(ID2576) => Min Interval: 11, Max Interval: 31
ResearchAssistantCandidate(ID2577) => Min Interval: 15, Max Interval: 24
ResearchAssistantCandidate(ID2578) => Min Interval: 8, Max Interval: 43
ResearchAssistantCandidate(ID2579) => Min Interval: 8, Max Interval: 8
ResearchAssistantCandidate(ID2581) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID2585) => Min Interval: 22, Max Interval: 44
ResearchAssistantCandidate(ID2586) => Min Interval: 16, Max Interval: 50
ResearchAssistantCandidate(ID2592) => Min Interval: 5, Max Interval: 12
ResearchAssistantCandidate(ID2601) => Min Interval: 15, Max Interval: 43
ResearchAssistantCandidate(ID2604) => Min Interval: 26, Max Interval: 45
ResearchAssistantCandidate(ID2608) => Min Interval: 8, Max Interval: 14
ResearchAssistantCandidate(ID2611) => Min Interval: 15, Max Interval: 50
ResearchAssistantCandidate(ID2614) => Min Interval: 19, Max Interval: 40
ResearchAssistantCandidate(ID2617) => Min Interval: 11, Max Interval: 46
ResearchAssistantCandidate(ID2620) => Min Interval: 10, Max Interval: 16
ResearchAssistantCandidate(ID2621) => Min Interval: 16, Max Interval: 25
ResearchAssistantCandidate(ID2627) => Min Interval: 27, Max Interval: 42
ResearchAssistantCandidate(ID2630) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID2633) => Min Interval: 13, Max Interval: 41
ResearchAssistantCandidate(ID2650) => Min Interval: 5, Max Interval: 24
ResearchAssistantCandidate(ID2653) => Min Interval: 15, Max Interval: 45
ResearchAssistantCandidate(ID2656) => Min Interval: 10, Max Interval: 47
ResearchAssistantCandidate(ID2660) => Min Interval: 23, Max Interval: 47
ResearchAssistantCandidate(ID2667) => Min Interval: 6, Max Interval: 48
ResearchAssistantCandidate(ID2674) => Min Interval: 27, Max Interval: 45
ResearchAssistantCandidate(ID2679) => Min Interval: 21, Max Interval: 48
ResearchAssistantCandidate(ID2682) => Min Interval: 7, Max Interval: 25
ResearchAssistantCandidate(ID2686) => Min Interval: 15, Max Interval: 15
ResearchAssistantCandidate(ID2687) => Min Interval: 20, Max Interval: 47
ResearchAssistantCandidate(ID2688) => Min Interval: 8, Max Interval: 50
ResearchAssistantCandidate(ID2689) => Min Interval: 15, Max Interval: 27
ResearchAssistantCandidate(ID2691) => Min Interval: 6, Max Interval: 39
ResearchAssistantCandidate(ID2693) => Min Interval: 18, Max Interval: 30
ResearchAssistantCandidate(ID2695) => Min Interval: 16, Max Interval: 26
ResearchAssistantCandidate(ID2707) => Min Interval: 9, Max Interval: 43
ResearchAssistantCandidate(ID2711) => Min Interval: 21, Max Interval: 33
ResearchAssistantCandidate(ID2712) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID2716) => Min Interval: 11, Max Interval: 50
ResearchAssistantCandidate(ID2722) => Min Interval: 12, Max Interval: 46
ResearchAssistantCandidate(ID2725) => Min Interval: 27, Max Interval: 44
ResearchAssistantCandidate(ID2745) => Min Interval: 16, Max Interval: 35
ResearchAssistantCandidate(ID2746) => Min Interval: 17, Max Interval: 38
ResearchAssistantCandidate(ID2753) => Min Interval: 27, Max Interval: 49
ResearchAssistantCandidate(ID2759) => Min Interval: 26, Max Interval: 46
ResearchAssistantCandidate(ID2764) => Min Interval: 16, Max Interval: 49
ResearchAssistantCandidate(ID2773) => Min Interval: 10, Max Interval: 49
ResearchAssistantCandidate(ID2774) => Min Interval: 15, Max Interval: 43
ResearchAssistantCandidate(ID2830) => Min Interval: 22, Max Interval: 46
ResearchAssistantCandidate(ID2833) => Min Interval: 0, Max Interval: 34
ResearchAssistantCandidate(ID2834) => Min Interval: 19, Max Interval: 47
ResearchAssistantCandidate(ID2835) => Min Interval: 13, Max Interval: 42
ResearchAssistantCandidate(ID2837) => Min Interval: 10, Max Interval: 50
ResearchAssistantCandidate(ID2838) => Min Interval: 6, Max Interval: 46
ResearchAssistantCandidate(ID2841) => Min Interval: 13, Max Interval: 48
ResearchAssistantCandidate(ID2844) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID2845) => Min Interval: 6, Max Interval: 38
ResearchAssistantCandidate(ID2849) => Min Interval: 0, Max Interval: 30
ResearchAssistantCandidate(ID2851) => Min Interval: 1, Max Interval: 35
ResearchAssistantCandidate(ID2853) => Min Interval: 34, Max Interval: 48
ResearchAssistantCandidate(ID2854) => Min Interval: 6, Max Interval: 48
ResearchAssistantCandidate(ID2856) => Min Interval: 11, Max Interval: 28
ResearchAssistantCandidate(ID2859) => Min Interval: 7, Max Interval: 39
ResearchAssistantCandidate(ID2861) => Min Interval: 1, Max Interval: 39
ResearchAssistantCandidate(ID2863) => Min Interval: 4, Max Interval: 48
ResearchAssistantCandidate(ID2864) => Min Interval: 2, Max Interval: 42
ResearchAssistantCandidate(ID2865) => Min Interval: 19, Max Interval: 25
ResearchAssistantCandidate(ID2866) => Min Interval: 11, Max Interval: 46
ResearchAssistantCandidate(ID2869) => Min Interval: 35, Max Interval: 51
ResearchAssistantCandidate(ID2872) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID2875) => Min Interval: 21, Max Interval: 43
ResearchAssistantCandidate(ID2879) => Min Interval: 22, Max Interval: 40
ResearchAssistantCandidate(ID2881) => Min Interval: 9, Max Interval: 50
ResearchAssistantCandidate(ID2882) => Min Interval: 13, Max Interval: 46
ResearchAssistantCandidate(ID2884) => Min Interval: 5, Max Interval: 36
ResearchAssistantCandidate(ID2887) => Min Interval: 27, Max Interval: 49
ResearchAssistantCandidate(ID2889) => Min Interval: 6, Max Interval: 27
ResearchAssistantCandidate(ID2891) => Min Interval: 5, Max Interval: 21
ResearchAssistantCandidate(ID2895) => Min Interval: 33, Max Interval: 50
ResearchAssistantCandidate(ID2896) => Min Interval: 20, Max Interval: 48
ResearchAssistantCandidate(ID2897) => Min Interval: 9, Max Interval: 46
ResearchAssistantCandidate(ID2899) => Min Interval: 14, Max Interval: 48
ResearchAssistantCandidate(ID2902) => Min Interval: 25, Max Interval: 52
ResearchAssistantCandidate(ID2905) => Min Interval: 14, Max Interval: 48
ResearchAssistantCandidate(ID2909) => Min Interval: 6, Max Interval: 32
ResearchAssistantCandidate(ID2910) => Min Interval: 3, Max Interval: 46
ResearchAssistantCandidate(ID2912) => Min Interval: 18, Max Interval: 44
ResearchAssistantCandidate(ID2913) => Min Interval: 12, Max Interval: 37
ResearchAssistantCandidate(ID2915) => Min Interval: 8, Max Interval: 33
ResearchAssistantCandidate(ID2916) => Min Interval: 0, Max Interval: 50
ResearchAssistantCandidate(ID2921) => Min Interval: 16, Max Interval: 46
ResearchAssistantCandidate(ID2922) => Min Interval: 6, Max Interval: 43
ResearchAssistantCandidate(ID2926) => Min Interval: 7, Max Interval: 27
ResearchAssistantCandidate(ID2928) => Min Interval: 17, Max Interval: 36
ResearchAssistantCandidate(ID2931) => Min Interval: 2, Max Interval: 24
ResearchAssistantCandidate(ID2933) => Min Interval: 25, Max Interval: 48
ResearchAssistantCandidate(ID2936) => Min Interval: 10, Max Interval: 48
ResearchAssistantCandidate(ID2939) => Min Interval: 18, Max Interval: 22
ResearchAssistantCandidate(ID2945) => Min Interval: 12, Max Interval: 24
ResearchAssistantCandidate(ID2946) => Min Interval: 9, Max Interval: 34
ResearchAssistantCandidate(ID2949) => Min Interval: 10, Max Interval: 44
ResearchAssistantCandidate(ID2951) => Min Interval: 9, Max Interval: 35
ResearchAssistantCandidate(ID2952) => Min Interval: 19, Max Interval: 36
ResearchAssistantCandidate(ID2954) => Min Interval: 21, Max Interval: 39
ResearchAssistantCandidate(ID2958) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID2959) => Min Interval: 7, Max Interval: 42
ResearchAssistantCandidate(ID2960) => Min Interval: 10, Max Interval: 48
ResearchAssistantCandidate(ID2962) => Min Interval: 9, Max Interval: 46
ResearchAssistantCandidate(ID2964) => Min Interval: 17, Max Interval: 44
ResearchAssistantCandidate(ID2966) => Min Interval: 0, Max Interval: 51
ResearchAssistantCandidate(ID2967) => Min Interval: 12, Max Interval: 38
ResearchAssistantCandidate(ID2968) => Min Interval: 1, Max Interval: 31
ResearchAssistantCandidate(ID2970) => Min Interval: 4, Max Interval: 36
ResearchAssistantCandidate(ID2971) => Min Interval: 31, Max Interval: 42
ResearchAssistantCandidate(ID2976) => Min Interval: 7, Max Interval: 14
ResearchAssistantCandidate(ID2977) => Min Interval: 37, Max Interval: 42
ResearchAssistantCandidate(ID2979) => Min Interval: 3, Max Interval: 30
ResearchAssistantCandidate(ID2983) => Min Interval: 15, Max Interval: 48
ResearchAssistantCandidate(ID2985) => Min Interval: 1, Max Interval: 42
ResearchAssistantCandidate(ID2987) => Min Interval: 17, Max Interval: 45
ResearchAssistantCandidate(ID2989) => Min Interval: 20, Max Interval: 43
ResearchAssistantCandidate(ID2991) => Min Interval: 45, Max Interval: 46
ResearchAssistantCandidate(ID2993) => Min Interval: 32, Max Interval: 42
ResearchAssistantCandidate(ID2994) => Min Interval: 24, Max Interval: 37
ResearchAssistantCandidate(ID2997) => Min Interval: 26, Max Interval: 39
ResearchAssistantCandidate(ID3002) => Min Interval: 27, Max Interval: 34
ResearchAssistantCandidate(ID3006) => Min Interval: 25, Max Interval: 49
ResearchAssistantCandidate(ID3007) => Min Interval: 6, Max Interval: 45
ResearchAssistantCandidate(ID3008) => Min Interval: 14, Max Interval: 15
ResearchAssistantCandidate(ID3009) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID3012) => Min Interval: 12, Max Interval: 30
ResearchAssistantCandidate(ID3015) => Min Interval: 19, Max Interval: 52
ResearchAssistantCandidate(ID3021) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID3024) => Min Interval: 5, Max Interval: 41
ResearchAssistantCandidate(ID3025) => Min Interval: 1, Max Interval: 48
ResearchAssistantCandidate(ID3027) => Min Interval: 28, Max Interval: 52
ResearchAssistantCandidate(ID3029) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID3030) => Min Interval: 7, Max Interval: 46
ResearchAssistantCandidate(ID3032) => Min Interval: 6, Max Interval: 49
ResearchAssistantCandidate(ID3037) => Min Interval: 18, Max Interval: 49
ResearchAssistantCandidate(ID3038) => Min Interval: 0, Max Interval: 47
ResearchAssistantCandidate(ID3040) => Min Interval: 15, Max Interval: 43
ResearchAssistantCandidate(ID3041) => Min Interval: 14, Max Interval: 35
ResearchAssistantCandidate(ID3042) => Min Interval: 1, Max Interval: 43
ResearchAssistantCandidate(ID3049) => Min Interval: 13, Max Interval: 33
ResearchAssistantCandidate(ID3052) => Min Interval: 31, Max Interval: 34
ResearchAssistantCandidate(ID3053) => Min Interval: 6, Max Interval: 43
ResearchAssistantCandidate(ID3058) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID3060) => Min Interval: 5, Max Interval: 47
ResearchAssistantCandidate(ID3062) => Min Interval: 12, Max Interval: 45
ResearchAssistantCandidate(ID3067) => Min Interval: 9, Max Interval: 44
ResearchAssistantCandidate(ID3071) => Min Interval: 38, Max Interval: 49
ResearchAssistantCandidate(ID3075) => Min Interval: 13, Max Interval: 42
ResearchAssistantCandidate(ID3076) => Min Interval: 6, Max Interval: 12
ResearchAssistantCandidate(ID3077) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID3078) => Min Interval: 10, Max Interval: 31
ResearchAssistantCandidate(ID3082) => Min Interval: 12, Max Interval: 51
ResearchAssistantCandidate(ID3083) => Min Interval: 2, Max Interval: 26
ResearchAssistantCandidate(ID3085) => Min Interval: 19, Max Interval: 44
ResearchAssistantCandidate(ID3086) => Min Interval: 8, Max Interval: 50
ResearchAssistantCandidate(ID3087) => Min Interval: 12, Max Interval: 21
ResearchAssistantCandidate(ID3088) => Min Interval: 2, Max Interval: 35
ResearchAssistantCandidate(ID3090) => Min Interval: 10, Max Interval: 40
ResearchAssistantCandidate(ID3095) => Min Interval: 7, Max Interval: 38
ResearchAssistantCandidate(ID3096) => Min Interval: 5, Max Interval: 47
ResearchAssistantCandidate(ID3098) => Min Interval: 5, Max Interval: 48
ResearchAssistantCandidate(ID3099) => Min Interval: 14, Max Interval: 46
ResearchAssistantCandidate(ID3101) => Min Interval: 14, Max Interval: 46
ResearchAssistantCandidate(ID3103) => Min Interval: 15, Max Interval: 33
ResearchAssistantCandidate(ID3105) => Min Interval: 25, Max Interval: 39
ResearchAssistantCandidate(ID3109) => Min Interval: 24, Max Interval: 48
ResearchAssistantCandidate(ID3111) => Min Interval: 18, Max Interval: 43
ResearchAssistantCandidate(ID3112) => Min Interval: 28, Max Interval: 46
ResearchAssistantCandidate(ID3114) => Min Interval: 18, Max Interval: 43
ResearchAssistantCandidate(ID3122) => Min Interval: 6, Max Interval: 33
ResearchAssistantCandidate(ID3123) => Min Interval: 5, Max Interval: 42
ResearchAssistantCandidate(ID3124) => Min Interval: 48, Max Interval: 49
ResearchAssistantCandidate(ID3125) => Min Interval: 13, Max Interval: 48
ResearchAssistantCandidate(ID3127) => Min Interval: 13, Max Interval: 48
ResearchAssistantCandidate(ID3128) => Min Interval: 22, Max Interval: 39
ResearchAssistantCandidate(ID3129) => Min Interval: 17, Max Interval: 49
ResearchAssistantCandidate(ID3131) => Min Interval: 20, Max Interval: 42
ResearchAssistantCandidate(ID3132) => Min Interval: 19, Max Interval: 38
ResearchAssistantCandidate(ID3140) => Min Interval: 7, Max Interval: 34
ResearchAssistantCandidate(ID3141) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID3142) => Min Interval: 14, Max Interval: 49
ResearchAssistantCandidate(ID3143) => Min Interval: 5, Max Interval: 47
ResearchAssistantCandidate(ID3144) => Min Interval: 18, Max Interval: 46
ResearchAssistantCandidate(ID3150) => Min Interval: 12, Max Interval: 44
ResearchAssistantCandidate(ID3151) => Min Interval: 12, Max Interval: 48
ResearchAssistantCandidate(ID3152) => Min Interval: 4, Max Interval: 35
ResearchAssistantCandidate(ID3154) => Min Interval: 7, Max Interval: 23
ResearchAssistantCandidate(ID3157) => Min Interval: 16, Max Interval: 25
ResearchAssistantCandidate(ID3159) => Min Interval: 18, Max Interval: 42
ResearchAssistantCandidate(ID3164) => Min Interval: 18, Max Interval: 51
ResearchAssistantCandidate(ID3165) => Min Interval: 5, Max Interval: 23
ResearchAssistantCandidate(ID3167) => Min Interval: 12, Max Interval: 37
ResearchAssistantCandidate(ID3171) => Min Interval: 24, Max Interval: 36
ResearchAssistantCandidate(ID3176) => Min Interval: 40, Max Interval: 48
ResearchAssistantCandidate(ID3177) => Min Interval: 8, Max Interval: 36
ResearchAssistantCandidate(ID3179) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID3180) => Min Interval: 9, Max Interval: 48
ResearchAssistantCandidate(ID3184) => Min Interval: 5, Max Interval: 47
ResearchAssistantCandidate(ID3187) => Min Interval: 22, Max Interval: 41
ResearchAssistantCandidate(ID3191) => Min Interval: 11, Max Interval: 36
ResearchAssistantCandidate(ID3193) => Min Interval: 17, Max Interval: 50
ResearchAssistantCandidate(ID3195) => Min Interval: 7, Max Interval: 44
ResearchAssistantCandidate(ID3196) => Min Interval: 17, Max Interval: 43
ResearchAssistantCandidate(ID3198) => Min Interval: 19, Max Interval: 48
ResearchAssistantCandidate(ID3199) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID3201) => Min Interval: 21, Max Interval: 49
ResearchAssistantCandidate(ID3202) => Min Interval: 25, Max Interval: 45
ResearchAssistantCandidate(ID3203) => Min Interval: 0, Max Interval: 50
ResearchAssistantCandidate(ID3206) => Min Interval: 17, Max Interval: 45
ResearchAssistantCandidate(ID3207) => Min Interval: 16, Max Interval: 49
ResearchAssistantCandidate(ID3209) => Min Interval: 13, Max Interval: 46
ResearchAssistantCandidate(ID3211) => Min Interval: 5, Max Interval: 41
ResearchAssistantCandidate(ID3212) => Min Interval: 0, Max Interval: 27
ResearchAssistantCandidate(ID3213) => Min Interval: 5, Max Interval: 20
ResearchAssistantCandidate(ID3215) => Min Interval: 6, Max Interval: 41
ResearchAssistantCandidate(ID3217) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID3219) => Min Interval: 13, Max Interval: 37
ResearchAssistantCandidate(ID3221) => Min Interval: 22, Max Interval: 46
ResearchAssistantCandidate(ID3222) => Min Interval: 8, Max Interval: 52
ResearchAssistantCandidate(ID3224) => Min Interval: 9, Max Interval: 12
ResearchAssistantCandidate(ID3226) => Min Interval: 28, Max Interval: 47
ResearchAssistantCandidate(ID3232) => Min Interval: 9, Max Interval: 47
ResearchAssistantCandidate(ID3233) => Min Interval: 1, Max Interval: 46
ResearchAssistantCandidate(ID3235) => Min Interval: 8, Max Interval: 26
ResearchAssistantCandidate(ID3238) => Min Interval: 14, Max Interval: 26
ResearchAssistantCandidate(ID3239) => Min Interval: 10, Max Interval: 32
ResearchAssistantCandidate(ID3241) => Min Interval: 26, Max Interval: 36
ResearchAssistantCandidate(ID3247) => Min Interval: 37, Max Interval: 47
ResearchAssistantCandidate(ID3248) => Min Interval: 14, Max Interval: 21
ResearchAssistantCandidate(ID3251) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID3252) => Min Interval: 24, Max Interval: 45
ResearchAssistantCandidate(ID3253) => Min Interval: 11, Max Interval: 23
ResearchAssistantCandidate(ID3256) => Min Interval: 21, Max Interval: 46
ResearchAssistantCandidate(ID3260) => Min Interval: 7, Max Interval: 38
ResearchAssistantCandidate(ID3263) => Min Interval: 13, Max Interval: 46
ResearchAssistantCandidate(ID3264) => Min Interval: 27, Max Interval: 41
ResearchAssistantCandidate(ID3265) => Min Interval: 1, Max Interval: 48
ResearchAssistantCandidate(ID3266) => Min Interval: 20, Max Interval: 31
ResearchAssistantCandidate(ID3267) => Min Interval: 18, Max Interval: 47
ResearchAssistantCandidate(ID3270) => Min Interval: 18, Max Interval: 40
ResearchAssistantCandidate(ID3273) => Min Interval: 7, Max Interval: 12
ResearchAssistantCandidate(ID3275) => Min Interval: 10, Max Interval: 49
ResearchAssistantCandidate(ID3278) => Min Interval: 10, Max Interval: 45
ResearchAssistantCandidate(ID3281) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID3284) => Min Interval: 2, Max Interval: 42
ResearchAssistantCandidate(ID3285) => Min Interval: 1, Max Interval: 37
ResearchAssistantCandidate(ID3287) => Min Interval: 39, Max Interval: 40
ResearchAssistantCandidate(ID3289) => Min Interval: 0, Max Interval: 46
ResearchAssistantCandidate(ID3292) => Min Interval: 22, Max Interval: 40
ResearchAssistantCandidate(ID3293) => Min Interval: 9, Max Interval: 40
ResearchAssistantCandidate(ID3294) => Min Interval: 28, Max Interval: 50
ResearchAssistantCandidate(ID3295) => Min Interval: 15, Max Interval: 26
ResearchAssistantCandidate(ID3297) => Min Interval: 0, Max Interval: 39
ResearchAssistantCandidate(ID3298) => Min Interval: 26, Max Interval: 47
ResearchAssistantCandidate(ID3302) => Min Interval: 25, Max Interval: 37
ResearchAssistantCandidate(ID3303) => Min Interval: 10, Max Interval: 49
ResearchAssistantCandidate(ID3309) => Min Interval: 5, Max Interval: 38
ResearchAssistantCandidate(ID3317) => Min Interval: 6, Max Interval: 46
ResearchAssistantCandidate(ID3319) => Min Interval: 29, Max Interval: 45
ResearchAssistantCandidate(ID3323) => Min Interval: 19, Max Interval: 32
ResearchAssistantCandidate(ID3325) => Min Interval: 7, Max Interval: 43
ResearchAssistantCandidate(ID3334) => Min Interval: 5, Max Interval: 5
ResearchAssistantCandidate(ID3338) => Min Interval: 9, Max Interval: 48
ResearchAssistantCandidate(ID3339) => Min Interval: 18, Max Interval: 49
ResearchAssistantCandidate(ID3341) => Min Interval: 3, Max Interval: 36
ResearchAssistantCandidate(ID3344) => Min Interval: 19, Max Interval: 46
ResearchAssistantCandidate(ID3346) => Min Interval: 7, Max Interval: 50
ResearchAssistantCandidate(ID3351) => Min Interval: 9, Max Interval: 48
ResearchAssistantCandidate(ID3352) => Min Interval: 26, Max Interval: 42
ResearchAssistantCandidate(ID3353) => Min Interval: 9, Max Interval: 33
ResearchAssistantCandidate(ID3354) => Min Interval: 15, Max Interval: 41
ResearchAssistantCandidate(ID3356) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID3358) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID3362) => Min Interval: 37, Max Interval: 50
ResearchAssistantCandidate(ID3363) => Min Interval: 6, Max Interval: 48
ResearchAssistantCandidate(ID3365) => Min Interval: 28, Max Interval: 43
ResearchAssistantCandidate(ID3372) => Min Interval: 18, Max Interval: 49
ResearchAssistantCandidate(ID3373) => Min Interval: 7, Max Interval: 33
ResearchAssistantCandidate(ID3377) => Min Interval: 16, Max Interval: 43
ResearchAssistantCandidate(ID3383) => Min Interval: 6, Max Interval: 41
ResearchAssistantCandidate(ID3384) => Min Interval: 9, Max Interval: 31
ResearchAssistantCandidate(ID3388) => Min Interval: 7, Max Interval: 45
ResearchAssistantCandidate(ID3391) => Min Interval: 0, Max Interval: 43
ResearchAssistantCandidate(ID3392) => Min Interval: 10, Max Interval: 23
ResearchAssistantCandidate(ID3393) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID3395) => Min Interval: 9, Max Interval: 42
ResearchAssistantCandidate(ID3396) => Min Interval: 11, Max Interval: 25
ResearchAssistantCandidate(ID3398) => Min Interval: 13, Max Interval: 48
ResearchAssistantCandidate(ID3401) => Min Interval: 8, Max Interval: 16
ResearchAssistantCandidate(ID3402) => Min Interval: 17, Max Interval: 47
ResearchAssistantCandidate(ID3403) => Min Interval: 9, Max Interval: 42
ResearchAssistantCandidate(ID3404) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID3405) => Min Interval: 8, Max Interval: 39
ResearchAssistantCandidate(ID3406) => Min Interval: 0, Max Interval: 46
ResearchAssistantCandidate(ID3407) => Min Interval: 5, Max Interval: 44
ResearchAssistantCandidate(ID3411) => Min Interval: 15, Max Interval: 50
ResearchAssistantCandidate(ID3414) => Min Interval: 13, Max Interval: 44
ResearchAssistantCandidate(ID3415) => Min Interval: 3, Max Interval: 41
ResearchAssistantCandidate(ID3416) => Min Interval: 6, Max Interval: 6
ResearchAssistantCandidate(ID3420) => Min Interval: 9, Max Interval: 47
ResearchAssistantCandidate(ID3423) => Min Interval: 46, Max Interval: 49
ResearchAssistantCandidate(ID3425) => Min Interval: 22, Max Interval: 48
ResearchAssistantCandidate(ID3428) => Min Interval: 6, Max Interval: 46
ResearchAssistantCandidate(ID3429) => Min Interval: 18, Max Interval: 20
ResearchAssistantCandidate(ID3432) => Min Interval: 5, Max Interval: 25
ResearchAssistantCandidate(ID3433) => Min Interval: 5, Max Interval: 16
ResearchAssistantCandidate(ID3436) => Min Interval: 1, Max Interval: 52
ResearchAssistantCandidate(ID3441) => Min Interval: 24, Max Interval: 34
ResearchAssistantCandidate(ID3444) => Min Interval: 8, Max Interval: 33
ResearchAssistantCandidate(ID3447) => Min Interval: 10, Max Interval: 33
ResearchAssistantCandidate(ID3448) => Min Interval: 8, Max Interval: 49
ResearchAssistantCandidate(ID3449) => Min Interval: 2, Max Interval: 39
ResearchAssistantCandidate(ID3450) => Min Interval: 28, Max Interval: 49
ResearchAssistantCandidate(ID3455) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID3459) => Min Interval: 2, Max Interval: 46
ResearchAssistantCandidate(ID3460) => Min Interval: 20, Max Interval: 51
