Stored fact information:
ResearchAssistant(ID0) => Min Interval: 32, Max Interval: 40
ResearchAssistant(ID3358) => Min Interval: 4, Max Interval: 42
ResearchAssistant(ID3362) => Min Interval: 42, Max Interval: 50
ResearchAssistant(ID3363) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID3365) => Min Interval: 33, Max Interval: 43
ResearchAssistant(ID3372) => Min Interval: 45, Max Interval: 49
ResearchAssistant(ID3373) => Min Interval: 12, Max Interval: 22
ResearchAssistant(ID3377) => Min Interval: 21, Max Interval: 43
ResearchAssistant(ID3383) => Min Interval: 11, Max Interval: 41
ResearchAssistant(ID3384) => Min Interval: 14, Max Interval: 31
ResearchAssistant(ID3388) => Min Interval: 12, Max Interval: 45
ResearchAssistant(ID3391) => Min Interval: 2, Max Interval: 43
ResearchAssistant(ID3392) => Min Interval: 15, Max Interval: 23
ResearchAssistant(ID3393) => Min Interval: 13, Max Interval: 50
ResearchAssistant(ID3395) => Min Interval: 3, Max Interval: 42
ResearchAssistant(ID3396) => Min Interval: 16, Max Interval: 25
ResearchAssistant(ID3398) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID3401) => Min Interval: 13, Max Interval: 16
ResearchAssistant(ID3402) => Min Interval: 22, Max Interval: 47
ResearchAssistant(ID3403) => Min Interval: 14, Max Interval: 42
ResearchAssistant(ID3404) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID3405) => Min Interval: 13, Max Interval: 39
ResearchAssistant(ID3406) => Min Interval: 1, Max Interval: 46
ResearchAssistant(ID3407) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID3411) => Min Interval: 20, Max Interval: 50
ResearchAssistant(ID3414) => Min Interval: 18, Max Interval: 44
ResearchAssistant(ID3415) => Min Interval: 8, Max Interval: 41
ResearchAssistant(ID3420) => Min Interval: 14, Max Interval: 47
ResearchAssistant(ID3428) => Min Interval: 31, Max Interval: 46
ResearchAssistant(ID3432) => Min Interval: 10, Max Interval: 25
ResearchAssistant(ID3433) => Min Interval: 10, Max Interval: 16
ResearchAssistant(ID3436) => Min Interval: 17, Max Interval: 52
ResearchAssistant(ID3441) => Min Interval: 29, Max Interval: 34
ResearchAssistant(ID3444) => Min Interval: 9, Max Interval: 33
ResearchAssistant(ID3447) => Min Interval: 15, Max Interval: 33
ResearchAssistant(ID3448) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID3449) => Min Interval: 7, Max Interval: 39
ResearchAssistant(ID3450) => Min Interval: 33, Max Interval: 49
ResearchAssistant(ID3455) => Min Interval: 18, Max Interval: 50
ResearchAssistant(ID3459) => Min Interval: 3, Max Interval: 46
ResearchAssistant(ID3460) => Min Interval: 14, Max Interval: 51
ResearchAssistant(ID3462) => Min Interval: 10, Max Interval: 35
ResearchAssistant(ID3468) => Min Interval: 14, Max Interval: 36
ResearchAssistant(ID3471) => Min Interval: 12, Max Interval: 25
ResearchAssistant(ID3472) => Min Interval: 15, Max Interval: 42
ResearchAssistant(ID3475) => Min Interval: 30, Max Interval: 37
ResearchAssistant(ID3477) => Min Interval: 31, Max Interval: 47
ResearchAssistant(ID3478) => Min Interval: 28, Max Interval: 43
ResearchAssistant(ID3479) => Min Interval: 32, Max Interval: 49
ResearchAssistant(ID3481) => Min Interval: 18, Max Interval: 25
ResearchAssistant(ID3482) => Min Interval: 15, Max Interval: 49
ResearchAssistant(ID3487) => Min Interval: 27, Max Interval: 29
ResearchAssistant(ID3488) => Min Interval: 9, Max Interval: 47
ResearchAssistant(ID3494) => Min Interval: 1, Max Interval: 50
ResearchAssistant(ID3499) => Min Interval: 10, Max Interval: 51
ResearchAssistant(ID3504) => Min Interval: 7, Max Interval: 44
ResearchAssistant(ID3505) => Min Interval: 17, Max Interval: 25
ResearchAssistant(ID3506) => Min Interval: 30, Max Interval: 42
ResearchAssistant(ID3509) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID3513) => Min Interval: 10, Max Interval: 26
ResearchAssistant(ID3517) => Min Interval: 17, Max Interval: 49
ResearchAssistant(ID3521) => Min Interval: 10, Max Interval: 28
ResearchAssistant(ID3528) => Min Interval: 5, Max Interval: 10
ResearchAssistant(ID3529) => Min Interval: 31, Max Interval: 48
ResearchAssistant(ID3531) => Min Interval: 26, Max Interval: 49
ResearchAssistant(ID3533) => Min Interval: 5, Max Interval: 33
ResearchAssistant(ID3534) => Min Interval: 21, Max Interval: 28
ResearchAssistant(ID3535) => Min Interval: 38, Max Interval: 48
ResearchAssistant(ID3542) => Min Interval: 18, Max Interval: 49
ResearchAssistant(ID3551) => Min Interval: 26, Max Interval: 33
ResearchAssistant(ID3554) => Min Interval: 13, Max Interval: 42
ResearchAssistant(ID3556) => Min Interval: 12, Max Interval: 33
ResearchAssistant(ID3567) => Min Interval: 18, Max Interval: 50
ResearchAssistant(ID3568) => Min Interval: 17, Max Interval: 37
ResearchAssistant(ID3575) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID3576) => Min Interval: 17, Max Interval: 50
ResearchAssistant(ID3577) => Min Interval: 11, Max Interval: 40
ResearchAssistant(ID3578) => Min Interval: 15, Max Interval: 49
ResearchAssistant(ID3580) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID3582) => Min Interval: 8, Max Interval: 47
ResearchAssistant(ID3588) => Min Interval: 22, Max Interval: 47
ResearchAssistant(ID3594) => Min Interval: 33, Max Interval: 33
ResearchAssistant(ID3595) => Min Interval: 0, Max Interval: 49
ResearchAssistant(ID3597) => Min Interval: 37, Max Interval: 50
ResearchAssistant(ID3601) => Min Interval: 22, Max Interval: 48
ResearchAssistant(ID3603) => Min Interval: 3, Max Interval: 39
ResearchAssistant(ID3607) => Min Interval: 7, Max Interval: 39
ResearchAssistant(ID3615) => Min Interval: 19, Max Interval: 28
ResearchAssistant(ID3616) => Min Interval: 24, Max Interval: 34
ResearchAssistant(ID3617) => Min Interval: 13, Max Interval: 42
ResearchAssistant(ID3620) => Min Interval: 14, Max Interval: 48
ResearchAssistant(ID3621) => Min Interval: 16, Max Interval: 42
ResearchAssistant(ID3627) => Min Interval: 29, Max Interval: 36
ResearchAssistant(ID3630) => Min Interval: 20, Max Interval: 43
ResearchAssistant(ID3631) => Min Interval: 12, Max Interval: 43
ResearchAssistant(ID3635) => Min Interval: 28, Max Interval: 43
ResearchAssistant(ID3636) => Min Interval: 3, Max Interval: 50
ResearchAssistant(ID3642) => Min Interval: 14, Max Interval: 42
ResearchAssistant(ID3650) => Min Interval: 26, Max Interval: 48
ResearchAssistant(ID3652) => Min Interval: 13, Max Interval: 46
ResearchAssistant(ID3653) => Min Interval: 15, Max Interval: 24
ResearchAssistant(ID3666) => Min Interval: 13, Max Interval: 33
ResearchAssistant(ID3667) => Min Interval: 37, Max Interval: 41
ResearchAssistant(ID3682) => Min Interval: 31, Max Interval: 35
ResearchAssistant(ID3690) => Min Interval: 28, Max Interval: 43
ResearchAssistant(ID3692) => Min Interval: 25, Max Interval: 46
ResearchAssistant(ID3696) => Min Interval: 22, Max Interval: 49
ResearchAssistant(ID3697) => Min Interval: 10, Max Interval: 27
ResearchAssistant(ID3698) => Min Interval: 18, Max Interval: 40
ResearchAssistant(ID3699) => Min Interval: 12, Max Interval: 31
ResearchAssistant(ID3702) => Min Interval: 23, Max Interval: 44
ResearchAssistant(ID3703) => Min Interval: 16, Max Interval: 41
ResearchAssistant(ID3720) => Min Interval: 16, Max Interval: 49
ResearchAssistant(ID3721) => Min Interval: 39, Max Interval: 39
ResearchAssistant(ID3724) => Min Interval: 16, Max Interval: 20
ResearchAssistant(ID3733) => Min Interval: 26, Max Interval: 40
ResearchAssistant(ID3748) => Min Interval: 24, Max Interval: 32
ResearchAssistant(ID3758) => Min Interval: 21, Max Interval: 50
ResearchAssistant(ID3759) => Min Interval: 28, Max Interval: 48
ResearchAssistant(ID3762) => Min Interval: 20, Max Interval: 47
ResearchAssistant(ID3770) => Min Interval: 11, Max Interval: 35
ResearchAssistant(ID3772) => Min Interval: 11, Max Interval: 40
ResearchAssistant(ID3786) => Min Interval: 12, Max Interval: 34
ResearchAssistant(ID3791) => Min Interval: 24, Max Interval: 37
ResearchAssistant(ID3792) => Min Interval: 16, Max Interval: 37
ResearchAssistant(ID3818) => Min Interval: 32, Max Interval: 49
ResearchAssistant(ID3824) => Min Interval: 13, Max Interval: 20
ResearchAssistant(ID3854) => Min Interval: 10, Max Interval: 18
ResearchAssistant(ID3856) => Min Interval: 17, Max Interval: 19
ResearchAssistant(ID3857) => Min Interval: 12, Max Interval: 12
ResearchAssistant(ID3858) => Min Interval: 30, Max Interval: 49
ResearchAssistant(ID3868) => Min Interval: 12, Max Interval: 13
ResearchAssistant(ID3869) => Min Interval: 25, Max Interval: 43
ResearchAssistant(ID3873) => Min Interval: 5, Max Interval: 44
ResearchAssistant(ID3878) => Min Interval: 8, Max Interval: 47
ResearchAssistant(ID3881) => Min Interval: 8, Max Interval: 43
ResearchAssistant(ID3883) => Min Interval: 36, Max Interval: 46
ResearchAssistant(ID3884) => Min Interval: 20, Max Interval: 44
ResearchAssistant(ID3885) => Min Interval: 31, Max Interval: 33
ResearchAssistant(ID3887) => Min Interval: 3, Max Interval: 47
ResearchAssistant(ID3888) => Min Interval: 23, Max Interval: 40
ResearchAssistant(ID3889) => Min Interval: 21, Max Interval: 39
ResearchAssistant(ID3891) => Min Interval: 12, Max Interval: 47
ResearchAssistant(ID3892) => Min Interval: 2, Max Interval: 27
ResearchAssistant(ID3898) => Min Interval: 25, Max Interval: 29
ResearchAssistant(ID3900) => Min Interval: 22, Max Interval: 50
ResearchAssistant(ID3902) => Min Interval: 15, Max Interval: 41
ResearchAssistant(ID3904) => Min Interval: 36, Max Interval: 45
ResearchAssistant(ID3906) => Min Interval: 12, Max Interval: 20
ResearchAssistant(ID3908) => Min Interval: 27, Max Interval: 38
ResearchAssistant(ID3911) => Min Interval: 10, Max Interval: 39
ResearchAssistant(ID3917) => Min Interval: 11, Max Interval: 44
ResearchAssistant(ID3918) => Min Interval: 11, Max Interval: 42
ResearchAssistant(ID3920) => Min Interval: 5, Max Interval: 52
ResearchAssistant(ID3921) => Min Interval: 16, Max Interval: 28
ResearchAssistant(ID3924) => Min Interval: 15, Max Interval: 26
ResearchAssistant(ID3926) => Min Interval: 12, Max Interval: 18
ResearchAssistant(ID3929) => Min Interval: 12, Max Interval: 27
ResearchAssistant(ID3935) => Min Interval: 4, Max Interval: 52
ResearchAssistant(ID3936) => Min Interval: 20, Max Interval: 30
ResearchAssistant(ID3938) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID3939) => Min Interval: 18, Max Interval: 48
ResearchAssistant(ID3943) => Min Interval: 11, Max Interval: 46
ResearchAssistant(ID3945) => Min Interval: 18, Max Interval: 31
ResearchAssistant(ID3950) => Min Interval: 15, Max Interval: 48
ResearchAssistant(ID3951) => Min Interval: 22, Max Interval: 31
ResearchAssistant(ID3952) => Min Interval: 9, Max Interval: 32
ResearchAssistant(ID3955) => Min Interval: 36, Max Interval: 44
ResearchAssistant(ID3961) => Min Interval: 13, Max Interval: 43
ResearchAssistant(ID3962) => Min Interval: 22, Max Interval: 51
ResearchAssistant(ID3964) => Min Interval: 5, Max Interval: 47
ResearchAssistant(ID3965) => Min Interval: 16, Max Interval: 43
ResearchAssistant(ID3967) => Min Interval: 14, Max Interval: 47
ResearchAssistant(ID3969) => Min Interval: 12, Max Interval: 48
ResearchAssistant(ID3971) => Min Interval: 29, Max Interval: 37
ResearchAssistant(ID3973) => Min Interval: 0, Max Interval: 50
ResearchAssistant(ID3975) => Min Interval: 15, Max Interval: 50
ResearchAssistant(ID3976) => Min Interval: 5, Max Interval: 33
ResearchAssistant(ID3979) => Min Interval: 2, Max Interval: 40
ResearchAssistant(ID3983) => Min Interval: 17, Max Interval: 26
ResearchAssistant(ID3985) => Min Interval: 36, Max Interval: 49
ResearchAssistant(ID3987) => Min Interval: 7, Max Interval: 19
ResearchAssistant(ID3988) => Min Interval: 13, Max Interval: 43
ResearchAssistant(ID3990) => Min Interval: 5, Max Interval: 51
ResearchAssistant(ID3993) => Min Interval: 10, Max Interval: 24
ResearchAssistant(ID3994) => Min Interval: 39, Max Interval: 49
ResearchAssistant(ID3995) => Min Interval: 22, Max Interval: 30
ResearchAssistant(ID3997) => Min Interval: 22, Max Interval: 49
ResearchAssistant(ID3999) => Min Interval: 24, Max Interval: 35
ResearchAssistant(ID4000) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID4001) => Min Interval: 32, Max Interval: 46
ResearchAssistant(ID4002) => Min Interval: 12, Max Interval: 15
ResearchAssistant(ID4008) => Min Interval: 44, Max Interval: 48
ResearchAssistant(ID4013) => Min Interval: 19, Max Interval: 29
ResearchAssistant(ID4014) => Min Interval: 16, Max Interval: 46
ResearchAssistant(ID4015) => Min Interval: 23, Max Interval: 38
ResearchAssistant(ID4018) => Min Interval: 24, Max Interval: 41
ResearchAssistant(ID4022) => Min Interval: 35, Max Interval: 50
ResearchAssistant(ID4026) => Min Interval: 21, Max Interval: 34
ResearchAssistant(ID4027) => Min Interval: 6, Max Interval: 51
ResearchAssistant(ID4029) => Min Interval: 8, Max Interval: 47
ResearchAssistant(ID4030) => Min Interval: 14, Max Interval: 48
ResearchAssistant(ID4031) => Min Interval: 20, Max Interval: 21
ResearchAssistant(ID4032) => Min Interval: 14, Max Interval: 49
ResearchAssistant(ID4036) => Min Interval: 17, Max Interval: 42
ResearchAssistant(ID4039) => Min Interval: 0, Max Interval: 45
ResearchAssistant(ID4041) => Min Interval: 17, Max Interval: 45
ResearchAssistant(ID4043) => Min Interval: 24, Max Interval: 28
ResearchAssistant(ID4047) => Min Interval: 11, Max Interval: 45
ResearchAssistant(ID4050) => Min Interval: 5, Max Interval: 47
ResearchAssistant(ID4051) => Min Interval: 11, Max Interval: 39
ResearchAssistant(ID4056) => Min Interval: 21, Max Interval: 29
ResearchAssistant(ID4059) => Min Interval: 7, Max Interval: 46
ResearchAssistant(ID4060) => Min Interval: 8, Max Interval: 50
ResearchAssistant(ID4066) => Min Interval: 14, Max Interval: 19
ResearchAssistant(ID4067) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID4068) => Min Interval: 14, Max Interval: 47
ResearchAssistant(ID4070) => Min Interval: 13, Max Interval: 50
ResearchAssistant(ID4072) => Min Interval: 9, Max Interval: 48
ResearchAssistant(ID4075) => Min Interval: 2, Max Interval: 27
ResearchAssistant(ID4077) => Min Interval: 2, Max Interval: 51
ResearchAssistant(ID4080) => Min Interval: 20, Max Interval: 28
ResearchAssistant(ID4081) => Min Interval: 4, Max Interval: 48
ResearchAssistant(ID4083) => Min Interval: 5, Max Interval: 49
ResearchAssistant(ID4086) => Min Interval: 1, Max Interval: 51
ResearchAssistant(ID4088) => Min Interval: 14, Max Interval: 38
ResearchAssistant(ID4089) => Min Interval: 23, Max Interval: 31
ResearchAssistant(ID4093) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID4097) => Min Interval: 13, Max Interval: 48
ResearchAssistant(ID4100) => Min Interval: 10, Max Interval: 47
ResearchAssistant(ID4104) => Min Interval: 17, Max Interval: 44
ResearchAssistant(ID4107) => Min Interval: 19, Max Interval: 44
ResearchAssistant(ID4111) => Min Interval: 10, Max Interval: 47
ResearchAssistant(ID4113) => Min Interval: 7, Max Interval: 51
ResearchAssistant(ID4114) => Min Interval: 11, Max Interval: 42
ResearchAssistant(ID4117) => Min Interval: 11, Max Interval: 40
ResearchAssistant(ID4119) => Min Interval: 23, Max Interval: 30
ResearchAssistant(ID4120) => Min Interval: 19, Max Interval: 43
ResearchAssistant(ID4122) => Min Interval: 32, Max Interval: 32
ResearchAssistant(ID4125) => Min Interval: 30, Max Interval: 37
ResearchAssistant(ID4127) => Min Interval: 22, Max Interval: 33
ResearchAssistant(ID4129) => Min Interval: 27, Max Interval: 43
ResearchAssistant(ID4131) => Min Interval: 4, Max Interval: 47
ResearchAssistant(ID4133) => Min Interval: 22, Max Interval: 44
ResearchAssistant(ID4134) => Min Interval: 18, Max Interval: 23
ResearchAssistant(ID4136) => Min Interval: 38, Max Interval: 47
ResearchAssistant(ID4139) => Min Interval: 10, Max Interval: 46
ResearchAssistant(ID4146) => Min Interval: 9, Max Interval: 45
ResearchAssistant(ID4149) => Min Interval: 41, Max Interval: 48
ResearchAssistant(ID4150) => Min Interval: 24, Max Interval: 50
ResearchAssistant(ID4151) => Min Interval: 17, Max Interval: 45
ResearchAssistant(ID4153) => Min Interval: 8, Max Interval: 52
ResearchAssistant(ID4156) => Min Interval: 21, Max Interval: 39
ResearchAssistant(ID4159) => Min Interval: 8, Max Interval: 36
ResearchAssistant(ID4165) => Min Interval: 1, Max Interval: 12
ResearchAssistant(ID4170) => Min Interval: 18, Max Interval: 38
ResearchAssistant(ID4172) => Min Interval: 5, Max Interval: 42
ResearchAssistant(ID4176) => Min Interval: 25, Max Interval: 30
ResearchAssistant(ID4177) => Min Interval: 20, Max Interval: 34
ResearchAssistant(ID4180) => Min Interval: 11, Max Interval: 41
ResearchAssistant(ID4181) => Min Interval: 32, Max Interval: 45
ResearchAssistant(ID4183) => Min Interval: 12, Max Interval: 32
ResearchAssistant(ID4186) => Min Interval: 9, Max Interval: 51
ResearchAssistant(ID4188) => Min Interval: 4, Max Interval: 41
ResearchAssistant(ID4189) => Min Interval: 23, Max Interval: 40
ResearchAssistant(ID4194) => Min Interval: 17, Max Interval: 38
ResearchAssistant(ID4200) => Min Interval: 30, Max Interval: 40
ResearchAssistant(ID4205) => Min Interval: 6, Max Interval: 43
ResearchAssistant(ID4206) => Min Interval: 13, Max Interval: 36
ResearchAssistant(ID4208) => Min Interval: 21, Max Interval: 50
ResearchAssistant(ID4212) => Min Interval: 14, Max Interval: 31
ResearchAssistant(ID4215) => Min Interval: 1, Max Interval: 36
ResearchAssistant(ID4217) => Min Interval: 10, Max Interval: 35
ResearchAssistant(ID4218) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID4224) => Min Interval: 25, Max Interval: 45
ResearchAssistant(ID4226) => Min Interval: 5, Max Interval: 50
ResearchAssistant(ID4227) => Min Interval: 10, Max Interval: 47
ResearchAssistant(ID4229) => Min Interval: 19, Max Interval: 31
ResearchAssistant(ID4230) => Min Interval: 13, Max Interval: 18
ResearchAssistant(ID4233) => Min Interval: 7, Max Interval: 49
ResearchAssistant(ID4234) => Min Interval: 8, Max Interval: 51
ResearchAssistant(ID4242) => Min Interval: 20, Max Interval: 31
ResearchAssistant(ID4243) => Min Interval: 4, Max Interval: 48
ResearchAssistant(ID4244) => Min Interval: 26, Max Interval: 29
ResearchAssistant(ID4247) => Min Interval: 3, Max Interval: 47
ResearchAssistant(ID4250) => Min Interval: 10, Max Interval: 32
ResearchAssistant(ID4253) => Min Interval: 11, Max Interval: 40
ResearchAssistant(ID4254) => Min Interval: 16, Max Interval: 44
ResearchAssistant(ID4255) => Min Interval: 6, Max Interval: 37
ResearchAssistant(ID4256) => Min Interval: 5, Max Interval: 31
ResearchAssistant(ID4258) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID4259) => Min Interval: 33, Max Interval: 46
ResearchAssistant(ID4260) => Min Interval: 21, Max Interval: 50
ResearchAssistant(ID4266) => Min Interval: 7, Max Interval: 31
ResearchAssistant(ID4269) => Min Interval: 28, Max Interval: 50
ResearchAssistant(ID4274) => Min Interval: 11, Max Interval: 46
ResearchAssistant(ID4275) => Min Interval: 2, Max Interval: 46
ResearchAssistant(ID4278) => Min Interval: 11, Max Interval: 50
ResearchAssistant(ID4282) => Min Interval: 13, Max Interval: 46
ResearchAssistant(ID4285) => Min Interval: 18, Max Interval: 45
ResearchAssistant(ID4288) => Min Interval: 22, Max Interval: 46
ResearchAssistant(ID4289) => Min Interval: 8, Max Interval: 51
ResearchAssistant(ID4294) => Min Interval: 10, Max Interval: 44
ResearchAssistant(ID4297) => Min Interval: 9, Max Interval: 52
ResearchAssistant(ID4300) => Min Interval: 3, Max Interval: 51
ResearchAssistant(ID4301) => Min Interval: 31, Max Interval: 43
ResearchAssistant(ID4308) => Min Interval: 43, Max Interval: 50
ResearchAssistant(ID4310) => Min Interval: 4, Max Interval: 50
ResearchAssistant(ID4311) => Min Interval: 17, Max Interval: 40
ResearchAssistant(ID4312) => Min Interval: 28, Max Interval: 44
ResearchAssistant(ID4313) => Min Interval: 22, Max Interval: 22
ResearchAssistant(ID4315) => Min Interval: 15, Max Interval: 28
ResearchAssistant(ID4316) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID4318) => Min Interval: 6, Max Interval: 37
ResearchAssistant(ID4319) => Min Interval: 24, Max Interval: 29
ResearchAssistant(ID4321) => Min Interval: 4, Max Interval: 49
ResearchAssistant(ID4322) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID4323) => Min Interval: 12, Max Interval: 46
ResearchAssistant(ID4325) => Min Interval: 24, Max Interval: 36
ResearchAssistant(ID4328) => Min Interval: 22, Max Interval: 49
ResearchAssistant(ID4329) => Min Interval: 29, Max Interval: 40
ResearchAssistant(ID4331) => Min Interval: 36, Max Interval: 46
ResearchAssistant(ID4333) => Min Interval: 11, Max Interval: 50
ResearchAssistant(ID4335) => Min Interval: 6, Max Interval: 48
ResearchAssistant(ID4338) => Min Interval: 10, Max Interval: 47
ResearchAssistant(ID4340) => Min Interval: 35, Max Interval: 49
ResearchAssistant(ID4341) => Min Interval: 25, Max Interval: 38
ResearchAssistant(ID4342) => Min Interval: 15, Max Interval: 47
ResearchAssistant(ID4343) => Min Interval: 9, Max Interval: 46
ResearchAssistant(ID4344) => Min Interval: 16, Max Interval: 48
ResearchAssistant(ID4346) => Min Interval: 28, Max Interval: 49
ResearchAssistant(ID4347) => Min Interval: 7, Max Interval: 50
ResearchAssistant(ID4349) => Min Interval: 17, Max Interval: 24
ResearchAssistant(ID4353) => Min Interval: 15, Max Interval: 44
ResearchAssistant(ID4358) => Min Interval: 16, Max Interval: 50
ResearchAssistant(ID4360) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID4364) => Min Interval: 13, Max Interval: 32
ResearchAssistant(ID4366) => Min Interval: 10, Max Interval: 37
ResearchAssistant(ID4370) => Min Interval: 25, Max Interval: 48
ResearchAssistant(ID4375) => Min Interval: 15, Max Interval: 31
ResearchAssistant(ID4377) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID4378) => Min Interval: 16, Max Interval: 45
ResearchAssistant(ID4380) => Min Interval: 10, Max Interval: 19
ResearchAssistant(ID4381) => Min Interval: 10, Max Interval: 37
ResearchAssistant(ID4385) => Min Interval: 22, Max Interval: 38
ResearchAssistant(ID4386) => Min Interval: 4, Max Interval: 47
ResearchAssistant(ID4389) => Min Interval: 1, Max Interval: 35
ResearchAssistant(ID4391) => Min Interval: 11, Max Interval: 45
ResearchAssistant(ID4392) => Min Interval: 5, Max Interval: 24
ResearchAssistant(ID4397) => Min Interval: 34, Max Interval: 38
ResearchAssistant(ID4400) => Min Interval: 22, Max Interval: 24
ResearchAssistant(ID4401) => Min Interval: 24, Max Interval: 43
ResearchAssistant(ID4406) => Min Interval: 23, Max Interval: 38
ResearchAssistant(ID4408) => Min Interval: 16, Max Interval: 48
ResearchAssistant(ID4409) => Min Interval: 22, Max Interval: 49
ResearchAssistant(ID4410) => Min Interval: 27, Max Interval: 46
ResearchAssistant(ID4412) => Min Interval: 11, Max Interval: 39
ResearchAssistant(ID4414) => Min Interval: 5, Max Interval: 47
ResearchAssistant(ID4423) => Min Interval: 21, Max Interval: 43
ResearchAssistant(ID4424) => Min Interval: 18, Max Interval: 45
ResearchAssistant(ID4428) => Min Interval: 4, Max Interval: 43
ResearchAssistant(ID4429) => Min Interval: 14, Max Interval: 39
ResearchAssistant(ID4433) => Min Interval: 18, Max Interval: 46
ResearchAssistant(ID4436) => Min Interval: 29, Max Interval: 43
ResearchAssistant(ID4440) => Min Interval: 32, Max Interval: 33
ResearchAssistant(ID4441) => Min Interval: 7, Max Interval: 50
ResearchAssistant(ID4443) => Min Interval: 11, Max Interval: 33
ResearchAssistant(ID4445) => Min Interval: 10, Max Interval: 48
ResearchAssistant(ID4448) => Min Interval: 33, Max Interval: 40
ResearchAssistant(ID4449) => Min Interval: 3, Max Interval: 49
ResearchAssistant(ID4451) => Min Interval: 11, Max Interval: 28
ResearchAssistant(ID4452) => Min Interval: 42, Max Interval: 43
ResearchAssistant(ID4453) => Min Interval: 21, Max Interval: 41
ResearchAssistant(ID4455) => Min Interval: 11, Max Interval: 45
ResearchAssistant(ID4457) => Min Interval: 29, Max Interval: 49
ResearchAssistant(ID4462) => Min Interval: 23, Max Interval: 50
ResearchAssistant(ID4463) => Min Interval: 14, Max Interval: 37
ResearchAssistant(ID4466) => Min Interval: 32, Max Interval: 34
ResearchAssistant(ID4468) => Min Interval: 11, Max Interval: 17
ResearchAssistant(ID4469) => Min Interval: 6, Max Interval: 6
ResearchAssistant(ID4472) => Min Interval: 25, Max Interval: 46
ResearchAssistant(ID4474) => Min Interval: 11, Max Interval: 34
ResearchAssistant(ID4475) => Min Interval: 15, Max Interval: 36
ResearchAssistant(ID4483) => Min Interval: 11, Max Interval: 35
ResearchAssistant(ID4484) => Min Interval: 11, Max Interval: 20
ResearchAssistant(ID4486) => Min Interval: 24, Max Interval: 33
ResearchAssistant(ID4487) => Min Interval: 30, Max Interval: 41
ResearchAssistant(ID4489) => Min Interval: 12, Max Interval: 16
ResearchAssistant(ID4490) => Min Interval: 13, Max Interval: 34
ResearchAssistant(ID4491) => Min Interval: 16, Max Interval: 39
ResearchAssistant(ID4493) => Min Interval: 9, Max Interval: 47
ResearchAssistant(ID4496) => Min Interval: 24, Max Interval: 50
ResearchAssistant(ID4500) => Min Interval: 22, Max Interval: 30
ResearchAssistant(ID4505) => Min Interval: 4, Max Interval: 48
ResearchAssistant(ID4511) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID4513) => Min Interval: 16, Max Interval: 49
ResearchAssistant(ID4515) => Min Interval: 11, Max Interval: 44
ResearchAssistant(ID4516) => Min Interval: 16, Max Interval: 50
ResearchAssistant(ID4517) => Min Interval: 31, Max Interval: 50
ResearchAssistant(ID4521) => Min Interval: 5, Max Interval: 48
ResearchAssistant(ID4522) => Min Interval: 8, Max Interval: 48
ResearchAssistant(ID4523) => Min Interval: 10, Max Interval: 25
ResearchAssistant(ID4526) => Min Interval: 17, Max Interval: 38
ResearchAssistant(ID4527) => Min Interval: 18, Max Interval: 44
ResearchAssistant(ID4528) => Min Interval: 15, Max Interval: 38
ResearchAssistant(ID4529) => Min Interval: 11, Max Interval: 52
ResearchAssistant(ID4531) => Min Interval: 27, Max Interval: 48
ResearchAssistant(ID4533) => Min Interval: 10, Max Interval: 42
ResearchAssistant(ID4534) => Min Interval: 27, Max Interval: 47
ResearchAssistant(ID4541) => Min Interval: 11, Max Interval: 46
ResearchAssistant(ID4542) => Min Interval: 23, Max Interval: 39
ResearchAssistant(ID4546) => Min Interval: 16, Max Interval: 24
ResearchAssistant(ID4547) => Min Interval: 35, Max Interval: 35
ResearchAssistant(ID4551) => Min Interval: 15, Max Interval: 41
ResearchAssistant(ID4553) => Min Interval: 10, Max Interval: 34
ResearchAssistant(ID4554) => Min Interval: 38, Max Interval: 49
ResearchAssistant(ID4560) => Min Interval: 11, Max Interval: 44
ResearchAssistant(ID4562) => Min Interval: 10, Max Interval: 42
ResearchAssistant(ID4563) => Min Interval: 25, Max Interval: 44
ResearchAssistant(ID4565) => Min Interval: 31, Max Interval: 43
ResearchAssistant(ID4567) => Min Interval: 40, Max Interval: 40
ResearchAssistant(ID4569) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID4571) => Min Interval: 19, Max Interval: 50
ResearchAssistant(ID4572) => Min Interval: 25, Max Interval: 36
