Stored fact information:
ResearchAssistantCandidate(ID4) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID1798) => Min Interval: 8, Max Interval: 42
ResearchAssistantCandidate(ID1809) => Min Interval: 31, Max Interval: 35
ResearchAssistantCandidate(ID1812) => Min Interval: 8, Max Interval: 24
ResearchAssistantCandidate(ID1858) => Min Interval: 12, Max Interval: 42
ResearchAssistantCandidate(ID1891) => Min Interval: 0, Max Interval: 33
ResearchAssistantCandidate(ID1896) => Min Interval: 2, Max Interval: 46
ResearchAssistantCandidate(ID1911) => Min Interval: 2, Max Interval: 48
ResearchAssistantCandidate(ID1916) => Min Interval: 15, Max Interval: 47
ResearchAssistantCandidate(ID1924) => Min Interval: 1, Max Interval: 41
ResearchAssistantCandidate(ID1925) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID1968) => Min Interval: 18, Max Interval: 34
ResearchAssistantCandidate(ID1974) => Min Interval: 17, Max Interval: 47
ResearchAssistantCandidate(ID1980) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID1984) => Min Interval: 12, Max Interval: 48
ResearchAssistantCandidate(ID2007) => Min Interval: 6, Max Interval: 50
