Stored fact information:
Employee(ID0) => Min Interval: 30, Max Interval: 41
Employee(ID3171) => Min Interval: 27, Max Interval: 37
Employee(ID3176) => Min Interval: 43, Max Interval: 43
Employee(ID3177) => Min Interval: 11, Max Interval: 37
Employee(ID3179) => Min Interval: 10, Max Interval: 48
Employee(ID3180) => Min Interval: 12, Max Interval: 49
Employee(ID3184) => Min Interval: 4, Max Interval: 52
Employee(ID3187) => Min Interval: 25, Max Interval: 42
Employee(ID3191) => Min Interval: 14, Max Interval: 24
Employee(ID3193) => Min Interval: 20, Max Interval: 51
Employee(ID3195) => Min Interval: 10, Max Interval: 45
Employee(ID3196) => Min Interval: 20, Max Interval: 29
Employee(ID3198) => Min Interval: 8, Max Interval: 53
Employee(ID3199) => Min Interval: 8, Max Interval: 47
Employee(ID3201) => Min Interval: 24, Max Interval: 50
Employee(ID3202) => Min Interval: 28, Max Interval: 46
Employee(ID3203) => Min Interval: 1, Max Interval: 54
Employee(ID3206) => Min Interval: 20, Max Interval: 46
Employee(ID3209) => Min Interval: 16, Max Interval: 47
Employee(ID3211) => Min Interval: 8, Max Interval: 42
Employee(ID3212) => Min Interval: 3, Max Interval: 28
Employee(ID3213) => Min Interval: 4, Max Interval: 25
Employee(ID3215) => Min Interval: 9, Max Interval: 42
Employee(ID3217) => Min Interval: 7, Max Interval: 54
Employee(ID3219) => Min Interval: 16, Max Interval: 38
Employee(ID3220) => Min Interval: 3, Max Interval: 99
Employee(ID3221) => Min Interval: 40, Max Interval: 41
Employee(ID3222) => Min Interval: 7, Max Interval: 53
Employee(ID3226) => Min Interval: 31, Max Interval: 48
Employee(ID3232) => Min Interval: 8, Max Interval: 50
Employee(ID3233) => Min Interval: 4, Max Interval: 51
Employee(ID3235) => Min Interval: 7, Max Interval: 31
Employee(ID3236) => Min Interval: 0, Max Interval: 99
Employee(ID3238) => Min Interval: 17, Max Interval: 27
Employee(ID3239) => Min Interval: 13, Max Interval: 33
Employee(ID3241) => Min Interval: 29, Max Interval: 37
Employee(ID3247) => Min Interval: 36, Max Interval: 52
Employee(ID3251) => Min Interval: 5, Max Interval: 52
Employee(ID3252) => Min Interval: 27, Max Interval: 46
Employee(ID3253) => Min Interval: 14, Max Interval: 24
Employee(ID3256) => Min Interval: 24, Max Interval: 47
Employee(ID3260) => Min Interval: 10, Max Interval: 39
Employee(ID3263) => Min Interval: 16, Max Interval: 47
Employee(ID3264) => Min Interval: 30, Max Interval: 42
Employee(ID3265) => Min Interval: 4, Max Interval: 53
Employee(ID3266) => Min Interval: 23, Max Interval: 32
Employee(ID3267) => Min Interval: 17, Max Interval: 52
Employee(ID3270) => Min Interval: 21, Max Interval: 41
Employee(ID3275) => Min Interval: 13, Max Interval: 38
Employee(ID3278) => Min Interval: 13, Max Interval: 46
Employee(ID3281) => Min Interval: 16, Max Interval: 51
Employee(ID3282) => Min Interval: 1, Max Interval: 99
Employee(ID3284) => Min Interval: 5, Max Interval: 44
Employee(ID3285) => Min Interval: 4, Max Interval: 48
Employee(ID3289) => Min Interval: 3, Max Interval: 51
Employee(ID3291) => Min Interval: 0, Max Interval: 99
Employee(ID3292) => Min Interval: 25, Max Interval: 41
Employee(ID3293) => Min Interval: 7, Max Interval: 41
Employee(ID3294) => Min Interval: 31, Max Interval: 51
Employee(ID3295) => Min Interval: 18, Max Interval: 27
Employee(ID3297) => Min Interval: 0, Max Interval: 44
Employee(ID3298) => Min Interval: 16, Max Interval: 44
Employee(ID3302) => Min Interval: 28, Max Interval: 38
Employee(ID3303) => Min Interval: 43, Max Interval: 44
Employee(ID3309) => Min Interval: 8, Max Interval: 43
Employee(ID3317) => Min Interval: 5, Max Interval: 51
Employee(ID3319) => Min Interval: 32, Max Interval: 46
Employee(ID3323) => Min Interval: 22, Max Interval: 33
Employee(ID3325) => Min Interval: 10, Max Interval: 44
Employee(ID3338) => Min Interval: 12, Max Interval: 49
Employee(ID3339) => Min Interval: 21, Max Interval: 39
Employee(ID3341) => Min Interval: 2, Max Interval: 41
Employee(ID3344) => Min Interval: 22, Max Interval: 47
Employee(ID3346) => Min Interval: 10, Max Interval: 51
Employee(ID3351) => Min Interval: 3, Max Interval: 49
Employee(ID3352) => Min Interval: 10, Max Interval: 47
Employee(ID3353) => Min Interval: 12, Max Interval: 34
Employee(ID3354) => Min Interval: 18, Max Interval: 42
Employee(ID3356) => Min Interval: 8, Max Interval: 50
Employee(ID3358) => Min Interval: 4, Max Interval: 47
Employee(ID3362) => Min Interval: 40, Max Interval: 51
Employee(ID3363) => Min Interval: 9, Max Interval: 49
Employee(ID3365) => Min Interval: 31, Max Interval: 44
Employee(ID3372) => Min Interval: 43, Max Interval: 44
Employee(ID3373) => Min Interval: 10, Max Interval: 23
Employee(ID3377) => Min Interval: 19, Max Interval: 44
Employee(ID3383) => Min Interval: 9, Max Interval: 42
Employee(ID3384) => Min Interval: 12, Max Interval: 32
Employee(ID3388) => Min Interval: 10, Max Interval: 46
Employee(ID3391) => Min Interval: 2, Max Interval: 48
Employee(ID3392) => Min Interval: 13, Max Interval: 24
Employee(ID3393) => Min Interval: 11, Max Interval: 51
Employee(ID3395) => Min Interval: 3, Max Interval: 47
Employee(ID3396) => Min Interval: 14, Max Interval: 26
Employee(ID3398) => Min Interval: 14, Max Interval: 49
Employee(ID3401) => Min Interval: 11, Max Interval: 11
Employee(ID3402) => Min Interval: 20, Max Interval: 48
Employee(ID3403) => Min Interval: 12, Max Interval: 37
Employee(ID3404) => Min Interval: 9, Max Interval: 48
Employee(ID3405) => Min Interval: 11, Max Interval: 40
Employee(ID3406) => Min Interval: 0, Max Interval: 51
Employee(ID3407) => Min Interval: 4, Max Interval: 49
Employee(ID3411) => Min Interval: 18, Max Interval: 51
Employee(ID3414) => Min Interval: 16, Max Interval: 45
Employee(ID3415) => Min Interval: 6, Max Interval: 42
Employee(ID3420) => Min Interval: 12, Max Interval: 48
Employee(ID3428) => Min Interval: 29, Max Interval: 47
Employee(ID3432) => Min Interval: 8, Max Interval: 26
Employee(ID3433) => Min Interval: 8, Max Interval: 17
Employee(ID3436) => Min Interval: 15, Max Interval: 53
Employee(ID3441) => Min Interval: 27, Max Interval: 35
Employee(ID3444) => Min Interval: 7, Max Interval: 38
Employee(ID3447) => Min Interval: 13, Max Interval: 34
Employee(ID3448) => Min Interval: 11, Max Interval: 50
Employee(ID3449) => Min Interval: 5, Max Interval: 34
Employee(ID3450) => Min Interval: 31, Max Interval: 32
Employee(ID3455) => Min Interval: 16, Max Interval: 51
Employee(ID3459) => Min Interval: 3, Max Interval: 51
Employee(ID3460) => Min Interval: 14, Max Interval: 52
Employee(ID3462) => Min Interval: 8, Max Interval: 36
Employee(ID3468) => Min Interval: 12, Max Interval: 37
Employee(ID3471) => Min Interval: 10, Max Interval: 26
Employee(ID3472) => Min Interval: 13, Max Interval: 43
Employee(ID3475) => Min Interval: 28, Max Interval: 38
Employee(ID3477) => Min Interval: 29, Max Interval: 48
Employee(ID3478) => Min Interval: 26, Max Interval: 44
Employee(ID3479) => Min Interval: 30, Max Interval: 50
Employee(ID3481) => Min Interval: 16, Max Interval: 26
Employee(ID3482) => Min Interval: 13, Max Interval: 50
Employee(ID3488) => Min Interval: 9, Max Interval: 51
Employee(ID3494) => Min Interval: 1, Max Interval: 55
Employee(ID3499) => Min Interval: 8, Max Interval: 52
Employee(ID3504) => Min Interval: 5, Max Interval: 49
Employee(ID3505) => Min Interval: 15, Max Interval: 26
Employee(ID3506) => Min Interval: 28, Max Interval: 43
Employee(ID3509) => Min Interval: 11, Max Interval: 42
Employee(ID3513) => Min Interval: 8, Max Interval: 27
Employee(ID3517) => Min Interval: 17, Max Interval: 53
Employee(ID3521) => Min Interval: 8, Max Interval: 29
Employee(ID3528) => Min Interval: 3, Max Interval: 15
Employee(ID3529) => Min Interval: 29, Max Interval: 49
Employee(ID3531) => Min Interval: 24, Max Interval: 50
Employee(ID3533) => Min Interval: 5, Max Interval: 38
Employee(ID3534) => Min Interval: 19, Max Interval: 29
Employee(ID3535) => Min Interval: 36, Max Interval: 49
Employee(ID3542) => Min Interval: 16, Max Interval: 50
Employee(ID3551) => Min Interval: 24, Max Interval: 34
Employee(ID3554) => Min Interval: 11, Max Interval: 43
Employee(ID3556) => Min Interval: 10, Max Interval: 34
Employee(ID3567) => Min Interval: 16, Max Interval: 51
Employee(ID3568) => Min Interval: 15, Max Interval: 38
Employee(ID3573) => Min Interval: 2, Max Interval: 99
Employee(ID3575) => Min Interval: 9, Max Interval: 48
Employee(ID3576) => Min Interval: 15, Max Interval: 51
Employee(ID3577) => Min Interval: 35, Max Interval: 35
Employee(ID3578) => Min Interval: 13, Max Interval: 50
Employee(ID3580) => Min Interval: 9, Max Interval: 48
Employee(ID3582) => Min Interval: 6, Max Interval: 48
Employee(ID3588) => Min Interval: 20, Max Interval: 48
Employee(ID3595) => Min Interval: 1, Max Interval: 52
Employee(ID3597) => Min Interval: 35, Max Interval: 51
Employee(ID3601) => Min Interval: 20, Max Interval: 49
Employee(ID3603) => Min Interval: 2, Max Interval: 44
Employee(ID3607) => Min Interval: 5, Max Interval: 40
Employee(ID3615) => Min Interval: 17, Max Interval: 29
Employee(ID3616) => Min Interval: 22, Max Interval: 35
Employee(ID3617) => Min Interval: 11, Max Interval: 43
Employee(ID3620) => Min Interval: 12, Max Interval: 49
Employee(ID3621) => Min Interval: 14, Max Interval: 43
Employee(ID3627) => Min Interval: 27, Max Interval: 37
Employee(ID3630) => Min Interval: 18, Max Interval: 44
Employee(ID3631) => Min Interval: 10, Max Interval: 44
Employee(ID3635) => Min Interval: 26, Max Interval: 44
Employee(ID3636) => Min Interval: 3, Max Interval: 46
Employee(ID3642) => Min Interval: 12, Max Interval: 43
Employee(ID3650) => Min Interval: 24, Max Interval: 49
Employee(ID3652) => Min Interval: 11, Max Interval: 47
Employee(ID3653) => Min Interval: 13, Max Interval: 25
Employee(ID3666) => Min Interval: 11, Max Interval: 34
Employee(ID3667) => Min Interval: 35, Max Interval: 36
Employee(ID3682) => Min Interval: 29, Max Interval: 30
Employee(ID3690) => Min Interval: 26, Max Interval: 44
Employee(ID3692) => Min Interval: 23, Max Interval: 47
Employee(ID3696) => Min Interval: 20, Max Interval: 50
Employee(ID3697) => Min Interval: 8, Max Interval: 28
Employee(ID3698) => Min Interval: 16, Max Interval: 41
Employee(ID3699) => Min Interval: 10, Max Interval: 32
Employee(ID3702) => Min Interval: 21, Max Interval: 45
Employee(ID3703) => Min Interval: 14, Max Interval: 42
Employee(ID3720) => Min Interval: 14, Max Interval: 50
Employee(ID3724) => Min Interval: 14, Max Interval: 15
Employee(ID3733) => Min Interval: 24, Max Interval: 41
Employee(ID3748) => Min Interval: 22, Max Interval: 33
Employee(ID3753) => Min Interval: 0, Max Interval: 99
Employee(ID3758) => Min Interval: 19, Max Interval: 51
Employee(ID3759) => Min Interval: 26, Max Interval: 49
Employee(ID3762) => Min Interval: 18, Max Interval: 48
Employee(ID3770) => Min Interval: 9, Max Interval: 36
Employee(ID3772) => Min Interval: 9, Max Interval: 9
Employee(ID3786) => Min Interval: 10, Max Interval: 35
Employee(ID3791) => Min Interval: 22, Max Interval: 38
Employee(ID3792) => Min Interval: 14, Max Interval: 38
Employee(ID3818) => Min Interval: 30, Max Interval: 50
Employee(ID3824) => Min Interval: 11, Max Interval: 21
Employee(ID3852) => Min Interval: 0, Max Interval: 99
Employee(ID3853) => Min Interval: 0, Max Interval: 99
Employee(ID3854) => Min Interval: 8, Max Interval: 19
Employee(ID3856) => Min Interval: 15, Max Interval: 24
Employee(ID3858) => Min Interval: 28, Max Interval: 50
Employee(ID3861) => Min Interval: 2, Max Interval: 99
Employee(ID3864) => Min Interval: 1, Max Interval: 99
Employee(ID3866) => Min Interval: 1, Max Interval: 99
Employee(ID3869) => Min Interval: 23, Max Interval: 44
Employee(ID3871) => Min Interval: 2, Max Interval: 99
Employee(ID3873) => Min Interval: 3, Max Interval: 48
Employee(ID3878) => Min Interval: 6, Max Interval: 52
Employee(ID3880) => Min Interval: 1, Max Interval: 99
Employee(ID3881) => Min Interval: 7, Max Interval: 48
Employee(ID3883) => Min Interval: 34, Max Interval: 47
Employee(ID3884) => Min Interval: 18, Max Interval: 45
Employee(ID3887) => Min Interval: 3, Max Interval: 50
Employee(ID3888) => Min Interval: 21, Max Interval: 41
Employee(ID3889) => Min Interval: 19, Max Interval: 40
Employee(ID3891) => Min Interval: 10, Max Interval: 48
Employee(ID3892) => Min Interval: 1, Max Interval: 32
Employee(ID3894) => Min Interval: 0, Max Interval: 99
Employee(ID3898) => Min Interval: 23, Max Interval: 24
Employee(ID3900) => Min Interval: 20, Max Interval: 45
Employee(ID3902) => Min Interval: 13, Max Interval: 42
Employee(ID3904) => Min Interval: 34, Max Interval: 46
Employee(ID3906) => Min Interval: 10, Max Interval: 21
Employee(ID3908) => Min Interval: 25, Max Interval: 43
Employee(ID3911) => Min Interval: 9, Max Interval: 44
Employee(ID3914) => Min Interval: 2, Max Interval: 99
Employee(ID3917) => Min Interval: 9, Max Interval: 45
Employee(ID3918) => Min Interval: 9, Max Interval: 37
Employee(ID3920) => Min Interval: 3, Max Interval: 55
Employee(ID3921) => Min Interval: 14, Max Interval: 29
Employee(ID3922) => Min Interval: 0, Max Interval: 99
Employee(ID3924) => Min Interval: 13, Max Interval: 27
Employee(ID3926) => Min Interval: 10, Max Interval: 19
Employee(ID3927) => Min Interval: 0, Max Interval: 99
Employee(ID3929) => Min Interval: 10, Max Interval: 32
Employee(ID3932) => Min Interval: 2, Max Interval: 99
Employee(ID3934) => Min Interval: 1, Max Interval: 99
Employee(ID3935) => Min Interval: 2, Max Interval: 54
Employee(ID3936) => Min Interval: 18, Max Interval: 31
Employee(ID3938) => Min Interval: 8, Max Interval: 50
Employee(ID3939) => Min Interval: 16, Max Interval: 49
Employee(ID3943) => Min Interval: 9, Max Interval: 47
Employee(ID3945) => Min Interval: 16, Max Interval: 32
Employee(ID3950) => Min Interval: 13, Max Interval: 51
Employee(ID3951) => Min Interval: 20, Max Interval: 32
Employee(ID3952) => Min Interval: 7, Max Interval: 37
Employee(ID3955) => Min Interval: 34, Max Interval: 45
Employee(ID3961) => Min Interval: 11, Max Interval: 44
Employee(ID3962) => Min Interval: 20, Max Interval: 52
Employee(ID3964) => Min Interval: 3, Max Interval: 48
Employee(ID3965) => Min Interval: 14, Max Interval: 44
Employee(ID3967) => Min Interval: 12, Max Interval: 48
Employee(ID3969) => Min Interval: 10, Max Interval: 31
Employee(ID3971) => Min Interval: 27, Max Interval: 38
Employee(ID3973) => Min Interval: 6, Max Interval: 51
Employee(ID3975) => Min Interval: 13, Max Interval: 51
Employee(ID3976) => Min Interval: 5, Max Interval: 38
Employee(ID3979) => Min Interval: 2, Max Interval: 45
Employee(ID3983) => Min Interval: 15, Max Interval: 27
Employee(ID3985) => Min Interval: 34, Max Interval: 50
Employee(ID3987) => Min Interval: 5, Max Interval: 24
Employee(ID3988) => Min Interval: 11, Max Interval: 44
Employee(ID3990) => Min Interval: 5, Max Interval: 52
Employee(ID3993) => Min Interval: 8, Max Interval: 25
Employee(ID3994) => Min Interval: 37, Max Interval: 50
Employee(ID3995) => Min Interval: 20, Max Interval: 31
Employee(ID3997) => Min Interval: 20, Max Interval: 50
Employee(ID3999) => Min Interval: 22, Max Interval: 36
Employee(ID4000) => Min Interval: 10, Max Interval: 50
Employee(ID4001) => Min Interval: 30, Max Interval: 47
Employee(ID4002) => Min Interval: 10, Max Interval: 10
Employee(ID4005) => Min Interval: 4, Max Interval: 99
Employee(ID4008) => Min Interval: 42, Max Interval: 43
Employee(ID4011) => Min Interval: 0, Max Interval: 99
Employee(ID4013) => Min Interval: 17, Max Interval: 30
Employee(ID4014) => Min Interval: 14, Max Interval: 47
Employee(ID4015) => Min Interval: 21, Max Interval: 39
Employee(ID4018) => Min Interval: 22, Max Interval: 42
Employee(ID4022) => Min Interval: 33, Max Interval: 51
Employee(ID4023) => Min Interval: 0, Max Interval: 99
Employee(ID4026) => Min Interval: 19, Max Interval: 35
Employee(ID4027) => Min Interval: 6, Max Interval: 53
Employee(ID4029) => Min Interval: 6, Max Interval: 52
Employee(ID4030) => Min Interval: 12, Max Interval: 49
Employee(ID4032) => Min Interval: 12, Max Interval: 50
Employee(ID4035) => Min Interval: 1, Max Interval: 99
Employee(ID4036) => Min Interval: 15, Max Interval: 47
Employee(ID4038) => Min Interval: 3, Max Interval: 99
Employee(ID4039) => Min Interval: 1, Max Interval: 50
Employee(ID4041) => Min Interval: 15, Max Interval: 46
Employee(ID4043) => Min Interval: 22, Max Interval: 23
Employee(ID4047) => Min Interval: 9, Max Interval: 50
Employee(ID4048) => Min Interval: 0, Max Interval: 99
Employee(ID4050) => Min Interval: 4, Max Interval: 48
Employee(ID4051) => Min Interval: 9, Max Interval: 40
Employee(ID4056) => Min Interval: 19, Max Interval: 30
Employee(ID4057) => Min Interval: 0, Max Interval: 99
Employee(ID4059) => Min Interval: 8, Max Interval: 51
Employee(ID4060) => Min Interval: 6, Max Interval: 55
Employee(ID4066) => Min Interval: 12, Max Interval: 20
Employee(ID4067) => Min Interval: 11, Max Interval: 42
Employee(ID4068) => Min Interval: 12, Max Interval: 48
Employee(ID4070) => Min Interval: 11, Max Interval: 51
Employee(ID4072) => Min Interval: 7, Max Interval: 53
Employee(ID4075) => Min Interval: 2, Max Interval: 32
Employee(ID4077) => Min Interval: 2, Max Interval: 54
Employee(ID4078) => Min Interval: 1, Max Interval: 99
Employee(ID4080) => Min Interval: 18, Max Interval: 29
Employee(ID4081) => Min Interval: 2, Max Interval: 53
Employee(ID4082) => Min Interval: 0, Max Interval: 99
Employee(ID4083) => Min Interval: 3, Max Interval: 54
Employee(ID4086) => Min Interval: 0, Max Interval: 55
Employee(ID4088) => Min Interval: 12, Max Interval: 39
Employee(ID4089) => Min Interval: 21, Max Interval: 32
Employee(ID4093) => Min Interval: 4, Max Interval: 45
Employee(ID4095) => Min Interval: 2, Max Interval: 99
Employee(ID4097) => Min Interval: 11, Max Interval: 49
Employee(ID4100) => Min Interval: 8, Max Interval: 48
Employee(ID4104) => Min Interval: 15, Max Interval: 45
Employee(ID4107) => Min Interval: 17, Max Interval: 49
Employee(ID4111) => Min Interval: 10, Max Interval: 52
Employee(ID4112) => Min Interval: 0, Max Interval: 99
Employee(ID4113) => Min Interval: 6, Max Interval: 48
Employee(ID4114) => Min Interval: 9, Max Interval: 43
Employee(ID4117) => Min Interval: 9, Max Interval: 41
Employee(ID4119) => Min Interval: 21, Max Interval: 31
Employee(ID4120) => Min Interval: 17, Max Interval: 44
Employee(ID4125) => Min Interval: 28, Max Interval: 38
Employee(ID4127) => Min Interval: 20, Max Interval: 34
Employee(ID4129) => Min Interval: 25, Max Interval: 44
Employee(ID4131) => Min Interval: 3, Max Interval: 50
Employee(ID4133) => Min Interval: 20, Max Interval: 46
Employee(ID4134) => Min Interval: 16, Max Interval: 24
Employee(ID4136) => Min Interval: 36, Max Interval: 48
Employee(ID4139) => Min Interval: 8, Max Interval: 47
Employee(ID4140) => Min Interval: 1, Max Interval: 99
Employee(ID4146) => Min Interval: 9, Max Interval: 46
Employee(ID4149) => Min Interval: 39, Max Interval: 49
Employee(ID4150) => Min Interval: 22, Max Interval: 51
Employee(ID4151) => Min Interval: 17, Max Interval: 46
Employee(ID4152) => Min Interval: 0, Max Interval: 99
Employee(ID4153) => Min Interval: 6, Max Interval: 53
Employee(ID4154) => Min Interval: 0, Max Interval: 99
Employee(ID4156) => Min Interval: 19, Max Interval: 40
Employee(ID4159) => Min Interval: 6, Max Interval: 41
Employee(ID4165) => Min Interval: 1, Max Interval: 17
Employee(ID4170) => Min Interval: 16, Max Interval: 39
Employee(ID4172) => Min Interval: 3, Max Interval: 43
Employee(ID4176) => Min Interval: 23, Max Interval: 31
Employee(ID4177) => Min Interval: 18, Max Interval: 35
Employee(ID4180) => Min Interval: 9, Max Interval: 42
Employee(ID4181) => Min Interval: 30, Max Interval: 46
Employee(ID4183) => Min Interval: 10, Max Interval: 33
Employee(ID4186) => Min Interval: 7, Max Interval: 52
Employee(ID4188) => Min Interval: 2, Max Interval: 38
Employee(ID4189) => Min Interval: 21, Max Interval: 41
Employee(ID4194) => Min Interval: 15, Max Interval: 39
Employee(ID4200) => Min Interval: 28, Max Interval: 41
Employee(ID4205) => Min Interval: 4, Max Interval: 38
Employee(ID4206) => Min Interval: 11, Max Interval: 37
Employee(ID4208) => Min Interval: 19, Max Interval: 51
Employee(ID4210) => Min Interval: 0, Max Interval: 99
Employee(ID4212) => Min Interval: 12, Max Interval: 32
Employee(ID4215) => Min Interval: 0, Max Interval: 41
Employee(ID4217) => Min Interval: 8, Max Interval: 36
Employee(ID4218) => Min Interval: 10, Max Interval: 50
Employee(ID4224) => Min Interval: 23, Max Interval: 46
Employee(ID4226) => Min Interval: 3, Max Interval: 51
Employee(ID4227) => Min Interval: 8, Max Interval: 48
Employee(ID4229) => Min Interval: 17, Max Interval: 32
Employee(ID4230) => Min Interval: 11, Max Interval: 19
Employee(ID4233) => Min Interval: 13, Max Interval: 50
Employee(ID4234) => Min Interval: 6, Max Interval: 52
Employee(ID4242) => Min Interval: 18, Max Interval: 32
Employee(ID4243) => Min Interval: 4, Max Interval: 53
Employee(ID4244) => Min Interval: 24, Max Interval: 24
Employee(ID4247) => Min Interval: 3, Max Interval: 52
Employee(ID4250) => Min Interval: 8, Max Interval: 33
Employee(ID4253) => Min Interval: 9, Max Interval: 41
Employee(ID4254) => Min Interval: 14, Max Interval: 45
Employee(ID4255) => Min Interval: 4, Max Interval: 39
Employee(ID4256) => Min Interval: 3, Max Interval: 36
Employee(ID4258) => Min Interval: 9, Max Interval: 49
Employee(ID4259) => Min Interval: 31, Max Interval: 47
Employee(ID4260) => Min Interval: 19, Max Interval: 51
Employee(ID4262) => Min Interval: 2, Max Interval: 99
Employee(ID4266) => Min Interval: 5, Max Interval: 36
Employee(ID4269) => Min Interval: 26, Max Interval: 51
Employee(ID4272) => Min Interval: 4, Max Interval: 99
Employee(ID4274) => Min Interval: 9, Max Interval: 47
Employee(ID4275) => Min Interval: 3, Max Interval: 47
Employee(ID4278) => Min Interval: 35, Max Interval: 51
Employee(ID4282) => Min Interval: 11, Max Interval: 51
Employee(ID4285) => Min Interval: 16, Max Interval: 46
Employee(ID4288) => Min Interval: 20, Max Interval: 47
Employee(ID4289) => Min Interval: 8, Max Interval: 52
Employee(ID4291) => Min Interval: 1, Max Interval: 99
Employee(ID4294) => Min Interval: 8, Max Interval: 45
Employee(ID4297) => Min Interval: 7, Max Interval: 53
Employee(ID4300) => Min Interval: 3, Max Interval: 55
Employee(ID4301) => Min Interval: 29, Max Interval: 44
Employee(ID4308) => Min Interval: 41, Max Interval: 51
Employee(ID4310) => Min Interval: 5, Max Interval: 54
Employee(ID4311) => Min Interval: 15, Max Interval: 41
Employee(ID4312) => Min Interval: 26, Max Interval: 45
Employee(ID4315) => Min Interval: 13, Max Interval: 29
Employee(ID4316) => Min Interval: 11, Max Interval: 50
Employee(ID4318) => Min Interval: 4, Max Interval: 42
Employee(ID4319) => Min Interval: 22, Max Interval: 30
Employee(ID4321) => Min Interval: 3, Max Interval: 54
Employee(ID4322) => Min Interval: 8, Max Interval: 50
Employee(ID4323) => Min Interval: 10, Max Interval: 47
Employee(ID4325) => Min Interval: 22, Max Interval: 37
Employee(ID4328) => Min Interval: 20, Max Interval: 50
Employee(ID4329) => Min Interval: 27, Max Interval: 41
Employee(ID4331) => Min Interval: 34, Max Interval: 47
Employee(ID4333) => Min Interval: 9, Max Interval: 51
Employee(ID4335) => Min Interval: 4, Max Interval: 53
Employee(ID4338) => Min Interval: 8, Max Interval: 48
Employee(ID4340) => Min Interval: 33, Max Interval: 50
Employee(ID4341) => Min Interval: 23, Max Interval: 39
Employee(ID4342) => Min Interval: 13, Max Interval: 48
Employee(ID4343) => Min Interval: 7, Max Interval: 51
Employee(ID4344) => Min Interval: 14, Max Interval: 49
Employee(ID4346) => Min Interval: 26, Max Interval: 50
Employee(ID4347) => Min Interval: 7, Max Interval: 51
Employee(ID4349) => Min Interval: 15, Max Interval: 25
Employee(ID4353) => Min Interval: 13, Max Interval: 45
Employee(ID4358) => Min Interval: 14, Max Interval: 51
Employee(ID4360) => Min Interval: 4, Max Interval: 45
Employee(ID4364) => Min Interval: 11, Max Interval: 33
Employee(ID4366) => Min Interval: 8, Max Interval: 38
Employee(ID4370) => Min Interval: 23, Max Interval: 49
Employee(ID4375) => Min Interval: 13, Max Interval: 32
Employee(ID4377) => Min Interval: 9, Max Interval: 48
Employee(ID4378) => Min Interval: 14, Max Interval: 38
Employee(ID4380) => Min Interval: 8, Max Interval: 20
Employee(ID4381) => Min Interval: 8, Max Interval: 38
Employee(ID4385) => Min Interval: 20, Max Interval: 39
Employee(ID4386) => Min Interval: 3, Max Interval: 52
Employee(ID4389) => Min Interval: 0, Max Interval: 40
Employee(ID4391) => Min Interval: 9, Max Interval: 46
Employee(ID4392) => Min Interval: 3, Max Interval: 29
Employee(ID4393) => Min Interval: 0, Max Interval: 99
Employee(ID4397) => Min Interval: 32, Max Interval: 33
Employee(ID4401) => Min Interval: 22, Max Interval: 44
Employee(ID4402) => Min Interval: 0, Max Interval: 99
Employee(ID4406) => Min Interval: 21, Max Interval: 39
Employee(ID4408) => Min Interval: 14, Max Interval: 53
Employee(ID4409) => Min Interval: 20, Max Interval: 50
Employee(ID4410) => Min Interval: 25, Max Interval: 47
Employee(ID4412) => Min Interval: 9, Max Interval: 40
Employee(ID4414) => Min Interval: 3, Max Interval: 48
Employee(ID4423) => Min Interval: 19, Max Interval: 44
Employee(ID4424) => Min Interval: 16, Max Interval: 46
Employee(ID4428) => Min Interval: 2, Max Interval: 45
Employee(ID4429) => Min Interval: 12, Max Interval: 40
Employee(ID4433) => Min Interval: 16, Max Interval: 47
Employee(ID4436) => Min Interval: 27, Max Interval: 44
Employee(ID4441) => Min Interval: 6, Max Interval: 53
Employee(ID4443) => Min Interval: 11, Max Interval: 38
Employee(ID4445) => Min Interval: 8, Max Interval: 49
Employee(ID4448) => Min Interval: 31, Max Interval: 41
Employee(ID4449) => Min Interval: 4, Max Interval: 54
Employee(ID4451) => Min Interval: 9, Max Interval: 33
Employee(ID4453) => Min Interval: 19, Max Interval: 42
Employee(ID4455) => Min Interval: 10, Max Interval: 49
Employee(ID4457) => Min Interval: 27, Max Interval: 50
Employee(ID4462) => Min Interval: 21, Max Interval: 51
Employee(ID4463) => Min Interval: 12, Max Interval: 38
Employee(ID4468) => Min Interval: 9, Max Interval: 18
Employee(ID4472) => Min Interval: 23, Max Interval: 47
Employee(ID4474) => Min Interval: 9, Max Interval: 35
Employee(ID4475) => Min Interval: 13, Max Interval: 37
Employee(ID4479) => Min Interval: 0, Max Interval: 99
Employee(ID4483) => Min Interval: 9, Max Interval: 36
Employee(ID4484) => Min Interval: 9, Max Interval: 21
Employee(ID4486) => Min Interval: 22, Max Interval: 34
Employee(ID4487) => Min Interval: 28, Max Interval: 46
Employee(ID4489) => Min Interval: 10, Max Interval: 11
Employee(ID4490) => Min Interval: 11, Max Interval: 35
Employee(ID4491) => Min Interval: 14, Max Interval: 40
Employee(ID4493) => Min Interval: 7, Max Interval: 52
Employee(ID4496) => Min Interval: 22, Max Interval: 51
Employee(ID4500) => Min Interval: 20, Max Interval: 31
Employee(ID4505) => Min Interval: 4, Max Interval: 49
Employee(ID4511) => Min Interval: 11, Max Interval: 42
Employee(ID4513) => Min Interval: 43, Max Interval: 44
Employee(ID4515) => Min Interval: 9, Max Interval: 45
Employee(ID4516) => Min Interval: 14, Max Interval: 51
Employee(ID4517) => Min Interval: 29, Max Interval: 51
