Stored fact information:
University(ID9) => Min Interval: 1, Max Interval: 48
University(ID4791) => Min Interval: 0, Max Interval: 49
University(ID4794) => Min Interval: 3, Max Interval: 45
University(ID4799) => Min Interval: 0, Max Interval: 47
University(ID4802) => Min Interval: 4, Max Interval: 48
University(ID4803) => Min Interval: 4, Max Interval: 37
University(ID4804) => Min Interval: 0, Max Interval: 50
University(ID4807) => Min Interval: 2, Max Interval: 49
University(ID4811) => Min Interval: 0, Max Interval: 45
University(ID4815) => Min Interval: 3, Max Interval: 48
University(ID4822) => Min Interval: 0, Max Interval: 47
University(ID4826) => Min Interval: 0, Max Interval: 46
University(ID4827) => Min Interval: 2, Max Interval: 47
University(ID4831) => Min Interval: 4, Max Interval: 38
University(ID4840) => Min Interval: 0, Max Interval: 48
University(ID4843) => Min Interval: 2, Max Interval: 49
University(ID4847) => Min Interval: 0, Max Interval: 44
University(ID4852) => Min Interval: 3, Max Interval: 50
University(ID4853) => Min Interval: 0, Max Interval: 47
University(ID4854) => Min Interval: 4, Max Interval: 49
University(ID4861) => Min Interval: 7, Max Interval: 50
University(ID4864) => Min Interval: 2, Max Interval: 33
University(ID4865) => Min Interval: 4, Max Interval: 42
University(ID4866) => Min Interval: 1, Max Interval: 44
University(ID4867) => Min Interval: 1, Max Interval: 50
University(ID4869) => Min Interval: 8, Max Interval: 37
University(ID4871) => Min Interval: 3, Max Interval: 50
University(ID4873) => Min Interval: 2, Max Interval: 45
University(ID4874) => Min Interval: 0, Max Interval: 47
University(ID4875) => Min Interval: 0, Max Interval: 49
University(ID4876) => Min Interval: 0, Max Interval: 50
University(ID4878) => Min Interval: 4, Max Interval: 47
University(ID4881) => Min Interval: 4, Max Interval: 49
University(ID4883) => Min Interval: 1, Max Interval: 50
University(ID4884) => Min Interval: 2, Max Interval: 49
University(ID4885) => Min Interval: 2, Max Interval: 48
University(ID4908) => Min Interval: 0, Max Interval: 49
University(ID4984) => Min Interval: 0, Max Interval: 46
University(ID4999) => Min Interval: 7, Max Interval: 46
University(ID5018) => Min Interval: 18, Max Interval: 46
University(ID5032) => Min Interval: 0, Max Interval: 48
University(ID5044) => Min Interval: 2, Max Interval: 49
University(ID5076) => Min Interval: 11, Max Interval: 48
University(ID5082) => Min Interval: 2, Max Interval: 49
University(ID5084) => Min Interval: 0, Max Interval: 43
University(ID5102) => Min Interval: 1, Max Interval: 43
University(ID5104) => Min Interval: 0, Max Interval: 49
University(ID5109) => Min Interval: 0, Max Interval: 50
University(ID5110) => Min Interval: 2, Max Interval: 46
University(ID5164) => Min Interval: 3, Max Interval: 45
University(ID5197) => Min Interval: 2, Max Interval: 50
University(ID5228) => Min Interval: 1, Max Interval: 44
University(ID5297) => Min Interval: 5, Max Interval: 50
University(ID5308) => Min Interval: 3, Max Interval: 38
University(ID5367) => Min Interval: 3, Max Interval: 48
University(ID5422) => Min Interval: 2, Max Interval: 46
University(ID5463) => Min Interval: 1, Max Interval: 48
University(ID5483) => Min Interval: 0, Max Interval: 49
University(ID5494) => Min Interval: 2, Max Interval: 49
University(ID5529) => Min Interval: 0, Max Interval: 47
University(ID5538) => Min Interval: 0, Max Interval: 49
University(ID5557) => Min Interval: 6, Max Interval: 50
University(ID5558) => Min Interval: 0, Max Interval: 47
University(ID5563) => Min Interval: 2, Max Interval: 47
University(ID5650) => Min Interval: 1, Max Interval: 46
University(ID5659) => Min Interval: 1, Max Interval: 49
University(ID5666) => Min Interval: 6, Max Interval: 22
University(ID5681) => Min Interval: 0, Max Interval: 46
University(ID5708) => Min Interval: 1, Max Interval: 26
University(ID5709) => Min Interval: 7, Max Interval: 43
University(ID5711) => Min Interval: 3, Max Interval: 50
University(ID5724) => Min Interval: 0, Max Interval: 50
University(ID5725) => Min Interval: 3, Max Interval: 47
University(ID5732) => Min Interval: 0, Max Interval: 44
University(ID5737) => Min Interval: 1, Max Interval: 42
University(ID5752) => Min Interval: 0, Max Interval: 48
University(ID5762) => Min Interval: 7, Max Interval: 39
University(ID5772) => Min Interval: 0, Max Interval: 50
University(ID5779) => Min Interval: 3, Max Interval: 50
University(ID5790) => Min Interval: 1, Max Interval: 50
University(ID5830) => Min Interval: 0, Max Interval: 46
University(ID5834) => Min Interval: 6, Max Interval: 50
University(ID5841) => Min Interval: 4, Max Interval: 46
University(ID5843) => Min Interval: 0, Max Interval: 48
University(ID5848) => Min Interval: 1, Max Interval: 47
University(ID5863) => Min Interval: 2, Max Interval: 41
University(ID5873) => Min Interval: 5, Max Interval: 43
University(ID5899) => Min Interval: 1, Max Interval: 46
University(ID5915) => Min Interval: 8, Max Interval: 47
University(ID5933) => Min Interval: 15, Max Interval: 49
University(ID5958) => Min Interval: 1, Max Interval: 46
University(ID5982) => Min Interval: 2, Max Interval: 48
University(ID5993) => Min Interval: 1, Max Interval: 50
University(ID5996) => Min Interval: 8, Max Interval: 48
University(ID5999) => Min Interval: 6, Max Interval: 39
University(ID6002) => Min Interval: 1, Max Interval: 49
University(ID6019) => Min Interval: 1, Max Interval: 46
University(ID6020) => Min Interval: 0, Max Interval: 43
University(ID6042) => Min Interval: 0, Max Interval: 44
University(ID6044) => Min Interval: 5, Max Interval: 49
University(ID6056) => Min Interval: 1, Max Interval: 48
University(ID6066) => Min Interval: 4, Max Interval: 48
University(ID6068) => Min Interval: 1, Max Interval: 50
University(ID6072) => Min Interval: 8, Max Interval: 43
University(ID6095) => Min Interval: 3, Max Interval: 49
University(ID6102) => Min Interval: 4, Max Interval: 46
University(ID6114) => Min Interval: 4, Max Interval: 47
University(ID6121) => Min Interval: 1, Max Interval: 48
University(ID6124) => Min Interval: 4, Max Interval: 47
University(ID6135) => Min Interval: 3, Max Interval: 50
University(ID6136) => Min Interval: 2, Max Interval: 50
University(ID6137) => Min Interval: 2, Max Interval: 45
University(ID6142) => Min Interval: 7, Max Interval: 48
University(ID6161) => Min Interval: 0, Max Interval: 44
University(ID6170) => Min Interval: 0, Max Interval: 50
University(ID6175) => Min Interval: 0, Max Interval: 44
University(ID6187) => Min Interval: 7, Max Interval: 48
University(ID6201) => Min Interval: 5, Max Interval: 48
University(ID6286) => Min Interval: 13, Max Interval: 48
University(ID6432) => Min Interval: 5, Max Interval: 45
University(ID6515) => Min Interval: 0, Max Interval: 50
University(ID6566) => Min Interval: 1, Max Interval: 49
University(ID6592) => Min Interval: 2, Max Interval: 49
University(ID6627) => Min Interval: 6, Max Interval: 40
University(ID6639) => Min Interval: 4, Max Interval: 48
University(ID6651) => Min Interval: 24, Max Interval: 46
University(ID6684) => Min Interval: 6, Max Interval: 49
University(ID6698) => Min Interval: 1, Max Interval: 47
University(ID6742) => Min Interval: 4, Max Interval: 50
University(ID6770) => Min Interval: 1, Max Interval: 50
University(ID6777) => Min Interval: 4, Max Interval: 49
University(ID6804) => Min Interval: 4, Max Interval: 50
University(ID6820) => Min Interval: 4, Max Interval: 48
University(ID6900) => Min Interval: 2, Max Interval: 49
University(ID6903) => Min Interval: 13, Max Interval: 39
University(ID6917) => Min Interval: 18, Max Interval: 49
University(ID6971) => Min Interval: 1, Max Interval: 46
University(ID7051) => Min Interval: 5, Max Interval: 49
University(ID7052) => Min Interval: 2, Max Interval: 45
University(ID7072) => Min Interval: 0, Max Interval: 44
University(ID7105) => Min Interval: 2, Max Interval: 48
University(ID7113) => Min Interval: 0, Max Interval: 47
University(ID7120) => Min Interval: 2, Max Interval: 48
University(ID7177) => Min Interval: 3, Max Interval: 48
University(ID7181) => Min Interval: 0, Max Interval: 50
University(ID7193) => Min Interval: 3, Max Interval: 50
University(ID7208) => Min Interval: 0, Max Interval: 40
University(ID7226) => Min Interval: 6, Max Interval: 50
University(ID7236) => Min Interval: 4, Max Interval: 36
University(ID7245) => Min Interval: 6, Max Interval: 50
University(ID7252) => Min Interval: 1, Max Interval: 42
University(ID7257) => Min Interval: 3, Max Interval: 48
University(ID7275) => Min Interval: 2, Max Interval: 49
University(ID7280) => Min Interval: 0, Max Interval: 50
University(ID7284) => Min Interval: 5, Max Interval: 42
University(ID7301) => Min Interval: 4, Max Interval: 44
University(ID7318) => Min Interval: 4, Max Interval: 50
University(ID7319) => Min Interval: 2, Max Interval: 43
University(ID7331) => Min Interval: 2, Max Interval: 44
University(ID7336) => Min Interval: 6, Max Interval: 49
University(ID7346) => Min Interval: 1, Max Interval: 50
University(ID7353) => Min Interval: 2, Max Interval: 50
University(ID7369) => Min Interval: 0, Max Interval: 44
University(ID7385) => Min Interval: 0, Max Interval: 41
University(ID7394) => Min Interval: 7, Max Interval: 42
University(ID7396) => Min Interval: 6, Max Interval: 50
University(ID7404) => Min Interval: 7, Max Interval: 44
University(ID7409) => Min Interval: 4, Max Interval: 44
University(ID7411) => Min Interval: 0, Max Interval: 50
University(ID7422) => Min Interval: 0, Max Interval: 49
University(ID7430) => Min Interval: 2, Max Interval: 46
University(ID7434) => Min Interval: 6, Max Interval: 50
University(ID7441) => Min Interval: 3, Max Interval: 49
University(ID7450) => Min Interval: 5, Max Interval: 44
University(ID7455) => Min Interval: 1, Max Interval: 50
University(ID7462) => Min Interval: 21, Max Interval: 50
University(ID7463) => Min Interval: 0, Max Interval: 50
University(ID7473) => Min Interval: 3, Max Interval: 48
University(ID7477) => Min Interval: 2, Max Interval: 49
University(ID7491) => Min Interval: 7, Max Interval: 49
University(ID7497) => Min Interval: 0, Max Interval: 47
University(ID7520) => Min Interval: 4, Max Interval: 50
University(ID7531) => Min Interval: 1, Max Interval: 48
University(ID7534) => Min Interval: 0, Max Interval: 49
University(ID7535) => Min Interval: 7, Max Interval: 41
University(ID7536) => Min Interval: 8, Max Interval: 45
University(ID7538) => Min Interval: 4, Max Interval: 42
University(ID7540) => Min Interval: 1, Max Interval: 48
University(ID7542) => Min Interval: 0, Max Interval: 43
University(ID7551) => Min Interval: 0, Max Interval: 50
University(ID7554) => Min Interval: 3, Max Interval: 50
University(ID7555) => Min Interval: 3, Max Interval: 49
University(ID7562) => Min Interval: 0, Max Interval: 50
University(ID7572) => Min Interval: 7, Max Interval: 46
University(ID7581) => Min Interval: 2, Max Interval: 42
University(ID7602) => Min Interval: 0, Max Interval: 39
University(ID7608) => Min Interval: 1, Max Interval: 40
University(ID7613) => Min Interval: 0, Max Interval: 49
University(ID7616) => Min Interval: 1, Max Interval: 39
University(ID7690) => Min Interval: 0, Max Interval: 46
University(ID7720) => Min Interval: 0, Max Interval: 43
University(ID7837) => Min Interval: 1, Max Interval: 29
University(ID7851) => Min Interval: 13, Max Interval: 50
University(ID7890) => Min Interval: 6, Max Interval: 36
University(ID7899) => Min Interval: 9, Max Interval: 50
University(ID7902) => Min Interval: 3, Max Interval: 40
University(ID7940) => Min Interval: 13, Max Interval: 50
University(ID7952) => Min Interval: 9, Max Interval: 48
University(ID8016) => Min Interval: 5, Max Interval: 48
University(ID8050) => Min Interval: 13, Max Interval: 48
University(ID8058) => Min Interval: 2, Max Interval: 40
University(ID8062) => Min Interval: 3, Max Interval: 44
University(ID8080) => Min Interval: 2, Max Interval: 44
University(ID8082) => Min Interval: 5, Max Interval: 49
University(ID8102) => Min Interval: 0, Max Interval: 50
University(ID8168) => Min Interval: 0, Max Interval: 43
University(ID8220) => Min Interval: 3, Max Interval: 38
University(ID8242) => Min Interval: 3, Max Interval: 35
University(ID8250) => Min Interval: 0, Max Interval: 48
University(ID8276) => Min Interval: 0, Max Interval: 46
University(ID8367) => Min Interval: 0, Max Interval: 43
University(ID8408) => Min Interval: 8, Max Interval: 48
University(ID8478) => Min Interval: 0, Max Interval: 47
University(ID8506) => Min Interval: 4, Max Interval: 49
University(ID8510) => Min Interval: 4, Max Interval: 48
University(ID8512) => Min Interval: 10, Max Interval: 49
University(ID8515) => Min Interval: 11, Max Interval: 37
University(ID8516) => Min Interval: 2, Max Interval: 41
University(ID8519) => Min Interval: 1, Max Interval: 45
University(ID8619) => Min Interval: 2, Max Interval: 41
University(ID8627) => Min Interval: 0, Max Interval: 50
University(ID8636) => Min Interval: 9, Max Interval: 48
University(ID8640) => Min Interval: 1, Max Interval: 50
University(ID8643) => Min Interval: 3, Max Interval: 47
University(ID8651) => Min Interval: 0, Max Interval: 43
University(ID8687) => Min Interval: 3, Max Interval: 47
University(ID8707) => Min Interval: 3, Max Interval: 42
University(ID8716) => Min Interval: 6, Max Interval: 50
University(ID8731) => Min Interval: 3, Max Interval: 48
University(ID8744) => Min Interval: 2, Max Interval: 50
University(ID8752) => Min Interval: 0, Max Interval: 46
University(ID8757) => Min Interval: 10, Max Interval: 50
University(ID8773) => Min Interval: 1, Max Interval: 48
University(ID8781) => Min Interval: 11, Max Interval: 49
University(ID8795) => Min Interval: 3, Max Interval: 49
University(ID8796) => Min Interval: 0, Max Interval: 50
University(ID8810) => Min Interval: 6, Max Interval: 50
University(ID8811) => Min Interval: 0, Max Interval: 48
University(ID8835) => Min Interval: 3, Max Interval: 46
University(ID8843) => Min Interval: 0, Max Interval: 48
University(ID8844) => Min Interval: 1, Max Interval: 42
University(ID8845) => Min Interval: 0, Max Interval: 50
University(ID8885) => Min Interval: 22, Max Interval: 41
University(ID8916) => Min Interval: 0, Max Interval: 46
University(ID9057) => Min Interval: 11, Max Interval: 44
University(ID9060) => Min Interval: 2, Max Interval: 50
University(ID9165) => Min Interval: 6, Max Interval: 48
University(ID9181) => Min Interval: 0, Max Interval: 47
University(ID9246) => Min Interval: 0, Max Interval: 50
University(ID9263) => Min Interval: 3, Max Interval: 49
University(ID9281) => Min Interval: 9, Max Interval: 42
University(ID9400) => Min Interval: 16, Max Interval: 41
University(ID9413) => Min Interval: 0, Max Interval: 48
University(ID9543) => Min Interval: 4, Max Interval: 50
University(ID9547) => Min Interval: 7, Max Interval: 45
University(ID9554) => Min Interval: 0, Max Interval: 48
University(ID9595) => Min Interval: 3, Max Interval: 50
University(ID9618) => Min Interval: 1, Max Interval: 48
University(ID9620) => Min Interval: 16, Max Interval: 46
University(ID9655) => Min Interval: 3, Max Interval: 42
University(ID9680) => Min Interval: 4, Max Interval: 43
University(ID9686) => Min Interval: 3, Max Interval: 47
University(ID9707) => Min Interval: 0, Max Interval: 50
University(ID9717) => Min Interval: 2, Max Interval: 45
University(ID9725) => Min Interval: 6, Max Interval: 43
University(ID9742) => Min Interval: 0, Max Interval: 49
University(ID9754) => Min Interval: 2, Max Interval: 48
University(ID9757) => Min Interval: 1, Max Interval: 44
University(ID9796) => Min Interval: 2, Max Interval: 34
University(ID9812) => Min Interval: 2, Max Interval: 46
University(ID9840) => Min Interval: 6, Max Interval: 48
University(ID9853) => Min Interval: 0, Max Interval: 50
University(ID9854) => Min Interval: 5, Max Interval: 43
University(ID9870) => Min Interval: 1, Max Interval: 44
University(ID9871) => Min Interval: 0, Max Interval: 47
University(ID9880) => Min Interval: 0, Max Interval: 50
University(ID9906) => Min Interval: 1, Max Interval: 44
University(ID9916) => Min Interval: 16, Max Interval: 48
University(ID9924) => Min Interval: 6, Max Interval: 48
University(ID9929) => Min Interval: 3, Max Interval: 48
University(ID9932) => Min Interval: 20, Max Interval: 50
University(ID9934) => Min Interval: 0, Max Interval: 45
University(ID9945) => Min Interval: 1, Max Interval: 42
