Stored fact information:
AssociateProfessorCandidate(ID0) => Min Interval: 36, Max Interval: 39
AssociateProfessorCandidate(ID3353) => Min Interval: 18, Max Interval: 32
AssociateProfessorCandidate(ID3354) => Min Interval: 24, Max Interval: 40
AssociateProfessorCandidate(ID3356) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID3358) => Min Interval: 10, Max Interval: 45
AssociateProfessorCandidate(ID3362) => Min Interval: 46, Max Interval: 49
AssociateProfessorCandidate(ID3363) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID3365) => Min Interval: 37, Max Interval: 42
AssociateProfessorCandidate(ID3373) => Min Interval: 16, Max Interval: 21
AssociateProfessorCandidate(ID3377) => Min Interval: 25, Max Interval: 42
AssociateProfessorCandidate(ID3383) => Min Interval: 15, Max Interval: 40
AssociateProfessorCandidate(ID3384) => Min Interval: 18, Max Interval: 30
AssociateProfessorCandidate(ID3388) => Min Interval: 16, Max Interval: 44
AssociateProfessorCandidate(ID3391) => Min Interval: 8, Max Interval: 46
AssociateProfessorCandidate(ID3392) => Min Interval: 19, Max Interval: 22
AssociateProfessorCandidate(ID3393) => Min Interval: 17, Max Interval: 49
AssociateProfessorCandidate(ID3395) => Min Interval: 9, Max Interval: 45
AssociateProfessorCandidate(ID3396) => Min Interval: 20, Max Interval: 24
AssociateProfessorCandidate(ID3398) => Min Interval: 20, Max Interval: 47
AssociateProfessorCandidate(ID3402) => Min Interval: 26, Max Interval: 46
AssociateProfessorCandidate(ID3403) => Min Interval: 18, Max Interval: 18
AssociateProfessorCandidate(ID3404) => Min Interval: 15, Max Interval: 46
AssociateProfessorCandidate(ID3405) => Min Interval: 17, Max Interval: 38
AssociateProfessorCandidate(ID3406) => Min Interval: 6, Max Interval: 49
AssociateProfessorCandidate(ID3407) => Min Interval: 10, Max Interval: 47
AssociateProfessorCandidate(ID3411) => Min Interval: 24, Max Interval: 49
AssociateProfessorCandidate(ID3414) => Min Interval: 22, Max Interval: 43
AssociateProfessorCandidate(ID3415) => Min Interval: 12, Max Interval: 40
AssociateProfessorCandidate(ID3420) => Min Interval: 18, Max Interval: 46
AssociateProfessorCandidate(ID3428) => Min Interval: 35, Max Interval: 45
AssociateProfessorCandidate(ID3432) => Min Interval: 14, Max Interval: 24
AssociateProfessorCandidate(ID3433) => Min Interval: 14, Max Interval: 15
AssociateProfessorCandidate(ID3436) => Min Interval: 21, Max Interval: 51
AssociateProfessorCandidate(ID3441) => Min Interval: 33, Max Interval: 33
AssociateProfessorCandidate(ID3444) => Min Interval: 13, Max Interval: 36
AssociateProfessorCandidate(ID3447) => Min Interval: 19, Max Interval: 32
AssociateProfessorCandidate(ID3448) => Min Interval: 17, Max Interval: 48
AssociateProfessorCandidate(ID3449) => Min Interval: 11, Max Interval: 13
AssociateProfessorCandidate(ID3455) => Min Interval: 22, Max Interval: 49
AssociateProfessorCandidate(ID3459) => Min Interval: 9, Max Interval: 49
AssociateProfessorCandidate(ID3460) => Min Interval: 20, Max Interval: 50
AssociateProfessorCandidate(ID3462) => Min Interval: 28, Max Interval: 34
AssociateProfessorCandidate(ID3468) => Min Interval: 18, Max Interval: 35
AssociateProfessorCandidate(ID3471) => Min Interval: 16, Max Interval: 24
AssociateProfessorCandidate(ID3472) => Min Interval: 19, Max Interval: 41
AssociateProfessorCandidate(ID3475) => Min Interval: 34, Max Interval: 36
AssociateProfessorCandidate(ID3477) => Min Interval: 35, Max Interval: 46
AssociateProfessorCandidate(ID3478) => Min Interval: 32, Max Interval: 42
AssociateProfessorCandidate(ID3479) => Min Interval: 36, Max Interval: 48
AssociateProfessorCandidate(ID3481) => Min Interval: 22, Max Interval: 24
AssociateProfessorCandidate(ID3482) => Min Interval: 19, Max Interval: 48
AssociateProfessorCandidate(ID3488) => Min Interval: 15, Max Interval: 49
AssociateProfessorCandidate(ID3494) => Min Interval: 7, Max Interval: 53
AssociateProfessorCandidate(ID3499) => Min Interval: 14, Max Interval: 50
AssociateProfessorCandidate(ID3504) => Min Interval: 11, Max Interval: 47
AssociateProfessorCandidate(ID3505) => Min Interval: 21, Max Interval: 24
AssociateProfessorCandidate(ID3506) => Min Interval: 34, Max Interval: 41
AssociateProfessorCandidate(ID3509) => Min Interval: 17, Max Interval: 40
AssociateProfessorCandidate(ID3513) => Min Interval: 14, Max Interval: 25
AssociateProfessorCandidate(ID3517) => Min Interval: 23, Max Interval: 51
AssociateProfessorCandidate(ID3521) => Min Interval: 14, Max Interval: 27
AssociateProfessorCandidate(ID3528) => Min Interval: 9, Max Interval: 13
AssociateProfessorCandidate(ID3529) => Min Interval: 35, Max Interval: 47
AssociateProfessorCandidate(ID3531) => Min Interval: 30, Max Interval: 48
AssociateProfessorCandidate(ID3533) => Min Interval: 11, Max Interval: 36
AssociateProfessorCandidate(ID3534) => Min Interval: 25, Max Interval: 27
AssociateProfessorCandidate(ID3535) => Min Interval: 42, Max Interval: 47
AssociateProfessorCandidate(ID3542) => Min Interval: 22, Max Interval: 48
AssociateProfessorCandidate(ID3551) => Min Interval: 30, Max Interval: 32
AssociateProfessorCandidate(ID3554) => Min Interval: 17, Max Interval: 41
AssociateProfessorCandidate(ID3556) => Min Interval: 16, Max Interval: 32
AssociateProfessorCandidate(ID3567) => Min Interval: 22, Max Interval: 49
AssociateProfessorCandidate(ID3568) => Min Interval: 21, Max Interval: 36
AssociateProfessorCandidate(ID3573) => Min Interval: 9, Max Interval: 38
AssociateProfessorCandidate(ID3575) => Min Interval: 15, Max Interval: 46
AssociateProfessorCandidate(ID3576) => Min Interval: 21, Max Interval: 49
AssociateProfessorCandidate(ID3578) => Min Interval: 19, Max Interval: 48
AssociateProfessorCandidate(ID3580) => Min Interval: 15, Max Interval: 46
AssociateProfessorCandidate(ID3582) => Min Interval: 12, Max Interval: 46
AssociateProfessorCandidate(ID3588) => Min Interval: 26, Max Interval: 46
AssociateProfessorCandidate(ID3595) => Min Interval: 7, Max Interval: 50
AssociateProfessorCandidate(ID3597) => Min Interval: 41, Max Interval: 49
AssociateProfessorCandidate(ID3601) => Min Interval: 26, Max Interval: 47
AssociateProfessorCandidate(ID3603) => Min Interval: 8, Max Interval: 42
AssociateProfessorCandidate(ID3607) => Min Interval: 11, Max Interval: 38
AssociateProfessorCandidate(ID3615) => Min Interval: 23, Max Interval: 27
AssociateProfessorCandidate(ID3616) => Min Interval: 28, Max Interval: 33
AssociateProfessorCandidate(ID3617) => Min Interval: 17, Max Interval: 41
AssociateProfessorCandidate(ID3620) => Min Interval: 18, Max Interval: 47
AssociateProfessorCandidate(ID3621) => Min Interval: 20, Max Interval: 41
AssociateProfessorCandidate(ID3627) => Min Interval: 33, Max Interval: 35
AssociateProfessorCandidate(ID3630) => Min Interval: 24, Max Interval: 42
AssociateProfessorCandidate(ID3631) => Min Interval: 16, Max Interval: 42
AssociateProfessorCandidate(ID3635) => Min Interval: 32, Max Interval: 42
AssociateProfessorCandidate(ID3636) => Min Interval: 9, Max Interval: 44
AssociateProfessorCandidate(ID3642) => Min Interval: 18, Max Interval: 41
AssociateProfessorCandidate(ID3650) => Min Interval: 30, Max Interval: 47
AssociateProfessorCandidate(ID3652) => Min Interval: 17, Max Interval: 45
AssociateProfessorCandidate(ID3653) => Min Interval: 19, Max Interval: 23
AssociateProfessorCandidate(ID3666) => Min Interval: 17, Max Interval: 32
AssociateProfessorCandidate(ID3690) => Min Interval: 32, Max Interval: 42
AssociateProfessorCandidate(ID3692) => Min Interval: 29, Max Interval: 45
AssociateProfessorCandidate(ID3696) => Min Interval: 26, Max Interval: 48
AssociateProfessorCandidate(ID3697) => Min Interval: 14, Max Interval: 26
AssociateProfessorCandidate(ID3698) => Min Interval: 22, Max Interval: 39
AssociateProfessorCandidate(ID3699) => Min Interval: 16, Max Interval: 30
AssociateProfessorCandidate(ID3702) => Min Interval: 27, Max Interval: 43
AssociateProfessorCandidate(ID3703) => Min Interval: 20, Max Interval: 40
AssociateProfessorCandidate(ID3720) => Min Interval: 20, Max Interval: 48
AssociateProfessorCandidate(ID3733) => Min Interval: 30, Max Interval: 39
AssociateProfessorCandidate(ID3748) => Min Interval: 28, Max Interval: 31
AssociateProfessorCandidate(ID3753) => Min Interval: 6, Max Interval: 36
AssociateProfessorCandidate(ID3758) => Min Interval: 25, Max Interval: 49
AssociateProfessorCandidate(ID3759) => Min Interval: 32, Max Interval: 47
AssociateProfessorCandidate(ID3762) => Min Interval: 24, Max Interval: 46
AssociateProfessorCandidate(ID3770) => Min Interval: 15, Max Interval: 34
AssociateProfessorCandidate(ID3786) => Min Interval: 16, Max Interval: 33
AssociateProfessorCandidate(ID3791) => Min Interval: 28, Max Interval: 36
AssociateProfessorCandidate(ID3792) => Min Interval: 20, Max Interval: 36
AssociateProfessorCandidate(ID3818) => Min Interval: 36, Max Interval: 48
AssociateProfessorCandidate(ID3824) => Min Interval: 17, Max Interval: 19
AssociateProfessorCandidate(ID3853) => Min Interval: 25, Max Interval: 54
AssociateProfessorCandidate(ID3854) => Min Interval: 14, Max Interval: 17
AssociateProfessorCandidate(ID3856) => Min Interval: 21, Max Interval: 22
AssociateProfessorCandidate(ID3858) => Min Interval: 34, Max Interval: 48
AssociateProfessorCandidate(ID3864) => Min Interval: 23, Max Interval: 49
AssociateProfessorCandidate(ID3869) => Min Interval: 29, Max Interval: 42
AssociateProfessorCandidate(ID3873) => Min Interval: 9, Max Interval: 46
AssociateProfessorCandidate(ID3878) => Min Interval: 12, Max Interval: 50
AssociateProfessorCandidate(ID3881) => Min Interval: 13, Max Interval: 46
AssociateProfessorCandidate(ID3883) => Min Interval: 40, Max Interval: 45
AssociateProfessorCandidate(ID3884) => Min Interval: 24, Max Interval: 43
AssociateProfessorCandidate(ID3887) => Min Interval: 9, Max Interval: 48
AssociateProfessorCandidate(ID3888) => Min Interval: 27, Max Interval: 39
AssociateProfessorCandidate(ID3889) => Min Interval: 25, Max Interval: 38
AssociateProfessorCandidate(ID3891) => Min Interval: 16, Max Interval: 46
AssociateProfessorCandidate(ID3892) => Min Interval: 7, Max Interval: 30
AssociateProfessorCandidate(ID3900) => Min Interval: 26, Max Interval: 32
AssociateProfessorCandidate(ID3902) => Min Interval: 19, Max Interval: 40
AssociateProfessorCandidate(ID3904) => Min Interval: 40, Max Interval: 44
AssociateProfessorCandidate(ID3906) => Min Interval: 16, Max Interval: 19
AssociateProfessorCandidate(ID3908) => Min Interval: 31, Max Interval: 41
AssociateProfessorCandidate(ID3911) => Min Interval: 15, Max Interval: 42
AssociateProfessorCandidate(ID3914) => Min Interval: 8, Max Interval: 45
AssociateProfessorCandidate(ID3917) => Min Interval: 15, Max Interval: 43
AssociateProfessorCandidate(ID3918) => Min Interval: 15, Max Interval: 24
AssociateProfessorCandidate(ID3920) => Min Interval: 9, Max Interval: 53
AssociateProfessorCandidate(ID3921) => Min Interval: 20, Max Interval: 27
AssociateProfessorCandidate(ID3922) => Min Interval: 5, Max Interval: 37
AssociateProfessorCandidate(ID3924) => Min Interval: 19, Max Interval: 25
AssociateProfessorCandidate(ID3926) => Min Interval: 16, Max Interval: 17
AssociateProfessorCandidate(ID3927) => Min Interval: 22, Max Interval: 45
AssociateProfessorCandidate(ID3929) => Min Interval: 16, Max Interval: 30
AssociateProfessorCandidate(ID3932) => Min Interval: 17, Max Interval: 44
AssociateProfessorCandidate(ID3934) => Min Interval: 8, Max Interval: 51
AssociateProfessorCandidate(ID3935) => Min Interval: 8, Max Interval: 52
AssociateProfessorCandidate(ID3936) => Min Interval: 24, Max Interval: 29
AssociateProfessorCandidate(ID3938) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID3939) => Min Interval: 22, Max Interval: 47
AssociateProfessorCandidate(ID3943) => Min Interval: 15, Max Interval: 45
AssociateProfessorCandidate(ID3945) => Min Interval: 22, Max Interval: 30
AssociateProfessorCandidate(ID3950) => Min Interval: 19, Max Interval: 49
AssociateProfessorCandidate(ID3951) => Min Interval: 26, Max Interval: 30
AssociateProfessorCandidate(ID3952) => Min Interval: 13, Max Interval: 35
AssociateProfessorCandidate(ID3955) => Min Interval: 40, Max Interval: 43
AssociateProfessorCandidate(ID3961) => Min Interval: 17, Max Interval: 42
AssociateProfessorCandidate(ID3962) => Min Interval: 26, Max Interval: 50
AssociateProfessorCandidate(ID3964) => Min Interval: 9, Max Interval: 46
AssociateProfessorCandidate(ID3965) => Min Interval: 20, Max Interval: 42
AssociateProfessorCandidate(ID3967) => Min Interval: 18, Max Interval: 46
AssociateProfessorCandidate(ID3969) => Min Interval: 16, Max Interval: 29
AssociateProfessorCandidate(ID3971) => Min Interval: 33, Max Interval: 36
AssociateProfessorCandidate(ID3973) => Min Interval: 12, Max Interval: 49
AssociateProfessorCandidate(ID3975) => Min Interval: 19, Max Interval: 49
AssociateProfessorCandidate(ID3976) => Min Interval: 11, Max Interval: 36
AssociateProfessorCandidate(ID3979) => Min Interval: 8, Max Interval: 43
AssociateProfessorCandidate(ID3983) => Min Interval: 21, Max Interval: 25
AssociateProfessorCandidate(ID3985) => Min Interval: 40, Max Interval: 48
AssociateProfessorCandidate(ID3987) => Min Interval: 11, Max Interval: 22
AssociateProfessorCandidate(ID3988) => Min Interval: 17, Max Interval: 42
AssociateProfessorCandidate(ID3990) => Min Interval: 11, Max Interval: 50
AssociateProfessorCandidate(ID3993) => Min Interval: 14, Max Interval: 23
AssociateProfessorCandidate(ID3994) => Min Interval: 43, Max Interval: 48
AssociateProfessorCandidate(ID3995) => Min Interval: 26, Max Interval: 29
AssociateProfessorCandidate(ID3997) => Min Interval: 26, Max Interval: 48
AssociateProfessorCandidate(ID3999) => Min Interval: 28, Max Interval: 34
AssociateProfessorCandidate(ID4000) => Min Interval: 16, Max Interval: 48
AssociateProfessorCandidate(ID4001) => Min Interval: 36, Max Interval: 45
AssociateProfessorCandidate(ID4013) => Min Interval: 23, Max Interval: 28
AssociateProfessorCandidate(ID4014) => Min Interval: 20, Max Interval: 45
AssociateProfessorCandidate(ID4015) => Min Interval: 27, Max Interval: 37
AssociateProfessorCandidate(ID4018) => Min Interval: 28, Max Interval: 40
AssociateProfessorCandidate(ID4022) => Min Interval: 39, Max Interval: 49
AssociateProfessorCandidate(ID4026) => Min Interval: 25, Max Interval: 33
AssociateProfessorCandidate(ID4027) => Min Interval: 12, Max Interval: 51
AssociateProfessorCandidate(ID4029) => Min Interval: 12, Max Interval: 50
AssociateProfessorCandidate(ID4030) => Min Interval: 18, Max Interval: 47
AssociateProfessorCandidate(ID4032) => Min Interval: 18, Max Interval: 48
AssociateProfessorCandidate(ID4036) => Min Interval: 21, Max Interval: 45
AssociateProfessorCandidate(ID4039) => Min Interval: 7, Max Interval: 48
AssociateProfessorCandidate(ID4041) => Min Interval: 21, Max Interval: 44
AssociateProfessorCandidate(ID4047) => Min Interval: 15, Max Interval: 48
AssociateProfessorCandidate(ID4050) => Min Interval: 10, Max Interval: 46
AssociateProfessorCandidate(ID4051) => Min Interval: 15, Max Interval: 38
AssociateProfessorCandidate(ID4056) => Min Interval: 25, Max Interval: 28
AssociateProfessorCandidate(ID4057) => Min Interval: -1, Max Interval: 31
AssociateProfessorCandidate(ID4059) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID4060) => Min Interval: 12, Max Interval: 53
AssociateProfessorCandidate(ID4066) => Min Interval: 18, Max Interval: 18
AssociateProfessorCandidate(ID4067) => Min Interval: 17, Max Interval: 40
AssociateProfessorCandidate(ID4068) => Min Interval: 18, Max Interval: 46
AssociateProfessorCandidate(ID4070) => Min Interval: 17, Max Interval: 49
AssociateProfessorCandidate(ID4072) => Min Interval: 13, Max Interval: 51
AssociateProfessorCandidate(ID4075) => Min Interval: 8, Max Interval: 30
AssociateProfessorCandidate(ID4077) => Min Interval: 8, Max Interval: 52
AssociateProfessorCandidate(ID4080) => Min Interval: 24, Max Interval: 27
AssociateProfessorCandidate(ID4081) => Min Interval: 8, Max Interval: 51
AssociateProfessorCandidate(ID4083) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID4086) => Min Interval: 6, Max Interval: 53
AssociateProfessorCandidate(ID4088) => Min Interval: 18, Max Interval: 37
AssociateProfessorCandidate(ID4089) => Min Interval: 27, Max Interval: 30
AssociateProfessorCandidate(ID4093) => Min Interval: 10, Max Interval: 43
AssociateProfessorCandidate(ID4097) => Min Interval: 17, Max Interval: 47
AssociateProfessorCandidate(ID4100) => Min Interval: 14, Max Interval: 46
AssociateProfessorCandidate(ID4104) => Min Interval: 21, Max Interval: 43
AssociateProfessorCandidate(ID4107) => Min Interval: 23, Max Interval: 47
AssociateProfessorCandidate(ID4111) => Min Interval: 16, Max Interval: 50
AssociateProfessorCandidate(ID4112) => Min Interval: 3, Max Interval: 40
AssociateProfessorCandidate(ID4113) => Min Interval: 12, Max Interval: 46
AssociateProfessorCandidate(ID4114) => Min Interval: 15, Max Interval: 41
AssociateProfessorCandidate(ID4117) => Min Interval: 15, Max Interval: 39
AssociateProfessorCandidate(ID4119) => Min Interval: 27, Max Interval: 29
AssociateProfessorCandidate(ID4120) => Min Interval: 23, Max Interval: 42
AssociateProfessorCandidate(ID4125) => Min Interval: 34, Max Interval: 36
AssociateProfessorCandidate(ID4127) => Min Interval: 26, Max Interval: 32
AssociateProfessorCandidate(ID4129) => Min Interval: 31, Max Interval: 42
AssociateProfessorCandidate(ID4131) => Min Interval: 9, Max Interval: 48
AssociateProfessorCandidate(ID4133) => Min Interval: 26, Max Interval: 44
AssociateProfessorCandidate(ID4134) => Min Interval: 22, Max Interval: 22
AssociateProfessorCandidate(ID4136) => Min Interval: 42, Max Interval: 46
AssociateProfessorCandidate(ID4139) => Min Interval: 14, Max Interval: 45
AssociateProfessorCandidate(ID4146) => Min Interval: 15, Max Interval: 44
AssociateProfessorCandidate(ID4149) => Min Interval: 45, Max Interval: 47
AssociateProfessorCandidate(ID4150) => Min Interval: 28, Max Interval: 49
AssociateProfessorCandidate(ID4151) => Min Interval: 23, Max Interval: 44
AssociateProfessorCandidate(ID4153) => Min Interval: 12, Max Interval: 51
AssociateProfessorCandidate(ID4156) => Min Interval: 25, Max Interval: 38
AssociateProfessorCandidate(ID4159) => Min Interval: 12, Max Interval: 39
AssociateProfessorCandidate(ID4165) => Min Interval: 7, Max Interval: 15
AssociateProfessorCandidate(ID4170) => Min Interval: 22, Max Interval: 37
AssociateProfessorCandidate(ID4172) => Min Interval: 9, Max Interval: 41
AssociateProfessorCandidate(ID4176) => Min Interval: 29, Max Interval: 29
AssociateProfessorCandidate(ID4177) => Min Interval: 24, Max Interval: 33
AssociateProfessorCandidate(ID4180) => Min Interval: 15, Max Interval: 40
AssociateProfessorCandidate(ID4181) => Min Interval: 36, Max Interval: 44
AssociateProfessorCandidate(ID4183) => Min Interval: 16, Max Interval: 31
AssociateProfessorCandidate(ID4186) => Min Interval: 13, Max Interval: 50
AssociateProfessorCandidate(ID4188) => Min Interval: 8, Max Interval: 36
AssociateProfessorCandidate(ID4189) => Min Interval: 27, Max Interval: 39
AssociateProfessorCandidate(ID4194) => Min Interval: 21, Max Interval: 37
AssociateProfessorCandidate(ID4200) => Min Interval: 34, Max Interval: 39
AssociateProfessorCandidate(ID4205) => Min Interval: 10, Max Interval: 28
AssociateProfessorCandidate(ID4206) => Min Interval: 17, Max Interval: 35
AssociateProfessorCandidate(ID4208) => Min Interval: 25, Max Interval: 49
AssociateProfessorCandidate(ID4210) => Min Interval: -1, Max Interval: 23
AssociateProfessorCandidate(ID4212) => Min Interval: 18, Max Interval: 30
AssociateProfessorCandidate(ID4215) => Min Interval: 6, Max Interval: 39
AssociateProfessorCandidate(ID4217) => Min Interval: 14, Max Interval: 34
AssociateProfessorCandidate(ID4218) => Min Interval: 16, Max Interval: 48
AssociateProfessorCandidate(ID4224) => Min Interval: 29, Max Interval: 44
AssociateProfessorCandidate(ID4226) => Min Interval: 9, Max Interval: 49
AssociateProfessorCandidate(ID4227) => Min Interval: 14, Max Interval: 46
AssociateProfessorCandidate(ID4229) => Min Interval: 23, Max Interval: 30
AssociateProfessorCandidate(ID4230) => Min Interval: 17, Max Interval: 17
AssociateProfessorCandidate(ID4233) => Min Interval: 19, Max Interval: 48
AssociateProfessorCandidate(ID4234) => Min Interval: 12, Max Interval: 50
AssociateProfessorCandidate(ID4242) => Min Interval: 24, Max Interval: 30
AssociateProfessorCandidate(ID4243) => Min Interval: 10, Max Interval: 51
AssociateProfessorCandidate(ID4247) => Min Interval: 9, Max Interval: 50
AssociateProfessorCandidate(ID4250) => Min Interval: 14, Max Interval: 31
AssociateProfessorCandidate(ID4253) => Min Interval: 15, Max Interval: 39
AssociateProfessorCandidate(ID4254) => Min Interval: 20, Max Interval: 43
AssociateProfessorCandidate(ID4255) => Min Interval: 10, Max Interval: 37
AssociateProfessorCandidate(ID4256) => Min Interval: 9, Max Interval: 34
AssociateProfessorCandidate(ID4258) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID4259) => Min Interval: 37, Max Interval: 45
AssociateProfessorCandidate(ID4260) => Min Interval: 25, Max Interval: 49
AssociateProfessorCandidate(ID4266) => Min Interval: 11, Max Interval: 34
AssociateProfessorCandidate(ID4269) => Min Interval: 32, Max Interval: 49
AssociateProfessorCandidate(ID4274) => Min Interval: 15, Max Interval: 45
AssociateProfessorCandidate(ID4275) => Min Interval: 9, Max Interval: 45
AssociateProfessorCandidate(ID4278) => Min Interval: 41, Max Interval: 49
AssociateProfessorCandidate(ID4282) => Min Interval: 17, Max Interval: 49
AssociateProfessorCandidate(ID4285) => Min Interval: 22, Max Interval: 44
AssociateProfessorCandidate(ID4288) => Min Interval: 26, Max Interval: 45
AssociateProfessorCandidate(ID4289) => Min Interval: 14, Max Interval: 50
AssociateProfessorCandidate(ID4291) => Min Interval: 4, Max Interval: 52
AssociateProfessorCandidate(ID4294) => Min Interval: 14, Max Interval: 43
AssociateProfessorCandidate(ID4297) => Min Interval: 13, Max Interval: 51
AssociateProfessorCandidate(ID4300) => Min Interval: 9, Max Interval: 53
AssociateProfessorCandidate(ID4301) => Min Interval: 35, Max Interval: 42
AssociateProfessorCandidate(ID4308) => Min Interval: 47, Max Interval: 49
AssociateProfessorCandidate(ID4310) => Min Interval: 11, Max Interval: 52
AssociateProfessorCandidate(ID4311) => Min Interval: 21, Max Interval: 39
AssociateProfessorCandidate(ID4312) => Min Interval: 32, Max Interval: 43
AssociateProfessorCandidate(ID4315) => Min Interval: 19, Max Interval: 27
AssociateProfessorCandidate(ID4316) => Min Interval: 33, Max Interval: 48
AssociateProfessorCandidate(ID4318) => Min Interval: 10, Max Interval: 40
AssociateProfessorCandidate(ID4319) => Min Interval: 28, Max Interval: 28
AssociateProfessorCandidate(ID4321) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID4322) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID4323) => Min Interval: 16, Max Interval: 45
AssociateProfessorCandidate(ID4325) => Min Interval: 28, Max Interval: 35
AssociateProfessorCandidate(ID4328) => Min Interval: 26, Max Interval: 48
AssociateProfessorCandidate(ID4329) => Min Interval: 33, Max Interval: 39
AssociateProfessorCandidate(ID4331) => Min Interval: 40, Max Interval: 45
AssociateProfessorCandidate(ID4333) => Min Interval: 15, Max Interval: 49
AssociateProfessorCandidate(ID4335) => Min Interval: 10, Max Interval: 51
AssociateProfessorCandidate(ID4338) => Min Interval: 14, Max Interval: 46
AssociateProfessorCandidate(ID4340) => Min Interval: 39, Max Interval: 48
AssociateProfessorCandidate(ID4341) => Min Interval: 29, Max Interval: 37
AssociateProfessorCandidate(ID4342) => Min Interval: 19, Max Interval: 46
AssociateProfessorCandidate(ID4343) => Min Interval: 13, Max Interval: 49
AssociateProfessorCandidate(ID4344) => Min Interval: 20, Max Interval: 47
AssociateProfessorCandidate(ID4346) => Min Interval: 32, Max Interval: 48
AssociateProfessorCandidate(ID4347) => Min Interval: 13, Max Interval: 49
AssociateProfessorCandidate(ID4349) => Min Interval: 21, Max Interval: 23
AssociateProfessorCandidate(ID4353) => Min Interval: 19, Max Interval: 43
AssociateProfessorCandidate(ID4358) => Min Interval: 20, Max Interval: 49
AssociateProfessorCandidate(ID4360) => Min Interval: 10, Max Interval: 43
AssociateProfessorCandidate(ID4364) => Min Interval: 17, Max Interval: 31
AssociateProfessorCandidate(ID4366) => Min Interval: 14, Max Interval: 36
AssociateProfessorCandidate(ID4370) => Min Interval: 29, Max Interval: 47
AssociateProfessorCandidate(ID4375) => Min Interval: 19, Max Interval: 30
AssociateProfessorCandidate(ID4377) => Min Interval: 15, Max Interval: 46
AssociateProfessorCandidate(ID4378) => Min Interval: 20, Max Interval: 36
AssociateProfessorCandidate(ID4380) => Min Interval: 14, Max Interval: 18
AssociateProfessorCandidate(ID4381) => Min Interval: 14, Max Interval: 36
AssociateProfessorCandidate(ID4385) => Min Interval: 26, Max Interval: 37
AssociateProfessorCandidate(ID4386) => Min Interval: 9, Max Interval: 50
AssociateProfessorCandidate(ID4389) => Min Interval: 6, Max Interval: 38
AssociateProfessorCandidate(ID4391) => Min Interval: 15, Max Interval: 44
AssociateProfessorCandidate(ID4392) => Min Interval: 9, Max Interval: 27
AssociateProfessorCandidate(ID4393) => Min Interval: 4, Max Interval: 37
AssociateProfessorCandidate(ID4401) => Min Interval: 28, Max Interval: 42
AssociateProfessorCandidate(ID4402) => Min Interval: 15, Max Interval: 54
AssociateProfessorCandidate(ID4406) => Min Interval: 27, Max Interval: 37
AssociateProfessorCandidate(ID4408) => Min Interval: 20, Max Interval: 51
AssociateProfessorCandidate(ID4409) => Min Interval: 26, Max Interval: 48
AssociateProfessorCandidate(ID4410) => Min Interval: 31, Max Interval: 45
AssociateProfessorCandidate(ID4412) => Min Interval: 15, Max Interval: 38
AssociateProfessorCandidate(ID4414) => Min Interval: 9, Max Interval: 46
AssociateProfessorCandidate(ID4423) => Min Interval: 25, Max Interval: 42
AssociateProfessorCandidate(ID4424) => Min Interval: 22, Max Interval: 44
AssociateProfessorCandidate(ID4428) => Min Interval: 8, Max Interval: 43
AssociateProfessorCandidate(ID4429) => Min Interval: 18, Max Interval: 38
AssociateProfessorCandidate(ID4433) => Min Interval: 22, Max Interval: 45
AssociateProfessorCandidate(ID4436) => Min Interval: 33, Max Interval: 42
AssociateProfessorCandidate(ID4441) => Min Interval: 12, Max Interval: 51
AssociateProfessorCandidate(ID4443) => Min Interval: 17, Max Interval: 36
AssociateProfessorCandidate(ID4445) => Min Interval: 14, Max Interval: 47
AssociateProfessorCandidate(ID4448) => Min Interval: 37, Max Interval: 39
AssociateProfessorCandidate(ID4449) => Min Interval: 10, Max Interval: 52
AssociateProfessorCandidate(ID4451) => Min Interval: 15, Max Interval: 31
AssociateProfessorCandidate(ID4453) => Min Interval: 25, Max Interval: 40
AssociateProfessorCandidate(ID4455) => Min Interval: 16, Max Interval: 47
AssociateProfessorCandidate(ID4457) => Min Interval: 33, Max Interval: 48
AssociateProfessorCandidate(ID4462) => Min Interval: 27, Max Interval: 49
AssociateProfessorCandidate(ID4463) => Min Interval: 18, Max Interval: 36
AssociateProfessorCandidate(ID4468) => Min Interval: 15, Max Interval: 16
AssociateProfessorCandidate(ID4472) => Min Interval: 29, Max Interval: 45
AssociateProfessorCandidate(ID4474) => Min Interval: 15, Max Interval: 33
AssociateProfessorCandidate(ID4475) => Min Interval: 19, Max Interval: 35
AssociateProfessorCandidate(ID4479) => Min Interval: 8, Max Interval: 49
AssociateProfessorCandidate(ID4483) => Min Interval: 15, Max Interval: 34
AssociateProfessorCandidate(ID4484) => Min Interval: 15, Max Interval: 19
AssociateProfessorCandidate(ID4486) => Min Interval: 28, Max Interval: 32
AssociateProfessorCandidate(ID4487) => Min Interval: 34, Max Interval: 44
