Stored fact information:
AssistantProfessorCandidate(ID0) => Min Interval: 31, Max Interval: 38
AssistantProfessorCandidate(ID3077) => Min Interval: 7, Max Interval: 48
AssistantProfessorCandidate(ID3078) => Min Interval: 14, Max Interval: 29
AssistantProfessorCandidate(ID3082) => Min Interval: 12, Max Interval: 50
AssistantProfessorCandidate(ID3083) => Min Interval: 4, Max Interval: 49
AssistantProfessorCandidate(ID3085) => Min Interval: 19, Max Interval: 46
AssistantProfessorCandidate(ID3086) => Min Interval: 12, Max Interval: 33
AssistantProfessorCandidate(ID3087) => Min Interval: 16, Max Interval: 19
AssistantProfessorCandidate(ID3088) => Min Interval: 2, Max Interval: 37
AssistantProfessorCandidate(ID3090) => Min Interval: 14, Max Interval: 38
AssistantProfessorCandidate(ID3095) => Min Interval: 7, Max Interval: 40
AssistantProfessorCandidate(ID3096) => Min Interval: 9, Max Interval: 45
AssistantProfessorCandidate(ID3098) => Min Interval: 9, Max Interval: 26
AssistantProfessorCandidate(ID3099) => Min Interval: 18, Max Interval: 44
AssistantProfessorCandidate(ID3101) => Min Interval: 18, Max Interval: 44
AssistantProfessorCandidate(ID3103) => Min Interval: 19, Max Interval: 31
AssistantProfessorCandidate(ID3105) => Min Interval: 29, Max Interval: 37
AssistantProfessorCandidate(ID3109) => Min Interval: 20, Max Interval: 50
AssistantProfessorCandidate(ID3111) => Min Interval: 18, Max Interval: 45
AssistantProfessorCandidate(ID3112) => Min Interval: 32, Max Interval: 44
AssistantProfessorCandidate(ID3114) => Min Interval: 29, Max Interval: 41
AssistantProfessorCandidate(ID3118) => Min Interval: 2, Max Interval: 42
AssistantProfessorCandidate(ID3122) => Min Interval: 7, Max Interval: 46
AssistantProfessorCandidate(ID3123) => Min Interval: 9, Max Interval: 40
AssistantProfessorCandidate(ID3125) => Min Interval: 15, Max Interval: 50
AssistantProfessorCandidate(ID3127) => Min Interval: 17, Max Interval: 46
AssistantProfessorCandidate(ID3128) => Min Interval: 26, Max Interval: 37
AssistantProfessorCandidate(ID3129) => Min Interval: 21, Max Interval: 47
AssistantProfessorCandidate(ID3131) => Min Interval: 24, Max Interval: 40
AssistantProfessorCandidate(ID3132) => Min Interval: 23, Max Interval: 36
AssistantProfessorCandidate(ID3140) => Min Interval: 11, Max Interval: 32
AssistantProfessorCandidate(ID3141) => Min Interval: 11, Max Interval: 45
AssistantProfessorCandidate(ID3142) => Min Interval: 18, Max Interval: 47
AssistantProfessorCandidate(ID3143) => Min Interval: 9, Max Interval: 45
AssistantProfessorCandidate(ID3144) => Min Interval: 22, Max Interval: 44
AssistantProfessorCandidate(ID3150) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID3151) => Min Interval: 12, Max Interval: 48
AssistantProfessorCandidate(ID3152) => Min Interval: 8, Max Interval: 33
AssistantProfessorCandidate(ID3154) => Min Interval: 11, Max Interval: 25
AssistantProfessorCandidate(ID3157) => Min Interval: 20, Max Interval: 23
AssistantProfessorCandidate(ID3159) => Min Interval: 22, Max Interval: 40
AssistantProfessorCandidate(ID3164) => Min Interval: 15, Max Interval: 49
AssistantProfessorCandidate(ID3167) => Min Interval: 12, Max Interval: 39
AssistantProfessorCandidate(ID3171) => Min Interval: 28, Max Interval: 34
AssistantProfessorCandidate(ID3176) => Min Interval: 44, Max Interval: 46
AssistantProfessorCandidate(ID3177) => Min Interval: 12, Max Interval: 34
AssistantProfessorCandidate(ID3179) => Min Interval: 11, Max Interval: 45
AssistantProfessorCandidate(ID3180) => Min Interval: 13, Max Interval: 46
AssistantProfessorCandidate(ID3184) => Min Interval: 5, Max Interval: 49
AssistantProfessorCandidate(ID3187) => Min Interval: 26, Max Interval: 39
AssistantProfessorCandidate(ID3191) => Min Interval: 15, Max Interval: 21
AssistantProfessorCandidate(ID3193) => Min Interval: 21, Max Interval: 48
AssistantProfessorCandidate(ID3195) => Min Interval: 11, Max Interval: 42
AssistantProfessorCandidate(ID3196) => Min Interval: 21, Max Interval: 26
AssistantProfessorCandidate(ID3198) => Min Interval: 9, Max Interval: 50
AssistantProfessorCandidate(ID3199) => Min Interval: 9, Max Interval: 44
AssistantProfessorCandidate(ID3201) => Min Interval: 25, Max Interval: 47
AssistantProfessorCandidate(ID3202) => Min Interval: 29, Max Interval: 43
AssistantProfessorCandidate(ID3203) => Min Interval: 2, Max Interval: 51
AssistantProfessorCandidate(ID3206) => Min Interval: 21, Max Interval: 43
AssistantProfessorCandidate(ID3209) => Min Interval: 17, Max Interval: 44
AssistantProfessorCandidate(ID3211) => Min Interval: 9, Max Interval: 39
AssistantProfessorCandidate(ID3212) => Min Interval: 4, Max Interval: 25
AssistantProfessorCandidate(ID3213) => Min Interval: 5, Max Interval: 22
AssistantProfessorCandidate(ID3215) => Min Interval: 10, Max Interval: 39
AssistantProfessorCandidate(ID3217) => Min Interval: 8, Max Interval: 51
AssistantProfessorCandidate(ID3219) => Min Interval: 17, Max Interval: 35
AssistantProfessorCandidate(ID3220) => Min Interval: 15, Max Interval: 40
AssistantProfessorCandidate(ID3221) => Min Interval: 41, Max Interval: 44
AssistantProfessorCandidate(ID3222) => Min Interval: 8, Max Interval: 50
AssistantProfessorCandidate(ID3226) => Min Interval: 32, Max Interval: 45
AssistantProfessorCandidate(ID3232) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID3233) => Min Interval: 5, Max Interval: 48
AssistantProfessorCandidate(ID3235) => Min Interval: 8, Max Interval: 28
AssistantProfessorCandidate(ID3238) => Min Interval: 18, Max Interval: 24
AssistantProfessorCandidate(ID3239) => Min Interval: 14, Max Interval: 30
AssistantProfessorCandidate(ID3241) => Min Interval: 30, Max Interval: 34
AssistantProfessorCandidate(ID3247) => Min Interval: 37, Max Interval: 49
AssistantProfessorCandidate(ID3251) => Min Interval: 6, Max Interval: 49
AssistantProfessorCandidate(ID3252) => Min Interval: 28, Max Interval: 43
AssistantProfessorCandidate(ID3253) => Min Interval: 15, Max Interval: 21
AssistantProfessorCandidate(ID3256) => Min Interval: 25, Max Interval: 44
AssistantProfessorCandidate(ID3260) => Min Interval: 11, Max Interval: 36
AssistantProfessorCandidate(ID3263) => Min Interval: 17, Max Interval: 44
AssistantProfessorCandidate(ID3264) => Min Interval: 31, Max Interval: 39
AssistantProfessorCandidate(ID3265) => Min Interval: 5, Max Interval: 50
AssistantProfessorCandidate(ID3266) => Min Interval: 24, Max Interval: 29
AssistantProfessorCandidate(ID3267) => Min Interval: 18, Max Interval: 49
AssistantProfessorCandidate(ID3270) => Min Interval: 22, Max Interval: 38
AssistantProfessorCandidate(ID3275) => Min Interval: 14, Max Interval: 35
AssistantProfessorCandidate(ID3278) => Min Interval: 14, Max Interval: 43
AssistantProfessorCandidate(ID3281) => Min Interval: 17, Max Interval: 48
AssistantProfessorCandidate(ID3284) => Min Interval: 6, Max Interval: 41
AssistantProfessorCandidate(ID3285) => Min Interval: 5, Max Interval: 45
AssistantProfessorCandidate(ID3289) => Min Interval: 4, Max Interval: 48
AssistantProfessorCandidate(ID3292) => Min Interval: 26, Max Interval: 38
AssistantProfessorCandidate(ID3293) => Min Interval: 8, Max Interval: 38
AssistantProfessorCandidate(ID3294) => Min Interval: 32, Max Interval: 48
AssistantProfessorCandidate(ID3295) => Min Interval: 19, Max Interval: 24
AssistantProfessorCandidate(ID3297) => Min Interval: 1, Max Interval: 41
AssistantProfessorCandidate(ID3298) => Min Interval: 17, Max Interval: 41
AssistantProfessorCandidate(ID3302) => Min Interval: 29, Max Interval: 35
AssistantProfessorCandidate(ID3303) => Min Interval: 44, Max Interval: 47
AssistantProfessorCandidate(ID3309) => Min Interval: 9, Max Interval: 40
AssistantProfessorCandidate(ID3317) => Min Interval: 6, Max Interval: 48
AssistantProfessorCandidate(ID3319) => Min Interval: 33, Max Interval: 43
AssistantProfessorCandidate(ID3323) => Min Interval: 23, Max Interval: 30
AssistantProfessorCandidate(ID3325) => Min Interval: 11, Max Interval: 41
AssistantProfessorCandidate(ID3338) => Min Interval: 13, Max Interval: 46
AssistantProfessorCandidate(ID3339) => Min Interval: 22, Max Interval: 36
AssistantProfessorCandidate(ID3341) => Min Interval: 3, Max Interval: 38
AssistantProfessorCandidate(ID3344) => Min Interval: 23, Max Interval: 44
AssistantProfessorCandidate(ID3346) => Min Interval: 11, Max Interval: 48
AssistantProfessorCandidate(ID3351) => Min Interval: 4, Max Interval: 46
AssistantProfessorCandidate(ID3352) => Min Interval: 11, Max Interval: 44
AssistantProfessorCandidate(ID3353) => Min Interval: 13, Max Interval: 31
AssistantProfessorCandidate(ID3354) => Min Interval: 19, Max Interval: 39
AssistantProfessorCandidate(ID3356) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID3358) => Min Interval: 5, Max Interval: 44
AssistantProfessorCandidate(ID3362) => Min Interval: 41, Max Interval: 48
AssistantProfessorCandidate(ID3363) => Min Interval: 10, Max Interval: 46
AssistantProfessorCandidate(ID3365) => Min Interval: 32, Max Interval: 41
AssistantProfessorCandidate(ID3372) => Min Interval: 44, Max Interval: 47
AssistantProfessorCandidate(ID3373) => Min Interval: 11, Max Interval: 20
AssistantProfessorCandidate(ID3377) => Min Interval: 20, Max Interval: 41
AssistantProfessorCandidate(ID3383) => Min Interval: 10, Max Interval: 39
AssistantProfessorCandidate(ID3384) => Min Interval: 13, Max Interval: 29
AssistantProfessorCandidate(ID3388) => Min Interval: 11, Max Interval: 43
AssistantProfessorCandidate(ID3391) => Min Interval: 3, Max Interval: 45
AssistantProfessorCandidate(ID3392) => Min Interval: 14, Max Interval: 21
AssistantProfessorCandidate(ID3393) => Min Interval: 12, Max Interval: 48
AssistantProfessorCandidate(ID3395) => Min Interval: 4, Max Interval: 44
AssistantProfessorCandidate(ID3396) => Min Interval: 15, Max Interval: 23
AssistantProfessorCandidate(ID3398) => Min Interval: 15, Max Interval: 46
AssistantProfessorCandidate(ID3401) => Min Interval: 12, Max Interval: 14
AssistantProfessorCandidate(ID3402) => Min Interval: 21, Max Interval: 45
AssistantProfessorCandidate(ID3403) => Min Interval: 13, Max Interval: 40
AssistantProfessorCandidate(ID3404) => Min Interval: 10, Max Interval: 45
AssistantProfessorCandidate(ID3405) => Min Interval: 12, Max Interval: 37
AssistantProfessorCandidate(ID3406) => Min Interval: 1, Max Interval: 48
AssistantProfessorCandidate(ID3407) => Min Interval: 5, Max Interval: 46
AssistantProfessorCandidate(ID3411) => Min Interval: 19, Max Interval: 48
AssistantProfessorCandidate(ID3414) => Min Interval: 17, Max Interval: 42
AssistantProfessorCandidate(ID3415) => Min Interval: 7, Max Interval: 39
AssistantProfessorCandidate(ID3420) => Min Interval: 13, Max Interval: 45
AssistantProfessorCandidate(ID3428) => Min Interval: 30, Max Interval: 44
AssistantProfessorCandidate(ID3432) => Min Interval: 9, Max Interval: 23
AssistantProfessorCandidate(ID3433) => Min Interval: 9, Max Interval: 14
AssistantProfessorCandidate(ID3436) => Min Interval: 16, Max Interval: 50
AssistantProfessorCandidate(ID3441) => Min Interval: 28, Max Interval: 32
AssistantProfessorCandidate(ID3444) => Min Interval: 8, Max Interval: 35
AssistantProfessorCandidate(ID3447) => Min Interval: 14, Max Interval: 31
AssistantProfessorCandidate(ID3448) => Min Interval: 12, Max Interval: 47
AssistantProfessorCandidate(ID3449) => Min Interval: 6, Max Interval: 37
AssistantProfessorCandidate(ID3450) => Min Interval: 32, Max Interval: 35
AssistantProfessorCandidate(ID3455) => Min Interval: 17, Max Interval: 48
AssistantProfessorCandidate(ID3459) => Min Interval: 4, Max Interval: 48
AssistantProfessorCandidate(ID3460) => Min Interval: 15, Max Interval: 49
AssistantProfessorCandidate(ID3462) => Min Interval: 9, Max Interval: 33
AssistantProfessorCandidate(ID3468) => Min Interval: 13, Max Interval: 34
AssistantProfessorCandidate(ID3471) => Min Interval: 11, Max Interval: 23
AssistantProfessorCandidate(ID3472) => Min Interval: 14, Max Interval: 40
AssistantProfessorCandidate(ID3475) => Min Interval: 29, Max Interval: 35
AssistantProfessorCandidate(ID3477) => Min Interval: 30, Max Interval: 45
AssistantProfessorCandidate(ID3478) => Min Interval: 27, Max Interval: 41
AssistantProfessorCandidate(ID3479) => Min Interval: 31, Max Interval: 47
AssistantProfessorCandidate(ID3481) => Min Interval: 17, Max Interval: 23
AssistantProfessorCandidate(ID3482) => Min Interval: 14, Max Interval: 47
AssistantProfessorCandidate(ID3488) => Min Interval: 10, Max Interval: 48
AssistantProfessorCandidate(ID3494) => Min Interval: 2, Max Interval: 52
AssistantProfessorCandidate(ID3499) => Min Interval: 9, Max Interval: 49
AssistantProfessorCandidate(ID3504) => Min Interval: 6, Max Interval: 46
AssistantProfessorCandidate(ID3505) => Min Interval: 16, Max Interval: 23
AssistantProfessorCandidate(ID3506) => Min Interval: 29, Max Interval: 40
AssistantProfessorCandidate(ID3509) => Min Interval: 12, Max Interval: 39
AssistantProfessorCandidate(ID3513) => Min Interval: 9, Max Interval: 24
AssistantProfessorCandidate(ID3517) => Min Interval: 18, Max Interval: 50
AssistantProfessorCandidate(ID3521) => Min Interval: 9, Max Interval: 26
AssistantProfessorCandidate(ID3528) => Min Interval: 4, Max Interval: 12
AssistantProfessorCandidate(ID3529) => Min Interval: 30, Max Interval: 46
AssistantProfessorCandidate(ID3531) => Min Interval: 25, Max Interval: 47
AssistantProfessorCandidate(ID3533) => Min Interval: 6, Max Interval: 35
AssistantProfessorCandidate(ID3534) => Min Interval: 20, Max Interval: 26
AssistantProfessorCandidate(ID3535) => Min Interval: 37, Max Interval: 46
AssistantProfessorCandidate(ID3542) => Min Interval: 17, Max Interval: 47
AssistantProfessorCandidate(ID3551) => Min Interval: 25, Max Interval: 31
AssistantProfessorCandidate(ID3554) => Min Interval: 12, Max Interval: 40
AssistantProfessorCandidate(ID3556) => Min Interval: 11, Max Interval: 31
AssistantProfessorCandidate(ID3567) => Min Interval: 17, Max Interval: 48
AssistantProfessorCandidate(ID3568) => Min Interval: 16, Max Interval: 35
AssistantProfessorCandidate(ID3573) => Min Interval: 4, Max Interval: 37
AssistantProfessorCandidate(ID3575) => Min Interval: 10, Max Interval: 45
AssistantProfessorCandidate(ID3576) => Min Interval: 16, Max Interval: 48
AssistantProfessorCandidate(ID3577) => Min Interval: 36, Max Interval: 38
AssistantProfessorCandidate(ID3578) => Min Interval: 14, Max Interval: 47
AssistantProfessorCandidate(ID3580) => Min Interval: 10, Max Interval: 45
AssistantProfessorCandidate(ID3582) => Min Interval: 7, Max Interval: 45
AssistantProfessorCandidate(ID3588) => Min Interval: 21, Max Interval: 45
AssistantProfessorCandidate(ID3595) => Min Interval: 2, Max Interval: 49
AssistantProfessorCandidate(ID3597) => Min Interval: 36, Max Interval: 48
AssistantProfessorCandidate(ID3601) => Min Interval: 21, Max Interval: 46
AssistantProfessorCandidate(ID3603) => Min Interval: 3, Max Interval: 41
AssistantProfessorCandidate(ID3607) => Min Interval: 6, Max Interval: 37
AssistantProfessorCandidate(ID3615) => Min Interval: 18, Max Interval: 26
AssistantProfessorCandidate(ID3616) => Min Interval: 23, Max Interval: 32
AssistantProfessorCandidate(ID3617) => Min Interval: 12, Max Interval: 40
AssistantProfessorCandidate(ID3620) => Min Interval: 13, Max Interval: 46
AssistantProfessorCandidate(ID3621) => Min Interval: 15, Max Interval: 40
AssistantProfessorCandidate(ID3627) => Min Interval: 28, Max Interval: 34
AssistantProfessorCandidate(ID3630) => Min Interval: 19, Max Interval: 41
AssistantProfessorCandidate(ID3631) => Min Interval: 11, Max Interval: 41
AssistantProfessorCandidate(ID3635) => Min Interval: 27, Max Interval: 41
AssistantProfessorCandidate(ID3636) => Min Interval: 4, Max Interval: 43
AssistantProfessorCandidate(ID3642) => Min Interval: 13, Max Interval: 40
AssistantProfessorCandidate(ID3650) => Min Interval: 25, Max Interval: 46
AssistantProfessorCandidate(ID3652) => Min Interval: 12, Max Interval: 44
AssistantProfessorCandidate(ID3653) => Min Interval: 14, Max Interval: 22
AssistantProfessorCandidate(ID3666) => Min Interval: 12, Max Interval: 31
AssistantProfessorCandidate(ID3667) => Min Interval: 36, Max Interval: 39
AssistantProfessorCandidate(ID3682) => Min Interval: 30, Max Interval: 33
AssistantProfessorCandidate(ID3690) => Min Interval: 27, Max Interval: 41
AssistantProfessorCandidate(ID3692) => Min Interval: 24, Max Interval: 44
AssistantProfessorCandidate(ID3696) => Min Interval: 21, Max Interval: 47
AssistantProfessorCandidate(ID3697) => Min Interval: 9, Max Interval: 25
AssistantProfessorCandidate(ID3698) => Min Interval: 17, Max Interval: 38
AssistantProfessorCandidate(ID3699) => Min Interval: 11, Max Interval: 29
AssistantProfessorCandidate(ID3702) => Min Interval: 22, Max Interval: 42
AssistantProfessorCandidate(ID3703) => Min Interval: 15, Max Interval: 39
AssistantProfessorCandidate(ID3720) => Min Interval: 15, Max Interval: 47
AssistantProfessorCandidate(ID3724) => Min Interval: 15, Max Interval: 18
AssistantProfessorCandidate(ID3733) => Min Interval: 25, Max Interval: 38
AssistantProfessorCandidate(ID3748) => Min Interval: 23, Max Interval: 30
AssistantProfessorCandidate(ID3753) => Min Interval: 1, Max Interval: 35
AssistantProfessorCandidate(ID3758) => Min Interval: 20, Max Interval: 48
AssistantProfessorCandidate(ID3759) => Min Interval: 27, Max Interval: 46
AssistantProfessorCandidate(ID3762) => Min Interval: 19, Max Interval: 45
AssistantProfessorCandidate(ID3770) => Min Interval: 10, Max Interval: 33
AssistantProfessorCandidate(ID3772) => Min Interval: 10, Max Interval: 12
AssistantProfessorCandidate(ID3786) => Min Interval: 11, Max Interval: 32
AssistantProfessorCandidate(ID3791) => Min Interval: 23, Max Interval: 35
AssistantProfessorCandidate(ID3792) => Min Interval: 15, Max Interval: 35
AssistantProfessorCandidate(ID3818) => Min Interval: 31, Max Interval: 47
AssistantProfessorCandidate(ID3824) => Min Interval: 12, Max Interval: 18
AssistantProfessorCandidate(ID3853) => Min Interval: 23, Max Interval: 53
AssistantProfessorCandidate(ID3854) => Min Interval: 9, Max Interval: 16
AssistantProfessorCandidate(ID3856) => Min Interval: 16, Max Interval: 21
AssistantProfessorCandidate(ID3858) => Min Interval: 29, Max Interval: 47
AssistantProfessorCandidate(ID3864) => Min Interval: 21, Max Interval: 48
AssistantProfessorCandidate(ID3869) => Min Interval: 24, Max Interval: 41
AssistantProfessorCandidate(ID3873) => Min Interval: 4, Max Interval: 45
AssistantProfessorCandidate(ID3878) => Min Interval: 7, Max Interval: 49
AssistantProfessorCandidate(ID3881) => Min Interval: 8, Max Interval: 45
AssistantProfessorCandidate(ID3883) => Min Interval: 35, Max Interval: 44
AssistantProfessorCandidate(ID3884) => Min Interval: 19, Max Interval: 42
AssistantProfessorCandidate(ID3887) => Min Interval: 4, Max Interval: 47
AssistantProfessorCandidate(ID3888) => Min Interval: 22, Max Interval: 38
AssistantProfessorCandidate(ID3889) => Min Interval: 20, Max Interval: 37
AssistantProfessorCandidate(ID3891) => Min Interval: 11, Max Interval: 45
AssistantProfessorCandidate(ID3892) => Min Interval: 2, Max Interval: 29
AssistantProfessorCandidate(ID3898) => Min Interval: 24, Max Interval: 27
AssistantProfessorCandidate(ID3900) => Min Interval: 21, Max Interval: 48
AssistantProfessorCandidate(ID3902) => Min Interval: 14, Max Interval: 39
AssistantProfessorCandidate(ID3904) => Min Interval: 35, Max Interval: 43
AssistantProfessorCandidate(ID3906) => Min Interval: 11, Max Interval: 18
AssistantProfessorCandidate(ID3908) => Min Interval: 26, Max Interval: 40
AssistantProfessorCandidate(ID3911) => Min Interval: 10, Max Interval: 41
AssistantProfessorCandidate(ID3917) => Min Interval: 10, Max Interval: 42
AssistantProfessorCandidate(ID3918) => Min Interval: 10, Max Interval: 40
AssistantProfessorCandidate(ID3920) => Min Interval: 4, Max Interval: 52
AssistantProfessorCandidate(ID3921) => Min Interval: 15, Max Interval: 26
AssistantProfessorCandidate(ID3924) => Min Interval: 14, Max Interval: 24
AssistantProfessorCandidate(ID3926) => Min Interval: 11, Max Interval: 16
AssistantProfessorCandidate(ID3929) => Min Interval: 11, Max Interval: 29
AssistantProfessorCandidate(ID3934) => Min Interval: 3, Max Interval: 50
AssistantProfessorCandidate(ID3935) => Min Interval: 3, Max Interval: 51
AssistantProfessorCandidate(ID3936) => Min Interval: 19, Max Interval: 28
AssistantProfessorCandidate(ID3938) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID3939) => Min Interval: 17, Max Interval: 46
AssistantProfessorCandidate(ID3943) => Min Interval: 10, Max Interval: 44
AssistantProfessorCandidate(ID3945) => Min Interval: 17, Max Interval: 29
AssistantProfessorCandidate(ID3950) => Min Interval: 14, Max Interval: 48
AssistantProfessorCandidate(ID3951) => Min Interval: 21, Max Interval: 29
AssistantProfessorCandidate(ID3952) => Min Interval: 8, Max Interval: 34
AssistantProfessorCandidate(ID3955) => Min Interval: 35, Max Interval: 42
AssistantProfessorCandidate(ID3961) => Min Interval: 12, Max Interval: 41
AssistantProfessorCandidate(ID3962) => Min Interval: 21, Max Interval: 49
AssistantProfessorCandidate(ID3964) => Min Interval: 4, Max Interval: 45
AssistantProfessorCandidate(ID3965) => Min Interval: 15, Max Interval: 41
AssistantProfessorCandidate(ID3967) => Min Interval: 13, Max Interval: 45
AssistantProfessorCandidate(ID3969) => Min Interval: 11, Max Interval: 28
AssistantProfessorCandidate(ID3971) => Min Interval: 28, Max Interval: 35
AssistantProfessorCandidate(ID3973) => Min Interval: 7, Max Interval: 48
AssistantProfessorCandidate(ID3975) => Min Interval: 14, Max Interval: 48
AssistantProfessorCandidate(ID3976) => Min Interval: 6, Max Interval: 35
AssistantProfessorCandidate(ID3979) => Min Interval: 3, Max Interval: 42
AssistantProfessorCandidate(ID3983) => Min Interval: 16, Max Interval: 24
AssistantProfessorCandidate(ID3985) => Min Interval: 35, Max Interval: 47
AssistantProfessorCandidate(ID3987) => Min Interval: 6, Max Interval: 21
AssistantProfessorCandidate(ID3988) => Min Interval: 12, Max Interval: 41
AssistantProfessorCandidate(ID3990) => Min Interval: 6, Max Interval: 49
AssistantProfessorCandidate(ID3993) => Min Interval: 9, Max Interval: 22
AssistantProfessorCandidate(ID3994) => Min Interval: 38, Max Interval: 47
AssistantProfessorCandidate(ID3995) => Min Interval: 21, Max Interval: 28
AssistantProfessorCandidate(ID3997) => Min Interval: 21, Max Interval: 47
AssistantProfessorCandidate(ID3999) => Min Interval: 23, Max Interval: 33
AssistantProfessorCandidate(ID4000) => Min Interval: 11, Max Interval: 47
AssistantProfessorCandidate(ID4001) => Min Interval: 31, Max Interval: 44
AssistantProfessorCandidate(ID4002) => Min Interval: 11, Max Interval: 13
AssistantProfessorCandidate(ID4008) => Min Interval: 43, Max Interval: 46
AssistantProfessorCandidate(ID4013) => Min Interval: 18, Max Interval: 27
AssistantProfessorCandidate(ID4014) => Min Interval: 15, Max Interval: 44
AssistantProfessorCandidate(ID4015) => Min Interval: 22, Max Interval: 36
AssistantProfessorCandidate(ID4018) => Min Interval: 23, Max Interval: 39
AssistantProfessorCandidate(ID4022) => Min Interval: 34, Max Interval: 48
AssistantProfessorCandidate(ID4026) => Min Interval: 20, Max Interval: 32
AssistantProfessorCandidate(ID4027) => Min Interval: 7, Max Interval: 50
AssistantProfessorCandidate(ID4029) => Min Interval: 7, Max Interval: 49
AssistantProfessorCandidate(ID4030) => Min Interval: 13, Max Interval: 46
AssistantProfessorCandidate(ID4032) => Min Interval: 13, Max Interval: 47
AssistantProfessorCandidate(ID4036) => Min Interval: 16, Max Interval: 44
AssistantProfessorCandidate(ID4039) => Min Interval: 2, Max Interval: 47
AssistantProfessorCandidate(ID4041) => Min Interval: 16, Max Interval: 43
AssistantProfessorCandidate(ID4043) => Min Interval: 23, Max Interval: 26
AssistantProfessorCandidate(ID4047) => Min Interval: 10, Max Interval: 47
AssistantProfessorCandidate(ID4050) => Min Interval: 5, Max Interval: 45
AssistantProfessorCandidate(ID4051) => Min Interval: 10, Max Interval: 37
AssistantProfessorCandidate(ID4056) => Min Interval: 20, Max Interval: 27
AssistantProfessorCandidate(ID4059) => Min Interval: 9, Max Interval: 48
AssistantProfessorCandidate(ID4060) => Min Interval: 7, Max Interval: 52
AssistantProfessorCandidate(ID4066) => Min Interval: 13, Max Interval: 17
AssistantProfessorCandidate(ID4067) => Min Interval: 12, Max Interval: 39
AssistantProfessorCandidate(ID4068) => Min Interval: 13, Max Interval: 45
AssistantProfessorCandidate(ID4070) => Min Interval: 12, Max Interval: 48
AssistantProfessorCandidate(ID4072) => Min Interval: 8, Max Interval: 50
AssistantProfessorCandidate(ID4075) => Min Interval: 3, Max Interval: 29
AssistantProfessorCandidate(ID4077) => Min Interval: 3, Max Interval: 51
AssistantProfessorCandidate(ID4080) => Min Interval: 19, Max Interval: 26
AssistantProfessorCandidate(ID4081) => Min Interval: 3, Max Interval: 50
AssistantProfessorCandidate(ID4083) => Min Interval: 4, Max Interval: 51
AssistantProfessorCandidate(ID4086) => Min Interval: 1, Max Interval: 52
AssistantProfessorCandidate(ID4088) => Min Interval: 13, Max Interval: 36
AssistantProfessorCandidate(ID4089) => Min Interval: 22, Max Interval: 29
AssistantProfessorCandidate(ID4093) => Min Interval: 5, Max Interval: 42
AssistantProfessorCandidate(ID4097) => Min Interval: 12, Max Interval: 46
AssistantProfessorCandidate(ID4100) => Min Interval: 9, Max Interval: 45
AssistantProfessorCandidate(ID4104) => Min Interval: 16, Max Interval: 42
AssistantProfessorCandidate(ID4107) => Min Interval: 18, Max Interval: 46
AssistantProfessorCandidate(ID4111) => Min Interval: 11, Max Interval: 49
AssistantProfessorCandidate(ID4113) => Min Interval: 7, Max Interval: 45
AssistantProfessorCandidate(ID4114) => Min Interval: 10, Max Interval: 40
AssistantProfessorCandidate(ID4117) => Min Interval: 10, Max Interval: 38
AssistantProfessorCandidate(ID4119) => Min Interval: 22, Max Interval: 28
AssistantProfessorCandidate(ID4120) => Min Interval: 18, Max Interval: 41
AssistantProfessorCandidate(ID4125) => Min Interval: 29, Max Interval: 35
AssistantProfessorCandidate(ID4127) => Min Interval: 21, Max Interval: 31
AssistantProfessorCandidate(ID4129) => Min Interval: 26, Max Interval: 41
AssistantProfessorCandidate(ID4131) => Min Interval: 4, Max Interval: 47
AssistantProfessorCandidate(ID4133) => Min Interval: 21, Max Interval: 43
AssistantProfessorCandidate(ID4134) => Min Interval: 17, Max Interval: 21
AssistantProfessorCandidate(ID4136) => Min Interval: 37, Max Interval: 45
AssistantProfessorCandidate(ID4139) => Min Interval: 9, Max Interval: 44
AssistantProfessorCandidate(ID4146) => Min Interval: 10, Max Interval: 43
AssistantProfessorCandidate(ID4149) => Min Interval: 40, Max Interval: 46
AssistantProfessorCandidate(ID4150) => Min Interval: 23, Max Interval: 48
AssistantProfessorCandidate(ID4151) => Min Interval: 18, Max Interval: 43
AssistantProfessorCandidate(ID4153) => Min Interval: 7, Max Interval: 50
AssistantProfessorCandidate(ID4156) => Min Interval: 20, Max Interval: 37
AssistantProfessorCandidate(ID4159) => Min Interval: 7, Max Interval: 38
AssistantProfessorCandidate(ID4165) => Min Interval: 2, Max Interval: 14
AssistantProfessorCandidate(ID4170) => Min Interval: 17, Max Interval: 36
AssistantProfessorCandidate(ID4172) => Min Interval: 4, Max Interval: 40
AssistantProfessorCandidate(ID4176) => Min Interval: 24, Max Interval: 28
AssistantProfessorCandidate(ID4177) => Min Interval: 19, Max Interval: 32
AssistantProfessorCandidate(ID4180) => Min Interval: 10, Max Interval: 39
AssistantProfessorCandidate(ID4181) => Min Interval: 31, Max Interval: 43
AssistantProfessorCandidate(ID4183) => Min Interval: 11, Max Interval: 30
AssistantProfessorCandidate(ID4186) => Min Interval: 8, Max Interval: 49
AssistantProfessorCandidate(ID4188) => Min Interval: 3, Max Interval: 35
