Stored fact information:
Publication(ID12) => Min Interval: 5, Max Interval: 49
Publication(ID2907) => Min Interval: 3, Max Interval: 49
Publication(ID2908) => Min Interval: 3, Max Interval: 49
Publication(ID2923) => Min Interval: 3, Max Interval: 50
Publication(ID2925) => Min Interval: 4, Max Interval: 48
Publication(ID2930) => Min Interval: 9, Max Interval: 43
Publication(ID2934) => Min Interval: 0, Max Interval: 49
Publication(ID2941) => Min Interval: 0, Max Interval: 50
Publication(ID2942) => Min Interval: 5, Max Interval: 48
Publication(ID2943) => Min Interval: 1, Max Interval: 50
Publication(ID2947) => Min Interval: 1, Max Interval: 49
Publication(ID2950) => Min Interval: 0, Max Interval: 50
Publication(ID2972) => Min Interval: 7, Max Interval: 47
Publication(ID2973) => Min Interval: 8, Max Interval: 46
Publication(ID2975) => Min Interval: 6, Max Interval: 41
Publication(ID2986) => Min Interval: 3, Max Interval: 50
Publication(ID2990) => Min Interval: 2, Max Interval: 43
Publication(ID2992) => Min Interval: 0, Max Interval: 41
Publication(ID2999) => Min Interval: 1, Max Interval: 45
Publication(ID3000) => Min Interval: 6, Max Interval: 47
Publication(ID3001) => Min Interval: 0, Max Interval: 46
Publication(ID3005) => Min Interval: 9, Max Interval: 46
Publication(ID3011) => Min Interval: 8, Max Interval: 49
Publication(ID3014) => Min Interval: 9, Max Interval: 50
Publication(ID3017) => Min Interval: 8, Max Interval: 50
Publication(ID3020) => Min Interval: 10, Max Interval: 50
Publication(ID3026) => Min Interval: 5, Max Interval: 49
Publication(ID3028) => Min Interval: 0, Max Interval: 39
Publication(ID3033) => Min Interval: 1, Max Interval: 21
Publication(ID3043) => Min Interval: 0, Max Interval: 48
Publication(ID3044) => Min Interval: 4, Max Interval: 49
Publication(ID3045) => Min Interval: 0, Max Interval: 50
Publication(ID3047) => Min Interval: 0, Max Interval: 43
Publication(ID3050) => Min Interval: 6, Max Interval: 47
Publication(ID3051) => Min Interval: 4, Max Interval: 47
Publication(ID3055) => Min Interval: 2, Max Interval: 49
Publication(ID3056) => Min Interval: 11, Max Interval: 42
Publication(ID3059) => Min Interval: 3, Max Interval: 50
Publication(ID3064) => Min Interval: 0, Max Interval: 43
Publication(ID3072) => Min Interval: 2, Max Interval: 50
Publication(ID3081) => Min Interval: 1, Max Interval: 49
Publication(ID3084) => Min Interval: 3, Max Interval: 40
Publication(ID3093) => Min Interval: 1, Max Interval: 46
Publication(ID3094) => Min Interval: 6, Max Interval: 46
Publication(ID3097) => Min Interval: 1, Max Interval: 41
Publication(ID3100) => Min Interval: 9, Max Interval: 46
Publication(ID3106) => Min Interval: 0, Max Interval: 49
Publication(ID3108) => Min Interval: 12, Max Interval: 48
Publication(ID3110) => Min Interval: 2, Max Interval: 38
Publication(ID3115) => Min Interval: 5, Max Interval: 43
Publication(ID3117) => Min Interval: 7, Max Interval: 48
Publication(ID3120) => Min Interval: 1, Max Interval: 47
Publication(ID3130) => Min Interval: 1, Max Interval: 29
Publication(ID3133) => Min Interval: 0, Max Interval: 42
Publication(ID3134) => Min Interval: 4, Max Interval: 50
Publication(ID3138) => Min Interval: 10, Max Interval: 47
Publication(ID3145) => Min Interval: 4, Max Interval: 50
Publication(ID3147) => Min Interval: 1, Max Interval: 46
Publication(ID3149) => Min Interval: 0, Max Interval: 50
Publication(ID3153) => Min Interval: 2, Max Interval: 48
Publication(ID3156) => Min Interval: 4, Max Interval: 48
Publication(ID3160) => Min Interval: 2, Max Interval: 48
Publication(ID3161) => Min Interval: 3, Max Interval: 46
Publication(ID3163) => Min Interval: 9, Max Interval: 48
Publication(ID3166) => Min Interval: 0, Max Interval: 46
Publication(ID3168) => Min Interval: 0, Max Interval: 45
Publication(ID3173) => Min Interval: 1, Max Interval: 40
Publication(ID3178) => Min Interval: 1, Max Interval: 35
Publication(ID3183) => Min Interval: 1, Max Interval: 50
Publication(ID3185) => Min Interval: 9, Max Interval: 45
Publication(ID3186) => Min Interval: 6, Max Interval: 47
Publication(ID3189) => Min Interval: 7, Max Interval: 48
Publication(ID3190) => Min Interval: 2, Max Interval: 44
Publication(ID3194) => Min Interval: 3, Max Interval: 30
Publication(ID3197) => Min Interval: 1, Max Interval: 48
Publication(ID3205) => Min Interval: 2, Max Interval: 50
Publication(ID3208) => Min Interval: 11, Max Interval: 48
Publication(ID3223) => Min Interval: 1, Max Interval: 50
Publication(ID3225) => Min Interval: 4, Max Interval: 42
Publication(ID3227) => Min Interval: 0, Max Interval: 50
Publication(ID3228) => Min Interval: 6, Max Interval: 50
Publication(ID3229) => Min Interval: 0, Max Interval: 46
Publication(ID3230) => Min Interval: 2, Max Interval: 49
Publication(ID3231) => Min Interval: 6, Max Interval: 34
Publication(ID3234) => Min Interval: 1, Max Interval: 44
Publication(ID3242) => Min Interval: 8, Max Interval: 50
Publication(ID3243) => Min Interval: 5, Max Interval: 49
Publication(ID3244) => Min Interval: 3, Max Interval: 49
Publication(ID3246) => Min Interval: 12, Max Interval: 47
Publication(ID3249) => Min Interval: 0, Max Interval: 50
Publication(ID3250) => Min Interval: 0, Max Interval: 42
Publication(ID3258) => Min Interval: 0, Max Interval: 42
Publication(ID3259) => Min Interval: 6, Max Interval: 46
Publication(ID3262) => Min Interval: 2, Max Interval: 49
Publication(ID3269) => Min Interval: 6, Max Interval: 43
Publication(ID3271) => Min Interval: 1, Max Interval: 44
Publication(ID3272) => Min Interval: 0, Max Interval: 49
Publication(ID3276) => Min Interval: 0, Max Interval: 50
Publication(ID3277) => Min Interval: 0, Max Interval: 49
Publication(ID3280) => Min Interval: 0, Max Interval: 48
Publication(ID3283) => Min Interval: 9, Max Interval: 48
Publication(ID3286) => Min Interval: 3, Max Interval: 47
Publication(ID3290) => Min Interval: 2, Max Interval: 32
Publication(ID3296) => Min Interval: 2, Max Interval: 43
Publication(ID3300) => Min Interval: 0, Max Interval: 47
Publication(ID3305) => Min Interval: 1, Max Interval: 40
Publication(ID3307) => Min Interval: 4, Max Interval: 43
Publication(ID3308) => Min Interval: 0, Max Interval: 48
Publication(ID3310) => Min Interval: 1, Max Interval: 46
Publication(ID3311) => Min Interval: 2, Max Interval: 42
Publication(ID3312) => Min Interval: 4, Max Interval: 49
Publication(ID3314) => Min Interval: 2, Max Interval: 33
Publication(ID3315) => Min Interval: 4, Max Interval: 39
Publication(ID3316) => Min Interval: 1, Max Interval: 44
Publication(ID3318) => Min Interval: 1, Max Interval: 50
Publication(ID3320) => Min Interval: 9, Max Interval: 48
Publication(ID3321) => Min Interval: 7, Max Interval: 39
Publication(ID3324) => Min Interval: 2, Max Interval: 49
Publication(ID3329) => Min Interval: 0, Max Interval: 39
Publication(ID3330) => Min Interval: 0, Max Interval: 48
Publication(ID3331) => Min Interval: 14, Max Interval: 50
Publication(ID3337) => Min Interval: 0, Max Interval: 50
Publication(ID3340) => Min Interval: 9, Max Interval: 49
Publication(ID3343) => Min Interval: 3, Max Interval: 44
Publication(ID3347) => Min Interval: 0, Max Interval: 50
Publication(ID3350) => Min Interval: 13, Max Interval: 48
Publication(ID3355) => Min Interval: 1, Max Interval: 47
Publication(ID3357) => Min Interval: 10, Max Interval: 49
Publication(ID3361) => Min Interval: 10, Max Interval: 37
Publication(ID3367) => Min Interval: 2, Max Interval: 50
Publication(ID3368) => Min Interval: 7, Max Interval: 45
Publication(ID3369) => Min Interval: 0, Max Interval: 47
Publication(ID3370) => Min Interval: 2, Max Interval: 50
Publication(ID3375) => Min Interval: 0, Max Interval: 37
Publication(ID3376) => Min Interval: 1, Max Interval: 43
Publication(ID3379) => Min Interval: 0, Max Interval: 44
Publication(ID3381) => Min Interval: 2, Max Interval: 32
Publication(ID3382) => Min Interval: 6, Max Interval: 50
Publication(ID3390) => Min Interval: 14, Max Interval: 43
Publication(ID3394) => Min Interval: 10, Max Interval: 48
Publication(ID3409) => Min Interval: 4, Max Interval: 50
Publication(ID3410) => Min Interval: 2, Max Interval: 48
Publication(ID3412) => Min Interval: 2, Max Interval: 35
Publication(ID3417) => Min Interval: 2, Max Interval: 49
Publication(ID3418) => Min Interval: 1, Max Interval: 35
Publication(ID3421) => Min Interval: 3, Max Interval: 50
Publication(ID3422) => Min Interval: 4, Max Interval: 42
Publication(ID3424) => Min Interval: 4, Max Interval: 47
Publication(ID3430) => Min Interval: 2, Max Interval: 48
Publication(ID3431) => Min Interval: 4, Max Interval: 39
Publication(ID3434) => Min Interval: 5, Max Interval: 47
Publication(ID3437) => Min Interval: 9, Max Interval: 49
Publication(ID3438) => Min Interval: 7, Max Interval: 48
Publication(ID3439) => Min Interval: 0, Max Interval: 47
Publication(ID3440) => Min Interval: 4, Max Interval: 47
Publication(ID3443) => Min Interval: 10, Max Interval: 49
Publication(ID3451) => Min Interval: 5, Max Interval: 50
Publication(ID3452) => Min Interval: 7, Max Interval: 50
Publication(ID3453) => Min Interval: 4, Max Interval: 50
Publication(ID3454) => Min Interval: 0, Max Interval: 46
Publication(ID3456) => Min Interval: 9, Max Interval: 47
Publication(ID3457) => Min Interval: 6, Max Interval: 47
Publication(ID3458) => Min Interval: 0, Max Interval: 49
Publication(ID3464) => Min Interval: 6, Max Interval: 35
Publication(ID3465) => Min Interval: 3, Max Interval: 50
Publication(ID3467) => Min Interval: 3, Max Interval: 38
Publication(ID3473) => Min Interval: 2, Max Interval: 40
Publication(ID3474) => Min Interval: 5, Max Interval: 42
Publication(ID3480) => Min Interval: 3, Max Interval: 50
Publication(ID3483) => Min Interval: 7, Max Interval: 43
Publication(ID3489) => Min Interval: 2, Max Interval: 50
Publication(ID3490) => Min Interval: 5, Max Interval: 46
Publication(ID3492) => Min Interval: 1, Max Interval: 47
Publication(ID3493) => Min Interval: 0, Max Interval: 46
Publication(ID3497) => Min Interval: 5, Max Interval: 49
Publication(ID3500) => Min Interval: 0, Max Interval: 46
Publication(ID3502) => Min Interval: 0, Max Interval: 45
Publication(ID3507) => Min Interval: 1, Max Interval: 49
Publication(ID3508) => Min Interval: 7, Max Interval: 46
Publication(ID3510) => Min Interval: 2, Max Interval: 49
Publication(ID3511) => Min Interval: 8, Max Interval: 47
Publication(ID3512) => Min Interval: 5, Max Interval: 42
Publication(ID3514) => Min Interval: 4, Max Interval: 50
Publication(ID3516) => Min Interval: 7, Max Interval: 47
Publication(ID3520) => Min Interval: 12, Max Interval: 47
Publication(ID3522) => Min Interval: 2, Max Interval: 48
Publication(ID3523) => Min Interval: 11, Max Interval: 49
Publication(ID3526) => Min Interval: 0, Max Interval: 50
Publication(ID3527) => Min Interval: 6, Max Interval: 48
Publication(ID3530) => Min Interval: 12, Max Interval: 49
Publication(ID3537) => Min Interval: 0, Max Interval: 41
Publication(ID3539) => Min Interval: 9, Max Interval: 46
Publication(ID3540) => Min Interval: 2, Max Interval: 45
Publication(ID3543) => Min Interval: 2, Max Interval: 43
Publication(ID3544) => Min Interval: 6, Max Interval: 49
Publication(ID3545) => Min Interval: 2, Max Interval: 49
Publication(ID3546) => Min Interval: 0, Max Interval: 50
Publication(ID3547) => Min Interval: 9, Max Interval: 43
Publication(ID3550) => Min Interval: 0, Max Interval: 45
Publication(ID3553) => Min Interval: 5, Max Interval: 45
Publication(ID3555) => Min Interval: 4, Max Interval: 47
Publication(ID3557) => Min Interval: 1, Max Interval: 50
Publication(ID3558) => Min Interval: 2, Max Interval: 49
Publication(ID3559) => Min Interval: 0, Max Interval: 48
Publication(ID3560) => Min Interval: 0, Max Interval: 49
Publication(ID3562) => Min Interval: 4, Max Interval: 50
Publication(ID3563) => Min Interval: 12, Max Interval: 48
Publication(ID3564) => Min Interval: 1, Max Interval: 42
Publication(ID3565) => Min Interval: 3, Max Interval: 48
Publication(ID3566) => Min Interval: 7, Max Interval: 42
Publication(ID3569) => Min Interval: 4, Max Interval: 45
Publication(ID3571) => Min Interval: 2, Max Interval: 41
Publication(ID3579) => Min Interval: 8, Max Interval: 42
Publication(ID3581) => Min Interval: 8, Max Interval: 47
Publication(ID3583) => Min Interval: 0, Max Interval: 50
Publication(ID3584) => Min Interval: 9, Max Interval: 41
Publication(ID3585) => Min Interval: 0, Max Interval: 49
Publication(ID3586) => Min Interval: 0, Max Interval: 47
Publication(ID3587) => Min Interval: 0, Max Interval: 47
Publication(ID3590) => Min Interval: 11, Max Interval: 50
Publication(ID3596) => Min Interval: 2, Max Interval: 45
Publication(ID3598) => Min Interval: 2, Max Interval: 42
Publication(ID3600) => Min Interval: 0, Max Interval: 47
Publication(ID3602) => Min Interval: 1, Max Interval: 50
Publication(ID3604) => Min Interval: 2, Max Interval: 50
Publication(ID3605) => Min Interval: 7, Max Interval: 48
Publication(ID3609) => Min Interval: 8, Max Interval: 43
Publication(ID3610) => Min Interval: 3, Max Interval: 44
Publication(ID3611) => Min Interval: 5, Max Interval: 44
Publication(ID3612) => Min Interval: 5, Max Interval: 48
Publication(ID3613) => Min Interval: 2, Max Interval: 48
Publication(ID3618) => Min Interval: 3, Max Interval: 46
Publication(ID3619) => Min Interval: 0, Max Interval: 50
Publication(ID3623) => Min Interval: 5, Max Interval: 50
Publication(ID3626) => Min Interval: 5, Max Interval: 48
Publication(ID3628) => Min Interval: 0, Max Interval: 42
Publication(ID3629) => Min Interval: 1, Max Interval: 50
Publication(ID3632) => Min Interval: 2, Max Interval: 47
Publication(ID3634) => Min Interval: 1, Max Interval: 47
Publication(ID3639) => Min Interval: 0, Max Interval: 45
Publication(ID3640) => Min Interval: 7, Max Interval: 44
Publication(ID3641) => Min Interval: 7, Max Interval: 50
Publication(ID3643) => Min Interval: 1, Max Interval: 47
Publication(ID3644) => Min Interval: 1, Max Interval: 48
Publication(ID3645) => Min Interval: 3, Max Interval: 46
Publication(ID3646) => Min Interval: 0, Max Interval: 50
Publication(ID3649) => Min Interval: 8, Max Interval: 46
Publication(ID3651) => Min Interval: 0, Max Interval: 43
Publication(ID3656) => Min Interval: 1, Max Interval: 48
Publication(ID3657) => Min Interval: 8, Max Interval: 41
Publication(ID3658) => Min Interval: 1, Max Interval: 42
Publication(ID3659) => Min Interval: 2, Max Interval: 43
Publication(ID3662) => Min Interval: 0, Max Interval: 49
Publication(ID3664) => Min Interval: 5, Max Interval: 41
Publication(ID3668) => Min Interval: 9, Max Interval: 50
Publication(ID3669) => Min Interval: 0, Max Interval: 45
Publication(ID3671) => Min Interval: 0, Max Interval: 49
Publication(ID3672) => Min Interval: 0, Max Interval: 46
Publication(ID3673) => Min Interval: 4, Max Interval: 45
Publication(ID3674) => Min Interval: 1, Max Interval: 45
Publication(ID3675) => Min Interval: 7, Max Interval: 44
Publication(ID3676) => Min Interval: 12, Max Interval: 47
Publication(ID3677) => Min Interval: 2, Max Interval: 49
Publication(ID3678) => Min Interval: 0, Max Interval: 44
Publication(ID3680) => Min Interval: 5, Max Interval: 44
Publication(ID3683) => Min Interval: 1, Max Interval: 50
Publication(ID3684) => Min Interval: 0, Max Interval: 50
Publication(ID3685) => Min Interval: 2, Max Interval: 48
Publication(ID3686) => Min Interval: 12, Max Interval: 50
Publication(ID3689) => Min Interval: 2, Max Interval: 48
Publication(ID3691) => Min Interval: 4, Max Interval: 47
Publication(ID3695) => Min Interval: 11, Max Interval: 28
Publication(ID3701) => Min Interval: 2, Max Interval: 47
Publication(ID3704) => Min Interval: 9, Max Interval: 49
Publication(ID3706) => Min Interval: 1, Max Interval: 41
Publication(ID3707) => Min Interval: 17, Max Interval: 47
Publication(ID3708) => Min Interval: 12, Max Interval: 44
Publication(ID3709) => Min Interval: 13, Max Interval: 45
Publication(ID3710) => Min Interval: 3, Max Interval: 48
Publication(ID3711) => Min Interval: 1, Max Interval: 46
Publication(ID3715) => Min Interval: 11, Max Interval: 49
Publication(ID3716) => Min Interval: 4, Max Interval: 50
Publication(ID3717) => Min Interval: 8, Max Interval: 49
Publication(ID3722) => Min Interval: 26, Max Interval: 49
Publication(ID3725) => Min Interval: 14, Max Interval: 50
Publication(ID3726) => Min Interval: 1, Max Interval: 47
Publication(ID3727) => Min Interval: 8, Max Interval: 50
Publication(ID3728) => Min Interval: 0, Max Interval: 37
Publication(ID3729) => Min Interval: 4, Max Interval: 46
Publication(ID3730) => Min Interval: 5, Max Interval: 48
Publication(ID3731) => Min Interval: 5, Max Interval: 50
Publication(ID3732) => Min Interval: 0, Max Interval: 46
Publication(ID3734) => Min Interval: 1, Max Interval: 41
Publication(ID3735) => Min Interval: 3, Max Interval: 47
Publication(ID3736) => Min Interval: 0, Max Interval: 44
Publication(ID3738) => Min Interval: 8, Max Interval: 50
Publication(ID3739) => Min Interval: 7, Max Interval: 47
Publication(ID3741) => Min Interval: 5, Max Interval: 43
Publication(ID3742) => Min Interval: 2, Max Interval: 45
Publication(ID3743) => Min Interval: 0, Max Interval: 49
Publication(ID3744) => Min Interval: 5, Max Interval: 49
Publication(ID3745) => Min Interval: 1, Max Interval: 44
Publication(ID3747) => Min Interval: 2, Max Interval: 50
Publication(ID3749) => Min Interval: 7, Max Interval: 45
Publication(ID3750) => Min Interval: 3, Max Interval: 46
Publication(ID3751) => Min Interval: 4, Max Interval: 33
Publication(ID3752) => Min Interval: 8, Max Interval: 44
Publication(ID3755) => Min Interval: 1, Max Interval: 37
Publication(ID3756) => Min Interval: 2, Max Interval: 48
Publication(ID3761) => Min Interval: 3, Max Interval: 48
Publication(ID3764) => Min Interval: 0, Max Interval: 43
Publication(ID3765) => Min Interval: 5, Max Interval: 49
Publication(ID3766) => Min Interval: 2, Max Interval: 48
Publication(ID3767) => Min Interval: 3, Max Interval: 48
Publication(ID3768) => Min Interval: 1, Max Interval: 44
Publication(ID3769) => Min Interval: 12, Max Interval: 50
Publication(ID3771) => Min Interval: 2, Max Interval: 40
Publication(ID3774) => Min Interval: 9, Max Interval: 50
Publication(ID3776) => Min Interval: 1, Max Interval: 46
Publication(ID3778) => Min Interval: 8, Max Interval: 47
Publication(ID3781) => Min Interval: 1, Max Interval: 42
Publication(ID3782) => Min Interval: 9, Max Interval: 42
Publication(ID3783) => Min Interval: 4, Max Interval: 49
Publication(ID3784) => Min Interval: 2, Max Interval: 50
Publication(ID3785) => Min Interval: 3, Max Interval: 50
Publication(ID3788) => Min Interval: 11, Max Interval: 45
Publication(ID3789) => Min Interval: 18, Max Interval: 43
Publication(ID3794) => Min Interval: 3, Max Interval: 32
Publication(ID3799) => Min Interval: 20, Max Interval: 50
Publication(ID3800) => Min Interval: 0, Max Interval: 49
Publication(ID3802) => Min Interval: 0, Max Interval: 50
Publication(ID3803) => Min Interval: 0, Max Interval: 50
Publication(ID3805) => Min Interval: 0, Max Interval: 38
Publication(ID3806) => Min Interval: 4, Max Interval: 48
Publication(ID3807) => Min Interval: 8, Max Interval: 49
Publication(ID3808) => Min Interval: 1, Max Interval: 43
Publication(ID3809) => Min Interval: 6, Max Interval: 50
Publication(ID3812) => Min Interval: 7, Max Interval: 49
Publication(ID3813) => Min Interval: 7, Max Interval: 39
Publication(ID3820) => Min Interval: 5, Max Interval: 50
Publication(ID3823) => Min Interval: 1, Max Interval: 42
Publication(ID3825) => Min Interval: 3, Max Interval: 44
Publication(ID3827) => Min Interval: 12, Max Interval: 41
Publication(ID3830) => Min Interval: 2, Max Interval: 50
Publication(ID3831) => Min Interval: 0, Max Interval: 39
Publication(ID3836) => Min Interval: 1, Max Interval: 50
Publication(ID3840) => Min Interval: 0, Max Interval: 38
Publication(ID3851) => Min Interval: 4, Max Interval: 50
Publication(ID3860) => Min Interval: 8, Max Interval: 50
Publication(ID3862) => Min Interval: 11, Max Interval: 48
Publication(ID3863) => Min Interval: 5, Max Interval: 48
Publication(ID3865) => Min Interval: 2, Max Interval: 45
Publication(ID3867) => Min Interval: 1, Max Interval: 45
Publication(ID3875) => Min Interval: 1, Max Interval: 48
Publication(ID3876) => Min Interval: 27, Max Interval: 46
Publication(ID3877) => Min Interval: 12, Max Interval: 50
Publication(ID3879) => Min Interval: 1, Max Interval: 40
Publication(ID3893) => Min Interval: 4, Max Interval: 50
Publication(ID3897) => Min Interval: 1, Max Interval: 50
Publication(ID3910) => Min Interval: 0, Max Interval: 45
Publication(ID3913) => Min Interval: 10, Max Interval: 44
Publication(ID3916) => Min Interval: 6, Max Interval: 48
Publication(ID3919) => Min Interval: 0, Max Interval: 46
Publication(ID3928) => Min Interval: 0, Max Interval: 49
Publication(ID3930) => Min Interval: 21, Max Interval: 49
Publication(ID3931) => Min Interval: 3, Max Interval: 44
Publication(ID3933) => Min Interval: 9, Max Interval: 43
Publication(ID3940) => Min Interval: 4, Max Interval: 39
Publication(ID3941) => Min Interval: 5, Max Interval: 47
Publication(ID3942) => Min Interval: 3, Max Interval: 47
Publication(ID3946) => Min Interval: 0, Max Interval: 48
Publication(ID3949) => Min Interval: 4, Max Interval: 42
Publication(ID3954) => Min Interval: 0, Max Interval: 46
Publication(ID3958) => Min Interval: 1, Max Interval: 50
Publication(ID3959) => Min Interval: 0, Max Interval: 47
Publication(ID3960) => Min Interval: 4, Max Interval: 46
Publication(ID3963) => Min Interval: 2, Max Interval: 49
Publication(ID3972) => Min Interval: 2, Max Interval: 50
Publication(ID3978) => Min Interval: 1, Max Interval: 47
Publication(ID3980) => Min Interval: 8, Max Interval: 50
Publication(ID3982) => Min Interval: 0, Max Interval: 48
Publication(ID3986) => Min Interval: 8, Max Interval: 50
Publication(ID3989) => Min Interval: 0, Max Interval: 50
Publication(ID3992) => Min Interval: 8, Max Interval: 49
Publication(ID3996) => Min Interval: 1, Max Interval: 48
Publication(ID4004) => Min Interval: 0, Max Interval: 41
Publication(ID4006) => Min Interval: 1, Max Interval: 44
Publication(ID4007) => Min Interval: 0, Max Interval: 49
Publication(ID4010) => Min Interval: 0, Max Interval: 50
Publication(ID4019) => Min Interval: 5, Max Interval: 42
Publication(ID4020) => Min Interval: 3, Max Interval: 46
Publication(ID4025) => Min Interval: 0, Max Interval: 48
Publication(ID4028) => Min Interval: 1, Max Interval: 48
Publication(ID4034) => Min Interval: 2, Max Interval: 43
Publication(ID4037) => Min Interval: 1, Max Interval: 48
Publication(ID4040) => Min Interval: 0, Max Interval: 43
Publication(ID4044) => Min Interval: 3, Max Interval: 47
Publication(ID4045) => Min Interval: 5, Max Interval: 46
Publication(ID4049) => Min Interval: 1, Max Interval: 44
Publication(ID4053) => Min Interval: 10, Max Interval: 47
Publication(ID4054) => Min Interval: 7, Max Interval: 50
Publication(ID4055) => Min Interval: 0, Max Interval: 41
Publication(ID4058) => Min Interval: 0, Max Interval: 50
Publication(ID4065) => Min Interval: 0, Max Interval: 49
Publication(ID4071) => Min Interval: 12, Max Interval: 46
Publication(ID4073) => Min Interval: 0, Max Interval: 50
Publication(ID4074) => Min Interval: 0, Max Interval: 50
Publication(ID4076) => Min Interval: 0, Max Interval: 48
Publication(ID4087) => Min Interval: 23, Max Interval: 44
Publication(ID4091) => Min Interval: 6, Max Interval: 46
Publication(ID4092) => Min Interval: 7, Max Interval: 48
Publication(ID4094) => Min Interval: 1, Max Interval: 46
Publication(ID4096) => Min Interval: 1, Max Interval: 39
Publication(ID4098) => Min Interval: 5, Max Interval: 44
Publication(ID4099) => Min Interval: 8, Max Interval: 50
Publication(ID4102) => Min Interval: 4, Max Interval: 45
Publication(ID4103) => Min Interval: 4, Max Interval: 32
Publication(ID4105) => Min Interval: 0, Max Interval: 49
Publication(ID4106) => Min Interval: 2, Max Interval: 49
Publication(ID4110) => Min Interval: 1, Max Interval: 48
Publication(ID4116) => Min Interval: 1, Max Interval: 50
Publication(ID4118) => Min Interval: 3, Max Interval: 49
Publication(ID4121) => Min Interval: 2, Max Interval: 47
Publication(ID4123) => Min Interval: 8, Max Interval: 38
Publication(ID4124) => Min Interval: 6, Max Interval: 47
Publication(ID4132) => Min Interval: 4, Max Interval: 49
Publication(ID4137) => Min Interval: 8, Max Interval: 50
Publication(ID4138) => Min Interval: 0, Max Interval: 41
Publication(ID4141) => Min Interval: 10, Max Interval: 49
Publication(ID4142) => Min Interval: 5, Max Interval: 49
Publication(ID4143) => Min Interval: 4, Max Interval: 47
Publication(ID4144) => Min Interval: 13, Max Interval: 43
Publication(ID4145) => Min Interval: 4, Max Interval: 45
Publication(ID4147) => Min Interval: 1, Max Interval: 48
Publication(ID4148) => Min Interval: 7, Max Interval: 41
Publication(ID4158) => Min Interval: 4, Max Interval: 50
Publication(ID4161) => Min Interval: 9, Max Interval: 50
Publication(ID4162) => Min Interval: 10, Max Interval: 44
Publication(ID4167) => Min Interval: 7, Max Interval: 50
Publication(ID4169) => Min Interval: 12, Max Interval: 46
Publication(ID4171) => Min Interval: 0, Max Interval: 44
Publication(ID4174) => Min Interval: 6, Max Interval: 45
Publication(ID4184) => Min Interval: 0, Max Interval: 48
Publication(ID4185) => Min Interval: 0, Max Interval: 50
Publication(ID4187) => Min Interval: 14, Max Interval: 50
Publication(ID4190) => Min Interval: 0, Max Interval: 45
Publication(ID4191) => Min Interval: 4, Max Interval: 50
Publication(ID4193) => Min Interval: 3, Max Interval: 48
Publication(ID4195) => Min Interval: 9, Max Interval: 50
Publication(ID4197) => Min Interval: 2, Max Interval: 32
Publication(ID4198) => Min Interval: 11, Max Interval: 47
Publication(ID4199) => Min Interval: 0, Max Interval: 44
Publication(ID4204) => Min Interval: 10, Max Interval: 47
Publication(ID4209) => Min Interval: 1, Max Interval: 43
Publication(ID4213) => Min Interval: 0, Max Interval: 38
Publication(ID4214) => Min Interval: 2, Max Interval: 47
Publication(ID4216) => Min Interval: 3, Max Interval: 41
Publication(ID4221) => Min Interval: 2, Max Interval: 46
Publication(ID4225) => Min Interval: 1, Max Interval: 49
Publication(ID4228) => Min Interval: 0, Max Interval: 42
Publication(ID4232) => Min Interval: 0, Max Interval: 49
Publication(ID4236) => Min Interval: 6, Max Interval: 50
Publication(ID4237) => Min Interval: 1, Max Interval: 39
Publication(ID4238) => Min Interval: 2, Max Interval: 44
Publication(ID4241) => Min Interval: 4, Max Interval: 46
Publication(ID4245) => Min Interval: 1, Max Interval: 46
Publication(ID4246) => Min Interval: 3, Max Interval: 48
Publication(ID4248) => Min Interval: 0, Max Interval: 47
Publication(ID4249) => Min Interval: 1, Max Interval: 49
Publication(ID4252) => Min Interval: 1, Max Interval: 48
Publication(ID4257) => Min Interval: 1, Max Interval: 50
Publication(ID4261) => Min Interval: 4, Max Interval: 33
Publication(ID4263) => Min Interval: 2, Max Interval: 50
Publication(ID4264) => Min Interval: 2, Max Interval: 50
Publication(ID4265) => Min Interval: 1, Max Interval: 43
Publication(ID4267) => Min Interval: 0, Max Interval: 44
Publication(ID4268) => Min Interval: 18, Max Interval: 44
Publication(ID4270) => Min Interval: 6, Max Interval: 43
Publication(ID4271) => Min Interval: 0, Max Interval: 47
Publication(ID4279) => Min Interval: 0, Max Interval: 50
Publication(ID4281) => Min Interval: 7, Max Interval: 50
Publication(ID4283) => Min Interval: 5, Max Interval: 49
Publication(ID4284) => Min Interval: 6, Max Interval: 43
Publication(ID4286) => Min Interval: 3, Max Interval: 34
Publication(ID4292) => Min Interval: 0, Max Interval: 47
Publication(ID4293) => Min Interval: 4, Max Interval: 49
Publication(ID4295) => Min Interval: 0, Max Interval: 49
Publication(ID4302) => Min Interval: 0, Max Interval: 47
Publication(ID4303) => Min Interval: 2, Max Interval: 44
Publication(ID4304) => Min Interval: 14, Max Interval: 45
Publication(ID4306) => Min Interval: 5, Max Interval: 50
Publication(ID4307) => Min Interval: 1, Max Interval: 35
Publication(ID4309) => Min Interval: 5, Max Interval: 48
Publication(ID4314) => Min Interval: 3, Max Interval: 43
Publication(ID4317) => Min Interval: 1, Max Interval: 48
Publication(ID4320) => Min Interval: 3, Max Interval: 49
Publication(ID4326) => Min Interval: 4, Max Interval: 50
Publication(ID4327) => Min Interval: 5, Max Interval: 42
Publication(ID4336) => Min Interval: 1, Max Interval: 46
