Stored fact information:
Organization(ID9) => Min Interval: 1, Max Interval: 48
Organization(ID3798) => Min Interval: 4, Max Interval: 50
Organization(ID3801) => Min Interval: 7, Max Interval: 50
Organization(ID3804) => Min Interval: 5, Max Interval: 43
Organization(ID3810) => Min Interval: 0, Max Interval: 49
Organization(ID3811) => Min Interval: 1, Max Interval: 43
Organization(ID3814) => Min Interval: 0, Max Interval: 48
Organization(ID3815) => Min Interval: 0, Max Interval: 46
Organization(ID3816) => Min Interval: 0, Max Interval: 50
Organization(ID3817) => Min Interval: 2, Max Interval: 50
Organization(ID3819) => Min Interval: 1, Max Interval: 48
Organization(ID3821) => Min Interval: 2, Max Interval: 50
Organization(ID3822) => Min Interval: 1, Max Interval: 45
Organization(ID3826) => Min Interval: 2, Max Interval: 48
Organization(ID3828) => Min Interval: 4, Max Interval: 50
Organization(ID3829) => Min Interval: 0, Max Interval: 42
Organization(ID3832) => Min Interval: 3, Max Interval: 48
Organization(ID3834) => Min Interval: 2, Max Interval: 40
Organization(ID3835) => Min Interval: 2, Max Interval: 48
Organization(ID3837) => Min Interval: 1, Max Interval: 50
Organization(ID3838) => Min Interval: 2, Max Interval: 47
Organization(ID3841) => Min Interval: 0, Max Interval: 50
Organization(ID3842) => Min Interval: 3, Max Interval: 50
Organization(ID3843) => Min Interval: 4, Max Interval: 48
Organization(ID3845) => Min Interval: 3, Max Interval: 47
Organization(ID3846) => Min Interval: 0, Max Interval: 49
Organization(ID3847) => Min Interval: 0, Max Interval: 49
Organization(ID3848) => Min Interval: 1, Max Interval: 50
Organization(ID3849) => Min Interval: 10, Max Interval: 50
Organization(ID3850) => Min Interval: 2, Max Interval: 47
Organization(ID3855) => Min Interval: 0, Max Interval: 50
Organization(ID3901) => Min Interval: 4, Max Interval: 50
Organization(ID3903) => Min Interval: 22, Max Interval: 43
Organization(ID3909) => Min Interval: 2, Max Interval: 48
Organization(ID3948) => Min Interval: 0, Max Interval: 42
Organization(ID3966) => Min Interval: 3, Max Interval: 38
Organization(ID4017) => Min Interval: 2, Max Interval: 50
Organization(ID4021) => Min Interval: 4, Max Interval: 50
Organization(ID4024) => Min Interval: 1, Max Interval: 50
Organization(ID4155) => Min Interval: 0, Max Interval: 50
Organization(ID4166) => Min Interval: 4, Max Interval: 48
Organization(ID4173) => Min Interval: 3, Max Interval: 50
Organization(ID4192) => Min Interval: 0, Max Interval: 48
Organization(ID4203) => Min Interval: 5, Max Interval: 50
Organization(ID4235) => Min Interval: 1, Max Interval: 50
Organization(ID4273) => Min Interval: 1, Max Interval: 49
Organization(ID4280) => Min Interval: 2, Max Interval: 50
Organization(ID4287) => Min Interval: 1, Max Interval: 50
Organization(ID4290) => Min Interval: 1, Max Interval: 37
Organization(ID4305) => Min Interval: 5, Max Interval: 40
Organization(ID4330) => Min Interval: 2, Max Interval: 49
Organization(ID4348) => Min Interval: 7, Max Interval: 41
Organization(ID4356) => Min Interval: 7, Max Interval: 48
Organization(ID4361) => Min Interval: 3, Max Interval: 50
Organization(ID4365) => Min Interval: 0, Max Interval: 49
Organization(ID4415) => Min Interval: 0, Max Interval: 48
Organization(ID4456) => Min Interval: 3, Max Interval: 46
Organization(ID4488) => Min Interval: 0, Max Interval: 49
Organization(ID4497) => Min Interval: 0, Max Interval: 50
Organization(ID4503) => Min Interval: 2, Max Interval: 44
Organization(ID4506) => Min Interval: 4, Max Interval: 43
Organization(ID4538) => Min Interval: 12, Max Interval: 48
Organization(ID4552) => Min Interval: 4, Max Interval: 50
Organization(ID4561) => Min Interval: 0, Max Interval: 50
Organization(ID4568) => Min Interval: 0, Max Interval: 49
Organization(ID4570) => Min Interval: 1, Max Interval: 50
Organization(ID4581) => Min Interval: 2, Max Interval: 45
Organization(ID4582) => Min Interval: 8, Max Interval: 47
Organization(ID4604) => Min Interval: 5, Max Interval: 49
Organization(ID4607) => Min Interval: 2, Max Interval: 50
Organization(ID4612) => Min Interval: 0, Max Interval: 49
Organization(ID4616) => Min Interval: 0, Max Interval: 46
Organization(ID4627) => Min Interval: 0, Max Interval: 46
Organization(ID4634) => Min Interval: 1, Max Interval: 50
Organization(ID4644) => Min Interval: 1, Max Interval: 49
Organization(ID4645) => Min Interval: 8, Max Interval: 37
Organization(ID4651) => Min Interval: 8, Max Interval: 50
Organization(ID4657) => Min Interval: 1, Max Interval: 49
Organization(ID4659) => Min Interval: 0, Max Interval: 50
Organization(ID4667) => Min Interval: 3, Max Interval: 45
Organization(ID4673) => Min Interval: 12, Max Interval: 50
Organization(ID4698) => Min Interval: 0, Max Interval: 48
Organization(ID4710) => Min Interval: 0, Max Interval: 42
Organization(ID4717) => Min Interval: 0, Max Interval: 49
Organization(ID4736) => Min Interval: 18, Max Interval: 46
Organization(ID4738) => Min Interval: 2, Max Interval: 49
Organization(ID4741) => Min Interval: 0, Max Interval: 48
Organization(ID4744) => Min Interval: 5, Max Interval: 50
Organization(ID4749) => Min Interval: 0, Max Interval: 41
Organization(ID4755) => Min Interval: 1, Max Interval: 49
Organization(ID4756) => Min Interval: 3, Max Interval: 40
Organization(ID4759) => Min Interval: 2, Max Interval: 49
Organization(ID4761) => Min Interval: 1, Max Interval: 50
Organization(ID4774) => Min Interval: 0, Max Interval: 43
Organization(ID4776) => Min Interval: 0, Max Interval: 50
Organization(ID4777) => Min Interval: 6, Max Interval: 50
Organization(ID4785) => Min Interval: 4, Max Interval: 48
Organization(ID4791) => Min Interval: 0, Max Interval: 49
Organization(ID4794) => Min Interval: 3, Max Interval: 45
Organization(ID4799) => Min Interval: 0, Max Interval: 47
Organization(ID4802) => Min Interval: 4, Max Interval: 48
Organization(ID4803) => Min Interval: 4, Max Interval: 37
Organization(ID4804) => Min Interval: 0, Max Interval: 50
Organization(ID4805) => Min Interval: 1, Max Interval: 50
Organization(ID4807) => Min Interval: 2, Max Interval: 49
Organization(ID4811) => Min Interval: 0, Max Interval: 45
Organization(ID4812) => Min Interval: 9, Max Interval: 47
Organization(ID4815) => Min Interval: 3, Max Interval: 48
Organization(ID4816) => Min Interval: 2, Max Interval: 44
Organization(ID4822) => Min Interval: 0, Max Interval: 47
Organization(ID4824) => Min Interval: 2, Max Interval: 50
Organization(ID4826) => Min Interval: 0, Max Interval: 46
Organization(ID4827) => Min Interval: 2, Max Interval: 47
Organization(ID4831) => Min Interval: 4, Max Interval: 38
Organization(ID4840) => Min Interval: 0, Max Interval: 48
Organization(ID4843) => Min Interval: 2, Max Interval: 49
Organization(ID4847) => Min Interval: 0, Max Interval: 44
Organization(ID4850) => Min Interval: 1, Max Interval: 49
Organization(ID4852) => Min Interval: 3, Max Interval: 50
Organization(ID4853) => Min Interval: 0, Max Interval: 47
Organization(ID4854) => Min Interval: 4, Max Interval: 49
Organization(ID4860) => Min Interval: 2, Max Interval: 48
Organization(ID4861) => Min Interval: 7, Max Interval: 50
Organization(ID4864) => Min Interval: 2, Max Interval: 33
Organization(ID4865) => Min Interval: 4, Max Interval: 42
Organization(ID4866) => Min Interval: 1, Max Interval: 44
Organization(ID4867) => Min Interval: 1, Max Interval: 50
Organization(ID4869) => Min Interval: 8, Max Interval: 37
Organization(ID4871) => Min Interval: 3, Max Interval: 50
Organization(ID4873) => Min Interval: 2, Max Interval: 45
Organization(ID4874) => Min Interval: 0, Max Interval: 47
Organization(ID4875) => Min Interval: 0, Max Interval: 49
Organization(ID4876) => Min Interval: 0, Max Interval: 50
Organization(ID4878) => Min Interval: 4, Max Interval: 47
Organization(ID4881) => Min Interval: 4, Max Interval: 49
Organization(ID4883) => Min Interval: 1, Max Interval: 50
Organization(ID4884) => Min Interval: 2, Max Interval: 49
Organization(ID4885) => Min Interval: 2, Max Interval: 48
Organization(ID4905) => Min Interval: 0, Max Interval: 50
Organization(ID4908) => Min Interval: 0, Max Interval: 49
Organization(ID4950) => Min Interval: 0, Max Interval: 50
Organization(ID4984) => Min Interval: 0, Max Interval: 46
Organization(ID4999) => Min Interval: 7, Max Interval: 46
Organization(ID5018) => Min Interval: 18, Max Interval: 46
Organization(ID5032) => Min Interval: 0, Max Interval: 48
Organization(ID5044) => Min Interval: 2, Max Interval: 49
Organization(ID5076) => Min Interval: 11, Max Interval: 48
Organization(ID5082) => Min Interval: 2, Max Interval: 49
Organization(ID5084) => Min Interval: 0, Max Interval: 43
Organization(ID5102) => Min Interval: 1, Max Interval: 43
Organization(ID5104) => Min Interval: 0, Max Interval: 49
Organization(ID5109) => Min Interval: 0, Max Interval: 50
Organization(ID5110) => Min Interval: 2, Max Interval: 46
Organization(ID5164) => Min Interval: 3, Max Interval: 45
Organization(ID5197) => Min Interval: 2, Max Interval: 50
Organization(ID5228) => Min Interval: 1, Max Interval: 44
Organization(ID5290) => Min Interval: 2, Max Interval: 45
Organization(ID5297) => Min Interval: 5, Max Interval: 50
Organization(ID5308) => Min Interval: 3, Max Interval: 38
Organization(ID5367) => Min Interval: 3, Max Interval: 48
Organization(ID5422) => Min Interval: 2, Max Interval: 46
Organization(ID5439) => Min Interval: 1, Max Interval: 45
Organization(ID5463) => Min Interval: 1, Max Interval: 48
Organization(ID5483) => Min Interval: 0, Max Interval: 49
Organization(ID5494) => Min Interval: 2, Max Interval: 49
Organization(ID5529) => Min Interval: 0, Max Interval: 47
Organization(ID5538) => Min Interval: 0, Max Interval: 49
Organization(ID5557) => Min Interval: 6, Max Interval: 50
Organization(ID5558) => Min Interval: 0, Max Interval: 47
Organization(ID5563) => Min Interval: 2, Max Interval: 47
Organization(ID5611) => Min Interval: 3, Max Interval: 50
Organization(ID5650) => Min Interval: 1, Max Interval: 46
Organization(ID5659) => Min Interval: 1, Max Interval: 49
Organization(ID5660) => Min Interval: 4, Max Interval: 44
Organization(ID5666) => Min Interval: 6, Max Interval: 22
Organization(ID5681) => Min Interval: 0, Max Interval: 46
Organization(ID5708) => Min Interval: 1, Max Interval: 26
Organization(ID5709) => Min Interval: 7, Max Interval: 43
Organization(ID5711) => Min Interval: 3, Max Interval: 50
Organization(ID5724) => Min Interval: 0, Max Interval: 50
Organization(ID5725) => Min Interval: 3, Max Interval: 47
Organization(ID5732) => Min Interval: 0, Max Interval: 44
Organization(ID5737) => Min Interval: 1, Max Interval: 42
Organization(ID5752) => Min Interval: 0, Max Interval: 48
Organization(ID5755) => Min Interval: 2, Max Interval: 45
Organization(ID5762) => Min Interval: 7, Max Interval: 39
Organization(ID5772) => Min Interval: 0, Max Interval: 50
Organization(ID5779) => Min Interval: 3, Max Interval: 50
Organization(ID5790) => Min Interval: 1, Max Interval: 50
Organization(ID5830) => Min Interval: 0, Max Interval: 46
Organization(ID5834) => Min Interval: 6, Max Interval: 50
Organization(ID5841) => Min Interval: 4, Max Interval: 46
Organization(ID5843) => Min Interval: 0, Max Interval: 48
Organization(ID5848) => Min Interval: 1, Max Interval: 47
Organization(ID5863) => Min Interval: 2, Max Interval: 41
Organization(ID5868) => Min Interval: 1, Max Interval: 49
Organization(ID5873) => Min Interval: 5, Max Interval: 43
Organization(ID5899) => Min Interval: 1, Max Interval: 46
Organization(ID5915) => Min Interval: 8, Max Interval: 47
Organization(ID5933) => Min Interval: 15, Max Interval: 49
Organization(ID5957) => Min Interval: 1, Max Interval: 27
Organization(ID5958) => Min Interval: 1, Max Interval: 46
Organization(ID5982) => Min Interval: 2, Max Interval: 48
Organization(ID5993) => Min Interval: 1, Max Interval: 50
Organization(ID5996) => Min Interval: 8, Max Interval: 48
Organization(ID5999) => Min Interval: 6, Max Interval: 39
Organization(ID6002) => Min Interval: 1, Max Interval: 49
Organization(ID6006) => Min Interval: 3, Max Interval: 49
Organization(ID6019) => Min Interval: 1, Max Interval: 46
Organization(ID6020) => Min Interval: 0, Max Interval: 43
Organization(ID6042) => Min Interval: 0, Max Interval: 44
Organization(ID6044) => Min Interval: 5, Max Interval: 49
Organization(ID6056) => Min Interval: 1, Max Interval: 48
Organization(ID6066) => Min Interval: 4, Max Interval: 48
Organization(ID6068) => Min Interval: 1, Max Interval: 50
Organization(ID6072) => Min Interval: 8, Max Interval: 43
Organization(ID6073) => Min Interval: 9, Max Interval: 39
Organization(ID6076) => Min Interval: 15, Max Interval: 50
Organization(ID6095) => Min Interval: 3, Max Interval: 49
Organization(ID6102) => Min Interval: 4, Max Interval: 46
Organization(ID6106) => Min Interval: 2, Max Interval: 44
Organization(ID6114) => Min Interval: 4, Max Interval: 47
Organization(ID6115) => Min Interval: 6, Max Interval: 48
Organization(ID6121) => Min Interval: 1, Max Interval: 48
Organization(ID6124) => Min Interval: 4, Max Interval: 47
Organization(ID6135) => Min Interval: 3, Max Interval: 50
Organization(ID6136) => Min Interval: 2, Max Interval: 50
Organization(ID6137) => Min Interval: 2, Max Interval: 45
Organization(ID6142) => Min Interval: 7, Max Interval: 48
Organization(ID6161) => Min Interval: 0, Max Interval: 44
Organization(ID6170) => Min Interval: 0, Max Interval: 50
Organization(ID6175) => Min Interval: 0, Max Interval: 44
Organization(ID6187) => Min Interval: 7, Max Interval: 48
Organization(ID6201) => Min Interval: 5, Max Interval: 48
Organization(ID6218) => Min Interval: 7, Max Interval: 48
Organization(ID6257) => Min Interval: 0, Max Interval: 50
Organization(ID6286) => Min Interval: 13, Max Interval: 48
Organization(ID6345) => Min Interval: 10, Max Interval: 50
Organization(ID6432) => Min Interval: 5, Max Interval: 45
Organization(ID6469) => Min Interval: 2, Max Interval: 46
Organization(ID6498) => Min Interval: 4, Max Interval: 37
Organization(ID6515) => Min Interval: 0, Max Interval: 50
Organization(ID6566) => Min Interval: 1, Max Interval: 49
Organization(ID6592) => Min Interval: 2, Max Interval: 49
Organization(ID6604) => Min Interval: 0, Max Interval: 50
Organization(ID6627) => Min Interval: 6, Max Interval: 40
Organization(ID6639) => Min Interval: 4, Max Interval: 48
Organization(ID6651) => Min Interval: 24, Max Interval: 46
Organization(ID6684) => Min Interval: 6, Max Interval: 49
Organization(ID6698) => Min Interval: 1, Max Interval: 47
Organization(ID6742) => Min Interval: 4, Max Interval: 50
Organization(ID6770) => Min Interval: 1, Max Interval: 50
Organization(ID6777) => Min Interval: 4, Max Interval: 49
Organization(ID6795) => Min Interval: 5, Max Interval: 45
Organization(ID6804) => Min Interval: 4, Max Interval: 50
Organization(ID6820) => Min Interval: 4, Max Interval: 48
Organization(ID6900) => Min Interval: 2, Max Interval: 49
Organization(ID6903) => Min Interval: 13, Max Interval: 39
Organization(ID6917) => Min Interval: 18, Max Interval: 49
Organization(ID6971) => Min Interval: 1, Max Interval: 46
Organization(ID7051) => Min Interval: 5, Max Interval: 49
Organization(ID7052) => Min Interval: 2, Max Interval: 45
Organization(ID7065) => Min Interval: 10, Max Interval: 39
Organization(ID7072) => Min Interval: 0, Max Interval: 44
Organization(ID7105) => Min Interval: 2, Max Interval: 48
Organization(ID7113) => Min Interval: 0, Max Interval: 47
Organization(ID7120) => Min Interval: 2, Max Interval: 48
Organization(ID7177) => Min Interval: 3, Max Interval: 48
Organization(ID7181) => Min Interval: 0, Max Interval: 50
Organization(ID7193) => Min Interval: 3, Max Interval: 50
Organization(ID7208) => Min Interval: 0, Max Interval: 40
Organization(ID7226) => Min Interval: 6, Max Interval: 50
Organization(ID7236) => Min Interval: 4, Max Interval: 36
Organization(ID7245) => Min Interval: 6, Max Interval: 50
Organization(ID7252) => Min Interval: 1, Max Interval: 42
Organization(ID7257) => Min Interval: 3, Max Interval: 48
Organization(ID7275) => Min Interval: 2, Max Interval: 49
Organization(ID7280) => Min Interval: 0, Max Interval: 50
Organization(ID7284) => Min Interval: 5, Max Interval: 42
Organization(ID7301) => Min Interval: 4, Max Interval: 44
Organization(ID7318) => Min Interval: 4, Max Interval: 50
Organization(ID7319) => Min Interval: 2, Max Interval: 43
Organization(ID7331) => Min Interval: 2, Max Interval: 44
Organization(ID7336) => Min Interval: 6, Max Interval: 49
Organization(ID7346) => Min Interval: 1, Max Interval: 50
Organization(ID7353) => Min Interval: 2, Max Interval: 50
Organization(ID7369) => Min Interval: 0, Max Interval: 44
Organization(ID7385) => Min Interval: 0, Max Interval: 41
Organization(ID7394) => Min Interval: 7, Max Interval: 42
Organization(ID7396) => Min Interval: 6, Max Interval: 50
Organization(ID7397) => Min Interval: 8, Max Interval: 39
Organization(ID7404) => Min Interval: 7, Max Interval: 44
Organization(ID7409) => Min Interval: 4, Max Interval: 44
Organization(ID7411) => Min Interval: 0, Max Interval: 50
Organization(ID7422) => Min Interval: 0, Max Interval: 49
Organization(ID7430) => Min Interval: 2, Max Interval: 46
Organization(ID7434) => Min Interval: 6, Max Interval: 50
Organization(ID7441) => Min Interval: 3, Max Interval: 49
Organization(ID7449) => Min Interval: 1, Max Interval: 44
Organization(ID7450) => Min Interval: 5, Max Interval: 44
Organization(ID7455) => Min Interval: 1, Max Interval: 50
Organization(ID7462) => Min Interval: 21, Max Interval: 50
Organization(ID7463) => Min Interval: 0, Max Interval: 50
Organization(ID7470) => Min Interval: 17, Max Interval: 50
Organization(ID7473) => Min Interval: 3, Max Interval: 48
Organization(ID7477) => Min Interval: 2, Max Interval: 49
Organization(ID7491) => Min Interval: 7, Max Interval: 49
Organization(ID7497) => Min Interval: 0, Max Interval: 47
Organization(ID7504) => Min Interval: 6, Max Interval: 47
Organization(ID7519) => Min Interval: 1, Max Interval: 48
Organization(ID7520) => Min Interval: 4, Max Interval: 50
Organization(ID7524) => Min Interval: 5, Max Interval: 49
Organization(ID7531) => Min Interval: 1, Max Interval: 48
Organization(ID7534) => Min Interval: 0, Max Interval: 49
Organization(ID7535) => Min Interval: 7, Max Interval: 41
Organization(ID7536) => Min Interval: 8, Max Interval: 45
Organization(ID7537) => Min Interval: 15, Max Interval: 48
Organization(ID7538) => Min Interval: 4, Max Interval: 42
Organization(ID7540) => Min Interval: 1, Max Interval: 48
Organization(ID7542) => Min Interval: 0, Max Interval: 43
Organization(ID7546) => Min Interval: 12, Max Interval: 46
Organization(ID7547) => Min Interval: 7, Max Interval: 49
Organization(ID7551) => Min Interval: 0, Max Interval: 50
Organization(ID7554) => Min Interval: 3, Max Interval: 50
Organization(ID7555) => Min Interval: 3, Max Interval: 49
Organization(ID7556) => Min Interval: 18, Max Interval: 47
Organization(ID7562) => Min Interval: 0, Max Interval: 50
Organization(ID7572) => Min Interval: 7, Max Interval: 46
Organization(ID7578) => Min Interval: 2, Max Interval: 50
Organization(ID7581) => Min Interval: 2, Max Interval: 42
Organization(ID7583) => Min Interval: 1, Max Interval: 37
Organization(ID7602) => Min Interval: 0, Max Interval: 39
Organization(ID7608) => Min Interval: 1, Max Interval: 40
Organization(ID7613) => Min Interval: 0, Max Interval: 49
Organization(ID7616) => Min Interval: 1, Max Interval: 39
Organization(ID7677) => Min Interval: 0, Max Interval: 50
Organization(ID7690) => Min Interval: 0, Max Interval: 46
Organization(ID7720) => Min Interval: 0, Max Interval: 43
Organization(ID7837) => Min Interval: 1, Max Interval: 29
Organization(ID7851) => Min Interval: 13, Max Interval: 50
Organization(ID7890) => Min Interval: 6, Max Interval: 36
Organization(ID7899) => Min Interval: 9, Max Interval: 50
Organization(ID7902) => Min Interval: 3, Max Interval: 40
Organization(ID7940) => Min Interval: 13, Max Interval: 50
Organization(ID7952) => Min Interval: 9, Max Interval: 48
Organization(ID8016) => Min Interval: 5, Max Interval: 48
Organization(ID8050) => Min Interval: 13, Max Interval: 48
Organization(ID8058) => Min Interval: 2, Max Interval: 40
Organization(ID8062) => Min Interval: 3, Max Interval: 44
Organization(ID8070) => Min Interval: 11, Max Interval: 47
Organization(ID8080) => Min Interval: 2, Max Interval: 44
Organization(ID8082) => Min Interval: 5, Max Interval: 49
Organization(ID8102) => Min Interval: 0, Max Interval: 50
Organization(ID8168) => Min Interval: 0, Max Interval: 43
Organization(ID8220) => Min Interval: 3, Max Interval: 38
Organization(ID8242) => Min Interval: 3, Max Interval: 35
Organization(ID8250) => Min Interval: 0, Max Interval: 48
Organization(ID8276) => Min Interval: 0, Max Interval: 46
Organization(ID8367) => Min Interval: 0, Max Interval: 43
Organization(ID8408) => Min Interval: 8, Max Interval: 48
Organization(ID8446) => Min Interval: 2, Max Interval: 41
Organization(ID8461) => Min Interval: 0, Max Interval: 45
Organization(ID8469) => Min Interval: 17, Max Interval: 47
Organization(ID8478) => Min Interval: 0, Max Interval: 47
Organization(ID8506) => Min Interval: 4, Max Interval: 49
Organization(ID8510) => Min Interval: 4, Max Interval: 48
Organization(ID8512) => Min Interval: 10, Max Interval: 49
Organization(ID8515) => Min Interval: 11, Max Interval: 37
Organization(ID8516) => Min Interval: 2, Max Interval: 41
Organization(ID8519) => Min Interval: 1, Max Interval: 45
Organization(ID8560) => Min Interval: 4, Max Interval: 48
Organization(ID8619) => Min Interval: 2, Max Interval: 41
Organization(ID8627) => Min Interval: 0, Max Interval: 50
Organization(ID8636) => Min Interval: 9, Max Interval: 48
Organization(ID8640) => Min Interval: 1, Max Interval: 50
Organization(ID8643) => Min Interval: 3, Max Interval: 47
Organization(ID8651) => Min Interval: 0, Max Interval: 43
Organization(ID8687) => Min Interval: 3, Max Interval: 47
Organization(ID8688) => Min Interval: 1, Max Interval: 47
Organization(ID8707) => Min Interval: 3, Max Interval: 42
Organization(ID8716) => Min Interval: 6, Max Interval: 50
Organization(ID8731) => Min Interval: 3, Max Interval: 48
Organization(ID8744) => Min Interval: 2, Max Interval: 50
Organization(ID8752) => Min Interval: 0, Max Interval: 46
Organization(ID8757) => Min Interval: 10, Max Interval: 50
Organization(ID8762) => Min Interval: 1, Max Interval: 49
Organization(ID8773) => Min Interval: 1, Max Interval: 48
Organization(ID8776) => Min Interval: 4, Max Interval: 35
Organization(ID8781) => Min Interval: 11, Max Interval: 49
Organization(ID8795) => Min Interval: 3, Max Interval: 49
Organization(ID8796) => Min Interval: 0, Max Interval: 50
Organization(ID8800) => Min Interval: 2, Max Interval: 44
Organization(ID8810) => Min Interval: 6, Max Interval: 50
Organization(ID8811) => Min Interval: 0, Max Interval: 48
Organization(ID8821) => Min Interval: 6, Max Interval: 50
Organization(ID8826) => Min Interval: 10, Max Interval: 50
Organization(ID8835) => Min Interval: 3, Max Interval: 46
Organization(ID8843) => Min Interval: 0, Max Interval: 48
Organization(ID8844) => Min Interval: 1, Max Interval: 42
Organization(ID8845) => Min Interval: 0, Max Interval: 50
Organization(ID8885) => Min Interval: 22, Max Interval: 41
Organization(ID8891) => Min Interval: 0, Max Interval: 50
Organization(ID8916) => Min Interval: 0, Max Interval: 46
Organization(ID8934) => Min Interval: 7, Max Interval: 43
Organization(ID8945) => Min Interval: 3, Max Interval: 50
Organization(ID9057) => Min Interval: 11, Max Interval: 44
Organization(ID9060) => Min Interval: 2, Max Interval: 50
Organization(ID9165) => Min Interval: 6, Max Interval: 48
Organization(ID9181) => Min Interval: 0, Max Interval: 47
Organization(ID9246) => Min Interval: 0, Max Interval: 50
Organization(ID9263) => Min Interval: 3, Max Interval: 49
Organization(ID9266) => Min Interval: 7, Max Interval: 48
Organization(ID9281) => Min Interval: 9, Max Interval: 42
Organization(ID9400) => Min Interval: 16, Max Interval: 41
Organization(ID9406) => Min Interval: 6, Max Interval: 45
Organization(ID9413) => Min Interval: 0, Max Interval: 48
Organization(ID9500) => Min Interval: 3, Max Interval: 46
Organization(ID9541) => Min Interval: 3, Max Interval: 50
Organization(ID9543) => Min Interval: 4, Max Interval: 50
Organization(ID9547) => Min Interval: 7, Max Interval: 45
Organization(ID9554) => Min Interval: 0, Max Interval: 48
Organization(ID9564) => Min Interval: 4, Max Interval: 47
Organization(ID9595) => Min Interval: 3, Max Interval: 50
Organization(ID9618) => Min Interval: 1, Max Interval: 48
Organization(ID9620) => Min Interval: 16, Max Interval: 46
Organization(ID9655) => Min Interval: 3, Max Interval: 42
Organization(ID9680) => Min Interval: 4, Max Interval: 43
Organization(ID9686) => Min Interval: 3, Max Interval: 47
Organization(ID9707) => Min Interval: 0, Max Interval: 50
Organization(ID9716) => Min Interval: 3, Max Interval: 49
Organization(ID9717) => Min Interval: 2, Max Interval: 45
Organization(ID9725) => Min Interval: 6, Max Interval: 43
Organization(ID9736) => Min Interval: 5, Max Interval: 45
Organization(ID9742) => Min Interval: 0, Max Interval: 49
Organization(ID9754) => Min Interval: 2, Max Interval: 48
Organization(ID9757) => Min Interval: 1, Max Interval: 44
Organization(ID9793) => Min Interval: 4, Max Interval: 43
Organization(ID9796) => Min Interval: 2, Max Interval: 34
Organization(ID9812) => Min Interval: 2, Max Interval: 46
Organization(ID9840) => Min Interval: 6, Max Interval: 48
Organization(ID9853) => Min Interval: 0, Max Interval: 50
Organization(ID9854) => Min Interval: 5, Max Interval: 43
Organization(ID9869) => Min Interval: 0, Max Interval: 41
Organization(ID9870) => Min Interval: 1, Max Interval: 44
Organization(ID9871) => Min Interval: 0, Max Interval: 47
Organization(ID9880) => Min Interval: 0, Max Interval: 50
Organization(ID9886) => Min Interval: 3, Max Interval: 50
Organization(ID9903) => Min Interval: 1, Max Interval: 33
Organization(ID9906) => Min Interval: 1, Max Interval: 44
Organization(ID9916) => Min Interval: 16, Max Interval: 48
Organization(ID9918) => Min Interval: 4, Max Interval: 43
Organization(ID9924) => Min Interval: 6, Max Interval: 48
Organization(ID9927) => Min Interval: 5, Max Interval: 50
Organization(ID9928) => Min Interval: 1, Max Interval: 41
Organization(ID9929) => Min Interval: 3, Max Interval: 48
Organization(ID9932) => Min Interval: 20, Max Interval: 50
Organization(ID9933) => Min Interval: 3, Max Interval: 45
Organization(ID9934) => Min Interval: 0, Max Interval: 45
Organization(ID9938) => Min Interval: 3, Max Interval: 50
Organization(ID9945) => Min Interval: 1, Max Interval: 42
Organization(ID9953) => Min Interval: 0, Max Interval: 50
