Stored fact information:
Lecturer(ID0) => Min Interval: 30, Max Interval: 35
Lecturer(ID3233) => Min Interval: 4, Max Interval: 45
Lecturer(ID3235) => Min Interval: 7, Max Interval: 25
Lecturer(ID3238) => Min Interval: 17, Max Interval: 21
Lecturer(ID3239) => Min Interval: 13, Max Interval: 27
Lecturer(ID3241) => Min Interval: 29, Max Interval: 31
Lecturer(ID3247) => Min Interval: 36, Max Interval: 46
Lecturer(ID3251) => Min Interval: 5, Max Interval: 46
Lecturer(ID3252) => Min Interval: 27, Max Interval: 40
Lecturer(ID3253) => Min Interval: 14, Max Interval: 18
Lecturer(ID3256) => Min Interval: 24, Max Interval: 41
Lecturer(ID3260) => Min Interval: 10, Max Interval: 33
Lecturer(ID3263) => Min Interval: 16, Max Interval: 41
Lecturer(ID3264) => Min Interval: 30, Max Interval: 36
Lecturer(ID3265) => Min Interval: 4, Max Interval: 47
Lecturer(ID3266) => Min Interval: 23, Max Interval: 26
Lecturer(ID3267) => Min Interval: 17, Max Interval: 46
Lecturer(ID3270) => Min Interval: 21, Max Interval: 35
Lecturer(ID3275) => Min Interval: 13, Max Interval: 32
Lecturer(ID3278) => Min Interval: 13, Max Interval: 40
Lecturer(ID3281) => Min Interval: 16, Max Interval: 45
Lecturer(ID3284) => Min Interval: 5, Max Interval: 38
Lecturer(ID3285) => Min Interval: 4, Max Interval: 42
Lecturer(ID3289) => Min Interval: 3, Max Interval: 45
Lecturer(ID3292) => Min Interval: 25, Max Interval: 35
Lecturer(ID3293) => Min Interval: 7, Max Interval: 35
Lecturer(ID3294) => Min Interval: 31, Max Interval: 45
Lecturer(ID3295) => Min Interval: 18, Max Interval: 21
Lecturer(ID3297) => Min Interval: 0, Max Interval: 38
Lecturer(ID3298) => Min Interval: 16, Max Interval: 38
Lecturer(ID3302) => Min Interval: 28, Max Interval: 32
Lecturer(ID3303) => Min Interval: 43, Max Interval: 44
Lecturer(ID3309) => Min Interval: 8, Max Interval: 37
Lecturer(ID3317) => Min Interval: 5, Max Interval: 45
Lecturer(ID3319) => Min Interval: 32, Max Interval: 40
Lecturer(ID3323) => Min Interval: 22, Max Interval: 27
Lecturer(ID3325) => Min Interval: 10, Max Interval: 38
Lecturer(ID3338) => Min Interval: 12, Max Interval: 43
Lecturer(ID3339) => Min Interval: 21, Max Interval: 33
Lecturer(ID3341) => Min Interval: 2, Max Interval: 35
Lecturer(ID3344) => Min Interval: 22, Max Interval: 41
Lecturer(ID3346) => Min Interval: 10, Max Interval: 45
Lecturer(ID3351) => Min Interval: 3, Max Interval: 43
Lecturer(ID3352) => Min Interval: 10, Max Interval: 41
Lecturer(ID3353) => Min Interval: 12, Max Interval: 28
Lecturer(ID3354) => Min Interval: 18, Max Interval: 36
Lecturer(ID3356) => Min Interval: 8, Max Interval: 44
Lecturer(ID3358) => Min Interval: 4, Max Interval: 41
Lecturer(ID3362) => Min Interval: 40, Max Interval: 45
Lecturer(ID3363) => Min Interval: 9, Max Interval: 43
Lecturer(ID3365) => Min Interval: 31, Max Interval: 38
Lecturer(ID3372) => Min Interval: 43, Max Interval: 44
Lecturer(ID3373) => Min Interval: 10, Max Interval: 17
Lecturer(ID3377) => Min Interval: 19, Max Interval: 38
Lecturer(ID3383) => Min Interval: 9, Max Interval: 36
Lecturer(ID3384) => Min Interval: 12, Max Interval: 26
Lecturer(ID3388) => Min Interval: 10, Max Interval: 40
Lecturer(ID3391) => Min Interval: 2, Max Interval: 42
Lecturer(ID3392) => Min Interval: 13, Max Interval: 18
Lecturer(ID3393) => Min Interval: 11, Max Interval: 45
Lecturer(ID3395) => Min Interval: 3, Max Interval: 41
Lecturer(ID3396) => Min Interval: 14, Max Interval: 20
Lecturer(ID3398) => Min Interval: 14, Max Interval: 43
Lecturer(ID3401) => Min Interval: 11, Max Interval: 11
Lecturer(ID3402) => Min Interval: 20, Max Interval: 42
Lecturer(ID3403) => Min Interval: 12, Max Interval: 37
Lecturer(ID3404) => Min Interval: 9, Max Interval: 42
Lecturer(ID3405) => Min Interval: 11, Max Interval: 34
Lecturer(ID3406) => Min Interval: 0, Max Interval: 45
Lecturer(ID3407) => Min Interval: 4, Max Interval: 43
Lecturer(ID3411) => Min Interval: 18, Max Interval: 45
Lecturer(ID3414) => Min Interval: 16, Max Interval: 39
Lecturer(ID3415) => Min Interval: 6, Max Interval: 36
Lecturer(ID3420) => Min Interval: 12, Max Interval: 42
Lecturer(ID3428) => Min Interval: 29, Max Interval: 41
Lecturer(ID3432) => Min Interval: 8, Max Interval: 20
Lecturer(ID3433) => Min Interval: 8, Max Interval: 11
Lecturer(ID3436) => Min Interval: 15, Max Interval: 47
Lecturer(ID3441) => Min Interval: 27, Max Interval: 29
Lecturer(ID3444) => Min Interval: 7, Max Interval: 32
Lecturer(ID3447) => Min Interval: 13, Max Interval: 28
Lecturer(ID3448) => Min Interval: 11, Max Interval: 44
Lecturer(ID3449) => Min Interval: 5, Max Interval: 34
Lecturer(ID3450) => Min Interval: 31, Max Interval: 32
Lecturer(ID3455) => Min Interval: 16, Max Interval: 45
Lecturer(ID3459) => Min Interval: 3, Max Interval: 45
Lecturer(ID3460) => Min Interval: 14, Max Interval: 46
Lecturer(ID3462) => Min Interval: 8, Max Interval: 30
Lecturer(ID3468) => Min Interval: 12, Max Interval: 31
Lecturer(ID3471) => Min Interval: 10, Max Interval: 20
Lecturer(ID3472) => Min Interval: 13, Max Interval: 37
Lecturer(ID3475) => Min Interval: 28, Max Interval: 32
Lecturer(ID3477) => Min Interval: 29, Max Interval: 42
Lecturer(ID3478) => Min Interval: 26, Max Interval: 38
Lecturer(ID3479) => Min Interval: 30, Max Interval: 44
Lecturer(ID3481) => Min Interval: 16, Max Interval: 20
Lecturer(ID3482) => Min Interval: 13, Max Interval: 44
Lecturer(ID3488) => Min Interval: 9, Max Interval: 45
Lecturer(ID3494) => Min Interval: 1, Max Interval: 49
Lecturer(ID3499) => Min Interval: 8, Max Interval: 46
Lecturer(ID3504) => Min Interval: 5, Max Interval: 43
Lecturer(ID3505) => Min Interval: 15, Max Interval: 20
Lecturer(ID3506) => Min Interval: 28, Max Interval: 37
Lecturer(ID3509) => Min Interval: 11, Max Interval: 36
Lecturer(ID3513) => Min Interval: 8, Max Interval: 21
Lecturer(ID3517) => Min Interval: 17, Max Interval: 47
Lecturer(ID3521) => Min Interval: 8, Max Interval: 23
Lecturer(ID3528) => Min Interval: 3, Max Interval: 9
Lecturer(ID3529) => Min Interval: 29, Max Interval: 43
Lecturer(ID3531) => Min Interval: 24, Max Interval: 44
Lecturer(ID3533) => Min Interval: 5, Max Interval: 32
Lecturer(ID3534) => Min Interval: 19, Max Interval: 23
Lecturer(ID3535) => Min Interval: 36, Max Interval: 43
Lecturer(ID3542) => Min Interval: 16, Max Interval: 44
Lecturer(ID3551) => Min Interval: 24, Max Interval: 28
Lecturer(ID3554) => Min Interval: 11, Max Interval: 37
Lecturer(ID3556) => Min Interval: 10, Max Interval: 28
Lecturer(ID3567) => Min Interval: 16, Max Interval: 45
Lecturer(ID3568) => Min Interval: 15, Max Interval: 32
Lecturer(ID3573) => Min Interval: 3, Max Interval: 34
Lecturer(ID3575) => Min Interval: 9, Max Interval: 42
Lecturer(ID3576) => Min Interval: 15, Max Interval: 45
Lecturer(ID3577) => Min Interval: 35, Max Interval: 35
Lecturer(ID3578) => Min Interval: 13, Max Interval: 44
Lecturer(ID3580) => Min Interval: 9, Max Interval: 42
Lecturer(ID3582) => Min Interval: 6, Max Interval: 42
Lecturer(ID3588) => Min Interval: 20, Max Interval: 42
Lecturer(ID3595) => Min Interval: 1, Max Interval: 46
Lecturer(ID3597) => Min Interval: 35, Max Interval: 45
Lecturer(ID3601) => Min Interval: 20, Max Interval: 43
Lecturer(ID3603) => Min Interval: 2, Max Interval: 38
Lecturer(ID3607) => Min Interval: 5, Max Interval: 34
Lecturer(ID3615) => Min Interval: 17, Max Interval: 23
Lecturer(ID3616) => Min Interval: 22, Max Interval: 29
Lecturer(ID3617) => Min Interval: 11, Max Interval: 37
Lecturer(ID3620) => Min Interval: 12, Max Interval: 43
Lecturer(ID3621) => Min Interval: 14, Max Interval: 37
Lecturer(ID3627) => Min Interval: 27, Max Interval: 31
Lecturer(ID3630) => Min Interval: 18, Max Interval: 38
Lecturer(ID3631) => Min Interval: 10, Max Interval: 38
Lecturer(ID3635) => Min Interval: 26, Max Interval: 38
Lecturer(ID3636) => Min Interval: 3, Max Interval: 40
Lecturer(ID3642) => Min Interval: 12, Max Interval: 37
Lecturer(ID3650) => Min Interval: 24, Max Interval: 43
Lecturer(ID3652) => Min Interval: 11, Max Interval: 41
Lecturer(ID3653) => Min Interval: 13, Max Interval: 19
Lecturer(ID3666) => Min Interval: 11, Max Interval: 28
Lecturer(ID3667) => Min Interval: 35, Max Interval: 36
Lecturer(ID3682) => Min Interval: 29, Max Interval: 30
Lecturer(ID3690) => Min Interval: 26, Max Interval: 38
Lecturer(ID3692) => Min Interval: 23, Max Interval: 41
Lecturer(ID3696) => Min Interval: 20, Max Interval: 44
Lecturer(ID3697) => Min Interval: 8, Max Interval: 22
Lecturer(ID3698) => Min Interval: 16, Max Interval: 35
Lecturer(ID3699) => Min Interval: 10, Max Interval: 26
Lecturer(ID3702) => Min Interval: 21, Max Interval: 39
Lecturer(ID3703) => Min Interval: 14, Max Interval: 36
Lecturer(ID3720) => Min Interval: 14, Max Interval: 44
Lecturer(ID3724) => Min Interval: 14, Max Interval: 15
Lecturer(ID3733) => Min Interval: 24, Max Interval: 35
Lecturer(ID3748) => Min Interval: 22, Max Interval: 27
Lecturer(ID3753) => Min Interval: 0, Max Interval: 32
Lecturer(ID3758) => Min Interval: 19, Max Interval: 45
Lecturer(ID3759) => Min Interval: 26, Max Interval: 43
Lecturer(ID3762) => Min Interval: 18, Max Interval: 42
Lecturer(ID3770) => Min Interval: 9, Max Interval: 30
Lecturer(ID3772) => Min Interval: 9, Max Interval: 9
Lecturer(ID3786) => Min Interval: 10, Max Interval: 29
Lecturer(ID3791) => Min Interval: 22, Max Interval: 32
Lecturer(ID3792) => Min Interval: 14, Max Interval: 32
Lecturer(ID3818) => Min Interval: 30, Max Interval: 44
Lecturer(ID3824) => Min Interval: 11, Max Interval: 15
Lecturer(ID3853) => Min Interval: 22, Max Interval: 50
Lecturer(ID3854) => Min Interval: 8, Max Interval: 13
Lecturer(ID3856) => Min Interval: 15, Max Interval: 18
Lecturer(ID3858) => Min Interval: 28, Max Interval: 44
Lecturer(ID3864) => Min Interval: 20, Max Interval: 45
Lecturer(ID3869) => Min Interval: 23, Max Interval: 38
Lecturer(ID3873) => Min Interval: 3, Max Interval: 42
Lecturer(ID3878) => Min Interval: 6, Max Interval: 46
Lecturer(ID3881) => Min Interval: 7, Max Interval: 42
Lecturer(ID3883) => Min Interval: 34, Max Interval: 41
Lecturer(ID3884) => Min Interval: 18, Max Interval: 39
Lecturer(ID3887) => Min Interval: 3, Max Interval: 44
Lecturer(ID3888) => Min Interval: 21, Max Interval: 35
Lecturer(ID3889) => Min Interval: 19, Max Interval: 34
Lecturer(ID3891) => Min Interval: 10, Max Interval: 42
Lecturer(ID3892) => Min Interval: 1, Max Interval: 26
Lecturer(ID3898) => Min Interval: 23, Max Interval: 24
Lecturer(ID3900) => Min Interval: 20, Max Interval: 45
Lecturer(ID3902) => Min Interval: 13, Max Interval: 36
Lecturer(ID3904) => Min Interval: 34, Max Interval: 40
Lecturer(ID3906) => Min Interval: 10, Max Interval: 15
Lecturer(ID3908) => Min Interval: 25, Max Interval: 37
Lecturer(ID3911) => Min Interval: 9, Max Interval: 38
Lecturer(ID3917) => Min Interval: 9, Max Interval: 39
Lecturer(ID3918) => Min Interval: 9, Max Interval: 37
Lecturer(ID3920) => Min Interval: 3, Max Interval: 49
Lecturer(ID3921) => Min Interval: 14, Max Interval: 23
Lecturer(ID3924) => Min Interval: 13, Max Interval: 21
Lecturer(ID3926) => Min Interval: 10, Max Interval: 13
Lecturer(ID3929) => Min Interval: 10, Max Interval: 26
Lecturer(ID3934) => Min Interval: 2, Max Interval: 47
Lecturer(ID3935) => Min Interval: 2, Max Interval: 48
Lecturer(ID3936) => Min Interval: 18, Max Interval: 25
Lecturer(ID3938) => Min Interval: 8, Max Interval: 44
Lecturer(ID3939) => Min Interval: 16, Max Interval: 43
Lecturer(ID3943) => Min Interval: 9, Max Interval: 41
Lecturer(ID3945) => Min Interval: 16, Max Interval: 26
Lecturer(ID3950) => Min Interval: 13, Max Interval: 45
Lecturer(ID3951) => Min Interval: 20, Max Interval: 26
Lecturer(ID3952) => Min Interval: 7, Max Interval: 31
Lecturer(ID3955) => Min Interval: 34, Max Interval: 39
Lecturer(ID3961) => Min Interval: 11, Max Interval: 38
Lecturer(ID3962) => Min Interval: 20, Max Interval: 46
Lecturer(ID3964) => Min Interval: 3, Max Interval: 42
Lecturer(ID3965) => Min Interval: 14, Max Interval: 38
Lecturer(ID3967) => Min Interval: 12, Max Interval: 42
Lecturer(ID3969) => Min Interval: 10, Max Interval: 25
Lecturer(ID3971) => Min Interval: 27, Max Interval: 32
Lecturer(ID3973) => Min Interval: 6, Max Interval: 45
Lecturer(ID3975) => Min Interval: 13, Max Interval: 45
Lecturer(ID3976) => Min Interval: 5, Max Interval: 32
Lecturer(ID3979) => Min Interval: 2, Max Interval: 39
Lecturer(ID3983) => Min Interval: 15, Max Interval: 21
Lecturer(ID3985) => Min Interval: 34, Max Interval: 44
Lecturer(ID3987) => Min Interval: 5, Max Interval: 18
Lecturer(ID3988) => Min Interval: 11, Max Interval: 38
Lecturer(ID3990) => Min Interval: 5, Max Interval: 46
Lecturer(ID3993) => Min Interval: 8, Max Interval: 19
Lecturer(ID3994) => Min Interval: 37, Max Interval: 44
Lecturer(ID3995) => Min Interval: 20, Max Interval: 25
Lecturer(ID3997) => Min Interval: 20, Max Interval: 44
Lecturer(ID3999) => Min Interval: 22, Max Interval: 30
Lecturer(ID4000) => Min Interval: 10, Max Interval: 44
Lecturer(ID4001) => Min Interval: 30, Max Interval: 41
Lecturer(ID4002) => Min Interval: 10, Max Interval: 10
Lecturer(ID4008) => Min Interval: 42, Max Interval: 43
Lecturer(ID4013) => Min Interval: 17, Max Interval: 24
Lecturer(ID4014) => Min Interval: 14, Max Interval: 41
Lecturer(ID4015) => Min Interval: 21, Max Interval: 33
Lecturer(ID4018) => Min Interval: 22, Max Interval: 36
Lecturer(ID4022) => Min Interval: 33, Max Interval: 45
Lecturer(ID4026) => Min Interval: 19, Max Interval: 29
Lecturer(ID4027) => Min Interval: 6, Max Interval: 47
Lecturer(ID4029) => Min Interval: 6, Max Interval: 46
Lecturer(ID4030) => Min Interval: 12, Max Interval: 43
Lecturer(ID4032) => Min Interval: 12, Max Interval: 44
Lecturer(ID4036) => Min Interval: 15, Max Interval: 41
Lecturer(ID4039) => Min Interval: 1, Max Interval: 44
Lecturer(ID4041) => Min Interval: 15, Max Interval: 40
Lecturer(ID4043) => Min Interval: 22, Max Interval: 23
Lecturer(ID4047) => Min Interval: 9, Max Interval: 44
Lecturer(ID4050) => Min Interval: 4, Max Interval: 42
Lecturer(ID4051) => Min Interval: 9, Max Interval: 34
Lecturer(ID4056) => Min Interval: 19, Max Interval: 24
Lecturer(ID4059) => Min Interval: 8, Max Interval: 45
Lecturer(ID4060) => Min Interval: 6, Max Interval: 49
Lecturer(ID4066) => Min Interval: 12, Max Interval: 14
Lecturer(ID4067) => Min Interval: 11, Max Interval: 36
Lecturer(ID4068) => Min Interval: 12, Max Interval: 42
Lecturer(ID4070) => Min Interval: 11, Max Interval: 45
Lecturer(ID4072) => Min Interval: 7, Max Interval: 47
Lecturer(ID4075) => Min Interval: 2, Max Interval: 26
Lecturer(ID4077) => Min Interval: 2, Max Interval: 48
Lecturer(ID4080) => Min Interval: 18, Max Interval: 23
Lecturer(ID4081) => Min Interval: 2, Max Interval: 47
Lecturer(ID4083) => Min Interval: 3, Max Interval: 48
Lecturer(ID4086) => Min Interval: 0, Max Interval: 49
Lecturer(ID4088) => Min Interval: 12, Max Interval: 33
Lecturer(ID4089) => Min Interval: 21, Max Interval: 26
Lecturer(ID4093) => Min Interval: 4, Max Interval: 39
Lecturer(ID4097) => Min Interval: 11, Max Interval: 43
Lecturer(ID4100) => Min Interval: 8, Max Interval: 42
Lecturer(ID4104) => Min Interval: 15, Max Interval: 39
Lecturer(ID4107) => Min Interval: 17, Max Interval: 43
Lecturer(ID4111) => Min Interval: 10, Max Interval: 46
Lecturer(ID4113) => Min Interval: 6, Max Interval: 42
Lecturer(ID4114) => Min Interval: 9, Max Interval: 37
Lecturer(ID4117) => Min Interval: 9, Max Interval: 35
Lecturer(ID4119) => Min Interval: 21, Max Interval: 25
Lecturer(ID4120) => Min Interval: 17, Max Interval: 38
Lecturer(ID4125) => Min Interval: 28, Max Interval: 32
Lecturer(ID4127) => Min Interval: 20, Max Interval: 28
Lecturer(ID4129) => Min Interval: 25, Max Interval: 38
Lecturer(ID4131) => Min Interval: 3, Max Interval: 44
Lecturer(ID4133) => Min Interval: 20, Max Interval: 40
Lecturer(ID4134) => Min Interval: 16, Max Interval: 18
Lecturer(ID4136) => Min Interval: 36, Max Interval: 42
Lecturer(ID4139) => Min Interval: 8, Max Interval: 41
Lecturer(ID4146) => Min Interval: 9, Max Interval: 40
Lecturer(ID4149) => Min Interval: 39, Max Interval: 43
Lecturer(ID4150) => Min Interval: 22, Max Interval: 45
Lecturer(ID4151) => Min Interval: 17, Max Interval: 40
Lecturer(ID4153) => Min Interval: 6, Max Interval: 47
Lecturer(ID4156) => Min Interval: 19, Max Interval: 34
Lecturer(ID4159) => Min Interval: 6, Max Interval: 35
Lecturer(ID4165) => Min Interval: 1, Max Interval: 11
Lecturer(ID4170) => Min Interval: 16, Max Interval: 33
Lecturer(ID4172) => Min Interval: 3, Max Interval: 37
Lecturer(ID4176) => Min Interval: 23, Max Interval: 25
Lecturer(ID4177) => Min Interval: 18, Max Interval: 29
Lecturer(ID4180) => Min Interval: 9, Max Interval: 36
Lecturer(ID4181) => Min Interval: 30, Max Interval: 40
Lecturer(ID4183) => Min Interval: 10, Max Interval: 27
Lecturer(ID4186) => Min Interval: 7, Max Interval: 46
Lecturer(ID4188) => Min Interval: 2, Max Interval: 32
Lecturer(ID4189) => Min Interval: 21, Max Interval: 35
Lecturer(ID4194) => Min Interval: 15, Max Interval: 33
Lecturer(ID4200) => Min Interval: 28, Max Interval: 35
Lecturer(ID4205) => Min Interval: 4, Max Interval: 38
Lecturer(ID4206) => Min Interval: 11, Max Interval: 31
Lecturer(ID4208) => Min Interval: 19, Max Interval: 45
Lecturer(ID4212) => Min Interval: 12, Max Interval: 26
Lecturer(ID4215) => Min Interval: 0, Max Interval: 35
Lecturer(ID4217) => Min Interval: 8, Max Interval: 30
Lecturer(ID4218) => Min Interval: 10, Max Interval: 44
Lecturer(ID4224) => Min Interval: 23, Max Interval: 40
Lecturer(ID4226) => Min Interval: 3, Max Interval: 45
Lecturer(ID4227) => Min Interval: 8, Max Interval: 42
Lecturer(ID4229) => Min Interval: 17, Max Interval: 26
Lecturer(ID4230) => Min Interval: 11, Max Interval: 13
Lecturer(ID4233) => Min Interval: 13, Max Interval: 44
Lecturer(ID4234) => Min Interval: 6, Max Interval: 46
Lecturer(ID4242) => Min Interval: 18, Max Interval: 26
Lecturer(ID4243) => Min Interval: 4, Max Interval: 47
Lecturer(ID4244) => Min Interval: 24, Max Interval: 24
Lecturer(ID4247) => Min Interval: 3, Max Interval: 46
Lecturer(ID4250) => Min Interval: 8, Max Interval: 27
Lecturer(ID4253) => Min Interval: 9, Max Interval: 35
Lecturer(ID4254) => Min Interval: 14, Max Interval: 39
Lecturer(ID4255) => Min Interval: 4, Max Interval: 33
Lecturer(ID4256) => Min Interval: 3, Max Interval: 30
Lecturer(ID4258) => Min Interval: 9, Max Interval: 43
Lecturer(ID4259) => Min Interval: 31, Max Interval: 41
Lecturer(ID4260) => Min Interval: 19, Max Interval: 45
Lecturer(ID4266) => Min Interval: 5, Max Interval: 30
Lecturer(ID4269) => Min Interval: 26, Max Interval: 45
Lecturer(ID4274) => Min Interval: 9, Max Interval: 41
Lecturer(ID4275) => Min Interval: 3, Max Interval: 41
Lecturer(ID4278) => Min Interval: 35, Max Interval: 45
Lecturer(ID4282) => Min Interval: 11, Max Interval: 45
Lecturer(ID4285) => Min Interval: 16, Max Interval: 40
Lecturer(ID4288) => Min Interval: 20, Max Interval: 41
Lecturer(ID4289) => Min Interval: 8, Max Interval: 46
Lecturer(ID4291) => Min Interval: 1, Max Interval: 48
Lecturer(ID4294) => Min Interval: 8, Max Interval: 39
Lecturer(ID4297) => Min Interval: 7, Max Interval: 47
Lecturer(ID4300) => Min Interval: 3, Max Interval: 49
Lecturer(ID4301) => Min Interval: 29, Max Interval: 38
Lecturer(ID4308) => Min Interval: 41, Max Interval: 45
Lecturer(ID4310) => Min Interval: 5, Max Interval: 48
Lecturer(ID4311) => Min Interval: 15, Max Interval: 35
Lecturer(ID4312) => Min Interval: 26, Max Interval: 39
Lecturer(ID4315) => Min Interval: 13, Max Interval: 23
Lecturer(ID4316) => Min Interval: 11, Max Interval: 44
Lecturer(ID4318) => Min Interval: 4, Max Interval: 36
Lecturer(ID4319) => Min Interval: 22, Max Interval: 24
Lecturer(ID4321) => Min Interval: 3, Max Interval: 48
Lecturer(ID4322) => Min Interval: 8, Max Interval: 44
Lecturer(ID4323) => Min Interval: 10, Max Interval: 41
Lecturer(ID4325) => Min Interval: 22, Max Interval: 31
Lecturer(ID4328) => Min Interval: 20, Max Interval: 44
Lecturer(ID4329) => Min Interval: 27, Max Interval: 35
Lecturer(ID4331) => Min Interval: 34, Max Interval: 41
Lecturer(ID4333) => Min Interval: 9, Max Interval: 45
Lecturer(ID4335) => Min Interval: 4, Max Interval: 47
Lecturer(ID4338) => Min Interval: 8, Max Interval: 42
Lecturer(ID4340) => Min Interval: 33, Max Interval: 44
Lecturer(ID4341) => Min Interval: 23, Max Interval: 33
Lecturer(ID4342) => Min Interval: 13, Max Interval: 42
Lecturer(ID4343) => Min Interval: 7, Max Interval: 45
Lecturer(ID4344) => Min Interval: 14, Max Interval: 43
Lecturer(ID4346) => Min Interval: 26, Max Interval: 44
Lecturer(ID4347) => Min Interval: 7, Max Interval: 45
Lecturer(ID4349) => Min Interval: 15, Max Interval: 19
Lecturer(ID4353) => Min Interval: 13, Max Interval: 39
Lecturer(ID4358) => Min Interval: 14, Max Interval: 45
Lecturer(ID4360) => Min Interval: 4, Max Interval: 39
Lecturer(ID4364) => Min Interval: 11, Max Interval: 27
Lecturer(ID4366) => Min Interval: 8, Max Interval: 32
Lecturer(ID4370) => Min Interval: 23, Max Interval: 43
Lecturer(ID4375) => Min Interval: 13, Max Interval: 26
Lecturer(ID4377) => Min Interval: 9, Max Interval: 42
Lecturer(ID4378) => Min Interval: 14, Max Interval: 32
Lecturer(ID4380) => Min Interval: 8, Max Interval: 14
Lecturer(ID4381) => Min Interval: 8, Max Interval: 32
Lecturer(ID4385) => Min Interval: 20, Max Interval: 33
Lecturer(ID4386) => Min Interval: 3, Max Interval: 46
Lecturer(ID4389) => Min Interval: 0, Max Interval: 34
Lecturer(ID4391) => Min Interval: 9, Max Interval: 40
Lecturer(ID4392) => Min Interval: 3, Max Interval: 23
Lecturer(ID4393) => Min Interval: 0, Max Interval: 33
Lecturer(ID4397) => Min Interval: 32, Max Interval: 33
Lecturer(ID4401) => Min Interval: 22, Max Interval: 38
Lecturer(ID4402) => Min Interval: 12, Max Interval: 50
Lecturer(ID4406) => Min Interval: 21, Max Interval: 33
Lecturer(ID4408) => Min Interval: 14, Max Interval: 47
Lecturer(ID4409) => Min Interval: 20, Max Interval: 44
Lecturer(ID4410) => Min Interval: 25, Max Interval: 41
Lecturer(ID4412) => Min Interval: 9, Max Interval: 34
Lecturer(ID4414) => Min Interval: 3, Max Interval: 42
Lecturer(ID4423) => Min Interval: 19, Max Interval: 38
Lecturer(ID4424) => Min Interval: 16, Max Interval: 40
Lecturer(ID4428) => Min Interval: 2, Max Interval: 39
Lecturer(ID4429) => Min Interval: 12, Max Interval: 34
Lecturer(ID4433) => Min Interval: 16, Max Interval: 41
Lecturer(ID4436) => Min Interval: 27, Max Interval: 38
Lecturer(ID4441) => Min Interval: 6, Max Interval: 47
Lecturer(ID4443) => Min Interval: 11, Max Interval: 32
Lecturer(ID4445) => Min Interval: 8, Max Interval: 43
Lecturer(ID4448) => Min Interval: 31, Max Interval: 35
Lecturer(ID4449) => Min Interval: 4, Max Interval: 48
Lecturer(ID4451) => Min Interval: 9, Max Interval: 27
Lecturer(ID4453) => Min Interval: 19, Max Interval: 36
Lecturer(ID4455) => Min Interval: 10, Max Interval: 43
Lecturer(ID4457) => Min Interval: 27, Max Interval: 44
Lecturer(ID4462) => Min Interval: 21, Max Interval: 45
Lecturer(ID4463) => Min Interval: 12, Max Interval: 32
Lecturer(ID4468) => Min Interval: 9, Max Interval: 12
Lecturer(ID4472) => Min Interval: 23, Max Interval: 41
Lecturer(ID4474) => Min Interval: 9, Max Interval: 29
Lecturer(ID4475) => Min Interval: 13, Max Interval: 31
Lecturer(ID4483) => Min Interval: 9, Max Interval: 30
Lecturer(ID4484) => Min Interval: 9, Max Interval: 15
Lecturer(ID4486) => Min Interval: 22, Max Interval: 28
Lecturer(ID4487) => Min Interval: 28, Max Interval: 40
Lecturer(ID4489) => Min Interval: 10, Max Interval: 11
Lecturer(ID4490) => Min Interval: 11, Max Interval: 29
Lecturer(ID4491) => Min Interval: 14, Max Interval: 34
Lecturer(ID4493) => Min Interval: 7, Max Interval: 46
Lecturer(ID4496) => Min Interval: 22, Max Interval: 45
Lecturer(ID4500) => Min Interval: 20, Max Interval: 25
Lecturer(ID4505) => Min Interval: 4, Max Interval: 43
Lecturer(ID4511) => Min Interval: 11, Max Interval: 36
Lecturer(ID4513) => Min Interval: 43, Max Interval: 44
Lecturer(ID4515) => Min Interval: 9, Max Interval: 39
Lecturer(ID4516) => Min Interval: 14, Max Interval: 45
Lecturer(ID4517) => Min Interval: 29, Max Interval: 45
Lecturer(ID4521) => Min Interval: 3, Max Interval: 43
Lecturer(ID4522) => Min Interval: 6, Max Interval: 47
Lecturer(ID4523) => Min Interval: 8, Max Interval: 20
Lecturer(ID4526) => Min Interval: 15, Max Interval: 33
Lecturer(ID4527) => Min Interval: 16, Max Interval: 39
Lecturer(ID4528) => Min Interval: 13, Max Interval: 33
Lecturer(ID4529) => Min Interval: 9, Max Interval: 47
Lecturer(ID4531) => Min Interval: 25, Max Interval: 43
Lecturer(ID4533) => Min Interval: 8, Max Interval: 37
Lecturer(ID4534) => Min Interval: 25, Max Interval: 26
Lecturer(ID4541) => Min Interval: 9, Max Interval: 41
Lecturer(ID4542) => Min Interval: 21, Max Interval: 34
Lecturer(ID4546) => Min Interval: 14, Max Interval: 19
Lecturer(ID4551) => Min Interval: 13, Max Interval: 36
Lecturer(ID4553) => Min Interval: 8, Max Interval: 29
Lecturer(ID4554) => Min Interval: 36, Max Interval: 44
Lecturer(ID4560) => Min Interval: 9, Max Interval: 39
Lecturer(ID4562) => Min Interval: 8, Max Interval: 37
Lecturer(ID4563) => Min Interval: 23, Max Interval: 39
Lecturer(ID4565) => Min Interval: 29, Max Interval: 38
Lecturer(ID4569) => Min Interval: 10, Max Interval: 44
Lecturer(ID4571) => Min Interval: 17, Max Interval: 45
Lecturer(ID4572) => Min Interval: 23, Max Interval: 31
Lecturer(ID4573) => Min Interval: 42, Max Interval: 44
Lecturer(ID4576) => Min Interval: 33, Max Interval: 45
Lecturer(ID4577) => Min Interval: 18, Max Interval: 37
Lecturer(ID4583) => Min Interval: 12, Max Interval: 32
