i0,i1,i2,i3
697.0,993.0,1080.0,201200.0
315.0,582.0,97.0,191187.0
107.0,845.0,1099.0,201177.0
458.0,667.0,48.0,182195.0
586.0,766.0,54.0,182153.0
577.0,642.0,1070.0,201153.0
773.0,404.0,95.0,191173.0
850.0,696.0,1066.0,201157.0
710.0,72.0,1050.0,201151.0
535.0,576.0,1095.0,192209.0
850.0,447.0,1061.0,192185.0
623.0,926.0,70.0,182197.0
301.0,18.0,59.0,191145.0
296.0,320.0,1055.0,192157.0
281.0,339.0,88.0,182181.0
576.0,474.0,105.0,182236.0
755.0,437.0,1038.0,192190.0
942.0,11.0,1081.0,192203.0
784.0,439.0,1068.0,192181.0
316.0,109.0,1058.0,192210.0
584.0,843.0,1071.0,192170.0
420.0,535.0,51.0,191135.0
389.0,946.0,73.0,191154.0
218.0,276.0,1102.0,192189.0
376.0,32.0,1050.0,192184.0
963.0,523.0,57.0,182176.0
422.0,298.0,1095.0,192222.0
977.0,370.0,1112.0,201201.0
988.0,679.0,1061.0,201171.0
751.0,819.0,107.0,182194.0
240.0,368.0,1079.0,201209.0
436.0,736.0,1112.0,201224.0
777.0,77.0,1053.0,192171.0
802.0,578.0,1089.0,201202.0
679.0,988.0,62.0,182164.0
180.0,478.0,69.0,182191.0
314.0,84.0,1097.0,201204.0
205.0,391.0,1049.0,192176.0
123.0,842.0,41.0,182143.0
4.0,20.0,1114.0,201219.0
379.0,165.0,1080.0,201168.0
528.0,154.0,68.0,191121.0
113.0,149.0,1061.0,192177.0
863.0,864.0,60.0,191136.0
392.0,602.0,1062.0,201155.0
232.0,642.0,1101.0,201183.0
214.0,489.0,102.0,182211.0
591.0,358.0,1085.0,201193.0
718.0,947.0,1062.0,201173.0
84.0,314.0,86.0,182199.0
734.0,950.0,1071.0,201143.0
512.0,553.0,1108.0,192224.0
521.0,438.0,41.0,182158.0
810.0,663.0,1102.0,201191.0
142.0,712.0,1105.0,201204.0
192.0,847.0,55.0,182184.0
671.0,653.0,1081.0,192187.0
537.0,436.0,100.0,182217.0
568.0,716.0,1079.0,192166.0
143.0,857.0,1130.0,201196.0
650.0,217.0,1093.0,192212.0
533.0,506.0,1060.0,192184.0
839.0,144.0,1110.0,201200.0
986.0,712.0,1093.0,201205.0
191.0,445.0,1046.0,192152.0
752.0,954.0,1049.0,201149.0
783.0,677.0,1064.0,192170.0
896.0,250.0,1060.0,192158.0
464.0,743.0,1056.0,201173.0
348.0,197.0,81.0,182190.0
851.0,120.0,98.0,182187.0
537.0,945.0,1093.0,192212.0
52.0,808.0,1121.0,201203.0
487.0,882.0,114.0,182219.0
929.0,851.0,1092.0,201195.0
404.0,98.0,68.0,182172.0
416.0,86.0,1108.0,201188.0
238.0,583.0,1055.0,201163.0
454.0,419.0,1053.0,201174.0
229.0,444.0,1088.0,192206.0
502.0,233.0,59.0,182206.0
813.0,175.0,1065.0,192171.0
287.0,8.0,1069.0,192184.0
506.0,533.0,57.0,182175.0
843.0,584.0,72.0,182199.0
245.0,52.0,1054.0,201160.0
718.0,167.0,106.0,191185.0
282.0,298.0,1074.0,192195.0
868.0,863.0,1049.0,192166.0
537.0,626.0,1067.0,201166.0
32.0,376.0,72.0,191166.0
958.0,770.0,50.0,182161.0
370.0,977.0,105.0,182232.0
650.0,217.0,1106.0,201200.0
49.0,90.0,1111.0,201214.0
161.0,723.0,1127.0,201222.0
531.0,159.0,1085.0,201153.0
573.0,692.0,65.0,191136.0
851.0,120.0,94.0,191158.0
789.0,239.0,92.0,191144.0
851.0,471.0,1111.0,192216.0
184.0,179.0,59.0,191126.0
766.0,586.0,1046.0,192138.0
407.0,798.0,1051.0,192183.0
907.0,503.0,55.0,182182.0
241.0,146.0,71.0,182204.0
998.0,621.0,51.0,182141.0
615.0,50.0,1097.0,192227.0
814.0,381.0,1091.0,192214.0
652.0,926.0,88.0,191176.0
745.0,559.0,1069.0,192204.0
408.0,975.0,1041.0,192164.0
632.0,197.0,1057.0,192201.0
991.0,784.0,1079.0,192202.0
187.0,528.0,20.0,182169.0
122.0,688.0,1066.0,201194.0
290.0,382.0,38.0,182175.0
797.0,31.0,56.0,182168.0
278.0,735.0,59.0,182182.0
899.0,683.0,86.0,182198.0
930.0,738.0,1065.0,201161.0
212.0,725.0,43.0,182187.0
407.0,123.0,1070.0,201182.0
253.0,560.0,63.0,182187.0
700.0,766.0,1089.0,192194.0
777.0,77.0,1064.0,201163.0
386.0,34.0,1103.0,201170.0
467.0,547.0,1088.0,192202.0
179.0,126.0,87.0,191166.0
226.0,838.0,48.0,182170.0
123.0,591.0,85.0,182209.0
591.0,12.0,1058.0,201148.0
291.0,614.0,1078.0,201170.0
480.0,75.0,68.0,191150.0
231.0,179.0,1068.0,192163.0
757.0,199.0,68.0,191166.0
776.0,868.0,94.0,182209.0
929.0,44.0,1100.0,192199.0
233.0,369.0,72.0,182208.0
958.0,72.0,1070.0,192176.0
303.0,801.0,1083.0,192191.0
298.0,519.0,1122.0,201175.0
870.0,962.0,64.0,191152.0
840.0,58.0,73.0,182205.0
433.0,314.0,1056.0,201135.0
713.0,962.0,62.0,182164.0
642.0,577.0,50.0,182192.0
866.0,236.0,1054.0,192188.0
735.0,278.0,1030.0,192163.0
590.0,845.0,1099.0,201197.0
826.0,362.0,108.0,191178.0
40.0,352.0,62.0,191136.0
152.0,74.0,1060.0,201150.0
800.0,314.0,41.0,182169.0
437.0,974.0,31.0,182157.0
620.0,935.0,1098.0,201166.0
661.0,630.0,1062.0,201142.0
897.0,198.0,1131.0,201216.0
847.0,159.0,50.0,182197.0
575.0,667.0,126.0,191194.0
190.0,856.0,1049.0,201167.0
440.0,763.0,1068.0,192179.0
996.0,965.0,81.0,182200.0
373.0,697.0,1089.0,192212.0
911.0,583.0,1055.0,192167.0
735.0,672.0,95.0,191172.0
554.0,123.0,1061.0,192142.0
568.0,116.0,1055.0,192181.0
145.0,777.0,91.0,182209.0
935.0,620.0,71.0,182194.0
579.0,278.0,98.0,182214.0
689.0,943.0,1071.0,201147.0
636.0,340.0,1070.0,201186.0
98.0,404.0,1076.0,192168.0
991.0,784.0,1092.0,201175.0
703.0,682.0,1103.0,201191.0
197.0,632.0,53.0,182166.0
600.0,284.0,1105.0,201202.0
221.0,553.0,1063.0,201172.0
483.0,523.0,1060.0,201175.0
47.0,670.0,58.0,182165.0
418.0,133.0,1079.0,201163.0
755.0,437.0,1075.0,201176.0
537.0,68.0,105.0,182197.0
817.0,842.0,110.0,182225.0
197.0,348.0,1095.0,201190.0
457.0,337.0,1080.0,201180.0
399.0,5.0,45.0,182158.0
266.0,789.0,67.0,191133.0
298.0,422.0,92.0,182222.0
270.0,214.0,50.0,191140.0
663.0,329.0,64.0,182153.0
478.0,180.0,1074.0,192185.0
868.0,863.0,1069.0,201159.0
215.0,711.0,1111.0,201214.0
142.0,176.0,1074.0,201169.0
654.0,288.0,1073.0,192200.0
989.0,686.0,1072.0,201173.0
648.0,996.0,1095.0,201199.0
816.0,924.0,94.0,182195.0
847.0,192.0,1077.0,201173.0
404.0,773.0,1110.0,201181.0
924.0,882.0,37.0,182181.0
229.0,305.0,1093.0,201170.0
568.0,545.0,98.0,182218.0
87.0,784.0,93.0,182231.0
142.0,712.0,1097.0,192216.0
356.0,272.0,68.0,182186.0
283.0,611.0,1052.0,201154.0
429.0,873.0,56.0,182191.0
146.0,225.0,1076.0,192216.0
496.0,732.0,1058.0,201134.0
509.0,335.0,1078.0,192201.0
527.0,679.0,1067.0,201171.0
979.0,97.0,1056.0,192196.0
616.0,290.0,1058.0,201155.0
442.0,525.0,1108.0,201199.0
386.0,10.0,87.0,182231.0
123.0,842.0,56.0,191128.0
560.0,253.0,1053.0,192187.0
97.0,147.0,1069.0,192191.0
771.0,994.0,1058.0,201128.0
531.0,159.0,1063.0,192153.0
378.0,962.0,57.0,191144.0
72.0,958.0,50.0,182175.0
660.0,334.0,1065.0,201158.0
426.0,823.0,1083.0,201169.0
288.0,999.0,1066.0,201151.0
883.0,868.0,1103.0,201202.0
784.0,439.0,1085.0,201163.0
426.0,127.0,60.0,182188.0
120.0,851.0,1091.0,192185.0
503.0,907.0,1078.0,192200.0
786.0,512.0,1105.0,201198.0
477.0,450.0,1057.0,201145.0
375.0,376.0,98.0,182220.0
295.0,908.0,1100.0,192197.0
68.0,537.0,1098.0,201199.0
734.0,835.0,51.0,182161.0
92.0,844.0,60.0,191138.0
770.0,958.0,1048.0,192172.0
882.0,924.0,1048.0,192189.0
379.0,165.0,1072.0,192181.0
127.0,426.0,1084.0,192164.0
